tmc,hour,vol.fraction
110+05420,7,0.041285
110+05420,8,0.04634
110+05420,9,0.053155
110+05420,10,0.060403
110+05420,11,0.063978
110+05420,12,0.06424
110+05420,13,0.064871
110+05420,14,0.066468
110+05420,15,0.067681
110+05420,16,0.065722
110+05420,17,0.065702
110+05420,18,0.052812
110+05420,19,0.044246
110+05420,20,0.037253
110+05420,21,0.030676
110+05420,22,0.024862
110+05420,23,0.020098
110+05421,0,0.015512
110+05421,1,0.013086
110+05421,2,0.012228
110+05421,3,0.012013
110+05421,4,0.015205
110+05421,5,0.024398
110+05421,6,0.031379
110+05421,7,0.039001
110+05421,8,0.046536
110+05421,9,0.054023
110+05421,10,0.061395
110+05421,11,0.065044
110+05421,12,0.065331
110+05421,13,0.065807
110+05421,14,0.067447
110+05421,15,0.068541
110+05421,16,0.066526
110+05421,17,0.065686
110+05421,18,0.05327
110+05421,19,0.044464
110+05421,20,0.037386
110+05421,21,0.030696
110+05421,22,0.02495
110+05421,23,0.020075
110+05422,0,0.015961
110+05422,1,0.01334
110+05422,2,0.012408
110+05422,3,0.012427
110+05422,4,0.015097
110+05422,5,0.024161
110+05422,6,0.033767
110+05422,7,0.041437
110+05422,8,0.047942
110+05422,9,0.054695
110+05422,10,0.060805
110+05422,11,0.063509
110+05422,12,0.063399
110+05422,13,0.063865
110+05422,14,0.064465
110+05422,15,0.066013
110+05422,16,0.066454
110+05422,17,0.064864
110+05422,18,0.054549
110+05422,19,0.045254
110+05422,20,0.038144
110+05422,21,0.031139
110+05422,22,0.025614
110+05422,23,0.020693
110+05423,0,0.015499
110+05423,1,0.013042
110+05423,2,0.01201
110+05423,3,0.012143
110+05423,4,0.014339
110+05423,5,0.023573
110+05423,6,0.033776
110+05423,7,0.040972
110+05423,8,0.046883
110+05423,9,0.053459
110+05423,10,0.060401
110+05423,11,0.064234
110+05423,12,0.06471
110+05423,13,0.065095
110+05423,14,0.066774
110+05423,15,0.067936
110+05423,16,0.067915
110+05423,17,0.065475
110+05423,18,0.054046
110+05423,19,0.044122
110+05423,20,0.037414
110+05423,21,0.030883
110+05423,22,0.025121
110+05423,23,0.020178
110+05424,0,0.015779
110+05424,1,0.013225
110+05424,2,0.011983
110+05424,3,0.012037
110+05424,4,0.013879
110+05424,5,0.022518
110+05424,6,0.035185
110+05424,7,0.041766
110+05424,8,0.046115
110+05424,9,0.052522
110+05424,10,0.059216
110+05424,11,0.062838
110+05424,12,0.064238
110+05424,13,0.06448
110+05424,14,0.066105
110+05424,15,0.067586
110+05424,16,0.068405
110+05424,17,0.06614
110+05424,18,0.055904
110+05424,19,0.044567
110+05424,20,0.037847
110+05424,21,0.031619
110+05424,22,0.025357
110+05424,23,0.020691
110+05425,0,0.015779
110+05425,1,0.013225
110+05425,2,0.011983
110+05425,3,0.012037
110+05425,4,0.013879
110+05425,5,0.022518
110+05425,6,0.035185
110+05425,7,0.041766
110+05425,8,0.046115
110+05425,9,0.052522
110+05425,10,0.059216
110+05425,11,0.062838
110+05425,12,0.064238
110+05425,13,0.06448
110+05425,14,0.066105
110+05425,15,0.067586
110+05425,16,0.068405
110+05425,17,0.06614
110+05425,18,0.055904
110+05425,19,0.044567
110+05425,20,0.037847
110+05425,21,0.031619
110+05425,22,0.025357
110+05425,23,0.020691
110+05427,0,0.016802
110+05427,1,0.014161
110+05427,2,0.013268
110+05427,3,0.013709
110+05427,4,0.015875
110+05427,5,0.022362
110+05427,6,0.031543
110+05427,7,0.038582
110+05427,8,0.044416
110+05427,9,0.05202
110+05427,10,0.060093
110+05427,11,0.063982
110+05427,12,0.06431
110+05427,13,0.064212
110+05427,14,0.064179
110+05427,15,0.063944
110+05427,16,0.065858
110+05427,17,0.065311
110+05427,18,0.057488
110+05427,19,0.047477
110+05427,20,0.038516
110+05427,21,0.03232
110+05427,22,0.027283
110+05427,23,0.022292
110+05428,0,0.016802
110+05428,1,0.014161
110+05428,2,0.013268
110+05428,3,0.013709
110+05428,4,0.015875
110+05428,5,0.022362
110+05428,6,0.031543
110+05428,7,0.038582
110+05428,8,0.044416
110+05428,9,0.05202
110+05428,10,0.060093
110+05428,11,0.063982
110+05428,12,0.06431
110+05428,13,0.064212
110+05428,14,0.064179
110+05428,15,0.063944
110+05428,16,0.065858
110+05428,17,0.065311
110+05428,18,0.057488
110+05428,19,0.047477
110+05428,20,0.038516
110+05428,21,0.03232
110+05428,22,0.027283
110+05428,23,0.022292
110+05429,0,0.016166
110+05429,1,0.013562
110+05429,2,0.013099
110+05429,3,0.0134
110+05429,4,0.016084
110+05429,5,0.025411
110+05429,6,0.036865
110+05429,7,0.047948
110+05429,8,0.048793
110+05429,9,0.055052
110+05429,10,0.061998
110+05429,11,0.065717
110+05429,12,0.06475
110+05429,13,0.064482
110+05429,14,0.063358
110+05429,15,0.061855
110+05429,16,0.062617
110+05429,17,0.060911
110+05429,18,0.052274
110+05429,19,0.044067
110+05429,20,0.03598
110+05429,21,0.029269
110+05429,22,0.024833
110+05429,23,0.021508
110+05430,0,0.017659
110+05430,1,0.014211
110+05430,2,0.013653
110+05430,3,0.013688
110+05430,4,0.01664
110+05430,5,0.026101
110+05430,6,0.038666
110+05430,7,0.043679
110+05430,8,0.047286
110+05430,9,0.051061
110+05430,10,0.057855
110+05430,11,0.061503
110+05430,12,0.061716
110+05430,13,0.062087
110+05430,14,0.062333
110+05430,15,0.062238
110+05430,16,0.063823
110+05430,17,0.063872
110+05430,18,0.054988
110+05430,19,0.046855
110+05430,20,0.038495
110+05430,21,0.031584
110+05430,22,0.026503
110+05430,23,0.023504
110+05431,0,0.018215
110+05431,1,0.014518
110+05431,2,0.013745
110+05431,3,0.014225
110+05431,4,0.017036
110+05431,5,0.025221
110+05431,6,0.035762
110+05431,7,0.043505
110+05431,8,0.048296
110+05431,9,0.051568
110+05431,10,0.058093
110+05431,11,0.062271
110+05431,12,0.061618
110+05431,13,0.062313
110+05431,14,0.062951
110+05431,15,0.062714
110+05431,16,0.06296
110+05431,17,0.063658
110+05431,18,0.05319
110+05431,19,0.046465
110+05431,20,0.038957
110+05431,21,0.032057
110+05431,22,0.026744
110+05431,23,0.023921
110+05432,0,0.01847
110+05432,1,0.01458
110+05432,2,0.013584
110+05432,3,0.013993
110+05432,4,0.016954
110+05432,5,0.025486
110+05432,6,0.036419
110+05432,7,0.044196
110+05432,8,0.048568
110+05432,9,0.051378
110+05432,10,0.057589
110+05432,11,0.062026
110+05432,12,0.061498
110+05432,13,0.062099
110+05432,14,0.06275
110+05432,15,0.062669
110+05432,16,0.062792
110+05432,17,0.063921
110+05432,18,0.053363
110+05432,19,0.046492
110+05432,20,0.038927
110+05432,21,0.032243
110+05432,22,0.026443
110+05432,23,0.023561
110+05433,0,0.019091
110+05433,1,0.015158
110+05433,2,0.013972
110+05433,3,0.014324
110+05433,4,0.017145
110+05433,5,0.025404
110+05433,6,0.035656
110+05433,7,0.041855
110+05433,8,0.046684
110+05433,9,0.051627
110+05433,10,0.058102
110+05433,11,0.062597
110+05433,12,0.061974
110+05433,13,0.062286
110+05433,14,0.063216
110+05433,15,0.062652
110+05433,16,0.062145
110+05433,17,0.063257
110+05433,18,0.053341
110+05433,19,0.046606
110+05433,20,0.03954
110+05433,21,0.032599
110+05433,22,0.026802
110+05433,23,0.023967
110+05434,0,0.019115
110+05434,1,0.014951
110+05434,2,0.013839
110+05434,3,0.014473
110+05434,4,0.017839
110+05434,5,0.026635
110+05434,6,0.037779
110+05434,7,0.043823
110+05434,8,0.047253
110+05434,9,0.05172
110+05434,10,0.057322
110+05434,11,0.062071
110+05434,12,0.061506
110+05434,13,0.061731
110+05434,14,0.062902
110+05434,15,0.062378
110+05434,16,0.061829
110+05434,17,0.062652
110+05434,18,0.053121
110+05434,19,0.045821
110+05434,20,0.038938
110+05434,21,0.032015
110+05434,22,0.02674
110+05434,23,0.023547
110+05435,0,0.019642
110+05435,1,0.015334
110+05435,2,0.014113
110+05435,3,0.014892
110+05435,4,0.018396
110+05435,5,0.027664
110+05435,6,0.039007
110+05435,7,0.045642
110+05435,8,0.047854
110+05435,9,0.051477
110+05435,10,0.056725
110+05435,11,0.061378
110+05435,12,0.060888
110+05435,13,0.061107
110+05435,14,0.06197
110+05435,15,0.061732
110+05435,16,0.060851
110+05435,17,0.061867
110+05435,18,0.052727
110+05435,19,0.045301
110+05435,20,0.038715
110+05435,21,0.031968
110+05435,22,0.026772
110+05435,23,0.023977
110+05436,0,0.018248
110+05436,1,0.014126
110+05436,2,0.013372
110+05436,3,0.014623
110+05436,4,0.018177
110+05436,5,0.028491
110+05436,6,0.042569
110+05436,7,0.048355
110+05436,8,0.050031
110+05436,9,0.052468
110+05436,10,0.05674
110+05436,11,0.060881
110+05436,12,0.060799
110+05436,13,0.060571
110+05436,14,0.061148
110+05436,15,0.061163
110+05436,16,0.060312
110+05436,17,0.061793
110+05436,18,0.052379
110+05436,19,0.044618
110+05436,20,0.038727
110+05436,21,0.031683
110+05436,22,0.026323
110+05436,23,0.022401
110+05437,0,0.018157
110+05437,1,0.013977
110+05437,2,0.013066
110+05437,3,0.014126
110+05437,4,0.017722
110+05437,5,0.028591
110+05437,6,0.044515
110+05437,7,0.050417
110+05437,8,0.050686
110+05437,9,0.05197
110+05437,10,0.056
110+05437,11,0.060037
110+05437,12,0.060686
110+05437,13,0.060453
110+05437,14,0.060813
110+05437,15,0.06105
110+05437,16,0.060488
110+05437,17,0.062466
110+05437,18,0.053202
110+05437,19,0.044262
110+05437,20,0.038233
110+05437,21,0.031529
110+05437,22,0.025663
110+05437,23,0.021892
110+05438,0,0.018026
110+05438,1,0.013729
110+05438,2,0.012871
110+05438,3,0.014103
110+05438,4,0.01781
110+05438,5,0.029525
110+05438,6,0.047857
110+05438,7,0.05276
110+05438,8,0.052033
110+05438,9,0.052189
110+05438,10,0.055691
110+05438,11,0.059285
110+05438,12,0.060041
110+05438,13,0.059686
110+05438,14,0.060067
110+05438,15,0.060241
110+05438,16,0.059702
110+05438,17,0.061764
110+05438,18,0.052915
110+05438,19,0.043669
110+05438,20,0.037897
110+05438,21,0.031113
110+05438,22,0.025431
110+05438,23,0.021595
110+05439,0,0.015681
110+05439,1,0.011927
110+05439,2,0.011246
110+05439,3,0.012363
110+05439,4,0.016498
110+05439,5,0.031321
110+05439,6,0.055978
110+05439,7,0.061007
110+05439,8,0.056287
110+05439,9,0.053083
110+05439,10,0.054975
110+05439,11,0.058553
110+05439,12,0.058569
110+05439,13,0.058395
110+05439,14,0.05963
110+05439,15,0.060173
110+05439,16,0.059885
110+05439,17,0.062131
110+05439,18,0.051687
110+05439,19,0.041291
110+05439,20,0.036533
110+05439,21,0.029684
110+05439,22,0.02402
110+05439,23,0.019084
110+05440,0,0.012297
110+05440,1,0.009855
110+05440,2,0.010422
110+05440,3,0.010743
110+05440,4,0.017743
110+05440,5,0.033955
110+05440,6,0.065296
110+05440,7,0.073383
110+05440,8,0.06331
110+05440,9,0.054523
110+05440,10,0.053737
110+05440,11,0.054295
110+05440,12,0.056019
110+05440,13,0.055302
110+05440,14,0.056695
110+05440,15,0.061216
110+05440,16,0.060488
110+05440,17,0.067016
110+05440,18,0.051897
110+05440,19,0.037651
110+05440,20,0.031627
110+05440,21,0.025571
110+05440,22,0.020871
110+05440,23,0.016087
110+05441,0,0.012355
110+05441,1,0.01146
110+05441,2,0.011482
110+05441,3,0.011325
110+05441,4,0.015936
110+05441,5,0.034245
110+05441,6,0.071691
110+05441,7,0.086195
110+05441,8,0.064103
110+05441,9,0.051524
110+05441,10,0.049219
110+05441,11,0.049129
110+05441,12,0.050674
110+05441,13,0.054412
110+05441,14,0.054188
110+05441,15,0.059671
110+05441,16,0.059627
110+05441,17,0.063588
110+05441,18,0.049868
110+05441,19,0.035946
110+05441,20,0.029276
110+05441,21,0.027933
110+05441,22,0.024956
110+05441,23,0.021196
110+05443,0,0.005713
110+05443,1,0.003128
110+05443,2,0.002435
110+05443,3,0.002584
110+05443,4,0.004596
110+05443,5,0.012479
110+05443,6,0.032053
110+05443,7,0.070202
110+05443,8,0.086
110+05443,9,0.059285
110+05443,10,0.049038
110+05443,11,0.05312
110+05443,12,0.057946
110+05443,13,0.0564
110+05443,14,0.059528
110+05443,15,0.070028
110+05443,16,0.089511
110+05443,17,0.093388
110+05443,18,0.06496
110+05443,19,0.042301
110+05443,20,0.032168
110+05443,21,0.024976
110+05443,22,0.017113
110+05443,23,0.011049
110+05444,0,0.00612
110+05444,1,0.004178
110+05444,2,0.003628
110+05444,3,0.004603
110+05444,4,0.008114
110+05444,5,0.02103
110+05444,6,0.041366
110+05444,7,0.060957
110+05444,8,0.057906
110+05444,9,0.052903
110+05444,10,0.05138
110+05444,11,0.052459
110+05444,12,0.054571
110+05444,13,0.057247
110+05444,14,0.062945
110+05444,15,0.074948
110+05444,16,0.094005
110+05444,17,0.099331
110+05444,18,0.064965
110+05444,19,0.042057
110+05444,20,0.033023
110+05444,21,0.025641
110+05444,22,0.016316
110+05444,23,0.010307
110+05445,0,0.007483
110+05445,1,0.005288
110+05445,2,0.004312
110+05445,3,0.005374
110+05445,4,0.008806
110+05445,5,0.01989
110+05445,6,0.038103
110+05445,7,0.055703
110+05445,8,0.0594
110+05445,9,0.058261
110+05445,10,0.055419
110+05445,11,0.055683
110+05445,12,0.055878
110+05445,13,0.058671
110+05445,14,0.063392
110+05445,15,0.071723
110+05445,16,0.083741
110+05445,17,0.089886
110+05445,18,0.066132
110+05445,19,0.04404
110+05445,20,0.034181
110+05445,21,0.027572
110+05445,22,0.019041
110+05445,23,0.012021
110+05446,0,0.00765
110+05446,1,0.005852
110+05446,2,0.004756
110+05446,3,0.005999
110+05446,4,0.010164
110+05446,5,0.020695
110+05446,6,0.041933
110+05446,7,0.061217
110+05446,8,0.064615
110+05446,9,0.063201
110+05446,10,0.059053
110+05446,11,0.058849
110+05446,12,0.05792
110+05446,13,0.05972
110+05446,14,0.063787
110+05446,15,0.069172
110+05446,16,0.076509
110+05446,17,0.078189
110+05446,18,0.060837
110+05446,19,0.041456
110+05446,20,0.03212
110+05446,21,0.026013
110+05446,22,0.018368
110+05446,23,0.011924
110+05447,0,0.007451
110+05447,1,0.005627
110+05447,2,0.004533
110+05447,3,0.00591
110+05447,4,0.009941
110+05447,5,0.020712
110+05447,6,0.044296
110+05447,7,0.064487
110+05447,8,0.066926
110+05447,9,0.065187
110+05447,10,0.060192
110+05447,11,0.059803
110+05447,12,0.058475
110+05447,13,0.059931
110+05447,14,0.063803
110+05447,15,0.068505
110+05447,16,0.074731
110+05447,17,0.074834
110+05447,18,0.05856
110+05447,19,0.04008
110+05447,20,0.030991
110+05447,21,0.025139
110+05447,22,0.018104
110+05447,23,0.011783
110+05448,0,0.007157
110+05448,1,0.00554
110+05448,2,0.004542
110+05448,3,0.006081
110+05448,4,0.010419
110+05448,5,0.021615
110+05448,6,0.048157
110+05448,7,0.06979
110+05448,8,0.069567
110+05448,9,0.066922
110+05448,10,0.061439
110+05448,11,0.060678
110+05448,12,0.059322
110+05448,13,0.060283
110+05448,14,0.063745
110+05448,15,0.067148
110+05448,16,0.072014
110+05448,17,0.07013
110+05448,18,0.055323
110+05448,19,0.038108
110+05448,20,0.029482
110+05448,21,0.02379
110+05448,22,0.01735
110+05448,23,0.011401
110+05449,0,0.006646
110+05449,1,0.005075
110+05449,2,0.004108
110+05449,3,0.005777
110+05449,4,0.010816
110+05449,5,0.021233
110+05449,6,0.052153
110+05449,7,0.078168
110+05449,8,0.074829
110+05449,9,0.068005
110+05449,10,0.061394
110+05449,11,0.060204
110+05449,12,0.059153
110+05449,13,0.058852
110+05449,14,0.06134
110+05449,15,0.065537
110+05449,16,0.069096
110+05449,17,0.067499
110+05449,18,0.054195
110+05449,19,0.037179
110+05449,20,0.028339
110+05449,21,0.02268
110+05449,22,0.016777
110+05449,23,0.010947
110+05450,0,0.006646
110+05450,1,0.005075
110+05450,2,0.004108
110+05450,3,0.005777
110+05450,4,0.010816
110+05450,5,0.021233
110+05450,6,0.052153
110+05450,7,0.078168
110+05450,8,0.074829
110+05450,9,0.068005
110+05450,10,0.061394
110+05450,11,0.060204
110+05450,12,0.059153
110+05450,13,0.058852
110+05450,14,0.06134
110+05450,15,0.065537
110+05450,16,0.069096
110+05450,17,0.067499
110+05450,18,0.054195
110+05450,19,0.037179
110+05450,20,0.028339
110+05450,21,0.02268
110+05450,22,0.016777
110+05450,23,0.010947
110+05451,0,0.005561
110+05451,1,0.004476
110+05451,2,0.003812
110+05451,3,0.004493
110+05451,4,0.009048
110+05451,5,0.021187
110+05451,6,0.060379
110+05451,7,0.112411
110+05451,8,0.099759
110+05451,9,0.072557
110+05451,10,0.062218
110+05451,11,0.057635
110+05451,12,0.055454
110+05451,13,0.054605
110+05451,14,0.055586
110+05451,15,0.057007
110+05451,16,0.060422
110+05451,17,0.058533
110+05451,18,0.047592
110+05451,19,0.032044
110+05451,20,0.02318
110+05451,21,0.018501
110+05451,22,0.014259
110+05451,23,0.00928
110+05452,0,0.005505
110+05452,1,0.004316
110+05452,2,0.003447
110+05452,3,0.003758
110+05452,4,0.006734
110+05452,5,0.016993
110+05452,6,0.046194
110+05452,7,0.08133
110+05452,8,0.08535
110+05452,9,0.067035
110+05452,10,0.060115
110+05452,11,0.059181
110+05452,12,0.061119
110+05452,13,0.058599
110+05452,14,0.060863
110+05452,15,0.06678
110+05452,16,0.077259
110+05452,17,0.076082
110+05452,18,0.053067
110+05452,19,0.036142
110+05452,20,0.026054
110+05452,21,0.019934
110+05452,22,0.014421
110+05452,23,0.009722
110+05453,0,0.005187
110+05453,1,0.003853
110+05453,2,0.003073
110+05453,3,0.003398
110+05453,4,0.006294
110+05453,5,0.016295
110+05453,6,0.046406
110+05453,7,0.083296
110+05453,8,0.085363
110+05453,9,0.063208
110+05453,10,0.057379
110+05453,11,0.057044
110+05453,12,0.059839
110+05453,13,0.057719
110+05453,14,0.061949
110+05453,15,0.06861
110+05453,16,0.079415
110+05453,17,0.079227
110+05453,18,0.053662
110+05453,19,0.036608
110+05453,20,0.027532
110+05453,21,0.020743
110+05453,22,0.014304
110+05453,23,0.009596
110+05454,0,0.005652
110+05454,1,0.004011
110+05454,2,0.003179
110+05454,3,0.003511
110+05454,4,0.006407
110+05454,5,0.014771
110+05454,6,0.041516
110+05454,7,0.076899
110+05454,8,0.083991
110+05454,9,0.062163
110+05454,10,0.055755
110+05454,11,0.055807
110+05454,12,0.058704
110+05454,13,0.058388
110+05454,14,0.062457
110+05454,15,0.070792
110+05454,16,0.080779
110+05454,17,0.08321
110+05454,18,0.056338
110+05454,19,0.038464
110+05454,20,0.028645
110+05454,21,0.022574
110+05454,22,0.015576
110+05454,23,0.010411
110+05455,0,0.007269
110+05455,1,0.005179
110+05455,2,0.004056
110+05455,3,0.004023
110+05455,4,0.00586
110+05455,5,0.010839
110+05455,6,0.025234
110+05455,7,0.04526
110+05455,8,0.052043
110+05455,9,0.050906
110+05455,10,0.052835
110+05455,11,0.055527
110+05455,12,0.058021
110+05455,13,0.060321
110+05455,14,0.068405
110+05455,15,0.081938
110+05455,16,0.099387
110+05455,17,0.10635
110+05455,18,0.066139
110+05455,19,0.045295
110+05455,20,0.034916
110+05455,21,0.027785
110+05455,22,0.01904
110+05455,23,0.013371
110+05456,0,0.008206
110+05456,1,0.007509
110+05456,2,0.004159
110+05456,3,0.00374
110+05456,4,0.005359
110+05456,5,0.011221
110+05456,6,0.025428
110+05456,7,0.04787
110+05456,8,0.057528
110+05456,9,0.049712
110+05456,10,0.049322
110+05456,11,0.050996
110+05456,12,0.04868
110+05456,13,0.052001
110+05456,14,0.071512
110+05456,15,0.079188
110+05456,16,0.092168
110+05456,17,0.123318
110+05456,18,0.07235
110+05456,19,0.046614
110+05456,20,0.034863
110+05456,21,0.027606
110+05456,22,0.018311
110+05456,23,0.012337
110+05457,0,0.008415
110+05457,1,0.00554
110+05457,2,0.004453
110+05457,3,0.004228
110+05457,4,0.006316
