tmc,hour,truck pct
110+04121,0,2.470093291
110+04121,1,2.470093291
110+04121,2,2.470093291
110+04121,3,2.470093291
110+04121,4,2.470093291
110+04121,5,2.470093291
110+04121,6,2.470093291
110+04121,7,2.470093291
110+04121,8,2.470093291
110+04121,9,2.470093291
110+04121,10,2.470093291
110+04121,11,2.470093291
110+04121,12,2.470093291
110+04121,13,2.470093291
110+04121,14,2.470093291
110+04121,15,2.470093291
110+04121,16,2.470093291
110+04121,17,2.470093291
110+04121,18,2.470093291
110+04121,19,2.470093291
110+04121,20,2.470093291
110+04121,21,2.470093291
110+04121,22,2.470093291
110+04121,23,2.470093291
110+04122,0,2.47167693
110+04122,1,2.47167693
110+04122,2,2.47167693
110+04122,3,2.47167693
110+04122,4,2.47167693
110+04122,5,2.47167693
110+04122,6,2.47167693
110+04122,7,2.47167693
110+04122,8,2.47167693
110+04122,9,2.47167693
110+04122,10,2.47167693
110+04122,11,2.47167693
110+04122,12,2.47167693
110+04122,13,2.47167693
110+04122,14,2.47167693
110+04122,15,2.47167693
110+04122,16,2.47167693
110+04122,17,2.47167693
110+04122,18,2.47167693
110+04122,19,2.47167693
110+04122,20,2.47167693
110+04122,21,2.47167693
110+04122,22,2.47167693
110+04122,23,2.47167693
110+04123,0,2.478528521
110+04123,1,2.478528521
110+04123,2,2.478528521
110+04123,3,2.478528521
110+04123,4,2.478528521
110+04123,5,2.478528521
110+04123,6,2.478528521
110+04123,7,2.478528521
110+04123,8,2.478528521
110+04123,9,2.478528521
110+04123,10,2.478528521
110+04123,11,2.478528521
110+04123,12,2.478528521
110+04123,13,2.478528521
110+04123,14,2.478528521
110+04123,15,2.478528521
110+04123,16,2.478528521
110+04123,17,2.478528521
110+04123,18,2.478528521
110+04123,19,2.478528521
110+04123,20,2.478528521
110+04123,21,2.478528521
110+04123,22,2.478528521
110+04123,23,2.478528521
110+04124,0,2.472877598
110+04124,1,2.472877598
110+04124,2,2.472877598
110+04124,3,2.472877598
110+04124,4,2.472877598
110+04124,5,2.472877598
110+04124,6,2.472877598
110+04124,7,2.472877598
110+04124,8,2.472877598
110+04124,9,2.472877598
110+04124,10,2.472877598
110+04124,11,2.472877598
110+04124,12,2.472877598
110+04124,13,2.472877598
110+04124,14,2.472877598
110+04124,15,2.472877598
110+04124,16,2.472877598
110+04124,17,2.472877598
110+04124,18,2.472877598
110+04124,19,2.472877598
110+04124,20,2.472877598
110+04124,21,2.472877598
110+04124,22,2.472877598
110+04124,23,2.472877598
110+04125,0,2.472011716
110+04125,1,2.472011716
110+04125,2,2.472011716
110+04125,3,2.472011716
110+04125,4,2.472011716
110+04125,5,2.472011716
110+04125,6,2.472011716
110+04125,7,2.472011716
110+04125,8,2.472011716
110+04125,9,2.472011716
110+04125,10,2.472011716
110+04125,11,2.472011716
110+04125,12,2.472011716
110+04125,13,2.472011716
110+04125,14,2.472011716
110+04125,15,2.472011716
110+04125,16,2.472011716
110+04125,17,2.472011716
110+04125,18,2.472011716
110+04125,19,2.472011716
110+04125,20,2.472011716
110+04125,21,2.472011716
110+04125,22,2.472011716
110+04125,23,2.472011716
110+04126,0,2.472011716
110+04126,1,2.472011716
110+04126,2,2.472011716
110+04126,3,2.472011716
110+04126,4,2.472011716
110+04126,5,2.472011716
110+04126,6,2.472011716
110+04126,7,2.472011716
110+04126,8,2.472011716
110+04126,9,2.472011716
110+04126,10,2.472011716
110+04126,11,2.472011716
110+04126,12,2.472011716
110+04126,13,2.472011716
110+04126,14,2.472011716
110+04126,15,2.472011716
110+04126,16,2.472011716
110+04126,17,2.472011716
110+04126,18,2.472011716
110+04126,19,2.472011716
110+04126,20,2.472011716
110+04126,21,2.472011716
110+04126,22,2.472011716
110+04126,23,2.472011716
110+04127,0,2.470665119
110+04127,1,2.470665119
110+04127,2,2.470665119
110+04127,3,2.470665119
110+04127,4,2.470665119
110+04127,5,2.470665119
110+04127,6,2.470665119
110+04127,7,2.470665119
110+04127,8,2.470665119
110+04127,9,2.470665119
110+04127,10,2.470665119
110+04127,11,2.470665119
110+04127,12,2.470665119
110+04127,13,2.470665119
110+04127,14,2.470665119
110+04127,15,2.470665119
110+04127,16,2.470665119
110+04127,17,2.470665119
110+04127,18,2.470665119
110+04127,19,2.470665119
110+04127,20,2.470665119
110+04127,21,2.470665119
110+04127,22,2.470665119
110+04127,23,2.470665119
110+04128,0,2.472092252
110+04128,1,2.472092252
110+04128,2,2.472092252
110+04128,3,2.472092252
110+04128,4,2.472092252
110+04128,5,2.472092252
110+04128,6,2.472092252
110+04128,7,2.472092252
110+04128,8,2.472092252
110+04128,9,2.472092252
110+04128,10,2.472092252
110+04128,11,2.472092252
110+04128,12,2.472092252
110+04128,13,2.472092252
110+04128,14,2.472092252
110+04128,15,2.472092252
110+04128,16,2.472092252
110+04128,17,2.472092252
110+04128,18,2.472092252
110+04128,19,2.472092252
110+04128,20,2.472092252
110+04128,21,2.472092252
110+04128,22,2.472092252
110+04128,23,2.472092252
110+04129,0,2.472092252
110+04129,1,2.472092252
110+04129,2,2.472092252
110+04129,3,2.472092252
110+04129,4,2.472092252
110+04129,5,2.472092252
110+04129,6,2.472092252
110+04129,7,2.472092252
110+04129,8,2.472092252
110+04129,9,2.472092252
110+04129,10,2.472092252
110+04129,11,2.472092252
110+04129,12,2.472092252
110+04129,13,2.472092252
110+04129,14,2.472092252
110+04129,15,2.472092252
110+04129,16,2.472092252
110+04129,17,2.472092252
110+04129,18,2.472092252
110+04129,19,2.472092252
110+04129,20,2.472092252
110+04129,21,2.472092252
110+04129,22,2.472092252
110+04129,23,2.472092252
110+04130,0,2.472092252
110+04130,1,2.472092252
110+04130,2,2.472092252
110+04130,3,2.472092252
110+04130,4,2.472092252
110+04130,5,2.472092252
110+04130,6,2.472092252
110+04130,7,2.472092252
110+04130,8,2.472092252
110+04130,9,2.472092252
110+04130,10,2.472092252
110+04130,11,2.472092252
110+04130,12,2.472092252
110+04130,13,2.472092252
110+04130,14,2.472092252
110+04130,15,2.472092252
110+04130,16,2.472092252
110+04130,17,2.472092252
110+04130,18,2.472092252
110+04130,19,2.472092252
110+04130,20,2.472092252
110+04130,21,2.472092252
110+04130,22,2.472092252
110+04130,23,2.472092252
110+04143,0,30.05
110+04143,1,37.64
110+04143,2,46.44
110+04143,3,45.3
110+04143,4,31.3
110+04143,5,21.85
110+04143,6,14.87
110+04143,7,13.51
110+04143,8,15.78
110+04143,9,17.12
110+04143,10,16.57
110+04143,11,15.49
110+04143,12,14.56
110+04143,13,13.72
110+04143,14,12.97
110+04143,15,12.12
110+04143,16,11.28
110+04143,17,11.09
110+04143,18,12.47
110+04143,19,14.65
110+04143,20,15.3
110+04143,21,17.56
110+04143,22,19.73
110+04143,23,24.22
110+04144,0,30.02
110+04144,1,37.61
110+04144,2,46.41
110+04144,3,45.27
110+04144,4,31.21
110+04144,5,21.89
110+04144,6,14.9
110+04144,7,13.51
110+04144,8,15.79
110+04144,9,17.14
110+04144,10,16.61
110+04144,11,15.51
110+04144,12,14.59
110+04144,13,13.74
110+04144,14,13
110+04144,15,12.13
110+04144,16,11.29
110+04144,17,11.1
110+04144,18,12.49
110+04144,19,14.65
110+04144,20,15.29
110+04144,21,17.53
110+04144,22,19.64
110+04144,23,24.23
110+04145,0,23.93
110+04145,1,30.79
110+04145,2,33.66
110+04145,3,25.4
110+04145,4,12.49
110+04145,5,8.15
110+04145,6,6.8
110+04145,7,6.4
110+04145,8,7.13
110+04145,9,9
110+04145,10,10.02
110+04145,11,9.55
110+04145,12,9.19
110+04145,13,8.9
110+04145,14,8.12
110+04145,15,6.93
110+04145,16,5.76
110+04145,17,5.45
110+04145,18,6.75
110+04145,19,8.85
110+04145,20,10.05
110+04145,21,10.74
110+04145,22,12.84
110+04145,23,17.47
110+04146,0,23.99
110+04146,1,30.88
110+04146,2,33.7
110+04146,3,25.4
110+04146,4,12.51
110+04146,5,8.16
110+04146,6,6.79
110+04146,7,6.4
110+04146,8,7.13
110+04146,9,8.99
110+04146,10,10.02
110+04146,11,9.56
110+04146,12,9.2
110+04146,13,8.9
110+04146,14,8.11
110+04146,15,6.92
110+04146,16,5.76
110+04146,17,5.45
110+04146,18,6.73
110+04146,19,8.8
110+04146,20,9.98
110+04146,21,10.7
110+04146,22,12.91
110+04146,23,17.6
110+04147,0,24.01
110+04147,1,30.83
110+04147,2,33.66
110+04147,3,25.38
110+04147,4,12.52
110+04147,5,8.14
110+04147,6,6.78
110+04147,7,6.4
110+04147,8,7.14
110+04147,9,9
110+04147,10,10.04
110+04147,11,9.57
110+04147,12,9.19
110+04147,13,8.9
110+04147,14,8.12
110+04147,15,6.94
110+04147,16,5.8
110+04147,17,5.48
110+04147,18,6.75
110+04147,19,8.79
110+04147,20,9.98
110+04147,21,10.7
110+04147,22,12.85
110+04147,23,17.5
110+04148,0,24
110+04148,1,30.83
110+04148,2,33.63
110+04148,3,25.32
110+04148,4,12.5
110+04148,5,8.14
110+04148,6,6.77
110+04148,7,6.39
110+04148,8,7.15
110+04148,9,9.01
110+04148,10,10.03
110+04148,11,9.57
110+04148,12,9.19
110+04148,13,8.9
110+04148,14,8.12
110+04148,15,6.92
110+04148,16,5.79
110+04148,17,5.47
110+04148,18,6.75
110+04148,19,8.78
110+04148,20,9.98
110+04148,21,10.73
110+04148,22,12.84
110+04148,23,17.33
110+04149,0,24.01
110+04149,1,30.83
110+04149,2,33.63
110+04149,3,25.32
110+04149,4,12.5
110+04149,5,8.14
110+04149,6,6.77
110+04149,7,6.39
110+04149,8,7.15
110+04149,9,9.01
110+04149,10,10.03
110+04149,11,9.57
110+04149,12,9.19
110+04149,13,8.9
110+04149,14,8.12
110+04149,15,6.92
110+04149,16,5.79
110+04149,17,5.47
110+04149,18,6.75
110+04149,19,8.78
110+04149,20,9.98
110+04149,21,10.73
110+04149,22,12.84
110+04149,23,17.33
110+04150,0,24.01
110+04150,1,30.83
110+04150,2,33.63
110+04150,3,25.32
110+04150,4,12.5
110+04150,5,8.14
110+04150,6,6.77
110+04150,7,6.39
110+04150,8,7.15
110+04150,9,9.01
110+04150,10,10.03
110+04150,11,9.57
110+04150,12,9.19
110+04150,13,8.9
110+04150,14,8.12
110+04150,15,6.92
110+04150,16,5.79
110+04150,17,5.47
110+04150,18,6.75
110+04150,19,8.78
110+04150,20,9.98
110+04150,21,10.73
110+04150,22,12.84
110+04150,23,17.33
110+04151,0,24.01
110+04151,1,30.83
110+04151,2,33.63
110+04151,3,25.32
110+04151,4,12.5
110+04151,5,8.14
110+04151,6,6.77
110+04151,7,6.39
110+04151,8,7.15
110+04151,9,9.01
110+04151,10,10.03
110+04151,11,9.57
110+04151,12,9.19
110+04151,13,8.9
110+04151,14,8.12
110+04151,15,6.92
110+04151,16,5.79
110+04151,17,5.47
110+04151,18,6.75
110+04151,19,8.78
110+04151,20,9.98
110+04151,21,10.73
110+04151,22,12.84
110+04151,23,17.33
110+04152,0,24
110+04152,1,30.83
110+04152,2,33.63
110+04152,3,25.32
110+04152,4,12.5
110+04152,5,8.14
110+04152,6,6.77
110+04152,7,6.39
110+04152,8,7.15
110+04152,9,9.01
110+04152,10,10.03
110+04152,11,9.57
110+04152,12,9.19
110+04152,13,8.9
110+04152,14,8.12
110+04152,15,6.92
110+04152,16,5.79
110+04152,17,5.47
110+04152,18,6.75
110+04152,19,8.78
110+04152,20,9.98
110+04152,21,10.73
110+04152,22,12.84
110+04152,23,17.33
110+04153,0,24.01
110+04153,1,30.83
110+04153,2,33.63
110+04153,3,25.32
110+04153,4,12.5
110+04153,5,8.14
110+04153,6,6.77
110+04153,7,6.39
110+04153,8,7.15
110+04153,9,9.01
110+04153,10,10.03
110+04153,11,9.57
110+04153,12,9.19
110+04153,13,8.9
110+04153,14,8.12
110+04153,15,6.92
110+04153,16,5.79
110+04153,17,5.47
110+04153,18,6.75
110+04153,19,8.78
110+04153,20,9.98
110+04153,21,10.73
110+04153,22,12.84
110+04153,23,17.33
110+04154,0,24.42
110+04154,1,31.15
110+04154,2,33.86
110+04154,3,25.84
110+04154,4,12.47
110+04154,5,8.18
110+04154,6,6.71
110+04154,7,6.39
110+04154,8,7.14
110+04154,9,9.02
110+04154,10,10.07
110+04154,11,9.6
110+04154,12,9.21
110+04154,13,8.9
110+04154,14,8.15
110+04154,15,7.01
110+04154,16,5.83
110+04154,17,5.49
110+04154,18,6.87
110+04154,19,9.04
110+04154,20,10.25
110+04154,21,11.05
110+04154,22,13.14
110+04154,23,17.54
110+04155,0,24.42
110+04155,1,31.15
110+04155,2,33.86
110+04155,3,25.84
110+04155,4,12.47
110+04155,5,8.18
110+04155,6,6.71
110+04155,7,6.39
110+04155,8,7.14
110+04155,9,9.02
110+04155,10,10.07
110+04155,11,9.6
110+04155,12,9.21
110+04155,13,8.9
110+04155,14,8.15
110+04155,15,7.01
110+04155,16,5.83
110+04155,17,5.49
110+04155,18,6.87
110+04155,19,9.04
110+04155,20,10.25
110+04155,21,11.05
110+04155,22,13.14
110+04155,23,17.53
110+04156,0,24.42
110+04156,1,31.15
110+04156,2,33.87
110+04156,3,25.84
110+04156,4,12.47
110+04156,5,8.18
110+04156,6,6.71
110+04156,7,6.39
110+04156,8,7.14
110+04156,9,9.02
110+04156,10,10.07
110+04156,11,9.6
110+04156,12,9.21
110+04156,13,8.9
110+04156,14,8.15
110+04156,15,7.01
110+04156,16,5.83
110+04156,17,5.49
110+04156,18,6.87
110+04156,19,9.04
110+04156,20,10.25
110+04156,21,11.05
110+04156,22,13.14
110+04156,23,17.53
110+04157,0,24.42
110+04157,1,31.15
110+04157,2,33.87
110+04157,3,25.84
110+04157,4,12.47
110+04157,5,8.18
110+04157,6,6.71
110+04157,7,6.39
110+04157,8,7.14
110+04157,9,9.02
110+04157,10,10.07
110+04157,11,9.6
110+04157,12,9.21
110+04157,13,8.9
110+04157,14,8.15
110+04157,15,7.01
110+04157,16,5.83
110+04157,17,5.49
110+04157,18,6.87
110+04157,19,9.04
110+04157,20,10.25
110+04157,21,11.05
110+04157,22,13.14
110+04157,23,17.53
110+04158,0,24.42
110+04158,1,31.15
110+04158,2,33.87
110+04158,3,25.84
110+04158,4,12.47
110+04158,5,8.18
110+04158,6,6.71
110+04158,7,6.39
110+04158,8,7.14
110+04158,9,9.02
110+04158,10,10.07
110+04158,11,9.6
110+04158,12,9.21
110+04158,13,8.9
110+04158,14,8.15
110+04158,15,7.01
110+04158,16,5.83
110+04158,17,5.49
110+04158,18,6.87
110+04158,19,9.04
110+04158,20,10.25
110+04158,21,11.05
110+04158,22,13.14
110+04158,23,17.53
110+04159,0,24.42
110+04159,1,31.15
110+04159,2,33.86
110+04159,3,25.84
110+04159,4,12.47
110+04159,5,8.18
110+04159,6,6.71
110+04159,7,6.39
110+04159,8,7.14
110+04159,9,9.02
110+04159,10,10.07
110+04159,11,9.6
110+04159,12,9.21
110+04159,13,8.9
110+04159,14,8.15
110+04159,15,7.01
110+04159,16,5.83
110+04159,17,5.49
110+04159,18,6.87
110+04159,19,9.04
110+04159,20,10.25
110+04159,21,11.05
110+04159,22,13.14
110+04159,23,17.53
110+04163,0,0.46
110+04163,1,0.49
110+04163,2,0.96
110+04163,3,1.4
110+04163,4,1.53
110+04163,5,1.82
110+04163,6,1.48
110+04163,7,1.19
110+04163,8,1.87
110+04163,9,1.7
110+04163,10,1.05
110+04163,11,0.91
110+04163,12,0.95
110+04163,13,0.91
110+04163,14,0.86
110+04163,15,1.6
110+04163,16,2.1
110+04163,17,1.72
110+04163,18,1.52
110+04163,19,0.63
110+04163,20,0.76
110+04163,21,0.79
110+04163,22,0.65
110+04163,23,0.46
110+04164,0,0.46
110+04164,1,0.49
110+04164,2,0.96
110+04164,3,1.4
110+04164,4,1.53
110+04164,5,1.82
110+04164,6,1.48
110+04164,7,1.19
110+04164,8,1.87
110+04164,9,1.7
110+04164,10,1.05
110+04164,11,0.91
110+04164,12,0.95
110+04164,13,0.91
110+04164,14,0.86
110+04164,15,1.6
110+04164,16,2.1
110+04164,17,1.72
110+04164,18,1.52
110+04164,19,0.63
110+04164,20,0.76
110+04164,21,0.79
110+04164,22,0.65
110+04164,23,0.46
110+04165,0,0.45
110+04165,1,0.49
110+04165,2,0.96
110+04165,3,1.4
110+04165,4,1.53
110+04165,5,1.82
110+04165,6,1.48
110+04165,7,1.19
110+04165,8,1.87
110+04165,9,1.7
110+04165,10,1.05
110+04165,11,0.91
110+04165,12,0.95
110+04165,13,0.91
110+04165,14,0.86
110+04165,15,1.6
110+04165,16,2.1
110+04165,17,1.72
110+04165,18,1.52
110+04165,19,0.63
110+04165,20,0.76
110+04165,21,0.79
110+04165,22,0.65
110+04165,23,0.46
110+04166,0,0.46
110+04166,1,0.5
110+04166,2,0.97
110+04166,3,1.4
110+04166,4,1.53
110+04166,5,1.82
110+04166,6,1.48
110+04166,7,1.19
110+04166,8,1.87
110+04166,9,1.7
110+04166,10,1.05
110+04166,11,0.91
110+04166,12,0.95
110+04166,13,0.91
110+04166,14,0.86
110+04166,15,1.6
110+04166,16,2.1
110+04166,17,1.72
110+04166,18,1.52
110+04166,19,0.63
110+04166,20,0.76
110+04166,21,0.79
110+04166,22,0.65
110+04166,23,0.46
110+04167,0,0.46
110+04167,1,0.49
110+04167,2,0.97
110+04167,3,1.4
110+04167,4,1.53
110+04167,5,1.81
110+04167,6,1.48
110+04167,7,1.19
110+04167,8,1.87
110+04167,9,1.7
110+04167,10,1.05
110+04167,11,0.91
110+04167,12,0.95
110+04167,13,0.91
110+04167,14,0.86
110+04167,15,1.6
110+04167,16,2.1
110+04167,17,1.72
110+04167,18,1.52
110+04167,19,0.63
110+04167,20,0.76
110+04167,21,0.79
110+04167,22,0.65
110+04167,23,0.46
110+04168,0,0.45
110+04168,1,0.49
110+04168,2,0.97
110+04168,3,1.4
110+04168,4,1.53
110+04168,5,1.82
110+04168,6,1.48
110+04168,7,1.19
110+04168,8,1.87
110+04168,9,1.7
110+04168,10,1.05
110+04168,11,0.91
110+04168,12,0.95
110+04168,13,0.91
110+04168,14,0.86
110+04168,15,1.6
110+04168,16,2.1
110+04168,17,1.72
110+04168,18,1.52
110+04168,19,0.63
110+04168,20,0.76
110+04168,21,0.79
110+04168,22,0.65
110+04168,23,0.46
110+04169,0,0.45
110+04169,1,0.49
110+04169,2,0.97
110+04169,3,1.4
110+04169,4,1.53
110+04169,5,1.82
110+04169,6,1.48
110+04169,7,1.19
110+04169,8,1.87
110+04169,9,1.7
110+04169,10,1.05
110+04169,11,0.91
110+04169,12,0.95
110+04169,13,0.91
110+04169,14,0.86
110+04169,15,1.6
110+04169,16,2.1
110+04169,17,1.72
110+04169,18,1.52
110+04169,19,0.63
110+04169,20,0.76
110+04169,21,0.79
110+04169,22,0.65
110+04169,23,0.46
110+04170,0,0.46
110+04170,1,0.49
110+04170,2,0.97
110+04170,3,1.4
110+04170,4,1.53
110+04170,5,1.82
110+04170,6,1.48
110+04170,7,1.19
110+04170,8,1.87
110+04170,9,1.7
110+04170,10,1.05
110+04170,11,0.91
110+04170,12,0.95
110+04170,13,0.91
110+04170,14,0.86
110+04170,15,1.6
110+04170,16,2.1
110+04170,17,1.72
110+04170,18,1.52
110+04170,19,0.63
110+04170,20,0.76
110+04170,21,0.79
110+04170,22,0.65
110+04170,23,0.46
110+04172,0,0.46
110+04172,1,0.49
110+04172,2,0.97
110+04172,3,1.4
110+04172,4,1.53
110+04172,5,1.81
110+04172,6,1.48
110+04172,7,1.19
110+04172,8,1.87
110+04172,9,1.7
110+04172,10,1.05
110+04172,11,0.91
110+04172,12,0.95
110+04172,13,0.91
110+04172,14,0.86
110+04172,15,1.6
110+04172,16,2.1
110+04172,17,1.72
110+04172,18,1.52
110+04172,19,0.63
110+04172,20,0.76
110+04172,21,0.79
110+04172,22,0.65
110+04172,23,0.46
110+04173,0,0.46
110+04173,1,0.5
110+04173,2,0.97
110+04173,3,1.4
110+04173,4,1.53
110+04173,5,1.82
110+04173,6,1.48
110+04173,7,1.19
110+04173,8,1.87
110+04173,9,1.7
110+04173,10,1.05
110+04173,11,0.91
110+04173,12,0.95
110+04173,13,0.91
110+04173,14,0.86
110+04173,15,1.6
110+04173,16,2.1
110+04173,17,1.72
110+04173,18,1.52
110+04173,19,0.63
110+04173,20,0.76
110+04173,21,0.79
110+04173,22,0.65
110+04173,23,0.46
110+04174,0,0.45
110+04174,1,0.49
110+04174,2,0.97
110+04174,3,1.4
110+04174,4,1.53
110+04174,5,1.82
110+04174,6,1.48
110+04174,7,1.19
110+04174,8,1.87
110+04174,9,1.7
110+04174,10,1.05
110+04174,11,0.91
110+04174,12,0.95
110+04174,13,0.91
110+04174,14,0.86
110+04174,15,1.6
110+04174,16,2.1
110+04174,17,1.72
110+04174,18,1.52
110+04174,19,0.63
110+04174,20,0.76
110+04174,21,0.79
110+04174,22,0.65
110+04174,23,0.46
110+04175,0,0.46
110+04175,1,0.49
110+04175,2,0.97
110+04175,3,1.4
110+04175,4,1.53
110+04175,5,1.81
110+04175,6,1.48
110+04175,7,1.19
110+04175,8,1.87
110+04175,9,1.7
110+04175,10,1.05
110+04175,11,0.91
110+04175,12,0.95
110+04175,13,0.91
110+04175,14,0.86
110+04175,15,1.6
110+04175,16,2.1
110+04175,17,1.72
110+04175,18,1.52
110+04175,19,0.63
110+04175,20,0.76
110+04175,21,0.79
110+04175,22,0.65
110+04175,23,0.46
110+04176,0,0.46
110+04176,1,0.49
110+04176,2,0.97
110+04176,3,1.4
110+04176,4,1.53
110+04176,5,1.82
110+04176,6,1.48
110+04176,7,1.19
110+04176,8,1.87
110+04176,9,1.7
110+04176,10,1.05
110+04176,11,0.91
110+04176,12,0.95
110+04176,13,0.91
110+04176,14,0.86
110+04176,15,1.6
110+04176,16,2.1
110+04176,17,1.72
110+04176,18,1.52
110+04176,19,0.63
110+04176,20,0.76
110+04176,21,0.79
110+04176,22,0.65
110+04176,23,0.46
110+04177,0,0.46
110+04177,1,0.49
110+04177,2,0.97
110+04177,3,1.4
110+04177,4,1.53
110+04177,5,1.82
110+04177,6,1.48
110+04177,7,1.19
110+04177,8,1.87
110+04177,9,1.7
110+04177,10,1.05
110+04177,11,0.91
110+04177,12,0.95
110+04177,13,0.91
110+04177,14,0.86
110+04177,15,1.6
110+04177,16,2.1
110+04177,17,1.72
110+04177,18,1.52
110+04177,19,0.63
110+04177,20,0.76
110+04177,21,0.79
110+04177,22,0.65
110+04177,23,0.46
110+04178,0,0.45
110+04178,1,0.49
110+04178,2,0.97
110+04178,3,1.4
110+04178,4,1.53
110+04178,5,1.82
110+04178,6,1.48
110+04178,7,1.19
110+04178,8,1.87
110+04178,9,1.7
110+04178,10,1.05
110+04178,11,0.91
110+04178,12,0.95
110+04178,13,0.91
110+04178,14,0.86
110+04178,15,1.6
110+04178,16,2.1
110+04178,17,1.72
110+04178,18,1.52
110+04178,19,0.63
110+04178,20,0.76
110+04178,21,0.79
110+04178,22,0.65
110+04178,23,0.46
110+04179,0,0.46
110+04179,1,0.49
110+04179,2,0.97
110+04179,3,1.4
110+04179,4,1.53
110+04179,5,1.82
110+04179,6,1.48
110+04179,7,1.19
110+04179,8,1.87
110+04179,9,1.7
110+04179,10,1.05
110+04179,11,0.91
110+04179,12,0.95
110+04179,13,0.91
110+04179,14,0.86
110+04179,15,1.6
110+04179,16,2.1
110+04179,17,1.72
110+04179,18,1.52
110+04179,19,0.63
110+04179,20,0.76
110+04179,21,0.79
110+04179,22,0.65
110+04179,23,0.46
110+04180,0,0.45
110+04180,1,0.5
110+04180,2,0.97
110+04180,3,1.4
110+04180,4,1.53
110+04180,5,1.81
110+04180,6,1.48
110+04180,7,1.19
110+04180,8,1.87
110+04180,9,1.7
110+04180,10,1.05
110+04180,11,0.91
110+04180,12,0.95
110+04180,13,0.91
110+04180,14,0.86
110+04180,15,1.6
110+04180,16,2.1
110+04180,17,1.72
110+04180,18,1.52
110+04180,19,0.63
110+04180,20,0.76
110+04180,21,0.79
110+04180,22,0.65
110+04180,23,0.46
110+04181,0,0.45
110+04181,1,0.5
110+04181,2,0.97
110+04181,3,1.4
110+04181,4,1.53
110+04181,5,1.81
110+04181,6,1.48
110+04181,7,1.19
110+04181,8,1.87
110+04181,9,1.7
110+04181,10,1.05
110+04181,11,0.91
110+04181,12,0.95
110+04181,13,0.91
110+04181,14,0.86
110+04181,15,1.6
110+04181,16,2.1
110+04181,17,1.72
110+04181,18,1.52
110+04181,19,0.63
110+04181,20,0.76
110+04181,21,0.79
110+04181,22,0.65
110+04181,23,0.46
110+04182,0,0.46
110+04182,1,0.49
110+04182,2,0.97
110+04182,3,1.4
110+04182,4,1.53
110+04182,5,1.82
110+04182,6,1.48
110+04182,7,1.19
110+04182,8,1.87
110+04182,9,1.7
110+04182,10,1.05
110+04182,11,0.91
110+04182,12,0.95
110+04182,13,0.91
110+04182,14,0.86
110+04182,15,1.6
110+04182,16,2.1
110+04182,17,1.72
110+04182,18,1.52
110+04182,19,0.63
110+04182,20,0.76
110+04182,21,0.79
110+04182,22,0.65
110+04182,23,0.46
110+04183,0,0.46
110+04183,1,0.47
110+04183,2,1.01
110+04183,3,1.4
110+04183,4,1.55
110+04183,5,1.84
110+04183,6,1.49
110+04183,7,1.19
110+04183,8,1.88
110+04183,9,1.7
110+04183,10,1.04
110+04183,11,0.91
110+04183,12,0.95
110+04183,13,0.9
110+04183,14,0.88
110+04183,15,1.6
110+04183,16,2.11
110+04183,17,1.72
110+04183,18,1.53
110+04183,19,0.63
110+04183,20,0.75
110+04183,21,0.8
110+04183,22,0.65
110+04183,23,0.46
110+04184,0,18.17
110+04184,1,28.63
110+04184,2,37.7
110+04184,3,40.94
110+04184,4,29.73
110+04184,5,22.91
110+04184,6,15.09
110+04184,7,12.48
110+04184,8,12.7
110+04184,9,14.26
110+04184,10,14.63
110+04184,11,14.76
110+04184,12,13.93
110+04184,13,11.52
110+04184,14,7.96
110+04184,15,5.56
110+04184,16,4.38
110+04184,17,4.22
110+04184,18,5.23
110+04184,19,7.27
110+04184,20,8.15
110+04184,21,9.36
110+04184,22,10.68
110+04184,23,13
110+04185,0,18.17
110+04185,1,28.63
110+04185,2,37.68
110+04185,3,40.94
110+04185,4,29.74
110+04185,5,22.91
110+04185,6,15.09
110+04185,7,12.48
110+04185,8,12.7
110+04185,9,14.26
110+04185,10,14.63
110+04185,11,14.76
110+04185,12,13.93
110+04185,13,11.52
110+04185,14,7.96
110+04185,15,5.56
110+04185,16,4.38
110+04185,17,4.22
110+04185,18,5.23
110+04185,19,7.27
110+04185,20,8.15
110+04185,21,9.36
110+04185,22,10.68
110+04185,23,13.01
110+04186,0,18.17
110+04186,1,28.63
110+04186,2,37.69
110+04186,3,40.94
110+04186,4,29.73
110+04186,5,22.91
110+04186,6,15.09
110+04186,7,12.48
110+04186,8,12.7
110+04186,9,14.26
110+04186,10,14.63
110+04186,11,14.76
110+04186,12,13.93
110+04186,13,11.52
110+04186,14,7.96
110+04186,15,5.56
110+04186,16,4.38
110+04186,17,4.22
110+04186,18,5.23
110+04186,19,7.27
110+04186,20,8.15
110+04186,21,9.36
110+04186,22,10.68
110+04186,23,13
110+04187,0,18.17
110+04187,1,28.61
110+04187,2,37.7
110+04187,3,40.94
110+04187,4,29.74
110+04187,5,22.91
110+04187,6,15.09
110+04187,7,12.48
110+04187,8,12.7
110+04187,9,14.26
110+04187,10,14.63
110+04187,11,14.76
110+04187,12,13.93
110+04187,13,11.52
110+04187,14,7.96
110+04187,15,5.56
110+04187,16,4.38
110+04187,17,4.22
110+04187,18,5.23
110+04187,19,7.27
110+04187,20,8.15
110+04187,21,9.36
110+04187,22,10.68
110+04187,23,13
110+04188,0,18.17
110+04188,1,28.62
110+04188,2,37.69
110+04188,3,40.95
110+04188,4,29.74
