TMC,YEAR,PERIOD,ALL_WEATHER
110-05500,2024,PMP,0.00299529
110-05500,2024,WE,0.002899112
110-05502,2024,AMP,0.003339662
110-05502,2024,MIDD,0.002099943
110-05502,2024,PMP,0.001878221
110-05502,2024,WE,0.003339662
110-05503,2024,AMP,0.007126036
110-05503,2024,MIDD,0.009546382
110-05503,2024,PMP,0.009310661
110-05503,2024,WE,0.007126036
110-05504,2024,AMP,0.008122607
110-05504,2024,MIDD,0.006684521
110-05504,2024,PMP,0.008541456
110-05504,2024,WE,0.008122607
110-05506,2024,AMP,0
110-05506,2024,MIDD,0
110-05506,2024,PMP,0
110-05506,2024,WE,0
110-05507,2024,AMP,0.00330142
110-05507,2024,MIDD,0.005746769
110-05507,2024,PMP,0.008905354
110-05507,2024,WE,0.00330142
110-05508,2024,AMP,0.0000144455
110-05508,2024,MIDD,0
110-05508,2024,PMP,0
110-05508,2024,WE,0.0000144455
110-05509,2024,AMP,0.000281662
110-05509,2024,MIDD,0.000844708
110-05509,2024,PMP,0
110-05509,2024,WE,0.000281662
110-05510,2024,AMP,0.001930197
110-05510,2024,MIDD,0.002414926
110-05510,2024,PMP,0.000508003
110-05510,2024,WE,0.001930197
110-05511,2024,AMP,0
110-05511,2024,MIDD,0.000956852
110-05511,2024,PMP,0.000299226
110-05511,2024,WE,0
110-05512,2024,AMP,0
110-05512,2024,MIDD,0.000186952
110-05512,2024,PMP,0
110-05512,2024,WE,0
110-05513,2024,AMP,0.000218405
110-05513,2024,MIDD,0.001342141
110-05513,2024,PMP,0.000860634
110-05513,2024,WE,0.000218405
110-05514,2024,AMP,0
110-05514,2024,MIDD,0
110-05514,2024,PMP,0
110-05514,2024,WE,0
110-05516,2024,AMP,0.000167912
110-05516,2024,MIDD,0.00116546
110-05516,2024,PMP,0.000335515
110-05516,2024,WE,0.000167912
110-05517,2024,AMP,0.018145995
110-05517,2024,MIDD,0.023120758
110-05517,2024,PMP,0.021683581
110-05517,2024,WE,0.018145995
110-05518,2024,AMP,0.007762458
110-05518,2024,MIDD,0.009134759
110-05518,2024,PMP,0.010478153
110-05518,2024,WE,0.007762458
110-05519,2024,AMP,0.004138525
110-05519,2024,MIDD,0.002842294
110-05519,2024,PMP,0.004716378
110-05519,2024,WE,0.004138525
110-05520,2024,AMP,0.082661317
110-05520,2024,MIDD,0.093655942
110-05520,2024,PMP,0.084611244
110-05520,2024,WE,0.082661317
110-05521,2024,AMP,0.004652824
110-05521,2024,MIDD,0.005999352
110-05521,2024,PMP,0.009444521
110-05521,2024,WE,0.004652824
110-05528,2024,AMP,0
110-05528,2024,MIDD,0
110-05528,2024,PMP,0.000433695
110-05528,2024,WE,0
110-05529,2024,AMP,0.00054176
110-05529,2024,MIDD,0.001119701
110-05529,2024,PMP,0.000331657
110-05529,2024,WE,0.00054176
110-05530,2024,AMP,0.000403363
110-05530,2024,MIDD,0.000292092
110-05530,2024,PMP,0.000295536
110-05530,2024,WE,0.000403363
110-05531,2024,AMP,0.00133336
110-05531,2024,MIDD,0.000360563
110-05531,2024,PMP,0
110-05531,2024,WE,0.00133336
110-05532,2024,AMP,0.00085736
110-05532,2024,MIDD,0.00019133
110-05532,2024,PMP,0.001248807
110-05532,2024,WE,0.00085736
110-05533,2024,AMP,0.003825298
110-05533,2024,MIDD,0.003133946
110-05533,2024,PMP,0.001240952
110-05533,2024,WE,0.003825298
110-05534,2024,AMP,0.000385788
110-05534,2024,MIDD,0.000359816
110-05534,2024,PMP,0
110-05534,2024,WE,0.000385788
110-05535,2024,AMP,0.000929283
110-05535,2024,MIDD,0.00096495
110-05535,2024,PMP,0.002276741
110-05535,2024,WE,0.000929283
110-05536,2024,AMP,0.000314629
110-05536,2024,MIDD,0.000369222
110-05536,2024,PMP,0.000176792
110-05536,2024,WE,0.000314629
110-05537,2024,AMP,0.002054082
110-05537,2024,MIDD,0.001342504
110-05537,2024,PMP,0.000711954
110-05537,2024,WE,0.002054082
110-05538,2024,AMP,0.001255036
110-05538,2024,MIDD,0.002509464
110-05538,2024,PMP,0.001575508
110-05538,2024,WE,0.001255036
110-05539,2024,AMP,0
110-05539,2024,MIDD,0.000330666
110-05539,2024,PMP,0.00077078
110-05539,2024,WE,0
110-05540,2024,AMP,0.001438454
110-05540,2024,MIDD,0.002558088
110-05540,2024,PMP,0.002455814
110-05540,2024,WE,0.001438454
110-05541,2024,AMP,0.000589748
110-05541,2024,MIDD,0.000060786
110-05541,2024,PMP,0
110-05541,2024,WE,0.000589748
110-09219,2024,AMP,0.0000235899
110-09219,2024,MIDD,0
110-09219,2024,PMP,0.000814708
110-09219,2024,WE,0.0000235899
110-10918,2024,AMP,0.006021317
110-10918,2024,MIDD,0.008103818
110-10918,2024,PMP,0.02109027
110-10918,2024,WE,0.006021317
110-10919,2024,AMP,0.004758505
110-10919,2024,MIDD,0.005940436
110-10919,2024,PMP,0.013003528
110-10919,2024,WE,0.004758505
110-10920,2024,AMP,0.007110966
110-10920,2024,MIDD,0.007915059
110-10920,2024,PMP,0.011616747
110-10920,2024,WE,0.007110966
110-10921,2024,AMP,0.003186227
110-10921,2024,MIDD,0.004462832
110-10921,2024,PMP,0.006560429
110-10921,2024,WE,0.003186227
110-15859,2024,AMP,0.003487483
110-15859,2024,MIDD,0.005875026
110-15859,2024,PMP,0.007722026
110-15859,2024,WE,0.003487483
110-16029,2024,AMP,0.000335781
110-16029,2024,MIDD,0.0027046
110-16029,2024,PMP,0.002581382
110-16029,2024,WE,0.000335781
110-16072,2024,AMP,0.0000196892
110-16072,2024,MIDD,0.001112661
110-16072,2024,PMP,0.002156754
110-16072,2024,WE,0.0000196892
110N04121,2024,AMP,0.001764961
110N04121,2024,MIDD,0.001890004
110N04121,2024,PMP,0.002523813
110N04121,2024,WE,0.001764961
110N04122,2024,AMP,0.017244509
110N04122,2024,MIDD,0.025252057
110N04122,2024,PMP,0.047032381
110N04122,2024,WE,0.017244509
110N04123,2024,AMP,0.00294657
110N04123,2024,MIDD,0.00303739
110N04123,2024,PMP,0.006532166
110N04123,2024,WE,0.00294657
110N04124,2024,AMP,0.000989105
110N04124,2024,MIDD,0.002692394
110N04124,2024,PMP,0.013627474
110N04124,2024,WE,0.000989105
110N04125,2024,AMP,0.001746846
110N04125,2024,MIDD,0.005692852
110N04125,2024,PMP,0.004995138
110N04125,2024,WE,0.001746846
110N04126,2024,AMP,0.01392878
110N04126,2024,MIDD,0.010383832
110N04126,2024,PMP,0.019429513
110N04126,2024,WE,0.01392878
110N04127,2024,AMP,0.01404765
110N04127,2024,MIDD,0.018716736
110N04127,2024,PMP,0.029132064
110N04127,2024,WE,0.01404765
110N04128,2024,AMP,0.002078168
110N04128,2024,MIDD,0.003687135
110N04128,2024,PMP,0.004566112
110N04128,2024,WE,0.002078168
110N04129,2024,AMP,0.002331253
110N04129,2024,MIDD,0.002230317
110N04129,2024,PMP,0.002358983
110N04129,2024,WE,0.002331253
110N04143,2024,AMP,0.005016206
110N04143,2024,MIDD,0.008615496
110N04143,2024,PMP,0.010576899
110N04143,2024,WE,0.005016206
110N04144,2024,AMP,0.002056851
110N04144,2024,MIDD,0.000503962
110N04144,2024,PMP,0.000659722
110N04144,2024,WE,0.002056851
110N04145,2024,AMP,0.006328283
110N04145,2024,MIDD,0.004265018
110N04145,2024,PMP,0.00786045
110N04145,2024,WE,0.006328283
110N04146,2024,AMP,0.002606463
110N04146,2024,MIDD,0.002898357
110N04146,2024,PMP,0.001386165
110N04146,2024,WE,0.002606463
110N04147,2024,AMP,0.003016781
110N04147,2024,MIDD,0.004592549
110N04147,2024,PMP,0.003374144
110N04147,2024,WE,0.003016781
110N04148,2024,AMP,0.007173357
110N04148,2024,MIDD,0.003952263
110N04148,2024,PMP,0.006034766
110N04148,2024,WE,0.007173357
110N04149,2024,AMP,0.008885953
110N04149,2024,MIDD,0.006936411
110N04149,2024,PMP,0.009046028
110N04149,2024,WE,0.008885953
110N04150,2024,AMP,0.010722775
110N04150,2024,MIDD,0.008392253
110N04150,2024,PMP,0.015159421
110N04150,2024,WE,0.010722775
110N04151,2024,AMP,0.009483374
110N04151,2024,MIDD,0.008883551
110N04151,2024,PMP,0.011274783
110N04151,2024,WE,0.009483374
110N04152,2024,AMP,0.01391433
110N04152,2024,MIDD,0.034428674
110N04152,2024,PMP,0.058175939
110N04152,2024,WE,0.01391433
110N04153,2024,AMP,0.014364831
110N04153,2024,MIDD,0.025774822
110N04153,2024,PMP,0.039626246
110N04153,2024,WE,0.014364831
110N04154,2024,AMP,0.002771652
110N04154,2024,MIDD,0.002660418
110N04154,2024,PMP,0.003060071
110N04154,2024,WE,0.002771652
110N04155,2024,AMP,0.014316513
110N04155,2024,MIDD,0.015589787
110N04155,2024,PMP,0.017971509
110N04155,2024,WE,0.014316513
110N04156,2024,AMP,0.025180073
110N04156,2024,MIDD,0.012912033
110N04156,2024,PMP,0.013198949
110N04156,2024,WE,0.025180073
110N04163,2024,AMP,0.000286425
110N04163,2024,MIDD,0.000339967
110N04163,2024,PMP,0.000610952
110N04163,2024,WE,0.000286425
110N04164,2024,AMP,0
110N04164,2024,MIDD,0.000162356
110N04164,2024,PMP,0.000732493
110N04164,2024,WE,0
110N04165,2024,AMP,0
110N04165,2024,MIDD,0
110N04165,2024,PMP,0
110N04165,2024,WE,0
110N04166,2024,AMP,0
110N04166,2024,MIDD,0
110N04166,2024,PMP,0
110N04166,2024,WE,0
110N04167,2024,AMP,0.003474027
110N04167,2024,MIDD,0.001177554
110N04167,2024,PMP,0.000717883
110N04167,2024,WE,0.003474027
110N04168,2024,AMP,0.000274718
110N04168,2024,MIDD,0
110N04168,2024,PMP,0.000273787
110N04168,2024,WE,0.000274718
110N04169,2024,AMP,0.00810815
110N04169,2024,MIDD,0.007005224
110N04169,2024,PMP,0.009384279
110N04169,2024,WE,0.00810815
110N04170,2024,AMP,0.000283631
110N04170,2024,MIDD,0.001763416
110N04170,2024,PMP,0.004230553
110N04170,2024,WE,0.000283631
110N04171,2024,AMP,0
110N04171,2024,MIDD,0.000301484
110N04171,2024,PMP,0.00073407
110N04171,2024,WE,0
110N04172,2024,AMP,0.000684201
110N04172,2024,MIDD,0.000405492
110N04172,2024,PMP,0.001460329
110N04172,2024,WE,0.000684201
110N04173,2024,AMP,0.000622504
110N04173,2024,MIDD,0.000811338
110N04173,2024,PMP,0.0033537
110N04173,2024,WE,0.000622504
110N04174,2024,AMP,0.001104733
110N04174,2024,MIDD,0.001980999
110N04174,2024,PMP,0.001790696
110N04174,2024,WE,0.001104733
110N04175,2024,AMP,0.007216534
110N04175,2024,MIDD,0.006126231
110N04175,2024,PMP,0.006488276
110N04175,2024,WE,0.007216534
110N04176,2024,AMP,0.00864177
110N04176,2024,MIDD,0.006762909
110N04176,2024,PMP,0.007703577
110N04176,2024,WE,0.00864177
110N04177,2024,AMP,0.001441039
110N04177,2024,MIDD,0.002929367
110N04177,2024,PMP,0.004781675
110N04177,2024,WE,0.001441039
110N04178,2024,AMP,0.034213785
110N04178,2024,MIDD,0.02118202
110N04178,2024,PMP,0.025424389
110N04178,2024,WE,0.034213785
110N04179,2024,AMP,0.027687883
110N04179,2024,MIDD,0.015936798
110N04179,2024,PMP,0.01093058
110N04179,2024,WE,0.027687883
110N04180,2024,AMP,0.01595432
110N04180,2024,MIDD,0.012849859
110N04180,2024,PMP,0.014238275
110N04180,2024,WE,0.01595432
110N04181,2024,AMP,0.025544349
110N04181,2024,MIDD,0.025041711
110N04181,2024,PMP,0.025541782
110N04181,2024,WE,0.025544349
110N04182,2024,AMP,0.00361758
110N04182,2024,MIDD,0.001372925
110N04182,2024,PMP,0.00369165
110N04182,2024,WE,0.00361758
110N04183,2024,AMP,0.025996341
110N04183,2024,MIDD,0.01438367
110N04183,2024,PMP,0.016401339
110N04183,2024,WE,0.025996341
110N04184,2024,AMP,0.007042755
110N04184,2024,MIDD,0.001224573
110N04184,2024,PMP,0.000735926
110N04184,2024,WE,0.007042755
110N04185,2024,AMP,0.004625215
110N04185,2024,MIDD,0.001063298
110N04185,2024,PMP,0.001710484
110N04185,2024,WE,0.004625215
110N04186,2024,AMP,0.01301945
110N04186,2024,MIDD,0.005338579
110N04186,2024,PMP,0.012545797
110N04186,2024,WE,0.01301945
110N04187,2024,AMP,0.001922464
110N04187,2024,MIDD,0.000537231
110N04187,2024,PMP,0.001871891
110N04187,2024,WE,0.001922464
110N04188,2024,AMP,0.00000848176
110N04188,2024,MIDD,0.00012526
110N04188,2024,PMP,0.000153807
110N04188,2024,WE,0.00000848176
110N04189,2024,AMP,0.000475111
110N04189,2024,MIDD,0.00000379912
110N04189,2024,PMP,0.000214562
110N04189,2024,WE,0.000475111
110N04190,2024,AMP,0.00015472
110N04190,2024,MIDD,0.000592805
110N04190,2024,PMP,0.000203278
110N04190,2024,WE,0.00015472
110N04191,2024,AMP,0.0000340596
110N04191,2024,MIDD,0.0000207627
110N04191,2024,PMP,0.0000833598
110N04191,2024,WE,0.0000340596
110N04192,2024,AMP,0.0000988453
110N04192,2024,MIDD,0
110N04192,2024,PMP,0.0000731552
110N04192,2024,WE,0.0000988453
110N04193,2024,AMP,0.000549857
110N04193,2024,MIDD,0.000304283
110N04193,2024,PMP,0.001215808
110N04193,2024,WE,0.000549857
110N04603,2024,AMP,0.023096112
110N04603,2024,MIDD,0.024035879
110N04603,2024,PMP,0.031990302
110N04603,2024,WE,0.023096112
110N04604,2024,AMP,0.01118314
110N04604,2024,MIDD,0.01209824
110N04604,2024,PMP,0.01265003
110N04604,2024,WE,0.01118314
110N04605,2024,AMP,0.015264883
110N04605,2024,MIDD,0.022202931
110N04605,2024,PMP,0.0278317
110N04605,2024,WE,0.015264883
110N04606,2024,AMP,0.005629241
110N04606,2024,MIDD,0.007659298
110N04606,2024,PMP,0.012023033
110N04606,2024,WE,0.005629241
110N04607,2024,AMP,0.025090531
110N04607,2024,MIDD,0.014373184
110N04607,2024,PMP,0.041173175
110N04607,2024,WE,0.025090531
110N04608,2024,AMP,0.01477123
110N04608,2024,MIDD,0.013931011
110N04608,2024,PMP,0.037034362
110N04608,2024,WE,0.01477123
110N04609,2024,AMP,0.006344625
110N04609,2024,MIDD,0.004442766
110N04609,2024,PMP,0.006410623
110N04609,2024,WE,0.006344625
110N04610,2024,AMP,0.002517626
110N04610,2024,MIDD,0.001931192
110N04610,2024,PMP,0.000271682
110N04610,2024,WE,0.002517626
110N04611,2024,AMP,0.028956577
110N04611,2024,MIDD,0.024460413
110N04611,2024,PMP,0.021645413
110N04611,2024,WE,0.028956577
110N04612,2024,AMP,0.010282715
110N04612,2024,MIDD,0.005539171
110N04612,2024,PMP,0.005433588
110N04612,2024,WE,0.010282715
110N04613,2024,AMP,0.011758115
110N04613,2024,MIDD,0.013057972
110N04613,2024,PMP,0.011277771
110N04613,2024,WE,0.011758115
110N04645,2024,AMP,0.018888327
110N04645,2024,MIDD,0.011658748
110N04645,2024,PMP,0.045649258
110N04645,2024,WE,0.018888327
110N04646,2024,AMP,0.006550272
110N04646,2024,MIDD,0.005599291
110N04646,2024,PMP,0.019657004
110N04646,2024,WE,0.006550272
110N04647,2024,AMP,0.011508881
110N04647,2024,MIDD,0.01125919
110N04647,2024,PMP,0.025593409
110N04647,2024,WE,0.011508881
110N04648,2024,AMP,0.01242799
110N04648,2024,MIDD,0.013689773
110N04648,2024,PMP,0.009972861
110N04648,2024,WE,0.01242799
110N04670,2024,AMP,0.005018288
110N04670,2024,MIDD,0.006627026
110N04670,2024,PMP,0.011844392
110N04670,2024,WE,0.005018288
110N04681,2024,AMP,0.000525843
110N04681,2024,MIDD,0.001822295
110N04681,2024,PMP,0.00043732
110N04681,2024,WE,0.000525843
110N04682,2024,AMP,0.000856817
110N04682,2024,MIDD,0.000740381
110N04682,2024,PMP,0.000613735
110N04682,2024,WE,0.000856817
110N04683,2024,AMP,0.000109865
110N04683,2024,MIDD,0.000067915
110N04683,2024,PMP,0
110N04683,2024,WE,0.000109865
110N04684,2024,AMP,0.0000271682
110N04684,2024,MIDD,0.000307641
110N04684,2024,PMP,0.000606976
110N04684,2024,WE,0.0000271682
110N04686,2024,AMP,0.002373304
110N04686,2024,MIDD,0.001426526
110N04686,2024,PMP,0.002257978
110N04686,2024,WE,0.002373304
110N04687,2024,AMP,0.000117429
110N04687,2024,MIDD,0.001013863
110N04687,2024,PMP,0.001520114
110N04687,2024,WE,0.000117429
110N04688,2024,AMP,0.001301713
110N04688,2024,MIDD,0.000516898
110N04688,2024,PMP,0.002264979
110N04688,2024,WE,0.001301713
110N04689,2024,AMP,0.002631596
110N04689,2024,MIDD,0.001305912
110N04689,2024,PMP,0.001330545
110N04689,2024,WE,0.002631596
110N04691,2024,AMP,0
110N04691,2024,MIDD,0.000230861
110N04691,2024,PMP,0.00052549
110N04691,2024,WE,0
110N04692,2024,AMP,0.000166427
110N04692,2024,MIDD,0.000051509
110N04692,2024,PMP,0
110N04692,2024,WE,0.000166427
110N04693,2024,AMP,0
110N04693,2024,MIDD,0.000124021
110N04693,2024,PMP,0.000292091
110N04693,2024,WE,0
110N04694,2024,AMP,0.000102841
110N04694,2024,MIDD,0.000428093
110N04694,2024,PMP,0.001092131
110N04694,2024,WE,0.000102841
110N04698,2024,AMP,0
110N04698,2024,MIDD,0
110N04698,2024,PMP,0.000995149
110N04698,2024,WE,0
110N04699,2024,AMP,0.004325359
110N04699,2024,MIDD,0.003136651
110N04699,2024,PMP,0.006095287
110N04699,2024,WE,0.004325359
110N04700,2024,AMP,0.005926693
110N04700,2024,MIDD,0.006277974
110N04700,2024,PMP,0.005904729
110N04700,2024,WE,0.005926693
110N04701,2024,AMP,0.005022715
110N04701,2024,MIDD,0.008310891
110N04701,2024,PMP,0.006088038
110N04701,2024,WE,0.005022715
110N04702,2024,AMP,0.011034232
110N04702,2024,MIDD,0.00616553
110N04702,2024,PMP,0.019145865
110N04702,2024,WE,0.011034232
110N04703,2024,AMP,0.013297692
110N04703,2024,MIDD,0.007183932
110N04703,2024,PMP,0.027443954
110N04703,2024,WE,0.013297692
110N04704,2024,AMP,0.005270554
110N04704,2024,MIDD,0.007502166
110N04704,2024,PMP,0.012297149
110N04704,2024,WE,0.005270554
110N04705,2024,AMP,0.013810251
110N04705,2024,MIDD,0.008739576
110N04705,2024,PMP,0.014282768
110N04705,2024,WE,0.013810251
110N04706,2024,AMP,0.004145045
110N04706,2024,MIDD,0.007585384
110N04706,2024,PMP,0.007520824
110N04706,2024,WE,0.004145045
110N04707,2024,AMP,0.006173861
110N04707,2024,MIDD,0.0058963
110N04707,2024,PMP,0.011888959
110N04707,2024,WE,0.006173861
110N04708,2024,AMP,0
110N04708,2024,MIDD,0.000219195
110N04708,2024,PMP,0.000495291
110N04708,2024,WE,0
110N04709,2024,AMP,0
110N04709,2024,MIDD,0.000986558
110N04709,2024,PMP,0.001642689
110N04709,2024,WE,0
110N04710,2024,AMP,0.000742897
110N04710,2024,MIDD,0.0011952
110N04710,2024,PMP,0.000514723
110N04710,2024,WE,0.000742897
110N04728,2024,AMP,0
110N04728,2024,MIDD,0
110N04728,2024,PMP,0
110N04728,2024,WE,0
110N04729,2024,AMP,0.004345681
110N04729,2024,MIDD,0.003568469
110N04729,2024,PMP,0.004588048
110N04729,2024,WE,0.004345681
110N04730,2024,AMP,0.001322118
110N04730,2024,MIDD,0.001129212
110N04730,2024,PMP,0.002558582
110N04730,2024,WE,0.001322118
110N04731,2024,AMP,0.000593737
110N04731,2024,MIDD,0.000651961
110N04731,2024,PMP,0.000537429
110N04731,2024,WE,0.000593737
110N04732,2024,AMP,0.000739895
110N04732,2024,MIDD,0.000935717
110N04732,2024,PMP,0.001398965
110N04732,2024,WE,0.000739895
110N04733,2024,AMP,0
110N04733,2024,MIDD,0
110N04733,2024,PMP,0
110N04733,2024,WE,0
110N04734,2024,AMP,0.000270356
110N04734,2024,MIDD,0.000615601
110N04734,2024,PMP,0.00068481
110N04734,2024,WE,0.000270356
110N04735,2024,AMP,0.002090257
110N04735,2024,MIDD,0.000116094
110N04735,2024,PMP,0.001049516
110N04735,2024,WE,0.002090257
110N04736,2024,AMP,0.000784298
110N04736,2024,MIDD,0.000139684
110N04736,2024,PMP,0.001246588
110N04736,2024,WE,0.000784298
110N04737,2024,AMP,0
110N04737,2024,MIDD,0.001134259
110N04737,2024,PMP,0.001070775
110N04737,2024,WE,0
110N04738,2024,AMP,0.000935842
110N04738,2024,MIDD,0.000712351
110N04738,2024,PMP,0.001224012
110N04738,2024,WE,0.000935842
110N04739,2024,AMP,0
110N04739,2024,MIDD,0
110N04739,2024,PMP,0
110N04739,2024,WE,0
110N04740,2024,AMP,0
110N04740,2024,MIDD,0
110N04740,2024,PMP,0
110N04740,2024,WE,0
110N04741,2024,AMP,0.003521565
110N04741,2024,MIDD,0.000558972
110N04741,2024,PMP,0.001332534
110N04741,2024,WE,0.003521565
110N04742,2024,AMP,0.002228819
110N04742,2024,MIDD,0.001377724
110N04742,2024,PMP,0.000449678
110N04742,2024,WE,0.002228819
110N04743,2024,AMP,0.000704251
110N04743,2024,MIDD,0.000667156
110N04743,2024,PMP,0.002276675
110N04743,2024,WE,0.000704251
110N04770,2024,AMP,0.000375428
110N04770,2024,MIDD,0.000388906
110N04770,2024,PMP,0.000334632
110N04770,2024,WE,0.000375428
110N04771,2024,AMP,0.000487966
110N04771,2024,MIDD,0.000145869
110N04771,2024,PMP,0.000954601
110N04771,2024,WE,0.000487966
110N04772,2024,AMP,0.000394716
110N04772,2024,MIDD,0.000452361
110N04772,2024,PMP,0.001967012
110N04772,2024,WE,0.000394716
110N04773,2024,AMP,0.000122853
110N04773,2024,MIDD,0.000062704
110N04773,2024,PMP,0.000537081
110N04773,2024,WE,0.000122853
110N04774,2024,AMP,0.006385206
110N04774,2024,MIDD,0.005380464
110N04774,2024,PMP,0.006302068
110N04774,2024,WE,0.006385206
110N04775,2024,AMP,0.004289552
110N04775,2024,MIDD,0.005463134
110N04775,2024,PMP,0.006984023
110N04775,2024,WE,0.004289552
110N04776,2024,AMP,0.001237224
110N04776,2024,MIDD,0.00042203
110N04776,2024,PMP,0.001303481
110N04776,2024,WE,0.001237224
110N04784,2024,AMP,0.008891695
110N04784,2024,MIDD,0.007045117
110N04784,2024,PMP,0.014836216
110N04784,2024,WE,0.008891695
110N04785,2024,AMP,0.005416516
110N04785,2024,MIDD,0.002530149
110N04785,2024,PMP,0.006143366
110N04785,2024,WE,0.005416516
110N04786,2024,AMP,0.005868038
110N04786,2024,MIDD,0.002818212
110N04786,2024,PMP,0.003221395
110N04786,2024,WE,0.005868038
110N04787,2024,AMP,0.003121465
110N04787,2024,MIDD,0.001849087
110N04787,2024,PMP,0.002031121
110N04787,2024,WE,0.003121465
110N04788,2024,AMP,0.001179836
110N04788,2024,MIDD,0.003645889
110N04788,2024,PMP,0.006107623
110N04788,2024,WE,0.001179836
110N04789,2024,AMP,0.007618551
110N04789,2024,MIDD,0.006200729
110N04789,2024,PMP,0.008613561
110N04789,2024,WE,0.007618551
110N04790,2024,AMP,0.00449185
110N04790,2024,MIDD,0.004532118
110N04790,2024,PMP,0.007514302
110N04790,2024,WE,0.00449185
110N04791,2024,AMP,0.006346924
110N04791,2024,MIDD,0.00493944
110N04791,2024,PMP,0.00685283
110N04791,2024,WE,0.006346924
110N04792,2024,AMP,0.003154977
110N04792,2024,MIDD,0.004322724
110N04792,2024,PMP,0.006048242
110N04792,2024,WE,0.003154977
110N04793,2024,AMP,0.014111053
110N04793,2024,MIDD,0.01524046
110N04793,2024,PMP,0.029424142
110N04793,2024,WE,0.014111053
110N04794,2024,AMP,0.001501679
110N04794,2024,MIDD,0.002456142
110N04794,2024,PMP,0.008282737
110N04794,2024,WE,0.001501679
110N04795,2024,AMP,0.004684176
110N04795,2024,MIDD,0.006868205
110N04795,2024,PMP,0.011191886
110N04795,2024,WE,0.004684176
110N04798,2024,AMP,0
110N04798,2024,MIDD,0.000275127
110N04798,2024,PMP,0
110N04798,2024,WE,0
110N04799,2024,AMP,0.000660481
110N04799,2024,MIDD,0.000422667
110N04799,2024,PMP,0.001543274
110N04799,2024,WE,0.000660481
110N04800,2024,AMP,0.001309902
110N04800,2024,MIDD,0.001318196
110N04800,2024,PMP,0.001142157
110N04800,2024,WE,0.001309902
110N04801,2024,AMP,0.00073339
110N04801,2024,MIDD,0.000784418
110N04801,2024,PMP,0.001357925
110N04801,2024,WE,0.00073339
110N04803,2024,AMP,0.000115899
110N04803,2024,MIDD,0.0000961829
110N04803,2024,PMP,0.000134913
110N04803,2024,WE,0.000115899
110N04804,2024,AMP,0.000522821
110N04804,2024,MIDD,0.001639896
110N04804,2024,PMP,0.002137706
110N04804,2024,WE,0.000522821
110N04805,2024,AMP,0.001877003
110N04805,2024,MIDD,0.003031492
110N04805,2024,PMP,0.004978462
110N04805,2024,WE,0.001877003
110N04806,2024,AMP,0.000507978
110N04806,2024,MIDD,0.001006624
110N04806,2024,PMP,0.0010801
110N04806,2024,WE,0.000507978
110N04807,2024,AMP,0.003096247
110N04807,2024,MIDD,0.004101383
110N04807,2024,PMP,0.004332393
110N04807,2024,WE,0.003096247
110N04808,2024,AMP,0.001645162
110N04808,2024,MIDD,0.000677798
110N04808,2024,PMP,0.001254324
110N04808,2024,WE,0.001645162
110N04809,2024,AMP,0.000674511
110N04809,2024,MIDD,0.000961442
110N04809,2024,PMP,0.000497376
110N04809,2024,WE,0.000674511
110N04810,2024,AMP,0.000494195
110N04810,2024,MIDD,0.001010488
110N04810,2024,PMP,0.000409896
110N04810,2024,WE,0.000494195
110N04811,2024,AMP,0.006013443
110N04811,2024,MIDD,0.006089134
110N04811,2024,PMP,0.002581662
110N04811,2024,WE,0.006013443
110N04812,2024,AMP,0.023371028
110N04812,2024,MIDD,0.012805059
110N04812,2024,PMP,0.015473786
110N04812,2024,WE,0.023371028
110N04813,2024,AMP,0.002991239
110N04813,2024,MIDD,0.00112746
110N04813,2024,PMP,0.003458552
110N04813,2024,WE,0.002991239
110N04814,2024,AMP,0.003261182
110N04814,2024,MIDD,0.001829672
110N04814,2024,PMP,0.004723466
110N04814,2024,WE,0.003261182
110N04815,2024,AMP,0.004672787
110N04815,2024,MIDD,0.006692066
110N04815,2024,PMP,0.013121277
110N04815,2024,WE,0.004672787
110N04816,2024,AMP,0.003763766
110N04816,2024,MIDD,0.003081164
110N04816,2024,PMP,0.00531282
110N04816,2024,WE,0.003763766
110N04817,2024,AMP,0.009799805
110N04817,2024,MIDD,0.0138655
110N04817,2024,PMP,0.019196453
110N04817,2024,WE,0.009799805
110N04818,2024,AMP,0.000350947
110N04818,2024,MIDD,0.002358088
110N04818,2024,PMP,0.000752971
110N04818,2024,WE,0.000350947
110N04819,2024,AMP,0.003855356
110N04819,2024,MIDD,0.003124713
110N04819,2024,PMP,0.005757149
110N04819,2024,WE,0.003855356
110N04820,2024,AMP,0.005955548
110N04820,2024,MIDD,0.005557711
110N04820,2024,PMP,0.014397841
110N04820,2024,WE,0.005955548
110N04821,2024,AMP,0.004149209
110N04821,2024,MIDD,0.0036801
110N04821,2024,PMP,0.012925605
110N04821,2024,WE,0.004149209
110N04823,2024,AMP,0.000249707
110N04823,2024,MIDD,0.0000646132
110N04823,2024,PMP,0.000505858
110N04823,2024,WE,0.000249707
110N04824,2024,AMP,0.000315283
110N04824,2024,MIDD,0.001406136
110N04824,2024,PMP,0.0006101
110N04824,2024,WE,0.000315283
110N04827,2024,AMP,0.000132902
110N04827,2024,MIDD,0.00035011
110N04827,2024,PMP,0.001356425
110N04827,2024,WE,0.000132902
110N04828,2024,AMP,0
110N04828,2024,MIDD,0
110N04828,2024,PMP,0
110N04828,2024,WE,0
110N04847,2024,AMP,0.000144077
110N04847,2024,MIDD,0.000624887
