TMC,YEAR,PERIOD,Crashes
110-04883,2023,MIDD,3.846448138
110-04883,2023,PMP,5.65654138
110-04883,2023,WE,2.262616552
110-04883,2024,AMP,4.142374951
110-04883,2024,MIDD,3.912243009
110-04883,2024,PMP,5.753298542
110-04883,2024,WE,2.301319417
110-04884,2017,AMP,1
110-04884,2017,MIDD,2
110-04884,2017,PMP,1
110-04884,2017,WE,3
110-04884,2018,AMP,1
110-04884,2018,MIDD,3
110-04884,2018,PMP,1
110-04884,2018,WE,0
110-04884,2019,AMP,2
110-04884,2019,MIDD,0
110-04884,2019,PMP,3
110-04884,2019,WE,0
110-04884,2020,AMP,1
110-04884,2020,MIDD,2
110-04884,2020,PMP,2
110-04884,2020,WE,1
110-04884,2021,AMP,1.827273943
110-04884,2021,MIDD,5.847276618
110-04884,2021,PMP,2.55818352
110-04884,2021,WE,6.578186195
110-04884,2022,AMP,1.859169779
110-04884,2022,MIDD,5.949343293
110-04884,2022,PMP,2.602837691
110-04884,2022,WE,6.693011205
110-04884,2023,AMP,1.891798176
110-04884,2023,MIDD,6.053754162
110-04884,2023,PMP,2.648517446
110-04884,2023,WE,6.810473432
110-04884,2024,AMP,1.925133557
110-04884,2024,MIDD,6.160427382
110-04884,2024,PMP,2.69518698
110-04884,2024,WE,6.930480805
110-04885,2017,AMP,0
110-04885,2017,MIDD,1
110-04885,2017,PMP,2
110-04885,2017,WE,1
110-04885,2018,AMP,0
110-04885,2018,MIDD,0
110-04885,2018,PMP,0
110-04885,2018,WE,1
110-04885,2019,AMP,0
110-04885,2019,MIDD,0
110-04885,2019,PMP,2
110-04885,2019,WE,1
110-04885,2020,AMP,1
110-04885,2020,MIDD,1
110-04885,2020,PMP,0
110-04885,2020,WE,0
110-04885,2021,AMP,7.781788931
110-04885,2021,MIDD,5.659482859
110-04885,2021,PMP,7.781788931
110-04885,2021,WE,5.659482859
110-04885,2022,AMP,7.90807707
110-04885,2022,MIDD,5.751328778
110-04885,2022,PMP,7.90807707
110-04885,2022,WE,5.751328778
110-04885,2023,AMP,8.036893697
110-04885,2023,MIDD,5.845013598
110-04885,2023,PMP,8.036893697
110-04885,2023,WE,5.845013598
110-04885,2024,AMP,8.168486538
110-04885,2024,MIDD,5.940717482
110-04885,2024,PMP,8.168486538
110-04885,2024,WE,5.940717482
110-04886,2017,AMP,6
110-04886,2017,MIDD,6
110-04886,2017,PMP,5
110-04886,2017,WE,2
110-04886,2018,AMP,10
110-04886,2018,MIDD,5
110-04886,2018,PMP,4
110-04886,2018,WE,2
110-04886,2019,AMP,7
110-04886,2019,MIDD,1
110-04886,2019,PMP,2
110-04886,2019,WE,2
110-04886,2020,AMP,6
110-04886,2020,MIDD,11
110-04886,2020,PMP,10
110-04886,2020,WE,4
110-04886,2021,AMP,12.9418252
110-04886,2021,MIDD,10.26420619
110-04886,2021,PMP,9.371666522
110-04886,2021,WE,4.462698344
110-04886,2022,AMP,13.16099054
110-04886,2022,MIDD,10.43802698
110-04886,2022,PMP,9.530372459
110-04886,2022,WE,4.538272599
110-04886,2023,AMP,13.38457291
110-04886,2023,MIDD,10.61535093
110-04886,2023,PMP,9.692276934
110-04886,2023,WE,4.615369969
110-04886,2024,AMP,13.61328858
110-04886,2024,MIDD,10.79674612
110-04886,2024,PMP,9.85789863
110-04886,2024,WE,4.694237443
110-04887,2017,AMP,2
110-04887,2017,MIDD,0
110-04887,2017,PMP,1
110-04887,2017,WE,2
110-04887,2018,AMP,2
110-04887,2018,MIDD,1
110-04887,2018,PMP,2
110-04887,2018,WE,2
110-04887,2019,AMP,0
110-04887,2019,MIDD,0
110-04887,2019,PMP,3
110-04887,2019,WE,0
110-04887,2020,AMP,0
110-04887,2020,MIDD,2
110-04887,2020,PMP,2
110-04887,2020,WE,2
110-04887,2021,AMP,10.65735462
110-04887,2021,MIDD,11.91116105
110-04887,2021,PMP,5.015225706
110-04887,2021,WE,7.522838559
110-04887,2022,AMP,10.82940223
110-04887,2022,MIDD,12.10344955
110-04887,2022,PMP,5.096189285
110-04887,2022,WE,7.644283927
110-04887,2023,AMP,11.00516058
110-04887,2023,MIDD,12.29988536
110-04887,2023,PMP,5.178899098
110-04887,2023,WE,7.768348647
110-04887,2024,AMP,11.18443792
110-04887,2024,MIDD,12.50025415
110-04887,2024,PMP,5.263264904
110-04887,2024,WE,7.894897355
110-04888,2017,AMP,1
110-04888,2017,MIDD,0
110-04888,2017,PMP,0
110-04888,2017,WE,2
110-04888,2018,AMP,3
110-04888,2018,MIDD,3
110-04888,2018,PMP,2
110-04888,2018,WE,1
110-04888,2019,AMP,1
110-04888,2019,MIDD,1
110-04888,2019,PMP,2
110-04888,2019,WE,0
110-04888,2020,AMP,0
110-04888,2020,MIDD,2
110-04888,2020,PMP,2
110-04888,2020,WE,2
110-04888,2021,AMP,8.143841035
110-04888,2021,MIDD,7.562138104
110-04888,2021,PMP,7.562138104
110-04888,2021,WE,6.398732242
110-04888,2022,AMP,8.275311592
110-04888,2022,MIDD,7.684217907
110-04888,2022,PMP,7.684217907
110-04888,2022,WE,6.502030537
110-04888,2023,AMP,8.409617725
110-04888,2023,MIDD,7.808930745
110-04888,2023,PMP,7.808930745
110-04888,2023,WE,6.607556784
110-04888,2024,AMP,8.546612897
110-04888,2024,MIDD,7.936140548
110-04888,2024,PMP,7.936140548
110-04888,2024,WE,6.715195848
110-04889,2017,AMP,5
110-04889,2017,MIDD,6
110-04889,2017,PMP,3
110-04889,2017,WE,9
110-04889,2018,AMP,5
110-04889,2018,MIDD,6
110-04889,2018,PMP,2
110-04889,2018,WE,1
110-04889,2019,AMP,0
110-04889,2019,MIDD,6
110-04889,2019,PMP,3
110-04889,2019,WE,5
110-04889,2020,AMP,9
110-04889,2020,MIDD,9
110-04889,2020,PMP,2
110-04889,2020,WE,5
110-04889,2021,AMP,22.21659984
110-04889,2021,MIDD,13.63291354
110-04889,2021,PMP,5.049227236
110-04889,2021,WE,10.09845447
110-04889,2022,AMP,22.63409989
110-04889,2022,MIDD,13.88910675
110-04889,2022,PMP,5.144113612
110-04889,2022,WE,10.28822722
110-04889,2023,AMP,23.06223545
110-04889,2023,MIDD,14.1518263
110-04889,2023,PMP,5.241417148
110-04889,2023,WE,10.4828343
110-04889,2024,AMP,23.50129711
110-04889,2024,MIDD,14.4212505
110-04889,2024,PMP,5.341203888
110-04889,2024,WE,10.68240778
110-04890,2017,AMP,5
110-04890,2017,MIDD,7
110-04890,2017,PMP,7
110-04890,2017,WE,13
110-04890,2018,AMP,1
110-04890,2018,MIDD,6
110-04890,2018,PMP,1
110-04890,2018,WE,0
110-04890,2019,AMP,2
110-04890,2019,MIDD,2
110-04890,2019,PMP,4
110-04890,2019,WE,0
110-04890,2020,AMP,3
110-04890,2020,MIDD,4
110-04890,2020,PMP,2
110-04890,2020,WE,3
110-04890,2021,AMP,2.179989897
110-04890,2021,MIDD,3.765437095
110-04890,2021,PMP,2.774532596
110-04890,2021,WE,9.909044987
110-04890,2022,AMP,2.216175288
110-04890,2022,MIDD,3.827939133
110-04890,2022,PMP,2.82058673
110-04890,2022,WE,10.07352404
110-04890,2023,AMP,2.253086522
110-04890,2023,MIDD,3.891694901
110-04890,2023,PMP,2.867564664
110-04890,2023,WE,10.24130237
110-04890,2024,AMP,2.290920816
110-04890,2024,MIDD,3.957045046
110-04890,2024,PMP,2.915717403
110-04890,2024,WE,10.41327644
110-04891,2017,AMP,3
110-04891,2017,MIDD,2
110-04891,2017,PMP,1
110-04891,2017,WE,3
110-04891,2018,AMP,1
110-04891,2018,MIDD,3
110-04891,2018,PMP,0
110-04891,2018,WE,5
110-04891,2019,AMP,1
110-04891,2019,MIDD,4
110-04891,2019,PMP,0
110-04891,2019,WE,0
110-04891,2020,AMP,1
110-04891,2020,MIDD,6
110-04891,2020,PMP,2
110-04891,2020,WE,1
110-04891,2021,AMP,0.728925182
110-04891,2021,MIDD,1.822312956
110-04891,2021,PMP,3.280163321
110-04891,2021,WE,2.551238138
110-04891,2022,AMP,0.740598094
110-04891,2022,MIDD,1.851495235
110-04891,2022,PMP,3.332691424
110-04891,2022,WE,2.59209333
110-04891,2023,AMP,0.752501944
110-04891,2023,MIDD,1.881254861
110-04891,2023,PMP,3.386258749
110-04891,2023,WE,2.633756805
110-04891,2024,AMP,0.764672674
110-04891,2024,MIDD,1.911681684
110-04891,2024,PMP,3.441027032
110-04891,2024,WE,2.676354358
110-04892,2017,AMP,3
110-04892,2017,MIDD,6
110-04892,2017,PMP,10
110-04892,2017,WE,18
110-04892,2018,AMP,6
110-04892,2018,MIDD,6
110-04892,2018,PMP,4
110-04892,2018,WE,10
110-04892,2019,AMP,3
110-04892,2019,MIDD,3
110-04892,2019,PMP,3
110-04892,2019,WE,4
110-04892,2020,AMP,0
110-04892,2020,MIDD,3
110-04892,2020,PMP,3
110-04892,2020,WE,0
110-04892,2021,AMP,4.614833261
110-04892,2021,MIDD,3.322679948
110-04892,2021,PMP,3.691866609
110-04892,2021,WE,8.306699871
110-04892,2022,AMP,4.695252755
110-04892,2022,MIDD,3.380581983
110-04892,2022,PMP,3.756202204
110-04892,2022,WE,8.451454959
110-04892,2023,AMP,4.777930655
110-04892,2023,MIDD,3.440110072
110-04892,2023,PMP,3.822344524
110-04892,2023,WE,8.600275179
110-04892,2024,AMP,4.862517829
110-04892,2024,MIDD,3.501012837
110-04892,2024,PMP,3.890014263
110-04892,2024,WE,8.752532092
110-04893,2017,AMP,3
110-04893,2017,MIDD,2
110-04893,2017,PMP,1
110-04893,2017,WE,17
110-04893,2018,AMP,7
110-04893,2018,MIDD,7
110-04893,2018,PMP,5
110-04893,2018,WE,6
110-04893,2019,AMP,0
110-04893,2019,MIDD,5
110-04893,2019,PMP,0
110-04893,2019,WE,2
110-04893,2020,AMP,1
110-04893,2020,MIDD,2
110-04893,2020,PMP,0
110-04893,2020,WE,1
110-04893,2021,AMP,3.571756633
110-04893,2021,MIDD,3.007795059
110-04893,2021,PMP,3.571756633
110-04893,2021,WE,4.887666971
110-04893,2022,AMP,3.646892462
110-04893,2022,MIDD,3.071067336
110-04893,2022,PMP,3.646892462
110-04893,2022,WE,4.990484421
110-04893,2023,AMP,3.724089968
110-04893,2023,MIDD,3.136075763
110-04893,2023,PMP,3.724089968
110-04893,2023,WE,5.096123115
110-04893,2024,AMP,3.80372408
110-04893,2024,MIDD,3.203136067
110-04893,2024,PMP,3.80372408
110-04893,2024,WE,5.20509611
110-04894,2017,AMP,5
110-04894,2017,MIDD,22
110-04894,2017,PMP,3
110-04894,2017,WE,13
110-04894,2018,AMP,7
110-04894,2018,MIDD,9
110-04894,2018,PMP,7
110-04894,2018,WE,8
110-04894,2019,AMP,1
110-04894,2019,MIDD,11
110-04894,2019,PMP,5
110-04894,2019,WE,10
110-04894,2020,AMP,6
110-04894,2020,MIDD,10
110-04894,2020,PMP,5
110-04894,2020,WE,9
110-04894,2021,AMP,2.484764884
110-04894,2021,MIDD,6.800409156
110-04894,2021,PMP,2.615541983
110-04894,2021,WE,5.231083966
110-04894,2022,AMP,2.523780632
110-04894,2022,MIDD,6.907189099
110-04894,2022,PMP,2.656611192
110-04894,2022,WE,5.313222384
110-04894,2023,AMP,2.56365874
110-04894,2023,MIDD,7.016329184
110-04894,2023,PMP,2.698588148
110-04894,2023,WE,5.397176295
110-04894,2024,AMP,2.604534763
110-04894,2024,MIDD,7.128200404
110-04894,2024,PMP,2.74161554
110-04894,2024,WE,5.48323108
110-04895,2017,AMP,1
110-04895,2017,MIDD,5
110-04895,2017,PMP,2
110-04895,2017,WE,11
110-04895,2018,AMP,3
110-04895,2018,MIDD,3
110-04895,2018,PMP,1
110-04895,2018,WE,2
110-04895,2019,AMP,2
110-04895,2019,MIDD,9
110-04895,2019,PMP,2
110-04895,2019,WE,10
110-04895,2020,AMP,1
110-04895,2020,MIDD,3
110-04895,2020,PMP,0
110-04895,2020,WE,9
110-04895,2021,AMP,2.537589989
110-04895,2021,MIDD,7.25025711
110-04895,2021,PMP,7.612769966
110-04895,2021,WE,11.60041138
110-04895,2022,AMP,2.556717619
110-04895,2022,MIDD,7.304907483
110-04895,2022,PMP,7.670152857
110-04895,2022,WE,11.68785197
110-04895,2023,AMP,2.575971827
110-04895,2023,MIDD,7.359919504
110-04895,2023,PMP,7.72791548
110-04895,2023,WE,11.77587121
110-04895,2024,AMP,2.59546521
110-04895,2024,MIDD,7.415614886
110-04895,2024,PMP,7.78639563
110-04895,2024,WE,11.86498382
110-04896,2017,AMP,2
110-04896,2017,MIDD,2
110-04896,2017,PMP,2
110-04896,2017,WE,1
110-04896,2018,AMP,4
110-04896,2018,MIDD,0
110-04896,2018,PMP,0
110-04896,2018,WE,6
110-04896,2019,AMP,0
110-04896,2019,MIDD,1
110-04896,2019,PMP,1
110-04896,2019,WE,6
110-04896,2020,AMP,1
110-04896,2020,MIDD,4
110-04896,2020,PMP,4
110-04896,2020,WE,5
110-04896,2021,AMP,4.482795484
110-04896,2021,MIDD,5.827634129
110-04896,2021,PMP,5.827634129
110-04896,2021,WE,4.034515936
110-04896,2022,AMP,4.512137494
110-04896,2022,MIDD,5.865778742
110-04896,2022,PMP,5.865778742
110-04896,2022,WE,4.060923745
110-04896,2023,AMP,4.541640502
110-04896,2023,MIDD,5.904132652
110-04896,2023,PMP,5.904132652
110-04896,2023,WE,4.087476451
110-04896,2024,AMP,4.571510571
110-04896,2024,MIDD,5.942963743
110-04896,2024,PMP,5.942963743
110-04896,2024,WE,4.114359514
110-04897,2017,AMP,1
110-04897,2017,MIDD,1
110-04897,2017,PMP,1
110-04897,2017,WE,3
110-04897,2018,AMP,2
110-04897,2018,MIDD,3
110-04897,2018,PMP,0
110-04897,2018,WE,3
110-04897,2019,AMP,0
110-04897,2019,MIDD,7
110-04897,2019,PMP,1
110-04897,2019,WE,1
110-04897,2020,AMP,3
110-04897,2020,MIDD,1
110-04897,2020,PMP,1
110-04897,2020,WE,3
110-04897,2021,AMP,6.394775015
110-04897,2021,MIDD,3.836865009
110-04897,2021,PMP,5.755297513
110-04897,2021,WE,3.197387507
110-04897,2022,AMP,6.484349649
110-04897,2022,MIDD,3.89060979
110-04897,2022,PMP,5.835914684
110-04897,2022,WE,3.242174825
110-04897,2023,AMP,6.576152823
110-04897,2023,MIDD,3.945691694
110-04897,2023,PMP,5.91853754
110-04897,2023,WE,3.288076411
110-04897,2024,AMP,6.669630282
110-04897,2024,MIDD,4.001778169
110-04897,2024,PMP,6.002667254
110-04897,2024,WE,3.334815141
110-04898,2017,AMP,4
110-04898,2017,MIDD,4
110-04898,2017,PMP,2
110-04898,2017,WE,2
110-04898,2018,AMP,6
110-04898,2018,MIDD,5
110-04898,2018,PMP,3
110-04898,2018,WE,9
110-04898,2019,AMP,2
110-04898,2019,MIDD,1
110-04898,2019,PMP,3
110-04898,2019,WE,4
110-04898,2020,AMP,3
110-04898,2020,MIDD,7
110-04898,2020,PMP,1
110-04898,2020,WE,2
110-04898,2021,AMP,4.860404334
110-04898,2021,MIDD,5.508458246
110-04898,2021,PMP,2.916242601
110-04898,2021,WE,5.508458246
110-04898,2022,AMP,4.888360104
110-04898,2022,MIDD,5.540141451
110-04898,2022,PMP,2.933016062
110-04898,2022,WE,5.540141451
110-04898,2023,AMP,4.916674053
110-04898,2023,MIDD,5.572230593
110-04898,2023,PMP,2.950004432
110-04898,2023,WE,5.572230593
110-04898,2024,AMP,4.945118211
110-04898,2024,MIDD,5.604467306
110-04898,2024,PMP,2.967070927
110-04898,2024,WE,5.604467306
110-04899,2017,AMP,5
110-04899,2017,MIDD,2
110-04899,2017,PMP,8
110-04899,2017,WE,7
110-04899,2018,AMP,3
110-04899,2018,MIDD,1
110-04899,2018,PMP,2
110-04899,2018,WE,5
110-04899,2019,AMP,1
110-04899,2019,MIDD,6
110-04899,2019,PMP,1
110-04899,2019,WE,6
110-04899,2020,AMP,1
110-04899,2020,MIDD,7
110-04899,2020,PMP,2
110-04899,2020,WE,5
110-04899,2021,AMP,3.370463095
110-04899,2021,MIDD,5.392740952
110-04899,2021,PMP,4.381602024
110-04899,2021,WE,7.752065119
110-04899,2022,AMP,3.433548612
110-04899,2022,MIDD,5.493677779
110-04899,2022,PMP,4.463613195
110-04899,2022,WE,7.897161807
110-04899,2023,AMP,3.498560589
110-04899,2023,MIDD,5.597696943
110-04899,2023,PMP,4.548128766
110-04899,2023,WE,8.046689355
110-04899,2024,AMP,3.565398862
110-04899,2024,MIDD,5.704638179
110-04899,2024,PMP,4.635018521
110-04899,2024,WE,8.200417383
110-04900,2017,AMP,3
110-04900,2017,MIDD,1
110-04900,2017,PMP,4
110-04900,2017,WE,13
110-04900,2018,AMP,3
110-04900,2018,MIDD,1
110-04900,2018,PMP,4
110-04900,2018,WE,3
110-04900,2019,AMP,1
110-04900,2019,MIDD,3
110-04900,2019,PMP,7
110-04900,2019,WE,5
110-04900,2020,AMP,0
110-04900,2020,MIDD,1
110-04900,2020,PMP,2
110-04900,2020,WE,3
110-04900,2021,AMP,4.204288501
110-04900,2021,MIDD,1.4014295
110-04900,2021,PMP,3.970716918
110-04900,2021,WE,5.605718002
110-04900,2022,AMP,4.28433311
110-04900,2022,MIDD,1.428111037
110-04900,2022,PMP,4.046314604
110-04900,2022,WE,5.712444147
110-04900,2023,AMP,4.366432456
110-04900,2023,MIDD,1.455477485
110-04900,2023,PMP,4.123852875
110-04900,2023,WE,5.821909942
110-04900,2024,AMP,4.451244466
110-04900,2024,MIDD,1.483748155
110-04900,2024,PMP,4.203953107
110-04900,2024,WE,5.934992622
110-04901,2017,AMP,0
110-04901,2017,MIDD,3
110-04901,2017,PMP,4
110-04901,2017,WE,6
110-04901,2018,AMP,5
110-04901,2018,MIDD,2
110-04901,2018,PMP,3
110-04901,2018,WE,10
110-04901,2019,AMP,4
110-04901,2019,MIDD,9
110-04901,2019,PMP,2
110-04901,2019,WE,7
110-04901,2020,AMP,1
110-04901,2020,MIDD,2
110-04901,2020,PMP,5
110-04901,2020,WE,5
110-04901,2021,AMP,8.77870233
110-04901,2021,MIDD,5.202193973
110-04901,2021,PMP,4.551919727
110-04901,2021,WE,9.103839453
110-04901,2022,AMP,8.945150895
110-04901,2022,MIDD,5.30083016
110-04901,2022,PMP,4.63822639
110-04901,2022,WE,9.27645278
110-04901,2023,AMP,9.11668808
110-04901,2023,MIDD,5.402481825
110-04901,2023,PMP,4.727171597
110-04901,2023,WE,9.454343194
110-04901,2024,AMP,9.293057945
110-04901,2024,MIDD,5.506997301
110-04901,2024,PMP,4.818622638
110-04901,2024,WE,9.637245276
110-04902,2017,AMP,1
110-04902,2017,MIDD,9
110-04902,2017,PMP,3
110-04902,2017,WE,11
110-04902,2018,AMP,3
110-04902,2018,MIDD,9
110-04902,2018,PMP,12
110-04902,2018,WE,11
110-04902,2019,AMP,2
110-04902,2019,MIDD,9
110-04902,2019,PMP,5
110-04902,2019,WE,7
110-04902,2020,AMP,4
110-04902,2020,MIDD,7
110-04902,2020,PMP,2
110-04902,2020,WE,9
110-04902,2021,AMP,2.922810198
110-04902,2021,MIDD,9.937554674
110-04902,2021,PMP,6.430182436
110-04902,2021,WE,11.10667875
110-04902,2022,AMP,2.98086025
110-04902,2022,MIDD,10.13492485
110-04902,2022,PMP,6.55789255
110-04902,2022,WE,11.32726895
110-04902,2023,AMP,3.040713872
110-04902,2023,MIDD,10.33842717
110-04902,2023,PMP,6.689570519
110-04902,2023,WE,11.55471271
110-04902,2024,AMP,3.102043489
110-04902,2024,MIDD,10.54694786
110-04902,2024,PMP,6.824495675
110-04902,2024,WE,11.78776526
110-04903,2017,AMP,2
110-04903,2017,MIDD,4
110-04903,2017,PMP,2
110-04903,2017,WE,1
110-04903,2018,AMP,3
110-04903,2018,MIDD,1
110-04903,2018,PMP,2
110-04903,2018,WE,3
110-04903,2019,AMP,0
110-04903,2019,MIDD,2
110-04903,2019,PMP,1
110-04903,2019,WE,0
110-04903,2020,AMP,0
110-04903,2020,MIDD,1
110-04903,2020,PMP,3
110-04903,2020,WE,0
110-04903,2021,AMP,2.489578053
110-04903,2021,MIDD,1.244789026
110-04903,2021,PMP,1.244789026
110-04903,2021,WE,2.333979424
110-04903,2022,AMP,2.516979713
110-04903,2022,MIDD,1.258489857
110-04903,2022,PMP,1.258489857
110-04903,2022,WE,2.359668481
110-04903,2023,AMP,2.544670618
110-04903,2023,MIDD,1.272335309
110-04903,2023,PMP,1.272335309
110-04903,2023,WE,2.385628704
110-04903,2024,AMP,2.572811783
110-04903,2024,MIDD,1.286405891
110-04903,2024,PMP,1.286405891
110-04903,2024,WE,2.412011046
110-04904,2017,AMP,1
110-04904,2017,MIDD,1
110-04904,2017,PMP,5
110-04904,2017,WE,3
110-04904,2018,AMP,0
110-04904,2018,MIDD,3
110-04904,2018,PMP,0
110-04904,2018,WE,1
110-04904,2019,AMP,0
110-04904,2019,MIDD,1
110-04904,2019,PMP,2
110-04904,2019,WE,0
110-04904,2020,AMP,0
110-04904,2020,MIDD,4
110-04904,2020,PMP,2
110-04904,2020,WE,0
110-04904,2021,AMP,3.870053073
110-04904,2021,MIDD,1.290017691
110-04904,2021,PMP,2.580035382
110-04904,2021,WE,3.010041279
110-04904,2022,AMP,3.913414527
110-04904,2022,MIDD,1.304471509
110-04904,2022,PMP,2.608943018
110-04904,2022,WE,3.043766854
110-04904,2023,AMP,3.957393474
110-04904,2023,MIDD,1.319131158
110-04904,2023,PMP,2.638262316
110-04904,2023,WE,3.077972702
110-04904,2024,AMP,4.001998373
110-04904,2024,MIDD,1.333999458
110-04904,2024,PMP,2.667998916
110-04904,2024,WE,3.112665402
110-04905,2017,AMP,0
110-04905,2017,MIDD,2
110-04905,2017,PMP,1
110-04905,2017,WE,1
110-04905,2018,AMP,3
110-04905,2018,MIDD,3
110-04905,2018,PMP,5
110-04905,2018,WE,3
110-04905,2019,AMP,2
110-04905,2019,MIDD,5
110-04905,2019,PMP,2
110-04905,2019,WE,2
110-04905,2020,AMP,2
110-04905,2020,MIDD,1
110-04905,2020,PMP,5
110-04905,2020,WE,0
110-04905,2021,AMP,2.705188717
110-04905,2021,MIDD,1.983805059
110-04905,2021,PMP,2.344496888
110-04905,2021,WE,3.606918289
110-04905,2022,AMP,2.740030155
110-04905,2022,MIDD,2.009355447
110-04905,2022,PMP,2.374692801
110-04905,2022,WE,3.653373541
110-04905,2023,AMP,2.775488644
110-04905,2023,MIDD,2.035358339
110-04905,2023,PMP,2.405423491
110-04905,2023,WE,3.700651525
110-04905,2024,AMP,2.811574965
110-04905,2024,MIDD,2.061821641
110-04905,2024,PMP,2.436698303
110-04905,2024,WE,3.74876662
110-04906,2017,AMP,1
110-04906,2017,MIDD,0
110-04906,2017,PMP,0
110-04906,2017,WE,2
110-04906,2018,AMP,1
110-04906,2018,MIDD,1
110-04906,2018,PMP,1
110-04906,2018,WE,1
110-04906,2019,AMP,2
110-04906,2019,MIDD,2
110-04906,2019,PMP,0
110-04906,2019,WE,0
110-04906,2020,AMP,0
110-04906,2020,MIDD,2
110-04906,2020,PMP,2
110-04906,2020,WE,2
110-04906,2021,AMP,2.868800716
110-04906,2021,MIDD,2.458972042
110-04906,2021,PMP,3.483543726
110-04906,2021,WE,2.458972042
110-04906,2022,AMP,2.910859637
110-04906,2022,MIDD,2.495022546
110-04906,2022,PMP,3.534615274
110-04906,2022,WE,2.495022546
110-04906,2023,AMP,2.95378528
110-04906,2023,MIDD,2.531815955
110-04906,2023,PMP,3.586739269
110-04906,2023,WE,2.531815955
110-04906,2024,AMP,2.997705136
110-04906,2024,MIDD,2.569461545
110-04906,2024,PMP,3.640070522
110-04906,2024,WE,2.569461545
110-04907,2017,AMP,2
110-04907,2017,MIDD,1
110-04907,2017,PMP,2
110-04907,2017,WE,2
110-04907,2018,AMP,2
110-04907,2018,MIDD,5
110-04907,2018,PMP,0
110-04907,2018,WE,1
110-04907,2019,AMP,1
110-04907,2019,MIDD,1
110-04907,2019,PMP,3
110-04907,2019,WE,1
110-04907,2020,AMP,2
110-04907,2020,MIDD,3
110-04907,2020,PMP,2
110-04907,2020,WE,4
110-04907,2021,AMP,1.623788481
110-04907,2021,MIDD,2.31969783
110-04907,2021,PMP,4.175456095
110-04907,2021,WE,1.855758264
110-04907,2022,AMP,1.650031819
110-04907,2022,MIDD,2.357188313
110-04907,2022,PMP,4.242938964
110-04907,2022,WE,1.88575065
110-04907,2023,AMP,1.67682536
110-04907,2023,MIDD,2.3954648
110-04907,2023,PMP,4.311836639
110-04907,2023,WE,1.91637184
110-04907,2024,AMP,1.704239691
110-04907,2024,MIDD,2.434628131
110-04907,2024,PMP,4.382330635
110-04907,2024,WE,1.947702505
110-04910,2017,AMP,1
110-04910,2017,MIDD,2
110-04910,2017,PMP,0
110-04910,2017,WE,0
110-04910,2018,AMP,1
110-04910,2018,MIDD,1
110-04910,2018,PMP,2
110-04910,2018,WE,0
110-04910,2019,AMP,0
110-04910,2019,MIDD,0
110-04910,2019,PMP,4
110-04910,2019,WE,0
110-04910,2020,AMP,0
110-04910,2020,MIDD,0
110-04910,2020,PMP,1
110-04910,2020,WE,0
110-04910,2021,AMP,2.227329271
110-04910,2021,MIDD,2.474810301
110-04910,2021,PMP,2.474810301
110-04910,2021,WE,3.464734421
110-04910,2022,AMP,2.254031709
110-04910,2022,MIDD,2.504479677
110-04910,2022,PMP,2.504479677
110-04910,2022,WE,3.506271547
110-04910,2023,AMP,2.281310536
110-04910,2023,MIDD,2.534789485
110-04910,2023,PMP,2.534789485
110-04910,2023,WE,3.548705278
110-04910,2024,AMP,2.308880268
110-04910,2024,MIDD,2.565422519
110-04910,2024,PMP,2.565422519
110-04910,2024,WE,3.591591527
110-04911,2017,AMP,0
110-04911,2017,MIDD,1
110-04911,2017,PMP,1
110-04911,2017,WE,0
110-04911,2018,AMP,0
110-04911,2018,MIDD,2
110-04911,2018,PMP,0
110-04911,2018,WE,0
110-04911,2019,AMP,0
110-04911,2019,MIDD,0
110-04911,2019,PMP,1
110-04911,2019,WE,2
110-04911,2020,AMP,1
110-04911,2020,MIDD,0
110-04911,2020,PMP,0
110-04911,2020,WE,0
110-04911,2021,AMP,2.789156189
110-04911,2021,MIDD,2.479249945
110-04911,2021,PMP,1.859437459
110-04911,2021,WE,2.789156189
110-04911,2022,AMP,2.820730437
110-04911,2022,MIDD,2.507315944
110-04911,2022,PMP,1.880486958
110-04911,2022,WE,2.820730437
110-04911,2023,AMP,2.852754059
110-04911,2023,MIDD,2.535781386
110-04911,2023,PMP,1.90183604
110-04911,2023,WE,2.852754059
110-04911,2024,AMP,2.885364754
110-04911,2024,MIDD,2.56476867
110-04911,2024,PMP,1.923576503
110-04911,2024,WE,2.885364754
110-04912,2017,AMP,1
110-04912,2017,MIDD,1
110-04912,2017,PMP,2
110-04912,2017,WE,2
110-04912,2018,AMP,0
110-04912,2018,MIDD,2
110-04912,2018,PMP,1
110-04912,2018,WE,1
110-04912,2019,AMP,0
110-04912,2019,MIDD,2
110-04912,2019,PMP,1
110-04912,2019,WE,2
110-04912,2020,AMP,0
110-04912,2020,MIDD,2
110-04912,2020,PMP,1
110-04912,2020,WE,0
110-04912,2021,AMP,4.318983763
110-04912,2021,MIDD,1.439661254
110-04912,2021,PMP,1.028329467
110-04912,2021,WE,2.673656615
110-04912,2022,AMP,4.367260759
