TMC,YEAR,PERIOD,V/C_STRAIGHT_AVG,AVG_HOURLY_VAL
110+05418,2018,PMP,0.28059091,1061.75
110+05418,2018,WE,0.280831691,1059.071429
110+05418,2019,AMP,0.228655007,845
110+05418,2019,MIDD,0.316673866,1203.666667
110+05418,2019,PMP,0.281128584,1064
110+05418,2019,WE,0.281369826,1061.285714
110+05418,2020,AMP,0.198310205,733
110+05418,2020,MIDD,0.274648083,1043.5
110+05418,2020,PMP,0.243820015,922.5
110+05418,2020,WE,0.244029241,920.2142857
110+05418,2021,AMP,0.233951377,864.5
110+05418,2021,MIDD,0.324009031,1231.333333
110+05418,2021,PMP,0.287640408,1088.25
110+05418,2021,WE,0.287887238,1085.642857
110+05418,2022,AMP,0.236247281,873
110+05418,2022,MIDD,0.327188724,1243.166667
110+05418,2022,PMP,0.290463194,1099.25
110+05418,2022,WE,0.290712446,1096.285714
110+05418,2023,AMP,0.23856748,881.5
110+05418,2023,MIDD,0.330402064,1255.5
110+05418,2023,PMP,0.293315851,1110
110+05418,2023,WE,0.293567551,1107.071429
110+05418,2024,AMP,0.240899827,890
110+05418,2024,MIDD,0.333632229,1267.833333
110+05418,2024,PMP,0.296183443,1121
110+05418,2024,WE,0.296437604,1117.928571
110+05419,2017,AMP,0.21931467,811
110+05419,2017,MIDD,0.31674026,1203.666667
110+05419,2017,PMP,0.279210968,1057
110+05419,2017,WE,0.278181722,1049.571429
110+05419,2018,AMP,0.214799022,794
110+05419,2018,MIDD,0.310218638,1179.166667
110+05419,2018,PMP,0.273462066,1035.25
110+05419,2018,WE,0.272454013,1028
110+05419,2019,AMP,0.21438744,792.5
110+05419,2019,MIDD,0.309624219,1176.833333
110+05419,2019,PMP,0.272938078,1033.25
110+05419,2019,WE,0.271931956,1026
110+05419,2020,AMP,0.186129362,688.25
110+05419,2020,MIDD,0.268813128,1021.666667
110+05419,2020,PMP,0.236962531,897
110+05419,2020,WE,0.236089024,890.7857143
110+05419,2021,AMP,0.220196632,814.25
110+05419,2021,MIDD,0.318014015,1208.666667
110+05419,2021,PMP,0.2803338,1061.25
110+05419,2021,WE,0.279300416,1053.857143
110+05419,2022,AMP,0.22236038,822.25
110+05419,2022,MIDD,0.321138959,1220.666667
110+05419,2022,PMP,0.283088482,1071.5
110+05419,2022,WE,0.282044943,1064.214286
110+05419,2023,AMP,0.224535888,830.25
110+05419,2023,MIDD,0.324280886,1232.5
110+05419,2023,PMP,0.285858135,1082
110+05419,2023,WE,0.284804386,1074.571429
110+05419,2024,AMP,0.226734914,838.5
110+05419,2024,MIDD,0.327456781,1244.833333
110+05419,2024,PMP,0.28865773,1092.75
110+05419,2024,WE,0.287593662,1085.285714
110+05420,2017,AMP,0.224108214,828.75
110+05420,2017,MIDD,0.32350933,1229.833333
110+05420,2017,PMP,0.287169801,1087
110+05420,2017,WE,0.284726289,1074.428571
110+05420,2018,AMP,0.217902612,805.75
110+05420,2018,MIDD,0.31455129,1195.5
110+05420,2018,PMP,0.27921801,1057
110+05420,2018,WE,0.276842159,1044.571429
110+05420,2019,AMP,0.214228706,792
110+05420,2019,MIDD,0.309247859,1175.333333
110+05420,2019,PMP,0.274510308,1039.25
110+05420,2019,WE,0.272174515,1026.928571
110+05420,2020,AMP,0.189500499,700.5
110+05420,2020,MIDD,0.273551684,1039.833333
110+05420,2020,PMP,0.242823855,919.25
110+05420,2020,WE,0.24075768,908.4285714
110+05420,2021,AMP,0.223354593,825.75
110+05420,2021,MIDD,0.322421447,1225.666667
110+05420,2021,PMP,0.286204118,1083.5
110+05420,2021,WE,0.283768823,1070.785714
110+05420,2022,AMP,0.22432017,829.25
110+05420,2022,MIDD,0.323815298,1230.833333
110+05420,2022,PMP,0.287441399,1088.25
110+05420,2022,WE,0.284995576,1075.357143
110+05420,2023,AMP,0.225285748,833
110+05420,2023,MIDD,0.325209148,1236.166667
110+05420,2023,PMP,0.288678679,1092.75
110+05420,2023,WE,0.286222328,1080
110+05420,2024,AMP,0.226251325,836.25
110+05420,2024,MIDD,0.326602999,1241.166667
110+05420,2024,PMP,0.28991596,1097.5
110+05420,2024,WE,0.287449081,1084.428571
110+05421,2017,AMP,0.219582918,811.75
110+05421,2017,MIDD,0.327950465,1246.166667
110+05421,2017,PMP,0.288588625,1092.25
110+05421,2017,WE,0.285742069,1078.071429
110+05421,2018,AMP,0.213480825,789.5
110+05421,2018,MIDD,0.318836894,1211.666667
110+05421,2018,PMP,0.280568899,1061.75
110+05421,2018,WE,0.277801447,1048.214286
110+05421,2019,AMP,0.213215014,788.75
110+05421,2019,MIDD,0.318439902,1210.166667
110+05421,2019,PMP,0.280219555,1060.5
110+05421,2019,WE,0.277455549,1047
110+05421,2020,AMP,0.184773247,683.5
110+05421,2020,MIDD,0.275961686,1048.833333
110+05421,2020,PMP,0.242839733,919.25
110+05421,2020,WE,0.240444431,907.4285714
110+05421,2021,AMP,0.218519675,807.75
110+05421,2021,MIDD,0.326362495,1240.166667
110+05421,2021,PMP,0.287191248,1087
110+05421,2021,WE,0.284358476,1072.857143
110+05421,2022,AMP,0.219455792,811.75
110+05421,2022,MIDD,0.327760599,1245.833333
110+05421,2022,PMP,0.288421547,1091.5
110+05421,2022,WE,0.285576639,1077.714286
110+05421,2023,AMP,0.220403465,814.75
110+05421,2023,MIDD,0.329175964,1250.833333
110+05421,2023,PMP,0.289667035,1096.5
110+05421,2023,WE,0.286809842,1082.142857
110+05421,2024,AMP,0.221351139,818.5
110+05421,2024,MIDD,0.33059133,1256.333333
110+05421,2024,PMP,0.290912523,1101
110+05421,2024,WE,0.288043044,1086.857143
110+05422,2017,AMP,0.21663882,800.5
110+05422,2017,MIDD,0.301999931,1146.5
110+05422,2017,PMP,0.275408788,1040.5
110+05422,2017,WE,0.270013572,1017.357143
110+05422,2018,AMP,0.191780403,708.5
110+05422,2018,MIDD,0.267346676,1015
110+05422,2018,PMP,0.243806758,920.75
110+05422,2018,WE,0.239030621,900.5
110+05422,2019,AMP,0.183971539,679.75
110+05422,2019,MIDD,0.256460924,973.5
110+05422,2019,PMP,0.233879498,883.5
110+05422,2019,WE,0.229297835,863.8571429
110+05422,2020,AMP,0.156947335,579.75
110+05422,2020,MIDD,0.218788509,830.5
110+05422,2020,PMP,0.199524145,753.75
110+05422,2020,WE,0.195615498,736.9285714
110+05422,2021,AMP,0.219261828,810.25
110+05422,2021,MIDD,0.30565647,1160.333333
110+05422,2021,PMP,0.278743368,1053
110+05422,2021,WE,0.273282829,1029.642857
110+05422,2022,AMP,0.220200336,813.5
110+05422,2022,MIDD,0.306964773,1165.333333
110+05422,2022,PMP,0.279936475,1057.25
110+05422,2022,WE,0.274452563,1033.928571
110+05422,2023,AMP,0.221150875,817.25
110+05422,2023,MIDD,0.308289849,1170.333333
110+05422,2023,PMP,0.281144878,1062
110+05422,2023,WE,0.275637293,1038.5
110+05422,2024,AMP,0.222101415,820.75
110+05422,2024,MIDD,0.309614925,1175.333333
110+05422,2024,PMP,0.28235328,1066.5
110+05422,2024,WE,0.276822024,1042.928571
110+05423,2017,AMP,0.22990978,850
110+05423,2017,MIDD,0.331440739,1259.5
110+05423,2017,PMP,0.297060828,1124
110+05423,2017,WE,0.292609062,1103.785714
110+05423,2018,AMP,0.222201917,821.5
110+05423,2018,MIDD,0.320328991,1217.166667
110+05423,2018,PMP,0.287101687,1086.5
110+05423,2018,WE,0.282799169,1066.785714
110+05423,2019,AMP,0.22304256,824.5
110+05423,2019,MIDD,0.321540871,1221.833333
110+05423,2019,PMP,0.288187861,1090.25
110+05423,2019,WE,0.283869065,1070.714286
110+05423,2020,AMP,0.193253034,714.5
110+05423,2020,MIDD,0.278595928,1058.5
110+05423,2020,PMP,0.24969754,945
110+05423,2020,WE,0.245955562,927.7857143
110+05423,2021,AMP,0.228145615,843.25
110+05423,2021,MIDD,0.328897497,1249.833333
110+05423,2021,PMP,0.294781394,1115.5
110+05423,2021,WE,0.290363787,1095.285714
110+05423,2022,AMP,0.229128337,847.25
110+05423,2022,MIDD,0.330314202,1255.166667
110+05423,2022,PMP,0.296051146,1120.25
110+05423,2022,WE,0.29161451,1100.071429
110+05423,2023,AMP,0.23011106,850.5
110+05423,2023,MIDD,0.331730907,1260.5
110+05423,2023,PMP,0.297320898,1125.25
110+05423,2023,WE,0.292865234,1104.714286
110+05423,2024,AMP,0.231105623,854.25
110+05423,2024,MIDD,0.333164681,1266
110+05423,2024,PMP,0.298605948,1130
110+05423,2024,WE,0.294131027,1109.5
110+05424,2017,AMP,0.207744592,862
110+05424,2017,MIDD,0.306769972,1258.333333
110+05424,2017,PMP,0.273418166,1153.75
110+05424,2017,WE,0.268947919,1115.214286
110+05424,2018,AMP,0.203714106,845.25
110+05424,2018,MIDD,0.300818279,1234
110+05424,2018,PMP,0.268113536,1131.5
110+05424,2018,WE,0.263730017,1093.642857
110+05424,2019,AMP,0.203978573,846.25
110+05424,2019,MIDD,0.30120881,1235.666667
110+05424,2019,PMP,0.268461609,1132.75
110+05424,2019,WE,0.264072399,1095
110+05424,2020,AMP,0.177024035,734.75
110+05424,2020,MIDD,0.261405882,1072.333333
110+05424,2020,PMP,0.232986027,983.25
110+05424,2020,WE,0.229176824,950.4285714
110+05424,2021,AMP,0.208971722,867.25
110+05424,2021,MIDD,0.308582037,1265.833333
110+05424,2021,PMP,0.275033224,1160.5
110+05424,2021,WE,0.270536572,1121.857143
110+05424,2022,AMP,0.209870912,871
110+05424,2022,MIDD,0.309909842,1271.166667
110+05424,2022,PMP,0.276216672,1165.5
110+05424,2022,WE,0.27170067,1126.642857
110+05424,2023,AMP,0.21078068,874.75
110+05424,2023,MIDD,0.311253269,1276.833333
110+05424,2023,PMP,0.277414042,1170.75
110+05424,2023,WE,0.272878465,1131.642857
110+05424,2024,AMP,0.21167987,878.5
110+05424,2024,MIDD,0.312581075,1282
110+05424,2024,PMP,0.27859749,1175.75
110+05424,2024,WE,0.274042563,1136.357143
110+05425,2017,AMP,0.212948856,883.5
110+05425,2017,MIDD,0.314444202,1290
110+05425,2017,PMP,0.28026722,1182.5
110+05425,2017,WE,0.275680679,1143.142857
110+05425,2018,AMP,0.205385099,852.25
110+05425,2018,MIDD,0.303275419,1244
110+05425,2018,PMP,0.270312373,1140.5
110+05425,2018,WE,0.265888743,1102.5
110+05425,2019,AMP,0.206517017,856.75
110+05425,2019,MIDD,0.304946831,1251
110+05425,2019,PMP,0.27180212,1146.75
110+05425,2019,WE,0.26735411,1108.571429
110+05425,2020,AMP,0.180059735,747.25
110+05425,2020,MIDD,0.265879521,1090.666667
110+05425,2020,PMP,0.236981041,1000.25
110+05425,2020,WE,0.233102874,966.7142857
110+05425,2021,AMP,0.211626521,878.5
110+05425,2021,MIDD,0.312491617,1281.833333
110+05425,2021,PMP,0.278526862,1175.25
110+05425,2021,WE,0.273968802,1136.142857
110+05425,2022,AMP,0.212536287,881.75
110+05425,2022,MIDD,0.313834995,1287.333333
110+05425,2022,PMP,0.279724228,1180.25
110+05425,2022,WE,0.275146574,1140.857143
110+05425,2023,AMP,0.213456632,886
110+05425,2023,MIDD,0.315193994,1293
110+05425,2023,PMP,0.280935517,1185.5
110+05425,2023,WE,0.27633804,1146
110+05425,2024,AMP,0.214376978,889.5
110+05425,2024,MIDD,0.316552993,1298.666667
110+05425,2024,PMP,0.282146806,1190.5
110+05425,2024,WE,0.277529507,1150.857143
110+05427,2017,AMP,0.13285139,508.25
110+05427,2017,MIDD,0.201513665,774.6666667
110+05427,2017,PMP,0.186097171,720.75
110+05427,2017,WE,0.17749116,683.1428571
110+05427,2018,AMP,0.134734186,515.75
110+05427,2018,MIDD,0.204369556,785.6666667
110+05427,2018,PMP,0.188734577,731
110+05427,2018,WE,0.180006599,692.9285714
110+05427,2019,AMP,0.136867296,523.75
110+05427,2019,MIDD,0.207605132,798.1666667
110+05427,2019,PMP,0.19172262,742.25
110+05427,2019,WE,0.182856461,703.7857143
110+05427,2020,AMP,0.119367089,456.75
110+05427,2020,MIDD,0.181060201,695.8333333
110+05427,2020,PMP,0.167208468,647.5
110+05427,2020,WE,0.15947596,613.7142857
110+05427,2021,AMP,0.139566333,534.25
110+05427,2021,MIDD,0.211699126,813.8333333
110+05427,2021,PMP,0.19550341,757.25
110+05427,2021,WE,0.186462409,717.7857143
110+05427,2022,AMP,0.141340297,541
110+05427,2022,MIDD,0.214389937,823.8333333
110+05427,2022,PMP,0.197988364,766.75
110+05427,2022,WE,0.188832448,726.7142857
110+05427,2023,AMP,0.143136027,547.5
110+05427,2023,MIDD,0.217113764,834.5
110+05427,2023,PMP,0.200503809,776.25
110+05427,2023,WE,0.191231566,735.8571429
110+05427,2024,AMP,0.144964407,554.75
110+05427,2024,MIDD,0.219887115,845.1666667
110+05427,2024,PMP,0.203064989,786.25
110+05427,2024,WE,0.193674305,745.3571429
110+05428,2017,AMP,0.13285139,508.25
110+05428,2017,MIDD,0.201513665,774.6666667
110+05428,2017,PMP,0.186097171,720.75
110+05428,2017,WE,0.17749116,683.1428571
110+05428,2018,AMP,0.134734186,515.75
110+05428,2018,MIDD,0.204369556,785.6666667
110+05428,2018,PMP,0.188734577,731
110+05428,2018,WE,0.180006599,692.9285714
110+05428,2019,AMP,0.136867296,523.75
110+05428,2019,MIDD,0.207605132,798.1666667
110+05428,2019,PMP,0.19172262,742.25
110+05428,2019,WE,0.182856461,703.7857143
110+05428,2020,AMP,0.119367089,456.75
110+05428,2020,MIDD,0.181060201,695.8333333
110+05428,2020,PMP,0.167208468,647.5
110+05428,2020,WE,0.15947596,613.7142857
110+05428,2021,AMP,0.139566333,534.25
110+05428,2021,MIDD,0.211699126,813.8333333
110+05428,2021,PMP,0.19550341,757.25
110+05428,2021,WE,0.186462409,717.7857143
110+05428,2022,AMP,0.141340297,541
110+05428,2022,MIDD,0.214389937,823.8333333
110+05428,2022,PMP,0.197988364,766.75
110+05428,2022,WE,0.188832448,726.7142857
110+05428,2023,AMP,0.143136027,547.5
110+05428,2023,MIDD,0.217113764,834.5
110+05428,2023,PMP,0.200503809,776.25
110+05428,2023,WE,0.191231566,735.8571429
110+05428,2024,AMP,0.144964407,554.75
110+05428,2024,MIDD,0.219887115,845.1666667
110+05428,2024,PMP,0.203064989,786.25
110+05428,2024,WE,0.193674305,745.3571429
110+05429,2017,AMP,0.155166873,593.75
110+05429,2017,MIDD,0.208704901,802.1666667
110+05429,2017,PMP,0.178756988,692.25
110+05429,2017,WE,0.184851775,711.2142857
110+05429,2018,AMP,0.153072354,586
110+05429,2018,MIDD,0.2058877,791
110+05429,2018,PMP,0.176344039,682.75
110+05429,2018,WE,0.182356555,701.5
110+05429,2019,AMP,0.161770767,619.5
110+05429,2019,MIDD,0.217587371,836.3333333
110+05429,2019,PMP,0.186364876,721.75
110+05429,2019,WE,0.192719057,741.6428571
110+05429,2020,AMP,0.14205765,544
110+05429,2020,MIDD,0.191072535,734.5
110+05429,2020,PMP,0.163654762,633.75
110+05429,2020,WE,0.169234633,651.2857143
110+05429,2021,AMP,0.16358191,626.25
110+05429,2021,MIDD,0.220023421,845.6666667
110+05429,2021,PMP,0.188451368,729.75
110+05429,2021,WE,0.194876689,749.8571429
110+05429,2022,AMP,0.165664108,634.25
110+05429,2022,MIDD,0.222824051,856.6666667
110+05429,2022,PMP,0.190850124,739.25
110+05429,2022,WE,0.197357231,759.5714286
110+05429,2023,AMP,0.167770947,642.25
110+05429,2023,MIDD,0.225657824,867.3333333
110+05429,2023,PMP,0.193277268,748.5
110+05429,2023,WE,0.199867129,769.0714286
110+05429,2024,AMP,0.169902428,650.25
110+05429,2024,MIDD,0.228524741,878.3333333
110+05429,2024,PMP,0.195732799,758
110+05429,2024,WE,0.202406382,778.7857143
110+05430,2017,AMP,0.135989661,520.5
110+05430,2017,MIDD,0.183777741,706.1666667
110+05430,2017,PMP,0.170959466,661.25
110+05430,2017,WE,0.16646164,640.2857143
110+05430,2018,AMP,0.136367345,522
110+05430,2018,MIDD,0.184288146,708
110+05430,2018,PMP,0.171434271,662.75
110+05430,2018,WE,0.166923953,641.9285714
110+05430,2019,AMP,0.144121659,551.5
110+05430,2019,MIDD,0.194767401,748.3333333
110+05430,2019,PMP,0.181182611,700.5
110+05430,2019,WE,0.17641582,678.4285714
110+05430,2020,AMP,0.125933838,482.25
110+05430,2020,MIDD,0.170188205,653.8333333
110+05430,2020,PMP,0.158317784,612.5
110+05430,2020,WE,0.154152551,593
110+05430,2021,AMP,0.146482181,560.75
110+05430,2021,MIDD,0.197957433,760.6666667
110+05430,2021,PMP,0.184150142,712.25
110+05430,2021,WE,0.179305278,689.7142857
110+05430,2022,AMP,0.148346993,567.75
110+05430,2022,MIDD,0.200477558,770.1666667
110+05430,2022,PMP,0.186494491,721.25
110+05430,2022,WE,0.181587949,698.3571429
110+05430,2023,AMP,0.15023541,575
110+05430,2023,MIDD,0.203029584,780
110+05430,2023,PMP,0.188868516,730.25
110+05430,2023,WE,0.183899515,707.2142857
110+05430,2024,AMP,0.152147433,582.25
110+05430,2024,MIDD,0.20561351,790.1666667
110+05430,2024,PMP,0.191272216,739.75
110+05430,2024,WE,0.186239975,716.3571429
110+05431,2017,AMP,0.127824135,489.25
110+05431,2017,MIDD,0.17524946,673.6666667
110+05431,2017,PMP,0.159637595,618
110+05431,2017,WE,0.157238834,605.0714286
110+05431,2018,AMP,0.12624447,483
110+05431,2018,MIDD,0.173083707,665.3333333
110+05431,2018,PMP,0.157664776,610.25
110+05431,2018,WE,0.155295659,597.5
110+05431,2019,AMP,0.133159891,509.75
110+05431,2019,MIDD,0.182564889,701.6666667
110+05431,2019,PMP,0.166301339,643.5
110+05431,2019,WE,0.163802447,630.2142857
110+05431,2020,AMP,0.11675478,447
110+05431,2020,MIDD,0.160073152,615.3333333
110+05431,2020,PMP,0.145813248,564.5
110+05431,2020,WE,0.143622216,552.7142857
110+05431,2021,AMP,0.136681959,523
110+05431,2021,MIDD,0.187393715,720.3333333
110+05431,2021,PMP,0.170699995,660.75
110+05431,2021,WE,0.168135007,646.9285714
110+05431,2022,AMP,0.138425441,529.75
110+05431,2022,MIDD,0.189784063,729.5
110+05431,2022,PMP,0.172877403,669.25
110+05431,2022,WE,0.170279697,655.2142857
110+05431,2023,AMP,0.140180624,536.5
110+05431,2023,MIDD,0.192190455,738.6666667
110+05431,2023,PMP,0.175069424,677.75
110+05431,2023,WE,0.17243878,663.5
110+05431,2024,AMP,0.141959209,543.5
110+05431,2024,MIDD,0.194628931,748.1666667
110+05431,2024,PMP,0.177290672,686.25
110+05431,2024,WE,0.174626651,672
110+05432,2017,AMP,0.128980794,493.5
110+05432,2017,MIDD,0.174811115,671.8333333
110+05432,2017,PMP,0.160021789,619.5
110+05432,2017,WE,0.157491216,605.9285714
110+05432,2018,AMP,0.127388584,487.5
110+05432,2018,MIDD,0.17265315,663.6666667
110+05432,2018,PMP,0.158046392,611.5
110+05432,2018,WE,0.155547057,598.4285714
110+05432,2019,AMP,0.133851776,512.25
110+05432,2019,MIDD,0.181412888,697.3333333
110+05432,2019,PMP,0.166065041,643
110+05432,2019,WE,0.1634389,628.9285714
110+05432,2020,AMP,0.116537968,446.25
110+05432,2020,MIDD,0.157947021,607.1666667
110+05432,2020,PMP,0.144584428,559.5
110+05432,2020,WE,0.142297979,547.5714286
110+05432,2021,AMP,0.135951135,520.25
110+05432,2021,MIDD,0.184258204,708.1666667
110+05432,2021,PMP,0.168669638,653
110+05432,2021,WE,0.166002308,638.7142857
110+05432,2022,AMP,0.137684874,527
110+05432,2022,MIDD,0.186607988,717.3333333
110+05432,2022,PMP,0.170820626,661.25
110+05432,2022,WE,0.168119281,646.9285714
110+05432,2023,AMP,0.139430408,533.5
110+05432,2023,MIDD,0.188973756,726.3333333
110+05432,2023,PMP,0.172986247,669.75
110+05432,2023,WE,0.170250654,655.0714286
110+05432,2024,AMP,0.14119953,540.25
110+05432,2024,MIDD,0.191371495,735.3333333
110+05432,2024,PMP,0.175181132,678.25
110+05432,2024,WE,0.17241083,663.2857143
110+05433,2017,AMP,0.120440235,461
110+05433,2017,MIDD,0.168599715,648
110+05433,2017,PMP,0.152599118,590.75
110+05433,2017,WE,0.150268264,578.2142857
110+05433,2018,AMP,0.120704409,462.25
110+05433,2018,MIDD,0.168969521,649.5
110+05433,2018,PMP,0.152933829,592.25
110+05433,2018,WE,0.150597863,579.6428571
110+05433,2019,AMP,0.12714795,486.75
110+05433,2019,MIDD,0.17798959,684.3333333
110+05433,2019,PMP,0.161097867,623.5
110+05433,2019,WE,0.158637201,610.5
110+05433,2020,AMP,0.111630616,427.5
110+05433,2020,MIDD,0.156267464,600.5
110+05433,2020,PMP,0.141437233,547.5
110+05433,2020,WE,0.13927687,535.9285714
110+05433,2021,AMP,0.130731523,500.25
110+05433,2021,MIDD,0.183006099,703.3333333
110+05433,2021,PMP,0.165638295,641
110+05433,2021,WE,0.163108276,627.5
110+05433,2022,AMP,0.132396966,506.5
110+05433,2022,MIDD,0.185337489,712.5
110+05433,2022,PMP,0.16774843,649.25
110+05433,2022,WE,0.16518618,635.5714286
110+05433,2023,AMP,0.134073895,513.25
110+05433,2023,MIDD,0.187684958,721.3333333
110+05433,2023,PMP,0.169873117,657.5
110+05433,2023,WE,0.167278414,643.6428571
110+05433,2024,AMP,0.135785281,519.75
110+05433,2024,MIDD,0.190080662,730.6666667
110+05433,2024,PMP,0.172041462,666.25
110+05433,2024,WE,0.169413639,652
110+05434,2017,AMP,0.13022842,498.5
110+05434,2017,MIDD,0.176153883,677
110+05434,2017,PMP,0.159318719,616.75
110+05434,2017,WE,0.158222275,608.7857143
110+05434,2018,AMP,0.128718525,492.5
110+05434,2018,MIDD,0.174111519,669
110+05434,2018,PMP,0.157471546,609.75
110+05434,2018,WE,0.156387814,601.6428571
110+05434,2019,AMP,0.135501255,518.5
110+05434,2019,MIDD,0.183286201,704.5
110+05434,2019,PMP,0.165769396,641.5
110+05434,2019,WE,0.164628558,633.3571429
110+05434,2020,AMP,0.118526736,453.75
110+05434,2020,MIDD,0.160325563,616.1666667
110+05434,2020,PMP,0.145003124,561.25
110+05434,2020,WE,0.144005201,554.0714286
110+05434,2021,AMP,0.138650801,530.5
110+05434,2021,MIDD,0.187546444,720.8333333
110+05434,2021,PMP,0.169622484,656.5
110+05434,2021,WE,0.168455129,648.0714286
110+05434,2022,AMP,0.140420209,537.5
110+05434,2022,MIDD,0.189939839,730
110+05434,2022,PMP,0.171787141,664.75
110+05434,2022,WE,0.170604888,656.3571429
110+05434,2023,AMP,0.142201413,544
110+05434,2023,MIDD,0.192349191,739
110+05434,2023,PMP,0.173966228,673
110+05434,2023,WE,0.172768979,664.4285714
110+05434,2024,AMP,0.144006209,551
110+05434,2024,MIDD,0.194790454,748.8333333
110+05434,2024,PMP,0.176174178,682
110+05434,2024,WE,0.174961733,673.2142857
110+05435,2017,AMP,0.136442622,522
110+05435,2017,MIDD,0.17914057,688.5
110+05435,2017,PMP,0.161896239,626.5
110+05435,2017,WE,0.162014205,623.2142857
110+05435,2018,AMP,0.134435583,514.5
110+05435,2018,MIDD,0.176505454,678.5
110+05435,2018,PMP,0.159514783,617.5
110+05435,2018,WE,0.159631013,614.2142857
110+05435,2019,AMP,0.140805229,539
110+05435,2019,MIDD,0.184868398,710.3333333
110+05435,2019,PMP,0.167072698,646.75
110+05435,2019,WE,0.167194435,643.2142857
110+05435,2020,AMP,0.12297022,470.75
110+05435,2020,MIDD,0.161452155,620.3333333
110+05435,2020,PMP,0.145910536,565
110+05435,2020,WE,0.146016854,561.7857143
110+05435,2021,AMP,0.142944468,547
110+05435,2021,MIDD,0.187677084,721.1666667
110+05435,2021,PMP,0.169611016,656.5
110+05435,2021,WE,0.169734603,652.9285714
110+05435,2022,AMP,0.144759216,554
110+05435,2022,MIDD,0.190059734,730.1666667
110+05435,2022,PMP,0.171764309,664.75
110+05435,2022,WE,0.171889465,661.1428571
110+05435,2023,AMP,0.146610019,561.25
110+05435,2023,MIDD,0.192489722,739.6666667
110+05435,2023,PMP,0.173960382,673.25
110+05435,2023,WE,0.174087138,669.7142857
110+05435,2024,AMP,0.14847284,568.25
110+05435,2024,MIDD,0.194935489,749.1666667
110+05435,2024,PMP,0.176170716,681.75
110+05435,2024,WE,0.176299083,678.2142857
110+05436,2017,AMP,0.140105278,536.25
110+05436,2017,MIDD,0.173817034,667.6666667
110+05436,2017,PMP,0.156987787,607.5
110+05436,2017,WE,0.159376748,612.9285714
110+05436,2018,AMP,0.145398706,556.75
110+05436,2018,MIDD,0.180384152,693.1666667
110+05436,2018,PMP,0.162919066,630.5
110+05436,2018,WE,0.165398286,636.2857143
110+05436,2019,AMP,0.153673634,588.25
110+05436,2019,MIDD,0.190650171,732.6666667
110+05436,2019,PMP,0.172191113,666.5
110+05436,2019,WE,0.17481143,672.5
110+05436,2020,AMP,0.134394946,514.25
110+05436,2020,MIDD,0.166732697,640.6666667
110+05436,2020,PMP,0.150589367,582.75
110+05436,2020,WE,0.152880959,588
110+05436,2021,AMP,0.156579334,599.25
110+05436,2021,MIDD,0.194255033,746.5
110+05436,2021,PMP,0.175446946,679
110+05436,2021,WE,0.178116809,685.1428571
110+05436,2022,AMP,0.158575424,607
110+05436,2022,MIDD,0.196731417,755.8333333
110+05436,2022,PMP,0.177683562,687.5
110+05436,2022,WE,0.18038746,693.7857143
110+05436,2023,AMP,0.160584147,614.75
110+05436,2023,MIDD,0.199223473,765.3333333
110+05436,2023,PMP,0.179934334,696.25
110+05436,2023,WE,0.182672483,702.5714286
110+05436,2024,AMP,0.162630771,622.25
110+05436,2024,MIDD,0.20176255,775.1666667
110+05436,2024,PMP,0.182227573,704.75
110+05436,2024,WE,0.18500062,711.3571429
110+05437,2017,AMP,0.15561334,595.75
110+05437,2017,MIDD,0.187827229,721.5
110+05437,2017,PMP,0.171740684,664.5
110+05437,2017,WE,0.174027105,669.2857143
110+05437,2018,AMP,0.153742056,588.5
110+05437,2018,MIDD,0.185568567,712.6666667
110+05437,2018,PMP,0.169675466,656.5
110+05437,2018,WE,0.171934392,661.1428571
110+05437,2019,AMP,0.162246716,621
110+05437,2019,MIDD,0.195833797,752.5
110+05437,2019,PMP,0.179061526,692.5
110+05437,2019,WE,0.181445411,697.7857143
110+05437,2020,AMP,0.142669221,546
110+05437,2020,MIDD,0.172203518,661.5
110+05437,2020,PMP,0.157455073,609.25
110+05437,2020,WE,0.159551306,613.5714286
110+05437,2021,AMP,0.164840702,631
110+05437,2021,MIDD,0.19896477,764.3333333
110+05437,2021,PMP,0.181924346,704
110+05437,2021,WE,0.184346344,709
110+05437,2022,AMP,0.166931377,639
110+05437,2022,MIDD,0.201488241,774.1666667
110+05437,2022,PMP,0.184231693,712.75
110+05437,2022,WE,0.186684409,718
110+05437,2023,AMP,0.169060769,647
110+05437,2023,MIDD,0.204058442,784
110+05437,2023,PMP,0.186581768,721.75
110+05437,2023,WE,0.189065772,727.0714286
110+05437,2024,AMP,0.171215971,655.25
110+05437,2024,MIDD,0.206659798,794
110+05437,2024,PMP,0.18896033,731
110+05437,2024,WE,0.191475999,736.3571429
110+05438,2017,AMP,0.16716411,639.75
110+05438,2017,MIDD,0.192476924,739.5
110+05438,2017,PMP,0.176088935,681.25
110+05438,2017,WE,0.180562409,694.3571429
110+05438,2018,AMP,0.163846513,627
110+05438,2018,MIDD,0.188656959,724.6666667
110+05438,2018,PMP,0.172594212,667.5
110+05438,2018,WE,0.176978904,680.4285714
110+05438,2019,AMP,0.172448187,660.25
110+05438,2019,MIDD,0.198561142,762.6666667
110+05438,2019,PMP,0.181655126,702.75
110+05438,2019,WE,0.186270007,716.2857143
110+05438,2020,AMP,0.151753334,581
110+05438,2020,MIDD,0.174732572,671.1666667
110+05438,2020,PMP,0.159855384,618.25
