TMC,YEAR,PERIOD,V/C_STRAIGHT_AVG,AVG_HOURLY_VAL
110N05419,2023,AMP,0.243987298,887
110N05419,2023,MIDD,0.333784462,1272.5
110N05419,2023,PMP,0.277547144,1075.5
110N05419,2023,WE,0.292060324,1106.071429
110N05419,2024,AMP,0.245041609,890.75
110N05419,2024,MIDD,0.335226803,1277.833333
110N05419,2024,PMP,0.278746474,1080
110N05419,2024,WE,0.293322368,1110.714286
110N05420,2017,AMP,0.237710064,864.5
110N05420,2017,MIDD,0.329982305,1257.666667
110N05420,2017,PMP,0.264601039,1025.5
110N05420,2017,WE,0.284938446,1079
110N05420,2018,AMP,0.225517614,820.25
110N05420,2018,MIDD,0.313057095,1193.333333
110N05420,2018,PMP,0.251029317,972.75
110N05420,2018,WE,0.270323592,1023.714286
110N05420,2019,AMP,0.227519177,827.25
110N05420,2019,MIDD,0.315835608,1203.833333
110N05420,2019,PMP,0.253257307,981.75
110N05420,2019,WE,0.272722827,1032.785714
110N05420,2020,AMP,0.200900825,730.5
110N05420,2020,MIDD,0.278884773,1062.833333
110N05420,2020,PMP,0.223627751,867
110N05420,2020,WE,0.240815924,911.9285714
110N05420,2021,AMP,0.240822251,875.75
110N05420,2021,MIDD,0.334302554,1274.166667
110N05420,2021,PMP,0.268065293,1039
110N05420,2021,WE,0.288668964,1093.142857
110N05420,2022,AMP,0.241859647,879.5
110N05420,2022,MIDD,0.335742637,1279.666667
110N05420,2022,PMP,0.269220044,1043.5
110N05420,2022,WE,0.28991247,1097.857143
110N05420,2023,AMP,0.242897043,883.25
110N05420,2023,MIDD,0.33718272,1285
110N05420,2023,PMP,0.270374795,1048
110N05420,2023,WE,0.291155976,1102.5
110N05420,2024,AMP,0.243946643,887.25
110N05420,2024,MIDD,0.338639745,1290.666667
110N05420,2024,PMP,0.271543132,1052.5
110N05420,2024,WE,0.292414112,1107.357143
110N05421,2017,AMP,0.230997134,840
110N05421,2017,MIDD,0.32066362,1222
110N05421,2017,PMP,0.257129916,996.75
110N05421,2017,WE,0.276892137,1048.5
110N05421,2018,AMP,0.221855862,807
110N05421,2018,MIDD,0.307973967,1174
110N05421,2018,PMP,0.246954489,957.25
110N05421,2018,WE,0.265934658,1007.214286
110N05421,2019,AMP,0.223344827,812.25
110N05421,2019,MIDD,0.310040907,1181.833333
110N05421,2019,PMP,0.248611901,963.5
110N05421,2019,WE,0.267719454,1013.857143
110N05421,2020,AMP,0.192637965,700.75
110N05421,2020,MIDD,0.267414518,1019.166667
110N05421,2020,PMP,0.214431161,831
110N05421,2020,WE,0.230911686,874.4285714
110N05421,2021,AMP,0.229630215,834.75
110N05421,2021,MIDD,0.318766102,1215
110N05421,2021,PMP,0.255608356,990.5
110N05421,2021,WE,0.275253635,1042.214286
110N05421,2022,AMP,0.23061879,838.75
110N05421,2022,MIDD,0.320138414,1220
110N05421,2022,PMP,0.25670877,994.75
110N05421,2022,WE,0.276438623,1046.714286
110N05421,2023,AMP,0.231607366,842.25
110N05421,2023,MIDD,0.321510726,1225.333333
110N05421,2023,PMP,0.257809183,999.5
110N05421,2023,WE,0.277623611,1051.357143
110N05421,2024,AMP,0.232608146,845.75
110N05421,2024,MIDD,0.32289998,1230.666667
110N05421,2024,PMP,0.258923182,1003.5
110N05421,2024,WE,0.278823228,1055.785714
110N05422,2017,AMP,0.23407206,851
110N05422,2017,MIDD,0.315202203,1200.666667
110N05422,2017,PMP,0.257886369,999
110N05422,2017,WE,0.275646209,1043.142857
110N05422,2018,AMP,0.205315912,746.25
110N05422,2018,MIDD,0.276479081,1053.333333
110N05422,2018,PMP,0.226204593,876
110N05422,2018,WE,0.241782608,914.9285714
110N05422,2019,AMP,0.196550006,714.25
110N05422,2019,MIDD,0.264674882,1008.166667
110N05422,2019,PMP,0.21654685,838.75
110N05422,2019,WE,0.231459765,875.7857143
110N05422,2020,AMP,0.172896957,628.5
110N05422,2020,MIDD,0.232823609,886.8333333
110N05422,2020,PMP,0.190487359,737.75
110N05422,2020,WE,0.203605637,770.4285714
110N05422,2021,AMP,0.220873534,802.75
110N05422,2021,MIDD,0.297429025,1132.833333
110N05422,2021,PMP,0.243345036,942.75
110N05422,2021,WE,0.260103459,984.2142857
110N05422,2022,AMP,0.221829589,806.25
110N05422,2022,MIDD,0.298716452,1137.666667
110N05422,2022,PMP,0.244398359,946.75
110N05422,2022,WE,0.261229322,988.4285714
110N05422,2023,AMP,0.222785644,810
110N05422,2023,MIDD,0.300003879,1142.666667
110N05422,2023,PMP,0.245451682,950.75
110N05422,2023,WE,0.262355184,992.7857143
110N05422,2024,AMP,0.223741699,813.25
110N05422,2024,MIDD,0.301291306,1147.666667
110N05422,2024,PMP,0.246505005,955.25
110N05422,2024,WE,0.263481047,997.1428571
110N05423,2017,AMP,0.217386707,886.5
110N05423,2017,MIDD,0.310990202,1267.5
110N05423,2017,PMP,0.244865846,1044.75
110N05423,2017,WE,0.265353673,1095
110N05423,2018,AMP,0.206712404,843.25
110N05423,2018,MIDD,0.295719703,1205.5
110N05423,2018,PMP,0.23284224,993.5
110N05423,2018,WE,0.252324056,1041.428571
110N05423,2019,AMP,0.208557754,850.75
110N05423,2019,MIDD,0.298359634,1216.333333
110N05423,2019,PMP,0.234920855,1002.5
110N05423,2019,WE,0.254576588,1050.785714
110N05423,2020,AMP,0.179010047,730
110N05423,2020,MIDD,0.256089121,1043.833333
110N05423,2020,PMP,0.201638118,860.25
110N05423,2020,WE,0.218509099,901.7142857
110N05423,2021,AMP,0.211088205,861.25
110N05423,2021,MIDD,0.301979659,1230.833333
110N05423,2021,PMP,0.237771171,1014.5
110N05423,2021,WE,0.25766539,1063.428571
110N05423,2022,AMP,0.211994305,865
110N05423,2022,MIDD,0.303275913,1236.333333
110N05423,2022,PMP,0.238791809,1018.75
110N05423,2022,WE,0.258771424,1068.071429
110N05423,2023,AMP,0.212911456,868.75
110N05423,2023,MIDD,0.304587974,1241.333333
110N05423,2023,PMP,0.239824893,1023.5
110N05423,2023,WE,0.259890946,1072.642857
110N05423,2024,AMP,0.213828606,872.5
110N05423,2024,MIDD,0.305900036,1246.833333
110N05423,2024,PMP,0.240857977,1027.5
110N05423,2024,WE,0.261010468,1077.214286
110N05424,2017,AMP,0.2230826,910.5
110N05424,2017,MIDD,0.309632061,1262.166667
110N05424,2017,PMP,0.244686987,1044
110N05424,2017,WE,0.266347908,1099.357143
110N05424,2018,AMP,0.215690528,880.25
110N05424,2018,MIDD,0.299372082,1220.166667
110N05424,2018,PMP,0.236579031,1009.25
110N05424,2018,WE,0.257522195,1062.785714
110N05424,2019,AMP,0.2171238,886
110N05424,2019,MIDD,0.301361421,1228.333333
110N05424,2019,PMP,0.238151108,1015.75
110N05424,2019,WE,0.25923344,1069.785714
110N05424,2020,AMP,0.187408796,764.75
110N05424,2020,MIDD,0.260117873,1060.333333
110N05424,2020,PMP,0.205558361,877
110N05424,2020,WE,0.223755419,923.5
110N05424,2021,AMP,0.222021753,906
110N05424,2021,MIDD,0.308159636,1256
110N05424,2021,PMP,0.243523403,1038.75
110N05424,2021,WE,0.265081317,1093.928571
110N05424,2022,AMP,0.22298103,910
110N05424,2022,MIDD,0.309491084,1261.5
110N05424,2022,PMP,0.24457558,1043.25
110N05424,2022,WE,0.266226639,1098.714286
110N05424,2023,AMP,0.223940307,914
110N05424,2023,MIDD,0.310822532,1267
110N05424,2023,PMP,0.245627758,1048
110N05424,2023,WE,0.267371961,1103.571429
110N05424,2024,AMP,0.224899583,918
110N05424,2024,MIDD,0.312153979,1272.333333
110N05424,2024,PMP,0.246679935,1052.5
110N05424,2024,WE,0.268517282,1108.285714
110N05427,2017,AMP,0.133850009,486
110N05427,2017,MIDD,0.205358465,780.6666667
110N05427,2017,PMP,0.173336145,691.75
110N05427,2017,WE,0.175778243,671.0714286
110N05427,2018,AMP,0.13575085,493.25
110N05427,2018,MIDD,0.208274818,791.6666667
110N05427,2018,PMP,0.17579774,701.5
110N05427,2018,WE,0.178274519,680.6428571
110N05427,2019,AMP,0.137893417,501
110N05427,2019,MIDD,0.211562037,804.3333333
110N05427,2019,PMP,0.178572371,712.75
110N05427,2019,WE,0.181088241,691.5
110N05427,2020,AMP,0.12026943,436.75
110N05427,2020,MIDD,0.184522554,701.3333333
110N05427,2020,PMP,0.155749256,621.5
110N05427,2020,WE,0.157943576,602.9285714
110N05427,2021,AMP,0.140893011,511.75
110N05427,2021,MIDD,0.216164143,821.3333333
110N05427,2021,PMP,0.182456853,728.25
110N05427,2021,WE,0.185027451,706.2857143
110N05427,2022,AMP,0.142683978,518.5
110N05427,2022,MIDD,0.218911921,832.1666667
110N05427,2022,PMP,0.18477616,737.5
110N05427,2022,WE,0.187379434,715.5
110N05427,2023,AMP,0.144496919,525
110N05427,2023,MIDD,0.221693414,842.5
110N05427,2023,PMP,0.187123924,746.75
110N05427,2023,WE,0.189760275,724.4285714
110N05427,2024,AMP,0.146342823,531.75
110N05427,2024,MIDD,0.224525479,853.5
110N05427,2024,PMP,0.189514375,756.25
110N05427,2024,WE,0.192184405,733.7857143
110N05428,2017,AMP,0.133850009,486
110N05428,2017,MIDD,0.205358465,780.6666667
110N05428,2017,PMP,0.173336145,691.75
110N05428,2017,WE,0.175778243,671.0714286
110N05428,2018,AMP,0.13575085,493.25
110N05428,2018,MIDD,0.208274818,791.6666667
110N05428,2018,PMP,0.17579774,701.5
110N05428,2018,WE,0.178274519,680.6428571
110N05428,2019,AMP,0.137893417,501
110N05428,2019,MIDD,0.211562037,804.3333333
110N05428,2019,PMP,0.178572371,712.75
110N05428,2019,WE,0.181088241,691.5
110N05428,2020,AMP,0.12026943,436.75
110N05428,2020,MIDD,0.184522554,701.3333333
110N05428,2020,PMP,0.155749256,621.5
110N05428,2020,WE,0.157943576,602.9285714
110N05428,2021,AMP,0.140893011,511.75
110N05428,2021,MIDD,0.216164143,821.3333333
110N05428,2021,PMP,0.182456853,728.25
110N05428,2021,WE,0.185027451,706.2857143
110N05428,2022,AMP,0.142683978,518.5
110N05428,2022,MIDD,0.218911921,832.1666667
110N05428,2022,PMP,0.18477616,737.5
110N05428,2022,WE,0.187379434,715.5
110N05428,2023,AMP,0.144496919,525
110N05428,2023,MIDD,0.221693414,842.5
110N05428,2023,PMP,0.187123924,746.75
110N05428,2023,WE,0.189760275,724.4285714
110N05428,2024,AMP,0.146342823,531.75
110N05428,2024,MIDD,0.224525479,853.5
110N05428,2024,PMP,0.189514375,756.25
110N05428,2024,WE,0.192184405,733.7857143
110N05429,2017,AMP,0.146936242,533.75
110N05429,2017,MIDD,0.214541307,815.1666667
110N05429,2017,PMP,0.180928335,722.25
110N05429,2017,WE,0.185621868,708.2142857
110N05429,2018,AMP,0.145174334,527.5
110N05429,2018,MIDD,0.211968749,805.5
110N05429,2018,PMP,0.178758829,713.25
110N05429,2018,WE,0.183396082,699.7142857
110N05429,2019,AMP,0.152050351,552.5
110N05429,2019,MIDD,0.222008407,843.5
110N05429,2019,PMP,0.187225537,747.25
110N05429,2019,WE,0.192082428,732.8571429
110N05429,2020,AMP,0.135495283,492.25
110N05429,2020,MIDD,0.197836385,751.6666667
110N05429,2020,PMP,0.166840634,665.75
110N05429,2020,WE,0.171168713,653
110N05429,2021,AMP,0.157576334,572.25
110N05429,2021,MIDD,0.230076884,874.3333333
110N05429,2021,PMP,0.194029896,774.5
110N05429,2021,WE,0.199063302,759.5
110N05429,2022,AMP,0.159578502,579.5
110N05429,2022,MIDD,0.233000245,885.1666667
110N05429,2022,PMP,0.196495244,784
110N05429,2022,WE,0.201592604,768.9285714
110N05429,2023,AMP,0.161614993,587.25
110N05429,2023,MIDD,0.235973721,896.5
110N05429,2023,PMP,0.199002854,794
110N05429,2023,WE,0.204165265,778.8571429
110N05429,2024,AMP,0.163662925,594.5
110N05429,2024,MIDD,0.238963902,908
110N05429,2024,PMP,0.201524553,804.25
110N05429,2024,WE,0.20675238,788.7857143
110N05430,2017,AMP,0.131433261,477.5
110N05430,2017,MIDD,0.19190746,729
110N05430,2017,PMP,0.161840932,645.75
110N05430,2017,WE,0.166038681,633.3571429
110N05430,2018,AMP,0.132257007,480.25
110N05430,2018,MIDD,0.193110223,733.6666667
110N05430,2018,PMP,0.162855256,650
110N05430,2018,WE,0.167079313,637.3571429
110N05430,2019,AMP,0.139041471,505
110N05430,2019,MIDD,0.20301631,771.3333333
110N05430,2019,PMP,0.171209336,683.25
110N05430,2019,WE,0.175650078,670.0714286
110N05430,2020,AMP,0.122475023,444.75
110N05430,2020,MIDD,0.178827417,679.6666667
110N05430,2020,PMP,0.150810165,601.75
110N05430,2020,WE,0.154721804,590.2857143
110N05430,2021,AMP,0.141535591,514.25
110N05430,2021,MIDD,0.206658008,785
110N05430,2021,PMP,0.174280482,695.5
110N05430,2021,WE,0.178800881,682.0714286
110N05430,2022,AMP,0.143331815,520.5
110N05430,2022,MIDD,0.209280698,795
110N05430,2022,PMP,0.17649227,704.25
110N05430,2022,WE,0.181070038,690.6428571
110N05430,2023,AMP,0.145162362,527.5
110N05430,2023,MIDD,0.211953504,805.5
110N05430,2023,PMP,0.178746322,713.25
110N05430,2023,WE,0.183382554,699.7142857
110N05430,2024,AMP,0.14700435,534
110N05430,2024,MIDD,0.214643015,815.6666667
110N05430,2024,PMP,0.181014462,722.25
110N05430,2024,WE,0.185709524,708.5
110N05431,2017,AMP,0.125516321,455.75
110N05431,2017,MIDD,0.183217298,696.3333333
110N05431,2017,PMP,0.154494018,616.75
110N05431,2017,WE,0.158524653,604.8571429
110N05431,2018,AMP,0.124394925,451.5
110N05431,2018,MIDD,0.181580386,689.8333333
110N05431,2018,PMP,0.153113727,611.25
110N05431,2018,WE,0.157108351,599.2857143
110N05431,2019,AMP,0.130574049,474.25
110N05431,2019,MIDD,0.190600108,724.3333333
110N05431,2019,PMP,0.160719413,641.5
110N05431,2019,WE,0.164912464,629.2142857
110N05431,2020,AMP,0.115240666,418.5
110N05431,2020,MIDD,0.168217833,639
110N05431,2020,PMP,0.141846044,566.25
110N05431,2020,WE,0.145546703,555.2142857
110N05431,2021,AMP,0.13390391,486.5
110N05431,2021,MIDD,0.195460737,742.5
110N05431,2021,PMP,0.164818033,657.75
110N05431,2021,WE,0.169118014,645.1428571
110N05431,2022,AMP,0.135608891,492.5
110N05431,2022,MIDD,0.197949512,752.1666667
110N05431,2022,PMP,0.166916639,666
110N05431,2022,WE,0.171271371,653.3571429
110N05431,2023,AMP,0.137336757,499
110N05431,2023,MIDD,0.200471694,761.8333333
110N05431,2023,PMP,0.169043414,674.75
110N05431,2023,WE,0.173453632,661.8571429
110N05431,2024,AMP,0.139076066,505
110N05431,2024,MIDD,0.203010579,771.5
110N05431,2024,PMP,0.171184273,683.25
110N05431,2024,WE,0.175650345,670.1428571
110N05432,2017,AMP,0.12151175,441.5
110N05432,2017,MIDD,0.177970022,676.5
110N05432,2017,PMP,0.149198935,595.5
110N05432,2017,WE,0.153618777,586.2142857
110N05432,2018,AMP,0.121397911,441
110N05432,2018,MIDD,0.17780329,675.6666667
110N05432,2018,PMP,0.149059158,595.25
110N05432,2018,WE,0.153474858,585.6428571
110N05432,2019,AMP,0.127567985,463.25
110N05432,2019,MIDD,0.186840179,710
110N05432,2019,PMP,0.15663512,625.25
110N05432,2019,WE,0.16127525,615.2857143
110N05432,2020,AMP,0.113235655,411.5
110N05432,2020,MIDD,0.165848587,630.5
110N05432,2020,PMP,0.139037082,555
110N05432,2020,WE,0.14315589,546.3571429
110N05432,2021,AMP,0.132201232,480.5
110N05432,2021,MIDD,0.193626182,735.8333333
110N05432,2021,PMP,0.162324081,648
110N05432,2021,WE,0.167132739,637.7857143
110N05432,2022,AMP,0.133886049,486.25
110N05432,2022,MIDD,0.19609382,745.1666667
110N05432,2022,PMP,0.164392794,656.5
110N05432,2022,WE,0.169262735,645.8571429
110N05432,2023,AMP,0.135582251,492.25
110N05432,2023,MIDD,0.198578131,754.6666667
110N05432,2023,PMP,0.166475485,664.5
110N05432,2023,WE,0.171407123,653.9285714
110N05432,2024,AMP,0.137312603,499
110N05432,2024,MIDD,0.201112461,764.1666667
110N05432,2024,PMP,0.168600109,673.25
110N05432,2024,WE,0.173594687,662.4285714
110N05433,2017,AMP,0.12151175,441.5
110N05433,2017,MIDD,0.177970022,676.5
110N05433,2017,PMP,0.149198935,595.5
110N05433,2017,WE,0.153618777,586.2142857
110N05433,2018,AMP,0.121397911,441
110N05433,2018,MIDD,0.17780329,675.6666667
110N05433,2018,PMP,0.149059158,595.25
110N05433,2018,WE,0.153474858,585.6428571
110N05433,2019,AMP,0.127567985,463.25
110N05433,2019,MIDD,0.186840179,710
110N05433,2019,PMP,0.15663512,625.25
110N05433,2019,WE,0.16127525,615.2857143
110N05433,2020,AMP,0.113235655,411.5
110N05433,2020,MIDD,0.165848587,630.5
110N05433,2020,PMP,0.139037082,555
110N05433,2020,WE,0.14315589,546.3571429
110N05433,2021,AMP,0.132201232,480.5
110N05433,2021,MIDD,0.193626182,735.8333333
110N05433,2021,PMP,0.162324081,648
110N05433,2021,WE,0.167132739,637.7857143
110N05433,2022,AMP,0.133886049,486.25
110N05433,2022,MIDD,0.19609382,745.1666667
110N05433,2022,PMP,0.164392794,656.5
110N05433,2022,WE,0.169262735,645.8571429
110N05433,2023,AMP,0.135582251,492.25
110N05433,2023,MIDD,0.198578131,754.6666667
110N05433,2023,PMP,0.166475485,664.5
110N05433,2023,WE,0.171407123,653.9285714
110N05433,2024,AMP,0.137312603,499
110N05433,2024,MIDD,0.201112461,764.1666667
110N05433,2024,PMP,0.168600109,673.25
110N05433,2024,WE,0.173594687,662.4285714
110N05434,2017,AMP,0.128444695,466.5
110N05434,2017,MIDD,0.188162916,714.6666667
110N05434,2017,PMP,0.157762589,629.5
110N05434,2017,WE,0.162414759,619.4285714
110N05434,2018,AMP,0.126076841,458
110N05434,2018,MIDD,0.184694167,701.8333333
110N05434,2018,PMP,0.154854265,618
110N05434,2018,WE,0.159420673,608.2142857
110N05434,2019,AMP,0.131825717,478.75
110N05434,2019,MIDD,0.193115888,733.6666667
110N05434,2019,PMP,0.16191534,646.25
110N05434,2019,WE,0.166689968,635.8571429
110N05434,2020,AMP,0.116377746,422.75
110N05434,2020,MIDD,0.170485641,647.8333333
110N05434,2020,PMP,0.142941323,570.5
110N05434,2020,WE,0.147156437,561.4285714
110N05434,2021,AMP,0.134933525,490
110N05434,2021,MIDD,0.19766862,751
110N05434,2021,PMP,0.165732515,661.25
110N05434,2021,WE,0.170619706,650.7857143
110N05434,2022,AMP,0.136652496,496.5
110N05434,2022,MIDD,0.200186798,760.6666667
110N05434,2022,PMP,0.167843846,669.75
110N05434,2022,WE,0.172793297,659.2142857
110N05434,2023,AMP,0.138382851,502.5
110N05434,2023,MIDD,0.202721652,770.1666667
110N05434,2023,PMP,0.16996916,678.25
110N05434,2023,WE,0.174981283,667.4285714
110N05434,2024,AMP,0.140147358,509.25
110N05434,2024,MIDD,0.205306537,780.1666667
110N05434,2024,PMP,0.17213642,687.25
110N05434,2024,WE,0.177212452,676.2142857
110N05435,2017,AMP,0.126253792,459
110N05435,2017,MIDD,0.184983171,703
110N05435,2017,PMP,0.155114559,619
110N05435,2017,WE,0.159669459,609.2857143
110N05435,2018,AMP,0.127175685,462
110N05435,2018,MIDD,0.1863339,708.1666667
110N05435,2018,PMP,0.156247191,623.5
110N05435,2018,WE,0.16083535,613.6428571
110N05435,2019,AMP,0.133253349,484.25
110N05435,2019,MIDD,0.195238706,741.8333333
110N05435,2019,PMP,0.163714168,653.25
110N05435,2019,WE,0.168521593,642.9285714
110N05435,2020,AMP,0.117797417,428.25
110N05435,2020,MIDD,0.17259315,656
110N05435,2020,PMP,0.144725114,577.5
110N05435,2020,WE,0.14897493,568.5
110N05435,2021,AMP,0.136895394,497.5
110N05435,2021,MIDD,0.200574919,762.3333333
110N05435,2021,PMP,0.168188761,671
110N05435,2021,WE,0.173127581,660.5714286
110N05435,2022,AMP,0.138636748,503.75
110N05435,2022,MIDD,0.203126296,771.8333333
110N05435,2022,PMP,0.170328175,679.75
110N05435,2022,WE,0.175329819,668.9285714
110N05435,2023,AMP,0.140400863,510.25
110N05435,2023,MIDD,0.205711024,781.6666667
110N05435,2023,PMP,0.172495556,688.25
110N05435,2023,WE,0.177560845,677.4285714
110N05435,2024,AMP,0.142187742,516.75
110N05435,2024,MIDD,0.208329104,791.6666667
110N05435,2024,PMP,0.174690903,697.25
110N05435,2024,WE,0.179820658,686.1428571
110N05436,2017,AMP,0.133137688,483.75
110N05436,2017,MIDD,0.187522532,712.8333333
110N05436,2017,PMP,0.181793477,726
110N05436,2017,WE,0.170347132,651.1428571
110N05436,2018,AMP,0.128241568,466
110N05436,2018,MIDD,0.180626416,686.6666667
110N05436,2018,PMP,0.175108047,699.25
110N05436,2018,WE,0.16408264,627.2142857
110N05436,2019,AMP,0.133907735,486.75
110N05436,2019,MIDD,0.188607132,717
110N05436,2019,PMP,0.182844941,730.25
110N05436,2019,WE,0.171332393,655
110N05436,2020,AMP,0.118311409,430.25
110N05436,2020,MIDD,0.166639929,633.6666667
110N05436,2020,PMP,0.161548865,644.75
110N05436,2020,WE,0.151377191,578.7142857
110N05436,2021,AMP,0.138125754,502
110N05436,2021,MIDD,0.194548151,739.5
110N05436,2021,PMP,0.188604455,753
110N05436,2021,WE,0.176729267,675.5
110N05436,2022,AMP,0.139884219,508.25
110N05436,2022,MIDD,0.197024925,749.3333333
110N05436,2022,PMP,0.19100556,762.25
110N05436,2022,WE,0.178979191,684.1428571
110N05436,2023,AMP,0.141665671,514.75
110N05436,2023,MIDD,0.199534075,758.5
110N05436,2023,PMP,0.193438052,771.75
110N05436,2023,WE,0.181258525,692.6428571
110N05436,2024,AMP,0.143458617,521.25
110N05436,2024,MIDD,0.202059413,768
110N05436,2024,PMP,0.195886238,782
110N05436,2024,WE,0.183552564,701.5
110N05437,2017,AMP,0.140380539,510
110N05437,2017,MIDD,0.197768954,751.8333333
110N05437,2017,PMP,0.191768493,765
110N05437,2017,WE,0.179657847,686.5
110N05437,2018,AMP,0.137150626,498.5
110N05437,2018,MIDD,0.193218632,734.3333333
110N05437,2018,PMP,0.187356232,747.25
110N05437,2018,WE,0.17552423,670.6428571
110N05437,2019,AMP,0.143702407,522
110N05437,2019,MIDD,0.202448822,769.5
110N05437,2019,PMP,0.19630637,783.25
110N05437,2019,WE,0.183909146,702.7142857
110N05437,2020,AMP,0.12739192,462.75
110N05437,2020,MIDD,0.179470508,682
110N05437,2020,PMP,0.174025236,694
110N05437,2020,WE,0.163035119,622.7857143
110N05437,2021,AMP,0.147323129,535.5
110N05437,2021,MIDD,0.207549716,788.6666667
110N05437,2021,PMP,0.201252499,802.75
110N05437,2021,WE,0.188542915,720.3571429
110N05437,2022,AMP,0.149196708,542
110N05437,2022,MIDD,0.210189226,798.8333333
110N05437,2022,PMP,0.203811925,813.25
110N05437,2022,WE,0.190940706,729.5714286
110N05437,2023,AMP,0.151093277,549
110N05437,2023,MIDD,0.212861123,809
110N05437,2023,PMP,0.206402754,823.5
110N05437,2023,WE,0.193367919,738.8571429
110N05437,2024,AMP,0.153012834,556
110N05437,2024,MIDD,0.215565407,819.3333333
110N05437,2024,PMP,0.209024988,833.75
110N05437,2024,WE,0.195824552,748.2142857
110N05438,2017,AMP,0.143367815,521
110N05438,2017,MIDD,0.202086527,767.6666667
110N05438,2017,PMP,0.195994763,781.25
110N05438,2017,WE,0.183569248,701.0714286
110N05438,2018,AMP,0.140379309,510
110N05438,2018,MIDD,0.197874028,751.8333333
110N05438,2018,PMP,0.191909247,765
110N05438,2018,WE,0.179742742,686.5
110N05438,2019,AMP,0.14743678,535.75
110N05438,2019,MIDD,0.207822006,789.5
110N05438,2019,PMP,0.201557349,803.75
110N05438,2019,WE,0.188779182,721.0714286
110N05438,2020,AMP,0.130321838,473.75
110N05438,2020,MIDD,0.183697349,697.8333333
110N05438,2020,PMP,0.178159915,710
110N05438,2020,WE,0.166865079,637.2857143
110N05438,2021,AMP,0.1495977,543.75
110N05438,2021,MIDD,0.210867966,800.8333333
110N05438,2021,PMP,0.204511492,815.25
110N05438,2021,WE,0.19154604,731.5
110N05438,2022,AMP,0.151505746,550.75
110N05438,2022,MIDD,0.213557485,811.3333333
110N05438,2022,PMP,0.207119936,825.75
110N05438,2022,WE,0.193989117,741
110N05438,2023,AMP,0.153425286,557.75
110N05438,2023,MIDD,0.216263205,821.5
110N05438,2023,PMP,0.209744094,836.25
110N05438,2023,WE,0.196446911,750.3571429
110N05438,2024,AMP,0.155379309,564.75
110N05438,2024,MIDD,0.219017531,832
110N05438,2024,PMP,0.212415393,847
110N05438,2024,WE,0.198948857,759.9285714
110N05439,2017,AMP,0.156301996,594.25
110N05439,2017,MIDD,0.208371556,807.1666667
110N05439,2017,PMP,0.236075326,982.75
110N05439,2017,WE,0.201409902,796.5
110N05439,2018,AMP,0.155111966,589.25
110N05439,2018,MIDD,0.206785086,800.6666667
110N05439,2018,PMP,0.234277928,975
110N05439,2018,WE,0.199876435,790.0714286
110N05439,2019,AMP,0.161923473,615.25
110N05439,2019,MIDD,0.21586574,835.8333333
110N05439,2019,PMP,0.244565889,1018.25
110N05439,2019,WE,0.208653706,824.9285714
110N05439,2020,AMP,0.143517669,545.5
110N05439,2020,MIDD,0.191328331,740.8333333
110N05439,2020,PMP,0.216766141,902.25
110N05439,2020,WE,0.184936088,731.1428571
110N05439,2021,AMP,0.163929524,623
110N05439,2021,MIDD,0.218540076,846.3333333
110N05439,2021,PMP,0.247595788,1030.5
110N05439,2021,WE,0.211238693,835.1428571
110N05439,2022,AMP,0.1655729,629.25
110N05439,2022,MIDD,0.220730916,854.5
110N05439,2022,PMP,0.250077908,1040.75
110N05439,2022,WE,0.213356338,843.3571429
110N05439,2023,AMP,0.167227609,635.5
110N05439,2023,MIDD,0.222936865,863.1666667
110N05439,2023,PMP,0.252577147,1051
110N05439,2023,WE,0.215488587,851.7857143
110N05439,2024,AMP,0.168904985,642
110N05439,2024,MIDD,0.225173033,872.1666667
110N05439,2024,PMP,0.255110621,1062
110N05439,2024,WE,0.217650045,860.6428571
110N05440,2017,AMP,0.233474533,879.75
110N05440,2017,MIDD,0.311352368,1195.333333
110N05440,2017,PMP,0.35274595,1455.75
110N05440,2017,WE,0.300928296,1179.571429
110N05440,2018,AMP,0.230526103,868.75
110N05440,2018,MIDD,0.307420459,1180.333333
110N05440,2018,PMP,0.348291302,1437.25
110N05440,2018,WE,0.297128026,1164.714286
110N05440,2019,AMP,0.239691378,903.5
110N05440,2019,MIDD,0.319642906,1227.166667
110N05440,2019,PMP,0.362138695,1494.5
110N05440,2019,WE,0.308941266,1211.071429
110N05440,2020,AMP,0.213509775,804.75
110N05440,2020,MIDD,0.284728159,1093.166667
110N05440,2020,PMP,0.322582113,1331.25
110N05440,2020,WE,0.275195465,1078.785714
110N05440,2021,AMP,0.238125739,897.25
110N05440,2021,MIDD,0.317555032,1219.333333
110N05440,2021,PMP,0.359773243,1484.5
110N05440,2021,WE,0.306923294,1203.071429
110N05440,2022,AMP,0.240514196,906.5
110N05440,2022,MIDD,0.320740183,1231.166667
110N05440,2022,PMP,0.363381853,1499.5
110N05440,2022,WE,0.310001807,1215.071429
110N05440,2023,AMP,0.242925509,915.5
110N05440,2023,MIDD,0.323955815,1243.666667
110N05440,2023,PMP,0.367024995,1514.75
110N05440,2023,WE,0.313109779,1227.357143
110N05440,2024,AMP,0.245359678,924.75
110N05440,2024,MIDD,0.327201926,1256.333333
110N05440,2024,PMP,0.370702669,1529.75
110N05440,2024,WE,0.31624721,1239.714286
110N05443,2017,AMP,0.470878509,2068.5
110N05443,2017,MIDD,0.355564511,1533.5
110N05443,2017,PMP,0.364431721,1611.75
