TMC,PERIOD,TRUCK_PCT
110+04915,PMP,3.3087254
110+04915,WE,6.0339201
110+04925,AMP,15.2980557
110+04925,MIDD,14.0717164
110+04925,PMP,11.9786181
110+04925,WE,13.8144729
110+04926,AMP,15.3016691
110+04926,MIDD,14.1797996
110+04926,PMP,12.1193796
110+04926,WE,13.9391692
110+04927,AMP,15.2205234
110+04927,MIDD,14.1850707
110+04927,PMP,12.1845031
110+04927,WE,13.9726477
110+04944,AMP,3.8699769
110+04944,MIDD,4.3415911
110+04944,PMP,1.3991011
110+04944,WE,3.3464715
110+04945,AMP,3.8528885
110+04945,MIDD,4.3390359
110+04945,PMP,1.3980008
110+04945,WE,3.3397239
110+04946,AMP,3.8528885
110+04946,MIDD,4.3390359
110+04946,PMP,1.3980008
110+04946,WE,3.3397239
110+04947,AMP,3.8462356
110+04947,MIDD,4.3340034
110+04947,PMP,1.3957069
110+04947,WE,3.3349643
110+04948,AMP,3.8462356
110+04948,MIDD,4.3340034
110+04948,PMP,1.3957069
110+04948,WE,3.3349643
110+04949,AMP,3.7877833
110+04949,MIDD,4.3071493
110+04949,PMP,1.389542
110+04949,WE,3.2037538
110+04950,AMP,3.7895071
110+04950,MIDD,4.3055513
110+04950,PMP,1.3890266
110+04950,WE,3.2034417
110+04951,AMP,3.8007749
110+04951,MIDD,4.3056944
110+04951,PMP,1.390257
110+04951,WE,3.2070578
110+04952,AMP,3.8118478
110+04952,MIDD,4.3001331
110+04952,PMP,1.3884669
110+04952,WE,3.2073939
110+04953,AMP,8.8571316
110+04953,MIDD,12.4872141
110+04953,PMP,9.1633066
110+04953,WE,10.3699198
110+04955,AMP,8.8286276
110+04955,MIDD,12.521275
110+04955,PMP,9.2150835
110+04955,WE,10.3883319
110+04956,AMP,8.8374376
110+04956,MIDD,12.5539111
110+04956,PMP,9.2663314
110+04956,WE,10.4183059
110+04957,AMP,8.8749722
110+04957,MIDD,12.5234497
110+04957,PMP,9.1789495
110+04957,WE,10.236955
110+04958,AMP,8.8800848
110+04958,MIDD,12.5267613
110+04958,PMP,9.1542655
110+04958,WE,10.2324056
110+04959,AMP,8.9086732
110+04959,MIDD,12.520264
110+04959,PMP,9.1821465
110+04959,WE,10.2485683
110+05007,AMP,24.4329591
110+05007,MIDD,26.7133312
110+05007,PMP,25.6781032
110+05007,WE,25.839426
110+05008,AMP,18.7232263
110+05008,MIDD,21.9245414
110+05008,PMP,19.2723687
110+05008,WE,20.2716984
110+05009,AMP,18.7413156
110+05009,MIDD,21.9663647
110+05009,PMP,19.3541317
110+05009,WE,20.3545163
110+05010,AMP,18.7030959
110+05010,MIDD,21.9760243
110+05010,PMP,19.3113504
110+05010,WE,20.3347404
110+05011,AMP,16.6112065
110+05011,MIDD,20.4456482
110+05011,PMP,17.5873222
110+05011,WE,18.5670699
110+05012,AMP,19.7105708
110+05012,MIDD,21.8176291
110+05012,PMP,18.8165322
110+05012,WE,20.384862
110+05018,AMP,16.4888145
110+05018,MIDD,20.4666005
110+05018,PMP,17.6932561
110+05018,WE,18.5059045
110+05019,AMP,16.4766436
110+05019,MIDD,20.4560272
110+05019,PMP,17.6329134
110+05019,WE,18.4961155
110+05020,AMP,16.6015855
110+05020,MIDD,20.4723101
110+05020,PMP,17.5910322
110+05020,WE,18.5776612
110+05021,AMP,16.5055498
110+05021,MIDD,20.4390617
110+05021,PMP,17.4564318
110+05021,WE,18.4145113
110+05022,AMP,16.4864779
110+05022,MIDD,20.4003865
110+05022,PMP,17.5290517
110+05022,WE,18.428905
110+05023,AMP,16.629365
110+05023,MIDD,20.3658649
110+05023,PMP,17.3725326
110+05023,WE,18.3631167
110+05354,AMP,36.7452475
110+05354,MIDD,29.5545214
110+05354,PMP,29.9323561
110+05354,WE,31.5058617
110+05355,AMP,36.764288
110+05355,MIDD,29.5444741
110+05355,PMP,29.9844175
110+05355,WE,31.4512647
110+05356,AMP,27.1293305
110+05356,MIDD,24.2873385
110+05356,PMP,21.759843
110+05356,WE,24.2774236
110+05357,AMP,27.0306928
110+05357,MIDD,24.2887602
110+05357,PMP,21.7252204
110+05357,WE,24.2362715
110+05358,AMP,26.9256086
110+05358,MIDD,24.3122396
110+05358,PMP,21.7772047
110+05358,WE,24.2556427
110+05359,AMP,26.8098319
110+05359,MIDD,24.3143454
110+05359,PMP,21.7957686
110+05359,WE,24.1846099
110+05360,AMP,26.8002074
110+05360,MIDD,24.2897158
110+05360,PMP,21.6725293
110+05360,WE,24.0830635
110+05361,AMP,26.8856834
110+05361,MIDD,24.2106193
110+05361,PMP,21.7181965
110+05361,WE,24.0172756
110+05362,AMP,27.1847767
110+05362,MIDD,24.1650017
110+05362,PMP,21.7476442
110+05362,WE,23.9932114
110+05363,AMP,27.1640963
110+05363,MIDD,24.1769865
110+05363,PMP,21.7613633
110+05363,WE,23.9991602
110+05364,AMP,27.1420253
110+05364,MIDD,24.1880444
110+05364,PMP,21.8353692
110+05364,WE,24.0659065
110+05365,AMP,27.1757495
110+05365,MIDD,24.1886082
110+05365,PMP,21.8657597
110+05365,WE,24.1502713
110+05366,AMP,27.1767495
110+05366,MIDD,24.1882429
110+05366,PMP,21.8662838
110+05366,WE,24.1504681
110+05367,AMP,27.2903121
110+05367,MIDD,24.1977966
110+05367,PMP,21.8568069
110+05367,WE,24.2068916
110+05368,AMP,27.3139083
110+05368,MIDD,24.2193631
110+05368,PMP,21.9078967
110+05368,WE,24.2750491
110+05369,AMP,24.2549426
110+05369,MIDD,23.0433908
110+05369,PMP,18.0192016
110+05369,WE,21.8283254
110+05370,AMP,23.9618462
110+05370,MIDD,23.073767
110+05370,PMP,17.9900025
110+05370,WE,21.8404231
110+05371,AMP,23.9418
110+05371,MIDD,23.0874076
110+05371,PMP,17.9777666
110+05371,WE,21.8381077
110+05372,AMP,23.8041219
110+05372,MIDD,23.0992916
110+05372,PMP,17.9696115
110+05372,WE,21.8511024
110+05373,AMP,23.7418008
110+05373,MIDD,23.1143783
110+05373,PMP,17.9575092
110+05373,WE,21.8797554
110+05374,AMP,23.9295599
110+05374,MIDD,23.0713455
110+05374,PMP,17.8849571
110+05374,WE,21.8377712
110+05375,AMP,23.8941042
110+05375,MIDD,23.082098
110+05375,PMP,17.9329664
110+05375,WE,21.8287502
110+05376,AMP,29.4144017
110+05376,MIDD,27.333692
110+05376,PMP,21.0874813
110+05376,WE,25.6637393
110+05377,AMP,29.4321096
110+05377,MIDD,27.3420774
110+05377,PMP,21.0783267
110+05377,WE,25.6619631
110+05378,AMP,29.4169844
110+05378,MIDD,27.3715302
110+05378,PMP,21.0592164
110+05378,WE,25.7741301
110+05379,AMP,8.7056234
110+05379,MIDD,9.0703241
110+05379,PMP,5.7128519
110+05379,WE,7.9695647
110+05380,AMP,8.7760856
110+05380,MIDD,9.0786792
110+05380,PMP,5.7307452
110+05380,WE,7.9851657
110+05381,AMP,8.8582701
110+05381,MIDD,9.0716696
110+05381,PMP,5.7274517
110+05381,WE,8.0035467
110+05382,AMP,8.8698191
110+05382,MIDD,9.0740097
110+05382,PMP,5.7499137
110+05382,WE,8.0170026
110+05383,AMP,15.4384166
110+05383,MIDD,14.0302708
110+05383,PMP,11.9985033
110+05383,WE,13.7370912
110+05384,AMP,15.3816551
110+05384,MIDD,14.0537611
110+05384,PMP,12.0127254
110+05384,WE,13.7805932
110+05390,AMP,15.2980557
110+05390,MIDD,14.0708886
110+05390,PMP,11.9781012
110+05390,WE,13.8139486
110+05392,AMP,29.0079789
110+05392,MIDD,25.0223224
110+05392,PMP,26.3245827
110+05392,WE,26.3309978
110+05393,AMP,29.0135203
110+05393,MIDD,25.0005133
110+05393,PMP,26.3515847
110+05393,WE,26.3631422
110+05394,AMP,29.0966812
110+05394,MIDD,25.1597198
110+05394,PMP,26.5612693
110+05394,WE,26.6280176
110+05395,AMP,28.9926717
110+05395,MIDD,25.0057356
110+05395,PMP,26.3255516
110+05395,WE,26.3791539
110+05396,AMP,24.9587561
110+05396,MIDD,26.8211525
110+05396,PMP,25.3988342
110+05396,WE,25.9661509
110+05397,AMP,24.9767873
110+05397,MIDD,26.832575
110+05397,PMP,25.477815
110+05397,WE,25.9997441
110+05398,AMP,24.8018186
110+05398,MIDD,26.752278
110+05398,PMP,25.6112102
110+05398,WE,25.9106614
110+05399,AMP,24.8690803
110+05399,MIDD,26.8236028
110+05399,PMP,25.483442
110+05399,WE,25.9578562
110+05400,AMP,24.9283548
110+05400,MIDD,26.8303688
110+05400,PMP,25.4989343
110+05400,WE,25.983907
110+05401,AMP,24.8542889
110+05401,MIDD,26.7698463
110+05401,PMP,25.3782634
110+05401,WE,25.8945576
110+05402,AMP,24.6005839
110+05402,MIDD,26.7748128
110+05402,PMP,25.3563608
110+05402,WE,25.7505353
110+05403,AMP,24.2564966
110+05403,MIDD,26.7303847
110+05403,PMP,25.5862161
110+05403,WE,25.6937637
110+05404,AMP,24.4073404
110+05404,MIDD,26.7114067
110+05404,PMP,25.573529
110+05404,WE,25.8034761
110+05405,AMP,20.0976085
110+05405,MIDD,21.9108812
110+05405,PMP,19.0074799
110+05405,WE,20.6856497
110+05406,AMP,20.2370288
110+05406,MIDD,21.8737967
110+05406,PMP,18.9136818
110+05406,WE,20.6697226
110+05407,AMP,35.5328545
110+05407,MIDD,31.4094118
110+05407,PMP,34.3073568
110+05407,WE,33.1426494
110+05408,AMP,35.5043568
110+05408,MIDD,31.4317275
110+05408,PMP,34.2103305
110+05408,WE,33.089311
110+05409,AMP,35.7073475
110+05409,MIDD,31.3515944
110+05409,PMP,34.1003632
110+05409,WE,33.0436507
110+05410,AMP,35.5438804
110+05410,MIDD,31.3581129
110+05410,PMP,34.1710687
110+05410,WE,33.0551562
110+05411,AMP,35.5308744
110+05411,MIDD,31.3614587
110+05411,PMP,34.3034601
110+05411,WE,33.1027209
110+05412,AMP,35.4781164
110+05412,MIDD,31.3574693
110+05412,PMP,34.2338896
110+05412,WE,33.0641381
110+05413,AMP,36.4978731
110+05413,MIDD,29.4551739
110+05413,PMP,29.892675
110+05413,WE,31.130942
110+05415,AMP,21.9172278
110+05415,MIDD,18.6363546
110+05415,PMP,19.0424658
110+05415,WE,19.4605421
110+05416,AMP,22.0146846
110+05416,MIDD,18.698634
110+05416,PMP,19.1285445
110+05416,WE,19.5497761
110+05417,AMP,22.0434832
110+05417,MIDD,18.6714451
110+05417,PMP,19.1009917
110+05417,WE,19.5659449
110+05418,AMP,22.09335
110+05418,MIDD,18.7368448
110+05418,PMP,19.2361855
110+05418,WE,19.6435731
110+05419,AMP,22.0389235
110+05419,MIDD,18.7200827
110+05419,PMP,19.2013054
110+05419,WE,19.5911199
110+05420,AMP,22.043278
110+05420,MIDD,18.7115615
110+05420,PMP,19.187697
110+05420,WE,19.5833772
110+05421,AMP,22.0205211
110+05421,MIDD,18.7294682
110+05421,PMP,19.2144311
110+05421,WE,19.5779603
110+05422,AMP,22.1069394
110+05422,MIDD,18.8521478
110+05422,PMP,19.4467513
110+05422,WE,19.7576402
110+05423,AMP,22.0451956
110+05423,MIDD,18.7420926
110+05423,PMP,19.2367646
110+05423,WE,19.6127728
110+05424,AMP,8.7343398
110+05424,MIDD,9.9971373
110+05424,PMP,6.9206924
110+05424,WE,8.8088778
110+05425,AMP,8.7341055
110+05425,MIDD,9.9931417
110+05425,PMP,6.9203034
110+05425,WE,8.806779
110+05427,AMP,17.9269108
110+05427,MIDD,17.3843518
110+05427,PMP,16.520244
110+05427,WE,17.2392486
110+05428,AMP,17.9269108
110+05428,MIDD,17.3843518
110+05428,PMP,16.520244
110+05428,WE,17.2392486
110+05429,AMP,17.8661711
110+05429,MIDD,17.3935055
110+05429,PMP,16.5103269
110+05429,WE,17.2606951
110+05430,AMP,17.8876142
110+05430,MIDD,17.423212
110+05430,PMP,16.6647812
110+05430,WE,17.3073003
110+05431,AMP,17.8934026
110+05431,MIDD,17.3925581
110+05431,PMP,16.5600786
110+05431,WE,17.2653265
110+05432,AMP,17.8885631
110+05432,MIDD,17.3921421
110+05432,PMP,16.5604275
110+05432,WE,17.2647759
110+05433,AMP,17.9010322
110+05433,MIDD,17.3805055
110+05433,PMP,16.5508961
110+05433,WE,17.2568891
110+05434,AMP,17.8984663
110+05434,MIDD,17.4091374
110+05434,PMP,16.5732585
110+05434,WE,17.2816688
110+05435,AMP,17.8956787
110+05435,MIDD,17.4196984
110+05435,PMP,16.5902844
110+05435,WE,17.2954099
110+05436,AMP,17.881029
110+05436,MIDD,17.4385727
110+05436,PMP,16.6049702
110+05436,WE,17.3131406
110+05437,AMP,17.879982
110+05437,MIDD,17.4524248
110+05437,PMP,16.6218521
110+05437,WE,17.3255428
110+05438,AMP,17.8659768
110+05438,MIDD,17.4589689
110+05438,PMP,16.6363823
110+05438,WE,17.3355676
110+05439,AMP,17.8374935
110+05439,MIDD,17.5110274
110+05439,PMP,16.6699331
110+05439,WE,17.3759503
110+05440,AMP,12.009112
110+05440,MIDD,15.2235387
110+05440,PMP,11.1312534
110+05440,WE,13.1111576
110+05441,AMP,11.8227289
110+05441,MIDD,15.2175831
110+05441,PMP,11.1755815
110+05441,WE,13.0003354
110+05443,AMP,3.8565546
110+05443,MIDD,4.2952488
110+05443,PMP,1.386009
110+05443,WE,3.2171966
110+05444,AMP,4.045202
110+05444,MIDD,4.2726514
110+05444,PMP,1.3839269
110+05444,WE,3.2160355
110+05445,AMP,4.0591368
110+05445,MIDD,4.3041531
110+05445,PMP,1.3826479
110+05445,WE,3.2750641
110+05446,AMP,12.8637372
110+05446,MIDD,15.4155894
110+05446,PMP,11.2174647
110+05446,WE,13.4677165
110+05447,AMP,12.8522482
110+05447,MIDD,15.4187325
110+05447,PMP,11.1920395
110+05447,WE,13.4795341
110+05448,AMP,12.8270868
110+05448,MIDD,15.4335984
110+05448,PMP,11.164816
110+05448,WE,13.4990302
110+05449,AMP,12.7525403
110+05449,MIDD,15.4792363
110+05449,PMP,11.195925
110+05449,WE,13.495298
110+05450,AMP,12.7080667
110+05450,MIDD,15.5666308
110+05450,PMP,11.264464
110+05450,WE,13.5362209
110+05451,AMP,12.4759994
110+05451,MIDD,15.591508
110+05451,PMP,11.2627101
110+05451,WE,13.4082123
110+05452,AMP,12.6346344
110+05452,MIDD,15.5835203
110+05452,PMP,11.346786
110+05452,WE,13.4993832
110+05453,AMP,12.5696787
110+05453,MIDD,15.5828743
110+05453,PMP,11.399154
110+05453,WE,13.4700089
110+05454,AMP,12.5701401
110+05454,MIDD,15.5772498
110+05454,PMP,11.4259663
110+05454,WE,13.464993
110+05455,AMP,12.7787735
110+05455,MIDD,15.4873608
110+05455,PMP,11.4444781
110+05455,WE,13.4680576
110+05456,AMP,12.7050125
110+05456,MIDD,15.4585585
110+05456,PMP,11.3757138
110+05456,WE,13.3094238
110+05457,AMP,12.7880663
110+05457,MIDD,15.5051034
110+05457,PMP,11.4240183
110+05457,WE,13.5116255
110+05458,AMP,12.7869391
110+05458,MIDD,15.5047707
110+05458,PMP,11.3872619
110+05458,WE,13.4982642
110+05459,AMP,12.7407895
110+05459,MIDD,15.5473452
110+05459,PMP,11.3783299
110+05459,WE,13.5267245
110+05460,AMP,28.6680445
110+05460,MIDD,25.2457334
110+05460,PMP,24.8443586
110+05460,WE,25.9892667
110+05461,AMP,28.3669473
110+05461,MIDD,25.2984022
110+05461,PMP,24.9377525
110+05461,WE,25.8073207
110+05463,AMP,21.5440428
110+05463,MIDD,21.7203243
110+05463,PMP,18.2227766
110+05463,WE,20.6103799
110+05464,AMP,21.5304416
110+05464,MIDD,21.7188335
110+05464,PMP,18.2291333
110+05464,WE,20.6184835
110+05465,AMP,21.4835042
110+05465,MIDD,21.7177096
110+05465,PMP,18.1847619
110+05465,WE,20.6057053
110+05466,AMP,21.5672027
110+05466,MIDD,21.7020208
110+05466,PMP,18.2062726
110+05466,WE,20.6135373
110+05467,AMP,21.5715448
110+05467,MIDD,21.7020306
110+05467,PMP,18.2393684
110+05467,WE,20.6231706
110+05468,AMP,21.5194809
110+05468,MIDD,21.6940637
110+05468,PMP,18.2359373
110+05468,WE,20.6063071
110+05469,AMP,21.4823376
110+05469,MIDD,21.7150426
110+05469,PMP,18.1958552
110+05469,WE,20.599964
110+05470,AMP,21.5134969
110+05470,MIDD,21.6645349
110+05470,PMP,18.1938787
110+05470,WE,20.5641944
110+05471,AMP,21.6565358
110+05471,MIDD,21.6664328
110+05471,PMP,18.2328259
110+05471,WE,20.634076
110+05472,AMP,21.7252308
110+05472,MIDD,21.6674411
110+05472,PMP,18.2268742
110+05472,WE,20.6481712
110+05473,AMP,21.5905266
110+05473,MIDD,21.6776851
110+05473,PMP,18.2161046
110+05473,WE,20.6198523
110+05474,AMP,21.6031441
110+05474,MIDD,21.671308
110+05474,PMP,18.2029649
110+05474,WE,20.6256755
110+05475,AMP,21.6802445
110+05475,MIDD,21.6798596
110+05475,PMP,18.2180635
110+05475,WE,20.6442581
110+05476,AMP,21.7564999
110+05476,MIDD,21.7228737
110+05476,PMP,18.2393516
110+05476,WE,20.7424583
110+05477,AMP,21.8090574
110+05477,MIDD,21.7253353
110+05477,PMP,18.2293959
110+05477,WE,20.7436073
110+05478,AMP,21.792891
110+05478,MIDD,21.707037
110+05478,PMP,18.2496694
110+05478,WE,20.832618
110+05479,AMP,21.7931838
110+05479,MIDD,21.7066875
110+05479,PMP,18.2504188
110+05479,WE,20.8327244
110+05480,AMP,21.7807064
110+05480,MIDD,21.7151825
110+05480,PMP,18.2850248
110+05480,WE,20.8564647
110+05481,AMP,21.7478246
110+05481,MIDD,21.7064072
110+05481,PMP,18.2747554
110+05481,WE,20.8438994
110+05482,AMP,29.0235279
110+05482,MIDD,24.9643663
110+05482,PMP,26.3521358
110+05482,WE,26.281838
110+05483,AMP,29.0424521
110+05483,MIDD,24.9394102
110+05483,PMP,26.3419441
110+05483,WE,26.2710589
110+05484,AMP,29.0015338
110+05484,MIDD,25.0113792
110+05484,PMP,26.4011194
110+05484,WE,26.2802752
110+05485,AMP,28.976349
110+05485,MIDD,24.9671612
110+05485,PMP,26.5323503
110+05485,WE,26.2884057
110+05486,AMP,28.9758555
110+05486,MIDD,24.9991236
110+05486,PMP,26.4032467
110+05486,WE,26.3086922
110+05487,AMP,28.9518719
110+05487,MIDD,24.9466436
110+05487,PMP,26.3432995
110+05487,WE,26.1953491
110+05488,AMP,28.9530372
110+05488,MIDD,24.946711
110+05488,PMP,26.3441132
110+05488,WE,26.1958653
110+05490,AMP,24.2225081
110+05490,MIDD,24.3813498
110+05490,PMP,22.1289848
110+05490,WE,23.6833283
110+05491,AMP,24.1967083
110+05491,MIDD,24.4157788
110+05491,PMP,22.1109426
110+05491,WE,23.7118867
110+05492,AMP,24.2151011
110+05492,MIDD,24.4118715
110+05492,PMP,22.1047947
110+05492,WE,23.7122954
110+05493,AMP,24.278004
110+05493,MIDD,24.4109095
110+05493,PMP,22.1529929
110+05493,WE,23.7352403
110+05495,AMP,36.4607158
110+05495,MIDD,29.3890552
110+05495,PMP,29.8244182
110+05495,WE,30.990518
110+05496,AMP,36.4759469
110+05496,MIDD,29.4063462
110+05496,PMP,29.8568431
110+05496,WE,31.0173405
110+05497,AMP,36.5472608
110+05497,MIDD,29.427988
110+05497,PMP,29.9039611
110+05497,WE,31.0655384
110+05498,AMP,36.672123
110+05498,MIDD,29.4127063
110+05498,PMP,29.8118896
110+05498,WE,31.2022089
110+05499,AMP,36.6451158
110+05499,MIDD,29.4147399
110+05499,PMP,29.7889002
110+05499,WE,31.1903723
110+05500,AMP,36.7446317
110+05500,MIDD,29.4372326
110+05500,PMP,29.8332804
110+05500,WE,31.3595239
110+05501,AMP,36.9704525
110+05501,MIDD,29.5307727
110+05501,PMP,29.9434425
110+05501,WE,31.6279192
110+05503,AMP,20.8746155
110+05503,MIDD,17.4113024
110+05503,PMP,12.3472485
110+05503,WE,16.1914203
110+05504,AMP,20.8192093
110+05504,MIDD,17.7057374
110+05504,PMP,12.2898922
110+05504,WE,16.5644927
110+05505,AMP,20.8487882
110+05505,MIDD,17.7404244
110+05505,PMP,12.2907777
110+05505,WE,16.5871162
110+05507,AMP,31.4508402
110+05507,MIDD,25.4191852
110+05507,PMP,29.03412
110+05507,WE,27.6931994
110+05508,AMP,31.3184464
110+05508,MIDD,25.4491533
110+05508,PMP,29.0077687
110+05508,WE,27.7276015
110+05509,AMP,31.3188108
110+05509,MIDD,25.449901
110+05509,PMP,29.0082272
110+05509,WE,27.7281846
110+05510,AMP,31.3188108
110+05510,MIDD,25.449901
110+05510,PMP,29.0082272
110+05510,WE,27.7281846
110+05511,AMP,31.1300394
110+05511,MIDD,25.2975928
110+05511,PMP,29.142863
110+05511,WE,27.6761585
110+05512,AMP,31.1574393
110+05512,MIDD,25.2927281
110+05512,PMP,29.1562303
110+05512,WE,27.6902044
110+05513,AMP,31.1772346
110+05513,MIDD,25.2957461
110+05513,PMP,29.1548508
110+05513,WE,27.7231018
110+05514,AMP,31.2554697
110+05514,MIDD,25.3095063
110+05514,PMP,29.1747868
110+05514,WE,27.6249394
110+05515,AMP,31.2705986
110+05515,MIDD,25.3014763
110+05515,PMP,29.1286379
110+05515,WE,27.7567008
110+05517,AMP,34.9291336
110+05517,MIDD,32.0177249
110+05517,PMP,35.8005748
110+05517,WE,33.6430746
110+05518,AMP,35.1984169
110+05518,MIDD,32.0046925
110+05518,PMP,35.7857756
110+05518,WE,33.7123206
110+05519,AMP,31.3678411
110+05519,MIDD,29.7991335
110+05519,PMP,33.861657
110+05519,WE,31.2391898
110+05520,AMP,31.2632597
110+05520,MIDD,29.8629479
110+05520,PMP,33.837092
110+05520,WE,31.2378011
110+05521,AMP,31.4505004
110+05521,MIDD,29.8325658
110+05521,PMP,33.8178358
110+05521,WE,31.2644973
110+05522,AMP,31.4418644
110+05522,MIDD,29.9004086
110+05522,PMP,33.8009339
110+05522,WE,31.2872618
110+05529,AMP,26.880232
110+05529,MIDD,23.1189513
110+05529,PMP,23.0509273
110+05529,WE,23.9149284
110+05530,AMP,26.8752243
110+05530,MIDD,23.0875962
110+05530,PMP,23.086652
110+05530,WE,23.9062279
110+05531,AMP,26.8763648
110+05531,MIDD,23.0832689
110+05531,PMP,23.0961563
110+05531,WE,23.912209
110+05532,AMP,26.8677073
110+05532,MIDD,23.0698393
110+05532,PMP,23.3359865
110+05532,WE,23.9341186
110+05533,AMP,26.8944533
110+05533,MIDD,23.0499102
110+05533,PMP,23.2093292
110+05533,WE,23.7981338
110+05534,AMP,26.8655374
110+05534,MIDD,23.0707247
110+05534,PMP,23.0510902
110+05534,WE,23.9795146
110+05535,AMP,26.9079642
110+05535,MIDD,23.0567314
110+05535,PMP,22.9116418
110+05535,WE,23.7926633
110+05536,AMP,26.9130463
110+05536,MIDD,23.0760043
110+05536,PMP,23.1275085
110+05536,WE,23.7993468
110+05537,AMP,26.908582
110+05537,MIDD,23.0743936
110+05537,PMP,23.1271655
110+05537,WE,23.7976209
110+05538,AMP,26.9042399
110+05538,MIDD,23.0834006
110+05538,PMP,23.170299
110+05538,WE,23.8330037
110+05539,AMP,26.914414
110+05539,MIDD,23.1334292
110+05539,PMP,23.0473812
110+05539,WE,23.9427684
110+05540,AMP,26.870924
110+05540,MIDD,23.0988027
110+05540,PMP,22.9819999
110+05540,WE,23.8830352
110+05541,AMP,26.8624783
110+05541,MIDD,23.1245685
110+05541,PMP,22.9654234
110+05541,WE,24.0236481
110+05542,AMP,26.8894713
110+05542,MIDD,23.0668945
110+05542,PMP,22.5775064
110+05542,WE,23.7661845
110+09220,AMP,21.4986372
110+09220,MIDD,21.6474971
110+09220,PMP,18.0816363
110+09220,WE,20.5168644
110+10918,AMP,8.9829264
110+10918,MIDD,12.4531176
110+10918,PMP,9.1131717
110+10918,WE,10.4614578
110+10919,AMP,8.9653465
110+10919,MIDD,12.4630528
110+10919,PMP,9.1181397
110+10919,WE,10.4617607
110+10920,AMP,8.8465615
110+10920,MIDD,12.4836226
110+10920,PMP,9.1639699
110+10920,WE,10.3652161
110+10921,AMP,8.8479619
110+10921,MIDD,12.5022924
110+10921,PMP,9.1746803
110+10921,WE,10.3759957
110+15859,AMP,9.0249185
110+15859,MIDD,12.4332593
110+15859,PMP,9.1455188
110+15859,WE,10.4081578
110+16029,AMP,9.2512564
110+16029,MIDD,12.5139259
110+16029,PMP,9.2374143
110+16029,WE,10.7042742
110+16072,AMP,3.3492327
110+16072,MIDD,4.8337948
110+16072,PMP,2.0958513
110+16072,WE,3.5774931
110-04120,AMP,2.4773794
110-04120,MIDD,2.4773794
110-04120,PMP,2.4773794
110-04120,WE,2.4773794
110-04121,AMP,2.4703281
110-04121,MIDD,2.4703281
110-04121,PMP,2.4703281
110-04121,WE,2.4703281
110-04122,AMP,2.4785285
110-04122,MIDD,2.4785285
110-04122,PMP,2.4785285
110-04122,WE,2.4785285
110-04123,AMP,2.4730274
110-04123,MIDD,2.4730274
110-04123,PMP,2.4730274
110-04123,WE,2.4730274
110-04124,AMP,2.4724973
110-04124,MIDD,2.4724973
110-04124,PMP,2.4724973
110-04124,WE,2.4724973
110-04125,AMP,2.4717931
110-04125,MIDD,2.4717931
110-04125,PMP,2.4717931
110-04125,WE,2.4717931
110-04126,AMP,2.4706651
110-04126,MIDD,2.4706651
110-04126,PMP,2.4706651
110-04126,WE,2.4706651
110-04127,AMP,2.4720923
110-04127,MIDD,2.4720923
110-04127,PMP,2.4720923
110-04127,WE,2.4720923
110-04128,AMP,2.4758969
110-04128,MIDD,2.4758969
110-04128,PMP,2.4758969
110-04128,WE,2.4758969
110-04142,AMP,11.9449581
110-04142,MIDD,10.8993476
110-04142,PMP,6.9996599
110-04142,WE,9.9908075
110-04143,AMP,11.9485561
110-04143,MIDD,10.9047627
110-04143,PMP,7.005622
110-04143,WE,9.9959481
110-04144,AMP,11.9860253
110-04144,MIDD,10.8718415
110-04144,PMP,7.0145619
110-04144,WE,9.9495334
110-04145,AMP,12.0143239
110-04145,MIDD,11.0650334
110-04145,PMP,7.09332
110-04145,WE,10.2536508
110-04146,AMP,8.6579821
110-04146,MIDD,9.4696633
110-04146,PMP,5.3988193
110-04146,WE,8.1179889
110-04147,AMP,8.6130316
110-04147,MIDD,9.3964699
110-04147,PMP,5.3772284
110-04147,WE,8.0070961
110-04148,AMP,8.6653143
110-04148,MIDD,9.2403874
110-04148,PMP,5.3443883
110-04148,WE,7.8194215
110-04149,AMP,8.6863748
110-04149,MIDD,9.1331648
110-04149,PMP,5.3289952
110-04149,WE,7.6498282
110-04150,AMP,8.6863748
110-04150,MIDD,9.1331648
110-04150,PMP,5.3289952
110-04150,WE,7.6498282
110-04151,AMP,8.6824403
110-04151,MIDD,9.3357455
110-04151,PMP,5.3652047
110-04151,WE,7.9319581
110-04152,AMP,8.7030593
110-04152,MIDD,9.3201804
110-04152,PMP,5.3595283
110-04152,WE,7.9779384
110-04153,AMP,8.7307163
110-04153,MIDD,9.2297579
110-04153,PMP,5.3810041
110-04153,WE,7.8728362
110-04154,AMP,8.7766292
110-04154,MIDD,9.1776658
110-04154,PMP,5.3525594
110-04154,WE,7.8084376
110-04156,AMP,8.83168
110-04156,MIDD,9.4117849
110-04156,PMP,5.3352107
110-04156,WE,7.972713
110-04158,AMP,8.7720184
110-04158,MIDD,9.0887506
110-04158,PMP,5.3004189
110-04158,WE,7.8233809
110-04162,AMP,1.9305772
110-04162,MIDD,1.1128172
110-04162,PMP,0.9761189
110-04162,WE,1.3124684
110-04163,AMP,1.9305772
110-04163,MIDD,1.1128172
110-04163,PMP,0.9761189
110-04163,WE,1.3124684
110-04164,AMP,1.9343199
110-04164,MIDD,1.096721
110-04164,PMP,0.9750078
110-04164,WE,1.3233545
110-04165,AMP,1.9266095
110-04165,MIDD,1.0928144
110-04165,PMP,0.9708548
