TMC,PERIOD,TRUCK_PCT
110-04165,WE,1.3152859
110-04166,AMP,1.9125398
110-04166,MIDD,1.0970891
110-04166,PMP,0.967244
110-04166,WE,1.291725
110-04167,AMP,1.9350073
110-04167,MIDD,1.0753243
110-04167,PMP,0.9623848
110-04167,WE,1.3117927
110-04168,AMP,1.9221085
110-04168,MIDD,1.0854688
110-04168,PMP,0.9549164
110-04168,WE,1.2897208
110-04169,AMP,1.9389089
110-04169,MIDD,1.1091749
110-04169,PMP,0.9639063
110-04169,WE,1.2939845
110-04170,AMP,1.9389089
110-04170,MIDD,1.1091749
110-04170,PMP,0.9639063
110-04170,WE,1.2939845
110-04171,AMP,1.9389089
110-04171,MIDD,1.1091749
110-04171,PMP,0.9639063
110-04171,WE,1.2939845
110-04172,AMP,1.9563225
110-04172,MIDD,1.112876
110-04172,PMP,0.9683077
110-04172,WE,1.2921293
110-04173,AMP,1.9666864
110-04173,MIDD,1.1061307
110-04173,PMP,0.9640102
110-04173,WE,1.2978358
110-04174,AMP,1.9083639
110-04174,MIDD,1.0956149
110-04174,PMP,0.9811688
110-04174,WE,1.2837619
110-04175,AMP,1.9085734
110-04175,MIDD,1.0956149
110-04175,PMP,0.9811688
110-04175,WE,1.2838189
110-04176,AMP,1.9536686
110-04176,MIDD,1.0913736
110-04176,PMP,0.9680484
110-04176,WE,1.3448661
110-04177,AMP,1.9474948
110-04177,MIDD,1.0898918
110-04177,PMP,0.9677567
110-04177,WE,1.3577868
110-04178,AMP,1.9479861
110-04178,MIDD,1.0919866
110-04178,PMP,0.9725906
110-04178,WE,1.3568322
110-04179,AMP,1.9326367
110-04179,MIDD,1.0603569
110-04179,PMP,0.9656302
110-04179,WE,1.3450496
110-04180,AMP,1.9326367
110-04180,MIDD,1.0603569
110-04180,PMP,0.9656302
110-04180,WE,1.3450496
110-04181,AMP,1.941531
110-04181,MIDD,1.0727146
110-04181,PMP,0.9608037
110-04181,WE,1.3608545
110-04182,AMP,1.9810325
110-04182,MIDD,1.0703157
110-04182,PMP,0.9952707
110-04182,WE,1.4019186
110-04183,AMP,8.2667794
110-04183,MIDD,11.9415993
110-04183,PMP,8.2016611
110-04183,WE,9.648975
110-04184,AMP,8.3350293
110-04184,MIDD,11.9729975
110-04184,PMP,8.1911773
110-04184,WE,9.8054457
110-04185,AMP,8.1790099
110-04185,MIDD,11.8877775
110-04185,PMP,8.2316715
110-04185,WE,9.6473457
110-04186,AMP,8.0353142
110-04186,MIDD,11.895635
110-04186,PMP,8.2473468
110-04186,WE,9.5364574
110-04187,AMP,8.1270459
110-04187,MIDD,11.8714794
110-04187,PMP,8.2601816
110-04187,WE,9.6105473
110-04188,AMP,7.8608056
110-04188,MIDD,11.8045229
110-04188,PMP,8.2051515
110-04188,WE,9.4120472
110-04189,AMP,7.9843051
110-04189,MIDD,11.7491544
110-04189,PMP,8.1456783
110-04189,WE,9.4900775
110-04190,AMP,7.9891483
110-04190,MIDD,11.729911
110-04190,PMP,8.1416508
110-04190,WE,9.4948004
110-04191,AMP,7.9455203
110-04191,MIDD,11.7692527
110-04191,PMP,8.1967639
110-04191,WE,9.5131267
110-04192,AMP,7.9455203
110-04192,MIDD,11.7692527
110-04192,PMP,8.1967639
110-04192,WE,9.5131267
110-04193,AMP,19.2354509
110-04193,MIDD,19.0837553
110-04193,PMP,14.8625978
110-04193,WE,18.1125503
110-04603,AMP,5.3899482
110-04603,MIDD,6.1349139
110-04603,PMP,2.7965862
110-04603,WE,4.9161176
110-04604,AMP,5.392098
110-04604,MIDD,6.0658118
110-04604,PMP,2.7934149
110-04604,WE,4.8188567
110-04605,AMP,5.3957522
110-04605,MIDD,6.0481424
110-04605,PMP,2.8000657
110-04605,WE,4.7510369
110-04606,AMP,5.4068225
110-04606,MIDD,6.1493361
110-04606,PMP,2.806296
110-04606,WE,4.8844761
110-04607,AMP,5.3876389
110-04607,MIDD,6.1508757
110-04607,PMP,2.8022844
110-04607,WE,4.8623575
110-04608,AMP,5.384802
110-04608,MIDD,6.1219219
110-04608,PMP,2.8074259
110-04608,WE,4.8407271
110-04609,AMP,5.39258
110-04609,MIDD,6.1351274
110-04609,PMP,2.7978166
110-04609,WE,4.8483347
110-04610,AMP,5.3940875
110-04610,MIDD,6.2704058
110-04610,PMP,2.8044827
110-04610,WE,5.0445054
110-04611,AMP,5.3707974
110-04611,MIDD,6.1639915
110-04611,PMP,2.7897124
110-04611,WE,4.9546508
110-04612,AMP,5.3775831
110-04612,MIDD,6.1568616
110-04612,PMP,2.7879558
110-04612,WE,4.9283669
110-04613,AMP,5.3790372
110-04613,MIDD,6.1564699
110-04613,PMP,2.7819929
110-04613,WE,4.9175895
110-04644,AMP,7.2715036
110-04644,MIDD,8.6853663
110-04644,PMP,6.6390491
110-04644,WE,7.6260683
110-04645,AMP,7.2715036
110-04645,MIDD,8.6851788
110-04645,PMP,6.6390491
110-04645,WE,7.6259986
110-04646,AMP,7.2712773
110-04646,MIDD,8.685316
110-04646,PMP,6.6390491
110-04646,WE,7.6259684
110-04647,AMP,7.2715036
110-04647,MIDD,8.685316
110-04647,PMP,6.6390491
110-04647,WE,7.6260496
110-04648,AMP,7.2959621
110-04648,MIDD,8.7144084
110-04648,PMP,6.703113
110-04648,WE,7.723671
110-04670,AMP,2.4720923
110-04670,MIDD,2.4720923
110-04670,PMP,2.4720923
110-04670,WE,2.4720923
110-04681,AMP,19.8602919
110-04681,MIDD,22.7866022
110-04681,PMP,20.2488572
110-04681,WE,21.2922616
110-04682,AMP,19.7441536
110-04682,MIDD,22.8250923
110-04682,PMP,20.1801038
110-04682,WE,21.2111289
110-04683,AMP,19.6902001
110-04683,MIDD,22.839825
110-04683,PMP,20.1958481
110-04683,WE,21.2178235
110-04684,AMP,19.9461559
110-04684,MIDD,27.4728192
110-04684,PMP,25.8576983
110-04684,WE,24.7403201
110-04685,AMP,12.3117123
110-04685,MIDD,9.4321104
110-04685,PMP,4.1838452
110-04685,WE,8.0503181
110-04686,AMP,12.3775861
110-04686,MIDD,9.4665442
110-04686,PMP,4.1565614
110-04686,WE,7.996793
110-04687,AMP,12.3608984
110-04687,MIDD,9.5179133
110-04687,PMP,4.1462345
110-04687,WE,8.1733629
110-04688,AMP,12.4036316
110-04688,MIDD,9.4775164
110-04688,PMP,4.1735148
110-04688,WE,8.0517732
110-04689,AMP,12.392528
110-04689,MIDD,9.4760462
110-04689,PMP,4.1701344
110-04689,WE,8.0807934
110-04690,AMP,12.3528486
110-04690,MIDD,9.5953631
110-04690,PMP,4.1093933
110-04690,WE,8.1896626
110-04691,AMP,12.3528486
110-04691,MIDD,9.5953631
110-04691,PMP,4.1093933
110-04691,WE,8.1896626
110-04692,AMP,12.3528486
110-04692,MIDD,9.5953631
110-04692,PMP,4.1093933
110-04692,WE,8.1896626
110-04693,AMP,12.2814118
110-04693,MIDD,9.980866
110-04693,PMP,3.9145643
110-04693,WE,8.8090488
110-04694,AMP,12.3683833
110-04694,MIDD,9.8608424
110-04694,PMP,4.1853326
110-04694,WE,8.8845997
110-04697,AMP,12.2482918
110-04697,MIDD,9.9494941
110-04697,PMP,4.0282093
110-04697,WE,9.3043718
110-04698,AMP,12.2482918
110-04698,MIDD,9.9494941
110-04698,PMP,4.0282093
110-04698,WE,9.3043718
110-04699,AMP,12.249442
110-04699,MIDD,9.9356979
110-04699,PMP,4.0254416
110-04699,WE,9.19567
110-04700,AMP,12.2435245
110-04700,MIDD,9.9435378
110-04700,PMP,4.0201386
110-04700,WE,9.2352225
110-04701,AMP,2.4564883
110-04701,MIDD,3.5919503
110-04701,PMP,1.6886569
110-04701,WE,2.6361698
110-04702,AMP,2.4908788
110-04702,MIDD,3.593939
110-04702,PMP,1.6811368
110-04702,WE,2.7035535
110-04703,AMP,2.4908788
110-04703,MIDD,3.593939
110-04703,PMP,1.6811368
110-04703,WE,2.7035535
110-04704,AMP,2.4979924
110-04704,MIDD,3.5912066
110-04704,PMP,1.6855523
110-04704,WE,2.7154231
110-04705,AMP,2.5217938
110-04705,MIDD,3.5858548
110-04705,PMP,1.694218
110-04705,WE,2.7049523
110-04706,AMP,2.5206141
110-04706,MIDD,3.5630331
110-04706,PMP,1.7012891
110-04706,WE,2.7085141
110-04707,AMP,2.5364226
110-04707,MIDD,3.5585844
110-04707,PMP,1.7150223
110-04707,WE,2.7230695
110-04708,AMP,2.5936221
110-04708,MIDD,3.579222
110-04708,PMP,1.705483
110-04708,WE,2.7477637
110-04709,AMP,2.5658956
110-04709,MIDD,3.592229
110-04709,PMP,1.6988783
110-04709,WE,2.7375504
110-04727,AMP,8.4617781
110-04727,MIDD,9.0607152
110-04727,PMP,3.4222674
110-04727,WE,7.1978637
110-04728,AMP,8.277768
110-04728,MIDD,9.2537315
110-04728,PMP,3.421547
110-04728,WE,7.378241
110-04729,AMP,8.4368168
110-04729,MIDD,9.2122964
110-04729,PMP,3.4194288
110-04729,WE,7.3017824
110-04730,AMP,8.4263222
110-04730,MIDD,8.9766815
110-04730,PMP,3.4135584
110-04730,WE,7.1001851
110-04731,AMP,8.4927074
110-04731,MIDD,8.9444953
110-04731,PMP,3.4112691
110-04731,WE,7.0935112
110-04732,AMP,8.6850346
110-04732,MIDD,8.9045626
110-04732,PMP,3.4134333
110-04732,WE,7.0418329
110-04733,AMP,8.617954
110-04733,MIDD,8.7070779
110-04733,PMP,3.409524
110-04733,WE,6.8845316
110-04734,AMP,8.4006077
110-04734,MIDD,8.7000597
110-04734,PMP,3.4053331
110-04734,WE,6.8869607
110-04735,AMP,8.2910513
110-04735,MIDD,8.7306985
110-04735,PMP,3.4038987
110-04735,WE,6.8865312
110-04736,AMP,8.402842
110-04736,MIDD,9.1451643
110-04736,PMP,3.4284355
110-04736,WE,7.2387503
110-04738,AMP,8.402842
110-04738,MIDD,9.1451643
110-04738,PMP,3.4284355
110-04738,WE,7.2387503
110-04739,AMP,7.9463108
110-04739,MIDD,9.2191897
110-04739,PMP,3.4219211
110-04739,WE,7.2320742
110-04740,AMP,7.9463108
110-04740,MIDD,9.2191897
110-04740,PMP,3.4219211
110-04740,WE,7.2320742
110-04741,AMP,7.947415
110-04741,MIDD,9.2714378
110-04741,PMP,3.4241564
110-04741,WE,7.2464289
110-04742,AMP,7.9608571
110-04742,MIDD,9.2887452
110-04742,PMP,3.4268197
110-04742,WE,7.2720959
110-04743,AMP,8.0209333
110-04743,MIDD,9.2672995
110-04743,PMP,3.4271394
110-04743,WE,7.2206038
110-04769,AMP,24.1335596
110-04769,MIDD,23.4822265
110-04769,PMP,18.6997308
110-04769,WE,22.1439313
110-04770,AMP,24.3696514
110-04770,MIDD,23.4149458
110-04770,PMP,18.685793
110-04770,WE,22.1807269
110-04771,AMP,24.5314788
110-04771,MIDD,23.5809965
110-04771,PMP,18.8808169
110-04771,WE,22.3999089
110-04772,AMP,24.9479234
110-04772,MIDD,23.5494799
110-04772,PMP,18.6969421
110-04772,WE,22.4963879
110-04773,AMP,13.2120926
110-04773,MIDD,11.8470794
110-04773,PMP,5.8662972
110-04773,WE,10.3756296
110-04774,AMP,13.186764
110-04774,MIDD,11.82815
110-04774,PMP,5.8283087
110-04774,WE,10.3573426
110-04775,AMP,13.1691545
110-04775,MIDD,11.8033893
110-04775,PMP,5.8296736
110-04775,WE,10.3429175
110-04776,AMP,13.2236251
110-04776,MIDD,11.790179
110-04776,PMP,5.9165278
110-04776,WE,10.2335623
110-04777,AMP,13.1937631
110-04777,MIDD,11.7954045
110-04777,PMP,5.9206121
110-04777,WE,10.1772374
110-04784,AMP,6.543528
110-04784,MIDD,8.4065291
110-04784,PMP,4.7788334
110-04784,WE,6.8112925
110-04785,AMP,8.4635019
110-04785,MIDD,10.0379118
110-04785,PMP,5.8817172
110-04785,WE,8.3850166
110-04786,AMP,8.4191134
110-04786,MIDD,10.029256
110-04786,PMP,5.8412805
110-04786,WE,8.3463818
110-04787,AMP,8.4177865
110-04787,MIDD,10.0230649
110-04787,PMP,5.8311513
110-04787,WE,8.3405821
110-04788,AMP,8.5948079
110-04788,MIDD,10.0652547
110-04788,PMP,5.9459578
110-04788,WE,8.5972126
110-04789,AMP,16.2144601
110-04789,MIDD,15.9218386
110-04789,PMP,11.0929632
110-04789,WE,14.7298121
110-04790,AMP,16.2332652
110-04790,MIDD,15.905023
110-04790,PMP,11.0566945
110-04790,WE,14.7172286
110-04791,AMP,6.5918207
110-04791,MIDD,8.3993693
110-04791,PMP,4.7970054
110-04791,WE,6.829078
110-04792,AMP,6.587984
110-04792,MIDD,8.4116824
110-04792,PMP,4.796467
110-04792,WE,6.8479682
110-04793,AMP,6.5814216
110-04793,MIDD,8.4058664
110-04793,PMP,4.7968916
110-04793,WE,6.8436815
110-04794,AMP,6.5872501
110-04794,MIDD,8.4130941
110-04794,PMP,4.7960993
110-04794,WE,6.8482353
110-04795,AMP,6.5575778
110-04795,MIDD,8.4245762
110-04795,PMP,4.7899973
110-04795,WE,6.8261685
110-04797,AMP,10.6010581
110-04797,MIDD,10.6609673
110-04797,PMP,5.7276163
110-04797,WE,9.2124018
110-04798,AMP,10.5910153
110-04798,MIDD,10.6589905
110-04798,PMP,5.7350851
110-04798,WE,9.211398
110-04799,AMP,10.5905112
110-04799,MIDD,10.6779503
110-04799,PMP,5.7624172
110-04799,WE,9.22851
110-04800,AMP,10.5905112
110-04800,MIDD,10.6779503
110-04800,PMP,5.7624172
110-04800,WE,9.22851
110-04801,AMP,10.2707401
110-04801,MIDD,10.6215267
110-04801,PMP,5.775298
110-04801,WE,8.9773951
110-04802,AMP,10.2558688
110-04802,MIDD,10.6185948
110-04802,PMP,5.7844545
110-04802,WE,8.9753542
110-04803,AMP,10.2374921
110-04803,MIDD,10.6428891
110-04803,PMP,5.7926089
110-04803,WE,8.9837759
110-04804,AMP,10.2425824
110-04804,MIDD,10.6597203
110-04804,PMP,5.800918
110-04804,WE,8.9949292
110-04805,AMP,10.2427638
110-04805,MIDD,10.6597203
110-04805,PMP,5.800918
110-04805,WE,8.9949746
110-04806,AMP,10.2430419
110-04806,MIDD,10.6595361
110-04806,PMP,5.8007313
110-04806,WE,8.9949055
110-04807,AMP,10.2314831
110-04807,MIDD,10.6395458
110-04807,PMP,5.7935008
110-04807,WE,8.9811249
110-04808,AMP,10.2368405
110-04808,MIDD,10.6547716
110-04808,PMP,5.8038231
110-04808,WE,8.9923039
110-04809,AMP,10.2617044
110-04809,MIDD,10.6253677
110-04809,PMP,5.7828207
110-04809,WE,9.052903
110-04810,AMP,10.2742294
110-04810,MIDD,10.6337428
110-04810,PMP,5.7854436
110-04810,WE,9.0606283
110-04811,AMP,10.2760112
110-04811,MIDD,10.5725229
110-04811,PMP,5.7675632
110-04811,WE,8.8614736
110-04812,AMP,10.2969531
110-04812,MIDD,10.5896837
110-04812,PMP,5.7794669
110-04812,WE,8.8777682
110-04813,AMP,10.3006049
110-04813,MIDD,10.588844
110-04813,PMP,5.7840961
110-04813,WE,8.8798937
110-04814,AMP,10.5982265
110-04814,MIDD,11.105752
110-04814,PMP,5.6558156
110-04814,WE,9.1230785
110-04815,AMP,10.6131802
110-04815,MIDD,11.1038502
110-04815,PMP,5.6627451
110-04815,WE,9.1283176
110-04816,AMP,10.6028379
110-04816,MIDD,11.102827
110-04816,PMP,5.6625013
110-04816,WE,9.125277
110-04817,AMP,10.5873079
110-04817,MIDD,11.1184132
110-04817,PMP,5.6072999
110-04817,WE,9.0901936
110-04818,AMP,10.7044167
110-04818,MIDD,11.278866
110-04818,PMP,5.8147964
110-04818,WE,9.5228774
110-04819,AMP,6.5936825
110-04819,MIDD,8.3901816
110-04819,PMP,4.7966454
110-04819,WE,6.82565
110-04820,AMP,6.5973186
110-04820,MIDD,8.3920994
110-04820,PMP,4.7972127
110-04820,WE,6.827671
110-04822,AMP,4.2648323
110-04822,MIDD,4.551589
110-04822,PMP,2.7986446
110-04822,WE,3.9960696
110-04823,AMP,4.2648323
110-04823,MIDD,4.551589
110-04823,PMP,2.7986446
110-04823,WE,3.9960696
110-04824,AMP,4.4545594
110-04824,MIDD,4.512724
110-04824,PMP,2.8037827
110-04824,WE,3.9784989
110-04826,AMP,18.8370165
110-04826,MIDD,16.4043102
110-04826,PMP,8.4106099
110-04826,WE,14.0143257
110-04827,AMP,18.8402238
110-04827,MIDD,16.4187914
110-04827,PMP,8.419518
110-04827,WE,14.0244209
110-04846,AMP,2.9966594
110-04846,MIDD,3.2032511
110-04846,PMP,1.2520643
110-04846,WE,2.4222733
110-04847,AMP,3.0162819
110-04847,MIDD,3.2161122
110-04847,PMP,1.2449866
110-04847,WE,2.4100932
110-04848,AMP,3.0162819
110-04848,MIDD,3.2161122
110-04848,PMP,1.2449866
110-04848,WE,2.4100932
110-04849,AMP,3.0528155
110-04849,MIDD,3.2409805
110-04849,PMP,1.2558597
110-04849,WE,2.5114947
110-04850,AMP,3.0528155
110-04850,MIDD,3.2409805
110-04850,PMP,1.2558597
110-04850,WE,2.5114947
110-04851,AMP,3.0504456
110-04851,MIDD,3.2427823
110-04851,PMP,1.2561593
110-04851,WE,2.5115799
110-04854,AMP,10.718428
110-04854,MIDD,11.4414788
110-04854,PMP,4.6550044
110-04854,WE,9.2384169
110-04855,AMP,10.5318604
110-04855,MIDD,11.3373193
110-04855,PMP,4.6853059
110-04855,WE,9.1490139
110-04858,AMP,3.9677763
110-04858,MIDD,4.4393676
110-04858,PMP,1.9100436
110-04858,WE,3.5847862
110-04859,AMP,3.9301928
110-04859,MIDD,4.4135787
110-04859,PMP,1.9641558
110-04859,WE,3.496565
110-04860,AMP,3.9301928
110-04860,MIDD,4.4135787
110-04860,PMP,1.9641558
110-04860,WE,3.496565
110-04861,AMP,3.9301928
110-04861,MIDD,4.4135787
110-04861,PMP,1.9641558
110-04861,WE,3.496565
110-04862,AMP,4.0569239
110-04862,MIDD,4.5665355
110-04862,PMP,1.9828942
110-04862,WE,3.7192147
110-04863,AMP,4.0996684
110-04863,MIDD,4.8153677
110-04863,PMP,2.772301
110-04863,WE,3.9928089
110-04864,AMP,4.1063912
110-04864,MIDD,4.8140929
110-04864,PMP,2.758944
110-04864,WE,4.0219441
110-04865,AMP,4.1063912
110-04865,MIDD,4.8140929
110-04865,PMP,2.758944
110-04865,WE,4.0219441
110-04866,AMP,4.1132052
110-04866,MIDD,4.8866163
110-04866,PMP,2.750569
110-04866,WE,4.1053352
110-04867,AMP,4.1381096
110-04867,MIDD,4.7817944
110-04867,PMP,2.7808204
110-04867,WE,4.0251196
110-04868,AMP,4.1672442
110-04868,MIDD,4.8354575
110-04868,PMP,2.7634468
110-04868,WE,4.0830469
110-04869,AMP,4.1672442
110-04869,MIDD,4.8354575
110-04869,PMP,2.7634468
110-04869,WE,4.0830469
110-04870,AMP,4.06165
110-04870,MIDD,4.7221523
110-04870,PMP,2.7499416
110-04870,WE,3.9876303
110-04871,AMP,4.0550137
110-04871,MIDD,4.7589078
110-04871,PMP,2.7446441
110-04871,WE,3.9964369
110-04872,AMP,4.4680309
110-04872,MIDD,5.1067869
110-04872,PMP,2.2705203
110-04872,WE,4.1268008
110-04873,AMP,4.4275126
110-04873,MIDD,5.0788887
110-04873,PMP,2.2702759
110-04873,WE,4.0942641
110-04874,AMP,4.4272327
110-04874,MIDD,5.0790417
110-04874,PMP,2.2702759
110-04874,WE,4.0942292
110-04875,AMP,4.4313952
110-04875,MIDD,5.1272669
110-04875,PMP,2.2723726
110-04875,WE,4.1281774
110-04876,AMP,4.4313952
110-04876,MIDD,5.1272669
110-04876,PMP,2.2723726
110-04876,WE,4.1281774
110-04877,AMP,4.4313952
110-04877,MIDD,5.1272669
110-04877,PMP,2.2723726
110-04877,WE,4.1281774
110-04878,AMP,4.5152001
110-04878,MIDD,5.2396051
110-04878,PMP,2.2752361
110-04878,WE,4.2494421
110-04879,AMP,4.4526644
110-04879,MIDD,5.0377398
110-04879,PMP,2.267853
110-04879,WE,4.0933475
110-04880,AMP,4.5171116
110-04880,MIDD,5.1172225
110-04880,PMP,2.2813375
110-04880,WE,4.2065514
110-04881,AMP,4.5057978
110-04881,MIDD,5.1046449
110-04881,PMP,2.2786255
110-04881,WE,4.1689948
110-04882,AMP,4.5057978
110-04882,MIDD,5.1046449
110-04882,PMP,2.2786255
110-04882,WE,4.1689948
110-04883,AMP,4.3918466
110-04883,MIDD,5.1371373
110-04883,PMP,2.2719215
110-04883,WE,4.1220549
110-04884,AMP,4.4246885
110-04884,MIDD,5.1017639
110-04884,PMP,2.2641793
110-04884,WE,4.0624841
110-04885,AMP,4.4601309
110-04885,MIDD,5.1040607
110-04885,PMP,2.2644893
110-04885,WE,4.0681398
110-04886,AMP,4.5686268
110-04886,MIDD,5.1142727
110-04886,PMP,2.268784
110-04886,WE,4.0915984
110-04887,AMP,4.399006
110-04887,MIDD,5.0571601
110-04887,PMP,2.264938
110-04887,WE,4.0436298
110-04888,AMP,4.4657665
110-04888,MIDD,5.0598741
110-04888,PMP,2.2639811
110-04888,WE,4.0492378
110-04889,AMP,12.8393109
110-04889,MIDD,12.3792586
110-04889,PMP,6.4918062
110-04889,WE,10.809057
110-04890,AMP,12.8847204
110-04890,MIDD,12.4956449
110-04890,PMP,6.5640388
110-04890,WE,11.1847946
110-04891,AMP,12.9127261
110-04891,MIDD,12.5752567
110-04891,PMP,6.5668936
110-04891,WE,11.1388006
110-04892,AMP,12.8795617
110-04892,MIDD,12.450909
110-04892,PMP,6.4052972
110-04892,WE,10.956319
110-04893,AMP,12.8935099
110-04893,MIDD,12.542866
110-04893,PMP,6.3907047
110-04893,WE,11.0344669
110-04894,AMP,12.9703309
110-04894,MIDD,12.6526658
110-04894,PMP,6.3852962
110-04894,WE,11.1331475
110-04895,AMP,12.8604422
110-04895,MIDD,12.4657762
110-04895,PMP,6.3826273
110-04895,WE,10.9407469
110-04896,AMP,12.910229
110-04896,MIDD,12.4813101
110-04896,PMP,6.353235
110-04896,WE,10.9367714
110-04897,AMP,12.9955936
110-04897,MIDD,12.4657643
110-04897,PMP,6.3421171
110-04897,WE,10.8678903
110-04898,AMP,13.0032446
110-04898,MIDD,12.4401905
110-04898,PMP,6.329911
110-04898,WE,10.8553887
110-04899,AMP,15.6841981
110-04899,MIDD,11.3654017
110-04899,PMP,5.6010227
110-04899,WE,10.6964664
110-04900,AMP,15.6801878
110-04900,MIDD,11.3427297
110-04900,PMP,5.6133732
110-04900,WE,10.618059
110-04901,AMP,15.6829344
110-04901,MIDD,11.3440986
110-04901,PMP,5.6163089
110-04901,WE,10.6078799
110-04902,AMP,15.6981766
110-04902,MIDD,11.1359949
110-04902,PMP,5.6107087
110-04902,WE,10.1291815
110-04903,AMP,6.8143702
110-04903,MIDD,5.8674037
110-04903,PMP,1.8947481
110-04903,WE,4.622177
110-04904,AMP,6.8009487
110-04904,MIDD,5.8705012
110-04904,PMP,1.9029392
110-04904,WE,4.6534958
110-04905,AMP,6.7628562
110-04905,MIDD,5.9178149
110-04905,PMP,1.9082029
110-04905,WE,4.7342843
110-04906,AMP,6.7598551
110-04906,MIDD,5.9241166
110-04906,PMP,1.9106755
110-04906,WE,4.737069
110-04907,AMP,6.7891606
110-04907,MIDD,5.9068795
110-04907,PMP,1.9139928
110-04907,WE,4.7352687
110-04910,AMP,8.5464974
110-04910,MIDD,7.5443385
110-04910,PMP,2.4639103
110-04910,WE,5.8198176
110-04911,AMP,8.5243084
110-04911,MIDD,7.3528384
110-04911,PMP,2.4657963
110-04911,WE,5.5321436
110-04912,AMP,8.5250618
110-04912,MIDD,7.3786186
110-04912,PMP,2.4776851
110-04912,WE,5.6454481
110-04913,AMP,8.5071893
110-04913,MIDD,7.4163581
110-04913,PMP,2.4614277
110-04913,WE,5.5989746
110-04914,AMP,8.6427004
110-04914,MIDD,7.6476229
110-04914,PMP,2.4085269
110-04914,WE,5.8748812
110-04925,AMP,16.6974023
110-04925,MIDD,15.3034941
110-04925,PMP,12.1130911
110-04925,WE,14.6504964
110-04926,AMP,16.6618092
110-04926,MIDD,15.361851
110-04926,PMP,12.214985
110-04926,WE,14.6699826
110-04943,AMP,2.7496318
110-04943,MIDD,4.6065382
110-04943,PMP,2.0206878
110-04943,WE,3.2646306
110-04944,AMP,2.761197
110-04944,MIDD,4.6050993
110-04944,PMP,2.0282547
110-04944,WE,3.2732392
110-04945,AMP,2.7564707
110-04945,MIDD,4.6032499
110-04945,PMP,2.0279412
110-04945,WE,3.2710241
110-04946,AMP,2.7564707
110-04946,MIDD,4.6032499
110-04946,PMP,2.0279412
110-04946,WE,3.2710241
110-04947,AMP,2.7160621
110-04947,MIDD,4.6186913
110-04947,PMP,2.0080295
110-04947,WE,3.2233885
110-04948,AMP,2.7077415
110-04948,MIDD,4.6191521
110-04948,PMP,2.0036396
110-04948,WE,3.2158202
110-04949,AMP,2.6927401
110-04949,MIDD,4.6155488
110-04949,PMP,1.999444
110-04949,WE,3.1913491
110-04950,AMP,2.6867507
110-04950,MIDD,4.6399862
110-04950,PMP,1.9834779
110-04950,WE,3.1693688
110-04951,AMP,2.6760215
110-04951,MIDD,4.6139282
110-04951,PMP,1.9851926
110-04951,WE,3.1513482
110-04953,AMP,13.1035717
110-04953,MIDD,11.7730495
110-04953,PMP,5.9203217
110-04953,WE,9.997603
110-04954,AMP,6.8992292
110-04954,MIDD,8.8743252
110-04954,PMP,3.4935086
110-04954,WE,6.4833493
110-04955,AMP,6.898583
110-04955,MIDD,8.8856418
110-04955,PMP,3.4981258
110-04955,WE,6.4894346
110-04956,AMP,6.7054471
110-04956,MIDD,8.8615321
110-04956,PMP,3.4736347
110-04956,WE,6.2725966
110-04957,AMP,6.7886425
110-04957,MIDD,8.8408104
110-04957,PMP,3.480053
110-04957,WE,6.2454809
110-04958,AMP,6.7966803
110-04958,MIDD,8.894438
110-04958,PMP,3.4751563
110-04958,WE,6.3981687
110-05007,AMP,23.7976338
110-05007,MIDD,24.260729
110-05007,PMP,21.8473415
110-05007,WE,23.4763856
110-05008,AMP,23.7976338
110-05008,MIDD,24.260729
110-05008,PMP,21.8473415
110-05008,WE,23.4763856
110-05009,AMP,19.1086978
110-05009,MIDD,20.9267612
110-05009,PMP,17.3493634
110-05009,WE,19.4159321
110-05010,AMP,16.7847239
110-05010,MIDD,19.4138575
110-05010,PMP,15.7339078
110-05010,WE,17.6261955
110-05011,AMP,16.7785881
110-05011,MIDD,19.4068613
110-05011,PMP,15.6731301
110-05011,WE,17.6051605
110-05012,AMP,17.2987762
110-05012,MIDD,19.5571522
110-05012,PMP,15.9578067
110-05012,WE,17.9640167
110-05017,AMP,16.9916033
110-05017,MIDD,19.3576521
110-05017,PMP,15.6836219
110-05017,WE,17.5548881
110-05018,AMP,16.9183969
110-05018,MIDD,19.383661
110-05018,PMP,15.6887031
110-05018,WE,17.5358989
110-05019,AMP,16.8451032
110-05019,MIDD,19.4206793
110-05019,PMP,15.8113868
110-05019,WE,17.5928999
110-05020,AMP,16.7789608
110-05020,MIDD,19.4377415
110-05020,PMP,15.6215098
110-05020,WE,17.4769676
110-05021,AMP,16.6110696
110-05021,MIDD,19.4047579
110-05021,PMP,15.5352789
110-05021,WE,17.3587193
110-05022,AMP,16.6110696
110-05022,MIDD,19.4047579
110-05022,PMP,15.5352789
110-05022,WE,17.3587193
110-05353,AMP,32.4282036
110-05353,MIDD,27.7829096
110-05353,PMP,30.8546195
110-05353,WE,29.799586
110-05354,AMP,32.5359536
110-05354,MIDD,27.8045072
110-05354,PMP,30.8619854
110-05354,WE,29.8765232
110-05355,AMP,32.5334197
110-05355,MIDD,27.7634887
110-05355,PMP,30.8831545
110-05355,WE,29.8572899
110-05356,AMP,22.4727444
110-05356,MIDD,23.372926
110-05356,PMP,22.9433185
110-05356,WE,23.02972
110-05357,AMP,22.5490252
