tmc,year,AMP Hour TMS,AMP TMS,AMP Lane TMS,AMP Hour Lane TMS,AMP Hour NPMRDS,AMP NPMRDS,AMP Lane NPMRDS,AMP Hour Lane NPMRDS,MIDD Hour TMS,MIDD TMS,MIDD Lane TMS,MIDD Hour Lane TMS,MIDD Hour NPMRDS,MIDD NPMRDS,MIDD Lane NPMRDS,MIDD Hour Lane NPMRDS,PMP Hour TMS,PMP TMS,PMP Lane TMS,PMP Hour Lane TMS,PMP Hour NPMRDS,PMP NPMRDS,PMP Lane NPMRDS,PMP Hour Lane NPMRDS,WE Hour TMS,WE TMS,WE Lane TMS,WE Hour Lane TMS,WE Hour NPMRDS,WE NPMRDS,WE Lane NPMRDS,WE Hour Lane NPMRDS
110+04904,2020,1119.887288,4479.549152,2239.774576,559.943644,1313.85945,5255.437798,2627.718899,656.9297248,898.00776,5388.04656,2694.02328,449.00388,1053.548865,6321.29319,3160.646595,526.7744325,879.040968,3516.163872,1758.081936,439.520484,1031.296895,4125.187578,2062.593789,515.6484473,955.9828271,13383.75958,6691.87979,477.9914136,1121.565612,15701.91857,7850.959285,560.7828061
110+04905,2017,1939.143166,7756.572663,3878.286332,969.5715829,1811.175512,7244.702046,3622.351023,905.5877558,1353.270828,8119.624968,4059.812484,676.635414,1263.965976,7583.795856,3791.897928,631.982988,1337.603054,5350.412214,2675.206107,668.8015268,1249.332147,4997.328588,2498.664294,624.6660735,1516.186418,21226.60985,10613.30493,758.0932089,1416.130464,19825.82649,9912.913245,708.0652318
110+04905,2018,1934.696117,7738.784469,3869.392235,967.3480586,1886.008604,7544.034414,3772.017207,943.0043018,1350.167364,8101.004184,4050.502092,675.083682,1316.189784,7897.138704,3948.569352,658.094892,1334.535521,5338.142082,2669.071041,667.2677603,1300.951323,5203.805292,2601.902646,650.4756615,1512.709339,21177.93074,10588.96537,756.3546693,1474.641315,20644.97841,10322.48921,737.3206575
110+04905,2019,1988.137373,7952.54949,3976.274745,994.0686863,1946.580471,7786.321884,3893.160942,973.2902355,1387.46244,8324.77464,4162.38732,693.73122,1358.461104,8150.766624,4075.383312,679.230552,1371.398805,5485.59522,2742.79761,685.6994025,1342.733238,5370.932952,2685.466476,671.366619,1554.494239,21762.91935,10881.45968,777.2471196,1522.001533,21308.02146,10654.01073,761.0007664
110+04905,2020,1619.262367,6477.049467,3238.524734,809.6311834,1959.461577,7837.846308,3918.923154,979.7307885,1130.035452,6780.212712,3390.106356,565.017726,1367.450448,8204.702688,4102.351344,683.725224,1116.952232,4467.808926,2233.904463,558.4761158,1351.618506,5406.474024,2703.237012,675.809253,1266.076508,17725.07111,8862.535555,633.0382539,1532.073073,21449.02302,10724.51151,766.0365364
110+04906,2017,2497.554446,9990.217782,3330.072594,832.5181485,2368.513366,9474.053463,3158.017821,789.5044553,1742.969592,10457.81755,3485.939183,580.9898639,1652.915628,9917.493768,3305.831256,550.971876,1722.789999,6891.159996,2297.053332,574.263333,1633.778654,6535.114614,2178.371538,544.5928845,1952.799666,27339.19533,9113.06511,650.9332221,1851.904418,25926.66185,8642.220617,617.3014726
110+04906,2018,2505.068425,10020.2737,3340.091233,835.0228083,2476.392629,9905.570514,3301.856838,825.4642095,1748.213377,10489.28026,3496.426753,582.7377922,1728.201383,10369.2083,3456.402767,576.0671278,1727.973072,6911.892288,2303.964096,575.991024,1708.192773,6832.771092,2277.590364,569.397591,1958.674731,27421.44624,9140.48208,652.8915771,1936.253565,27107.54991,9035.84997,645.417855
110+04906,2019,2563.416768,10253.66707,3417.889023,854.4722558,2513.809175,10055.2367,3351.745567,837.9363917,1788.932963,10733.59778,3577.865927,596.3109878,1754.313288,10525.87973,3508.626577,584.7710961,1768.221221,7072.884882,2357.628294,589.4070735,1734.002361,6936.009444,2312.003148,578.000787,2004.29641,28060.14974,9353.383247,668.0988033,1965.508991,27517.12587,9172.37529,655.1696636
110+04906,2020,2129.216153,8516.86461,2838.95487,709.7387175,2532.210755,10128.84302,3376.281007,844.0702517,1485.91716,8915.50296,2971.83432,495.30572,1767.155208,10602.93125,3534.310417,589.0517361,1468.713645,5874.85458,1958.28486,489.571215,1746.695601,6986.782404,2328.927468,582.231867,1664.801582,23307.22215,7769.07405,554.9338607,1979.896905,27718.55667,9239.51889,659.965635
110+04907,2017,3155.41093,12621.64372,4207.214573,1051.803643,2842.35405,11369.4162,3789.8054,947.45135,2202.068232,13212.40939,4404.136463,734.0227439,1983.595068,11901.57041,3967.190137,661.1983561,2176.573329,8706.293316,2902.097772,725.524443,1960.629584,7842.518334,2614.172778,653.5431945,2467.167602,34540.34643,11513.44881,822.3892007,2222.393211,31113.50495,10371.16832,740.7977369
110+04907,2018,3173.889185,12695.55674,4231.852247,1057.963062,3029.360108,12117.44043,4039.14681,1009.786703,2214.96366,13289.78196,4429.92732,738.32122,2114.10108,12684.60648,4228.20216,704.70036,2189.319458,8757.27783,2919.09261,729.7731525,2089.624635,8358.49854,2786.16618,696.541545,2481.615466,34742.61653,11580.87218,827.2051555,2368.610389,33160.54545,11053.51515,789.5367964
110+04907,2019,3239.061448,12956.24579,4318.748597,1079.687149,3141.609745,12566.43898,4188.812993,1047.203248,2260.44546,13562.67276,4520.89092,753.48182,2192.436792,13154.62075,4384.873583,730.8122639,2234.274683,8937.09873,2979.03291,744.7582275,2167.053399,8668.213596,2889.404532,722.351133,2532.572663,35456.01728,11818.67243,844.1908876,2456.376666,34389.27333,11463.09111,818.7922221
110+04907,2020,2784.235728,11136.94291,3712.314303,928.0785758,3143.066538,12572.26615,4190.755383,1047.688846,1943.036003,11658.21602,3886.072007,647.6786678,2193.453443,13160.72066,4386.906887,731.1511478,1920.540101,7682.160402,2560.720134,640.1800335,2168.058281,8672.233122,2890.744374,722.6860935,2176.951381,30477.31934,10159.10645,725.6504605,2457.51571,34405.21994,11468.40665,819.1719033
110+04908,2017,3848.76713,15395.06852,5131.689507,1282.922377,3510.178058,14040.71223,4680.23741,1170.059353,2685.941077,16115.64646,5371.882153,895.3136922,2449.649748,14697.89849,4899.299497,816.5499161,2654.844035,10619.37614,3539.792047,884.9480117,2421.288419,9685.153674,3228.384558,807.0961395,3009.292223,42130.09112,14043.36371,1003.097408,2744.5546,38423.7644,12807.92147,914.8515333
110+04908,2018,3851.987408,15407.94963,5135.98321,1283.995803,3681.23608,14724.94432,4908.314773,1227.078693,2688.188412,16129.13047,5376.376823,896.0628039,2569.026097,15414.15658,5138.052193,856.3420322,2657.065353,10628.26141,3542.753803,885.6884508,2539.282663,10157.13065,3385.710217,846.4275542,3011.810108,42165.34151,14055.11384,1003.936703,2878.302253,40296.23154,13432.07718,959.4340843
110+04908,2019,3914.09274,15656.37096,5218.79032,1304.69758,3804.833358,15219.33343,5073.111143,1268.277786,2731.529892,16389.17935,5463.059783,910.5099639,2655.280992,15931.68595,5310.561983,885.0936639,2699.905038,10799.62015,3599.873383,899.9683458,2624.538925,10498.1557,3499.385233,874.8463083,3060.369319,42845.17046,14281.72349,1020.123106,2974.941077,41649.17508,13883.05836,991.6470257
110+04908,2020,3437.875183,13751.50073,4583.833577,1145.958394,3829.67549,15318.70196,5106.233987,1276.558497,2399.191703,14395.15022,4798.383407,799.7305678,2672.617583,16035.7055,5345.235167,890.8725278,2371.414563,9485.658252,3161.886084,790.471521,2641.674798,10566.69919,3522.233063,880.5582658,2688.022086,37632.30921,12544.10307,896.0073621,2994.364761,41921.10666,13973.70222,998.1215871
110+04911,2017,2600.263065,10401.05226,3467.01742,866.754355,2456.615165,9826.460658,3275.486886,818.8717215,1418.060794,8508.364762,2836.121587,472.6869312,1339.722006,8038.332036,2679.444012,446.574002,1430.036503,5720.146012,1906.715337,476.6788343,1351.036134,5404.144536,1801.381512,450.345378,1759.254503,24629.56304,8209.854347,586.4181676,1662.066945,23268.93723,7756.31241,554.022315
110+04911,2018,2556.7228,10226.8912,3408.963733,852.2409333,2489.226648,9956.906591,3318.968864,829.7422159,1394.315988,8365.895926,2788.631975,464.7719959,1357.50677,8145.040622,2715.013541,452.5022568,1406.091169,5624.364676,1874.788225,468.6970563,1368.971093,5475.884372,1825.294791,456.3236977,1729.796558,24217.15181,8072.383937,576.5988526,1684.130828,23577.83159,7859.277197,561.3769426
110+04911,2019,2595.27954,10381.11816,3460.37272,865.09318,2638.994665,10555.97866,3518.659553,879.6648883,1415.343015,8492.058088,2830.686029,471.7810049,1439.183181,8635.099088,2878.366363,479.7277271,1427.295772,5709.183088,1903.061029,475.7652573,1451.337272,5805.349088,1935.116363,483.7790907,1755.88281,24582.35934,8194.11978,585.29427,1785.45906,24996.42684,8332.14228,595.15302
110+04911,2020,2159.439745,8637.758979,2879.252993,719.8132483,2700.370703,10801.48281,3600.49427,900.1235675,1177.656553,7065.939318,2355.313106,392.5521843,1472.654775,8835.928652,2945.309551,490.8849251,1187.602017,4750.408068,1583.469356,395.867339,1485.091538,5940.366152,1980.122051,495.0305127,1461.007598,20454.10637,6818.035457,487.0025326,1826.984115,25577.77761,8525.92587,608.994705
110+04912,2017,2483.49282,9933.97128,3311.32376,827.83094,2304.267063,9217.06825,3072.356083,768.0890208,1331.175396,7987.052376,2662.350792,443.725132,1235.108713,7410.652275,2470.217425,411.7029042,1302.687072,5210.748288,1736.916096,434.229024,1208.6763,4834.7052,1611.5684,402.8921,1652.269424,23131.77194,7710.590647,550.7564748,1533.030409,21462.42573,7154.14191,511.0101364
110+04912,2018,2475.146303,9900.58521,3300.19507,825.0487675,2365.38511,9461.54044,3153.846813,788.4617033,1326.701585,7960.209507,2653.403169,442.2338615,1267.868558,7607.211348,2535.737116,422.6228527,1298.309004,5193.236016,1731.078672,432.769668,1240.735056,4962.940224,1654.313408,413.578352,1646.716481,23054.03073,7684.67691,548.9054936,1573.692286,22031.69201,7343.897337,524.5640955
110+04912,2019,2512.481263,10049.92505,3349.975017,837.4937542,2507.724645,10030.89858,3343.63286,835.908215,1346.713473,8080.280835,2693.426945,448.9044908,1344.163881,8064.983286,2688.327762,448.054627,1317.89262,5271.57048,1757.19016,439.29754,1315.397592,5261.590368,1753.863456,438.465864,1671.555455,23401.77637,7800.592123,557.1851517,1668.390874,23357.47223,7785.824077,556.1302912
110+04912,2020,2090.488518,8361.95407,2787.318023,696.8295058,2566.06052,10264.24208,3421.414027,855.3535067,1120.521412,6723.128469,2241.042823,373.5071372,1375.432456,8252.594736,2750.864912,458.4774853,1096.541268,4386.165072,1462.055024,365.513756,1345.996992,5383.987968,1794.662656,448.665664,1390.803401,19471.24761,6490.41587,463.6011336,1707.20177,23900.82478,7966.941593,569.0672567
110+04913,2017,2376.534989,9506.139956,3168.713319,792.1783297,2169.437459,8677.749836,2892.583279,723.1458197,1238.547071,7431.282428,2477.094143,412.8490238,1130.616811,6783.700868,2261.233623,376.8722704,1306.04147,5224.16588,1741.388627,435.3471567,1192.22957,4768.91828,1589.639427,397.4098567,1582.97059,22161.58826,7387.196087,527.6568633,1445.026356,20230.36898,6743.456327,481.6754519
110+04913,2018,2420.951959,9683.807837,3227.935946,806.9839864,2226.661777,8906.647106,2968.882369,742.2205922,1261.695272,7570.171631,2523.390544,420.5650906,1160.439646,6962.637878,2320.879293,386.8132154,1330.451128,5321.80451,1773.934837,443.4837092,1223.677595,4894.71038,1631.570127,407.8925317,1612.555999,22575.78398,7525.261327,537.5186662,1483.142526,20763.99536,6921.331787,494.3808419
110+04913,2019,2457.466524,9829.866095,3276.622032,819.1555079,2360.366849,9441.467394,3147.155798,786.7889495,1280.725081,7684.350485,2561.450162,426.9083603,1230.120937,7380.725622,2460.241874,410.0403123,1350.517963,5402.07185,1800.690617,450.1726542,1297.156155,5188.62462,1729.54154,432.385385,1636.877745,22916.28843,7638.76281,545.625915,1572.20126,22010.81764,7336.939213,524.0670867
110+04913,2020,2044.72478,8178.899119,2726.299706,681.5749266,2415.047863,9660.191452,3220.063817,805.0159543,1065.621966,6393.731797,2131.243932,355.2073221,1258.618313,7551.709876,2517.236625,419.5394376,1123.692843,4494.77137,1498.257123,374.5642808,1327.20649,5308.82596,1769.608653,442.4021633,1361.957306,19067.40229,6355.800763,453.9857688,1608.623378,22520.72729,7506.909097,536.2077926
110+04914,2017,2400.532153,9602.12861,4801.064305,1200.266076,2010.461848,8041.847392,4020.923696,1005.230924,1431.020546,8586.123275,4293.061638,715.5102729,1198.489347,7190.93608,3595.46804,599.2446733,1349.009358,5396.03743,2698.018715,674.5046788,1129.804424,4519.217696,2259.608848,564.902212,1684.592094,23584.28932,11792.14466,842.2960471,1410.857226,19752.00117,9876.000585,705.4286132
110+04914,2018,2279.276604,9117.106414,4558.553207,1139.638302,2226.928013,8907.712052,4453.856026,1113.464007,1358.736914,8152.421485,4076.210743,679.3684571,1327.530538,7965.18323,3982.591615,663.7652692,1280.868271,5123.473082,2561.736541,640.4341353,1251.450319,5005.801276,2502.900638,625.7251595,1599.50007,22393.00098,11196.50049,799.750035,1562.76404,21878.69656,10939.34828,781.38202
110+04914,2019,2313.686962,9254.747848,4627.373924,1156.843481,2360.516097,9442.064386,4721.032193,1180.258048,1379.249837,8275.49902,4137.74951,689.6249183,1407.165919,8442.995515,4221.497758,703.5829596,1300.205606,5200.822424,2600.411212,650.102803,1326.52183,5306.087318,2653.043659,663.2609148,1623.647806,22731.06929,11365.53465,811.8239032,1656.510516,23191.14722,11595.57361,828.2552579
110+04914,2020,1925.082763,7700.331052,3850.165526,962.5413815,2415.106966,9660.427864,4830.213932,1207.553483,1147.592622,6885.55573,3442.777865,573.7963108,1439.708977,8638.25386,4319.12693,719.8544883,1081.824569,4327.298276,2163.649138,540.9122845,1357.199858,5428.799432,2714.399716,678.599929,1350.94179,18913.18506,9456.59253,675.470895,1694.820083,23727.48116,11863.74058,847.4100414
110+04915,2017,2240.080388,8960.321552,4480.160776,1120.040194,2057.71198,8230.84792,4115.42396,1028.85599,1331.556105,7989.336628,3994.668314,665.7780523,1223.152063,7338.91238,3669.45619,611.5760317,1258.312055,5033.24822,2516.62411,629.1560275,1155.870925,4623.4837,2311.74185,577.9354625,1570.2076,21982.9064,10991.4532,785.1038,1442.374571,20193.244,10096.622,721.1872857
110+04915,2018,2142.048701,8568.194804,4284.097402,1071.024351,2082.934987,8331.739948,4165.869974,1041.467494,1273.28378,7639.702681,3819.851341,636.6418901,1238.145208,7428.871247,3714.435624,619.0726039,1203.245079,4812.980315,2406.490158,601.6225394,1170.039351,4680.157405,2340.078703,585.0196756,1501.491271,21020.8778,10510.4389,750.7456357,1460.0549,20440.7686,10220.3843,730.02745
110+04915,2019,2174.379222,8697.516888,4348.758444,1087.189611,2208.009898,8832.039592,4416.019796,1104.004949,1292.501797,7755.010782,3877.505391,646.2508985,1312.492656,7874.955938,3937.477969,656.2463282,1221.405983,4885.62393,2442.811965,610.7029913,1240.297218,4961.18887,2480.594435,620.1486088,1524.153686,21338.1516,10669.0758,762.0768429,1547.727457,21668.1844,10834.0922,773.8637286
110+04915,2020,1809.122344,7236.489376,3618.244688,904.561172,2259.149328,9036.597312,4518.298656,1129.574664,1075.384577,6452.307464,3226.153732,537.6922887,1342.891128,8057.346768,4028.673384,671.445564,1016.23159,4064.92636,2032.46318,508.115795,1269.02358,5076.09432,2538.04716,634.51179,1268.123086,17753.7232,8876.8616,634.0615429,1583.574171,22170.0384,11085.0192,791.7870857
110+04925,2017,2589.68864,10358.75456,3452.918187,863.2295467,2486.568896,9946.275584,3315.425195,828.8562987,3026.897225,18161.38335,6053.79445,1008.965742,2906.368115,17438.20869,5812.73623,968.7893717,2728.969458,10915.87783,3638.625943,909.6564858,2620.30364,10481.21456,3493.738187,873.4345467,2816.858267,39436.01574,13145.33858,938.9527557,2704.692774,37865.69884,12621.89961,901.5642581
110+04925,2018,2556.535745,10226.14298,3408.714327,852.1785817,2588.112353,10352.44941,3450.81647,862.7041175,2988.147235,17928.88341,5976.29447,996.0490783,3025.054818,18150.32891,6050.109637,1008.351606,2694.033505,10776.13402,3592.044673,898.0111683,2727.308393,10909.23357,3636.41119,909.1027975,2780.797171,38931.1604,12977.05347,926.9323905,2815.143706,39412.01188,13137.33729,938.3812352
110+04925,2019,2596.55312,10386.21248,3462.070827,865.5177067,2635.502688,10542.01075,3514.003583,878.5008958,3034.920613,18209.52368,6069.841227,1011.640204,3080.445908,18482.67545,6160.891817,1026.815303,2736.20313,10944.81252,3648.27084,912.06771,2777.247515,11108.99006,3702.996687,925.7491717,2824.324905,39540.54867,13180.18289,941.441635,2866.691161,40133.67626,13377.89209,955.5637205
110+04925,2020,2198.15904,8792.63616,2930.87872,732.71968,2606.773568,10427.09427,3475.69809,868.9245225,2569.266975,15415.60185,5138.53395,856.422325,3046.866545,18281.19927,6093.73309,1015.622182,2316.382283,9265.52913,3088.50971,772.1274275,2746.973263,10987.89305,3662.631017,915.6577542,2390.983367,33473.76714,11157.92238,796.9944557,2835.441899,39696.18659,13232.0622,945.1472998
110+04926,2017,3284.91567,13139.66268,4379.88756,1094.97189,3177.65835,12710.6334,4236.8778,1059.21945,3581.459027,21488.75416,7162.918053,1193.819676,3464.51913,20787.11478,6929.03826,1154.83971,3169.822163,12679.28865,4226.42955,1056.607388,3066.322815,12265.29126,4088.43042,1022.107605,3379.121821,47307.70549,15769.23516,1126.37394,3268.788531,45763.03944,15254.34648,1089.596177
110+04926,2018,3201.80193,12807.20772,4269.06924,1067.26731,3051.225045,12204.90018,4068.30006,1017.075015,3490.842253,20945.05352,6981.684507,1163.614084,3326.672152,19960.03291,6653.344303,1108.890717,3089.620478,12358.48191,4119.49397,1029.873493,2944.31935,11777.2774,3925.759133,981.4397833,3293.624511,46110.74315,15370.24772,1097.874837,3138.729321,43942.21049,14647.4035,1046.243107
110+04926,2019,3182.198625,12728.7945,4242.9315,1060.732875,3356.758845,13427.03538,4475.67846,1118.919615,3469.469275,20816.81565,6938.93855,1156.489758,3659.787792,21958.72675,7319.575583,1219.929264,3070.704013,12282.81605,4094.272017,1023.568004,3239.14817,12956.59268,4318.864227,1079.716057,3273.459014,45828.4262,15276.14207,1091.153005,3453.025344,48342.35481,16114.11827,1151.008448
110+04926,2020,2750.819085,11003.27634,3667.75878,916.939695,3280.53564,13122.14256,4374.04752,1093.51188,2999.147263,17994.88358,5998.294527,999.7157544,3576.683592,21460.10155,7153.367183,1192.227864,2654.438708,10617.75483,3539.25161,884.8129025,3165.595595,12662.38238,4220.794127,1055.198532,2829.708196,39615.91474,13205.30491,943.2360652,3374.616179,47244.6265,15748.20883,1124.87206
110+04927,2017,4371.824125,17487.2965,5829.098833,1457.274708,4176.60167,16706.40668,5568.802227,1392.200557,4139.297515,24835.78509,8278.59503,1379.765838,3954.458467,23726.7508,7908.916933,1318.152822,3788.516695,15154.06678,5051.355593,1262.838898,3619.341655,14477.36662,4825.788873,1206.447218,4105.510598,57477.14837,19159.04946,1368.503533,3922.180293,54910.5241,18303.50803,1307.393431
110+04927,2018,4323.807318,17295.22927,5765.076423,1441.269106,3516.069398,14064.27759,4688.09253,1172.023133,4093.834605,24563.00763,8187.66921,1364.611535,3329.058285,19974.34971,6658.11657,1109.686095,3746.906495,14987.62598,4995.875327,1248.968832,3046.940415,12187.76166,4062.58722,1015.646805,4060.418777,56845.86288,18948.62096,1353.472926,3301.884926,46226.38896,15408.79632,1100.628309
110+04927,2019,4337.632945,17350.53178,5783.510593,1445.877648,4314.399008,17257.59603,5752.53201,1438.133003,4106.924882,24641.54929,8213.849763,1368.974961,4084.926698,24509.56019,8169.853397,1361.642233,3758.887448,15035.54979,5011.84993,1252.962483,3738.75348,14955.01392,4985.00464,1246.25116,4073.402204,57027.63086,19009.21029,1357.800735,4051.583581,56722.17014,18907.39005,1350.52786
110+04927,2020,3770.20853,15080.83412,5026.944707,1256.736177,4275.04473,17100.17892,5700.05964,1425.01491,3569.68038,21418.08228,7139.36076,1189.89346,4047.66558,24285.99348,8095.33116,1349.22186,3267.17122,13068.68488,4356.228293,1089.057073,3704.65002,14818.60008,4939.53336,1234.88334,3540.542949,49567.60128,16522.53376,1180.180983,4014.626606,56204.77248,18734.92416,1338.208869
110+04944,2017,5408.53612,21634.14448,7211.381493,1802.845373,3907.877398,15631.50959,5210.503197,1302.625799,4494.35337,26966.12022,8988.70674,1498.11779,3247.344857,19484.06914,6494.689713,1082.448286,4898.92742,19595.70968,6531.903227,1632.975807,3539.66532,14158.66128,4719.55376,1179.88844,4871.141026,68195.97437,22731.99146,1623.713675,3519.588571,49274.24,16424.74667,1173.19619
110+04944,2018,5402.025068,21608.10027,7202.70009,1800.675023,3885.088718,15540.35487,5180.11829,1295.029573,4488.942855,26933.65713,8977.88571,1496.314285,3228.408055,19370.44833,6456.81611,1076.136018,4893.02986,19572.11944,6524.039813,1631.009953,3519.02386,14076.09544,4692.031813,1173.007953,4865.276917,68113.87684,22704.62561,1621.758972,3499.064189,48986.89864,16328.96621,1166.35473
110+04944,2019,5488.538928,21954.15571,7318.051903,1829.512976,5256.842485,21027.36994,7009.123313,1752.280828,4560.83363,27365.00178,9121.66726,1520.277877,4368.29989,26209.79934,8736.59978,1456.099963,4971.39212,19885.56848,6628.522827,1657.130707,4761.52682,19046.10728,6348.702427,1587.175607,4943.194711,69204.72596,23068.24199,1647.73157,4734.519754,66283.27655,22094.42552,1578.173251
110+04944,2020,4344.949013,17379.79605,5793.26535,1448.316338,5264.115468,21056.46187,7018.820623,1754.705156,3610.540043,21663.24026,7221.080087,1203.513348,4374.34355,26246.0613,8748.6871,1458.114517,3935.55472,15742.21888,5247.406293,1311.851573,4768.11452,19072.45808,6357.486027,1589.371507,3913.232513,54785.25518,18261.75173,1304.410838,4741.070089,66374.98124,22124.99375,1580.356696
110+04945,2017,4309.068965,17236.27586,5745.425287,1436.356322,3926.163753,15704.65501,5234.885003,1308.721251,3580.724653,21484.34792,7161.449307,1193.574884,3262.540343,19575.24206,6525.080687,1087.513448,3903.0554,15612.2216,5204.073867,1301.018467,3556.22868,14224.91472,4741.63824,1185.40956,3880.917527,54332.84538,18110.94846,1293.639176,3536.057986,49504.8118,16501.60393,1178.685995
110+04945,2018,4293.830335,17175.32134,5725.107113,1431.276778,4085.684503,16342.73801,5447.579337,1361.894834,3568.061747,21408.37048,7136.123493,1189.353916,3395.097953,20370.58772,6790.195907,1131.699318,3889.2526,15557.0104,5185.670133,1296.417533,3700.7189,14802.8756,4934.291867,1233.572967,3867.193016,54140.70222,18046.90074,1289.064339,3679.728666,51516.20133,17172.06711,1226.576222
110+04945,2019,4342.386153,17369.54461,5789.848203,1447.462051,4191.80078,16767.20312,5589.067707,1397.266927,3608.410372,21650.46223,7216.820743,1202.803457,3483.27783,20899.66698,6966.55566,1161.09261,3933.23334,15732.93336,5244.31112,1311.07778,3796.83658,15187.34632,5062.448773,1265.612193,3910.9243,54752.9402,18250.98007,1303.641433,3775.301174,52854.21643,17618.07214,1258.433725
110+04945,2020,3392.603903,13570.41561,4523.47187,1130.867968,4186.05166,16744.20664,5581.402213,1395.350553,2819.165935,16914.99561,5638.33187,939.7219783,3478.500462,20871.00277,6957.000923,1159.500154,3072.94246,12291.76984,4097.256613,1024.314153,3791.62916,15166.51664,5055.505547,1263.876387,3055.512933,42777.18106,14259.06035,1018.504311,3770.123289,52781.72605,17593.90868,1256.707763
110+04946,2017,4309.068965,17236.27586,5745.425287,1436.356322,3926.163753,15704.65501,5234.885003,1308.721251,3580.724653,21484.34792,7161.449307,1193.574884,3262.540343,19575.24206,6525.080687,1087.513448,3903.0554,15612.2216,5204.073867,1301.018467,3556.22868,14224.91472,4741.63824,1185.40956,3880.917527,54332.84538,18110.94846,1293.639176,3536.057986,49504.8118,16501.60393,1178.685995
110+04946,2018,4293.830335,17175.32134,5725.107113,1431.276778,4085.684503,16342.73801,5447.579337,1361.894834,3568.061747,21408.37048,7136.123493,1189.353916,3395.097953,20370.58772,6790.195907,1131.699318,3889.2526,15557.0104,5185.670133,1296.417533,3700.7189,14802.8756,4934.291867,1233.572967,3867.193016,54140.70222,18046.90074,1289.064339,3679.728666,51516.20133,17172.06711,1226.576222
110+04946,2019,4342.386153,17369.54461,5789.848203,1447.462051,4191.80078,16767.20312,5589.067707,1397.266927,3608.410372,21650.46223,7216.820743,1202.803457,3483.27783,20899.66698,6966.55566,1161.09261,3933.23334,15732.93336,5244.31112,1311.07778,3796.83658,15187.34632,5062.448773,1265.612193,3910.9243,54752.9402,18250.98007,1303.641433,3775.301174,52854.21643,17618.07214,1258.433725
110+04946,2020,3392.603903,13570.41561,4523.47187,1130.867968,4186.05166,16744.20664,5581.402213,1395.350553,2819.165935,16914.99561,5638.33187,939.7219783,3478.500462,20871.00277,6957.000923,1159.500154,3072.94246,12291.76984,4097.256613,1024.314153,3791.62916,15166.51664,5055.505547,1263.876387,3055.512933,42777.18106,14259.06035,1018.504311,3770.123289,52781.72605,17593.90868,1256.707763
110+04947,2017,3858.421115,15433.68446,5144.561487,1286.140372,3709.775208,14839.10083,4946.366943,1236.591736,3206.247968,19237.48781,6412.495937,1068.749323,3082.72707,18496.36242,6165.45414,1027.57569,3494.86896,13979.47584,4659.82528,1164.95632,3360.22892,13440.91568,4480.305227,1120.076307,3475.046294,48650.64811,16216.8827,1158.348765,3341.169923,46776.37892,15592.12631,1113.723308
110+04947,2018,3830.575983,15322.30393,5107.434643,1276.858661,3858.836715,15435.34686,5145.11562,1286.278905,3183.109383,19098.6563,6366.218767,1061.036461,3206.59332,19239.55992,6413.18664,1068.86444,3469.64748,13878.58992,4626.19664,1156.54916,3495.2454,13980.9816,4660.3272,1165.0818,3449.967869,48299.55016,16099.85005,1149.98929,3475.420599,48655.88838,16218.62946,1158.473533
110+04947,2019,3888.067178,15552.26871,5184.08957,1296.022393,3953.454755,15813.81902,5271.273007,1317.818252,3230.883077,19385.29846,6461.766153,1076.961026,3285.218458,19711.31075,6570.436917,1095.072819,3521.72168,14086.88672,4695.628907,1173.907227,3580.94824,14323.79296,4774.597653,1193.649413,3501.746707,49024.4539,16341.48463,1167.248902,3560.637338,49848.92273,16616.30758,1186.879113
110+04947,2020,2946.80471,11787.21884,3929.072947,982.2682367,3932.397738,15729.59095,5243.196983,1310.799246,2448.718357,14692.31014,4897.436713,816.2394522,3267.720623,19606.32374,6535.441247,1089.240208,2669.14782,10676.59128,3558.86376,889.71594,3561.87528,14247.50112,4749.16704,1187.29176,2654.008589,37156.12025,12385.37342,884.6695298,3541.672559,49583.41582,16527.80527,1180.55752
110+04948,2017,3858.421115,15433.68446,5144.561487,1286.140372,3709.775208,14839.10083,4946.366943,1236.591736,3206.247968,19237.48781,6412.495937,1068.749323,3082.72707,18496.36242,6165.45414,1027.57569,3494.86896,13979.47584,4659.82528,1164.95632,3360.22892,13440.91568,4480.305227,1120.076307,3475.046294,48650.64811,16216.8827,1158.348765,3341.169923,46776.37892,15592.12631,1113.723308
110+04948,2018,3830.575983,15322.30393,5107.434643,1276.858661,3858.836715,15435.34686,5145.11562,1286.278905,3183.109383,19098.6563,6366.218767,1061.036461,3206.59332,19239.55992,6413.18664,1068.86444,3469.64748,13878.58992,4626.19664,1156.54916,3495.2454,13980.9816,4660.3272,1165.0818,3449.967869,48299.55016,16099.85005,1149.98929,3475.420599,48655.88838,16218.62946,1158.473533
110+04948,2019,3888.067178,15552.26871,5184.08957,1296.022393,3953.454755,15813.81902,5271.273007,1317.818252,3230.883077,19385.29846,6461.766153,1076.961026,3285.218458,19711.31075,6570.436917,1095.072819,3521.72168,14086.88672,4695.628907,1173.907227,3580.94824,14323.79296,4774.597653,1193.649413,3501.746707,49024.4539,16341.48463,1167.248902,3560.637338,49848.92273,16616.30758,1186.879113
