tmc,year,AMP Hour TMS,AMP TMS,AMP Lane TMS,AMP Hour Lane TMS,AMP Hour NPMRDS,AMP NPMRDS,AMP Lane NPMRDS,AMP Hour Lane NPMRDS,MIDD Hour TMS,MIDD TMS,MIDD Lane TMS,MIDD Hour Lane TMS,MIDD Hour NPMRDS,MIDD NPMRDS,MIDD Lane NPMRDS,MIDD Hour Lane NPMRDS,PMP Hour TMS,PMP TMS,PMP Lane TMS,PMP Hour Lane TMS,PMP Hour NPMRDS,PMP NPMRDS,PMP Lane NPMRDS,PMP Hour Lane NPMRDS,WE Hour TMS,WE TMS,WE Lane TMS,WE Hour Lane TMS,WE Hour NPMRDS,WE NPMRDS,WE Lane NPMRDS,WE Hour Lane NPMRDS
110N05478,2018,640.284744,2561.138976,1280.569488,320.142372,654.199568,2616.798272,1308.399136,327.099784,1016.575139,6099.450831,3049.725416,508.2875693,1038.667597,6232.005582,3116.002791,519.3337985,1040.585027,4162.340109,2081.170055,520.2925136,1063.199275,4252.797098,2126.398549,531.5996373,915.9235657,12822.92992,6411.46496,457.9617829,935.8286393,13101.60095,6550.800475,467.9143196
110N05478,2019,660.284768,2641.139072,1320.569536,330.142384,661.623512,2646.494048,1323.247024,330.811756,1048.329022,6289.974132,3144.987066,524.164511,1050.454536,6302.727213,3151.363607,525.2272678,1073.088887,4292.355548,2146.177774,536.5444435,1075.264602,4301.058407,2150.529204,537.6323009,944.5334821,13223.46875,6611.734375,472.2667411,946.4485479,13250.27967,6625.139835,473.2242739
110N05478,2020,579.51388,2318.05552,1159.02776,289.75694,663.976456,2655.905824,1327.952912,331.988228,920.0897075,5520.538245,2760.269123,460.0448538,1054.190287,6325.141719,3162.57086,527.0951433,941.8207638,3767.283055,1883.641528,470.9103819,1079.088585,4316.354341,2158.177171,539.5442926,828.9912014,11605.87682,5802.93841,414.4956007,949.81442,13297.40188,6648.70094,474.90721
110N05479,2017,557.1494865,2228.597946,1114.298973,278.5747433,555.5026655,2222.010662,1111.005331,277.7513328,997.183368,5983.100208,2991.550104,498.591684,994.235896,5965.415376,2982.707688,497.117948,943.072758,3772.291032,1886.145516,471.536379,940.285226,3761.140904,1880.570452,470.142613,855.9992279,11983.98919,5991.994595,427.9996139,853.4690671,11948.56694,5974.28347,426.7345336
110N05479,2018,559.4325793,2237.730317,1118.865159,279.7162896,574.590818,2298.363272,1149.181636,287.295409,1001.269636,6007.617816,3003.808908,500.634818,1028.399776,6170.398656,3085.199328,514.199888,946.937291,3787.749164,1893.874582,473.4686455,972.595256,3890.381024,1945.190512,486.297628,859.50695,12033.0973,6016.54865,429.753475,882.795925,12359.14295,6179.571475,441.3979625
110N05479,2019,577.585038,2310.340152,1155.170076,288.792519,577.135905,2308.54362,1154.27181,288.5679525,1033.758816,6202.552896,3101.276448,516.879408,1032.95496,6197.72976,3098.86488,516.47748,977.663496,3910.653984,1955.326992,488.831748,976.90326,3907.61304,1953.80652,488.45163,887.3962164,12423.54703,6211.773515,443.6981082,886.7061729,12413.88642,6206.94321,443.3530864
110N05479,2020,508.6805503,2034.722201,1017.361101,254.3402751,574.6656735,2298.662694,1149.331347,287.3328368,910.433908,5462.603448,2731.301724,455.216954,1028.533752,6171.202512,3085.601256,514.266876,861.030623,3444.122492,1722.061246,430.5153115,972.721962,3890.887848,1945.443924,486.360981,781.53201,10941.44814,5470.72407,390.766005,882.9109321,12360.75305,6180.376525,441.4554661
110N05480,2017,557.1494865,2228.597946,1114.298973,278.5747433,551.9096015,2207.638406,1103.819203,275.9548008,997.183368,5983.100208,2991.550104,498.591684,987.805048,5926.830288,2963.415144,493.902524,943.072758,3772.291032,1886.145516,471.536379,934.203338,3736.813352,1868.406676,467.101669,855.9992279,11983.98919,5991.994595,427.9996139,847.9487179,11871.28205,5935.641025,423.9743589
110N05480,2018,559.4325793,2237.730317,1118.865159,279.7162896,572.644575,2290.5783,1145.28915,286.3222875,1001.269636,6007.617816,3003.808908,500.634818,1024.9164,6149.4984,3074.7492,512.4582,946.937291,3787.749164,1893.874582,473.4686455,969.3009,3877.2036,1938.6018,484.65045,859.50695,12033.0973,6016.54865,429.753475,879.8057357,12317.2803,6158.64015,439.9028679
110N05480,2019,577.585038,2310.340152,1155.170076,288.792519,574.3662515,2297.465006,1148.732503,287.1831258,1033.758816,6202.552896,3101.276448,516.879408,1027.997848,6167.987088,3083.993544,513.998924,977.663496,3910.653984,1955.326992,488.831748,972.215138,3888.860552,1944.430276,486.107569,887.3962164,12423.54703,6211.773515,443.6981082,882.4509036,12354.31265,6177.156325,441.2254518
110N05480,2020,508.6805503,2034.722201,1017.361101,254.3402751,571.5217425,2286.08697,1143.043485,285.7608713,910.433908,5462.603448,2731.301724,455.216954,1022.90676,6137.44056,3068.72028,511.45338,861.030623,3444.122492,1722.061246,430.5153115,967.40031,3869.60124,1934.80062,483.700155,781.53201,10941.44814,5470.72407,390.766005,878.0806264,12293.12877,6146.564385,439.0403132
110N05481,2017,650.3771775,2601.50871,1300.754355,325.1885888,589.6797,2358.7188,1179.3594,294.83985,1030.863851,6185.183104,3092.591552,515.4319253,934.6568533,5607.94112,2803.97056,467.3284267,981.660276,3926.641104,1963.320552,490.830138,890.04528,3560.18112,1780.09056,445.02264,908.0952086,12713.33292,6356.66646,454.0476043,823.3457886,11526.84104,5763.42052,411.6728943
110N05481,2018,649.30653,2597.22612,1298.61306,324.653265,609.8161088,2439.264435,1219.632218,304.9080544,1029.166848,6175.001088,3087.500544,514.583424,966.5735573,5799.441344,2899.720672,483.2867787,980.044272,3920.177088,1960.088544,490.022136,920.438586,3681.754344,1840.877172,460.219293,906.6003071,12692.4043,6346.20215,453.3001536,851.4614371,11920.46012,5960.23006,425.7307186
110N05481,2019,670.06062,2680.24248,1340.12124,335.03031,613.39866,2453.59464,1226.79732,306.69933,1062.062592,6372.375552,3186.187776,531.031296,972.2519893,5833.511936,2916.755968,486.1259947,1011.369888,4045.479552,2022.739776,505.684944,925.845984,3703.383936,1851.691968,462.922992,935.5783986,13098.09758,6549.04879,467.7891993,856.4636079,11990.49051,5995.245255,428.2318039
110N05481,2020,590.7915263,2363.166105,1181.583053,295.3957631,614.38695,2457.5478,1228.7739,307.193475,936.4191253,5618.514752,2809.257376,468.2095627,973.8184533,5842.91072,2921.45536,486.9092267,891.723438,3566.893752,1783.446876,445.861719,927.33768,3709.35072,1854.67536,463.66884,824.8981864,11548.57461,5774.287305,412.4490932,857.8435171,12009.80924,6004.90462,428.9217586
110N05482,2017,657.7656788,2631.062715,1315.531358,328.8828394,627.3934995,2509.573998,1254.786999,313.6967498,936.693795,5620.16277,2810.081385,468.3468975,893.442174,5360.653044,2680.326522,446.721087,872.2895713,3489.158285,1744.579143,436.1447856,832.0118005,3328.047202,1664.023601,416.0059003,838.5988407,11740.38377,5870.191885,419.2994204,799.8767314,11198.27424,5599.13712,399.9383657
110N05482,2018,654.7687185,2619.074874,1309.537437,327.3843593,636.9211493,2547.684597,1273.842299,318.4605746,932.425962,5594.555772,2797.277886,466.212981,907.010061,5442.060366,2721.030183,453.5050305,868.3151815,3473.260726,1736.630363,434.1575908,844.6468008,3378.587203,1689.293602,422.3234004,834.777955,11686.89137,5843.445685,417.3889775,812.0237264,11368.33217,5684.166085,406.0118632
110N05482,2019,675.255402,2701.021608,1350.510804,337.627701,644.7042998,2578.817199,1289.4086,322.3521499,961.600104,5769.600624,2884.800312,480.800052,918.093687,5508.562122,2754.281061,459.0468435,895.483398,3581.933592,1790.966796,447.741699,854.9683503,3419.873401,1709.936701,427.4841751,860.8968443,12052.55582,6026.27791,430.4484221,821.9466229,11507.25272,5753.62636,410.9733114
110N05482,2020,592.6824375,2370.72975,1185.364875,296.3412188,646.8961065,2587.584426,1293.792213,323.4480533,844.01175,5064.0705,2532.03525,422.005875,921.214938,5527.289628,2763.644814,460.607469,785.9800625,3143.92025,1571.960125,392.9900313,857.8749935,3431.499974,1715.749987,428.9374968,755.6228929,10578.7205,5289.36025,377.8114464,824.7410021,11546.37403,5773.187015,412.3705011
110N05483,2017,635.4897653,2541.959061,1270.979531,317.7448826,609.232815,2436.93126,1218.46563,304.6164075,904.971693,5429.830158,2714.915079,452.4858465,867.58038,5205.48228,2602.74114,433.79019,842.7485848,3370.994339,1685.49717,421.3742924,807.928185,3231.71274,1615.85637,403.9640925,810.1988257,11342.78356,5671.39178,405.0994129,776.7233057,10874.12628,5437.06314,388.3616529
110N05483,2018,632.6269973,2530.507989,1265.253995,316.3134986,628.556499,2514.225996,1257.112998,314.2782495,900.894957,5405.369742,2702.684871,450.4474785,895.098348,5370.590088,2685.295044,447.549174,838.9521528,3355.808611,1677.904306,419.4760764,833.554101,3334.216404,1667.108202,416.7770505,806.5490243,11291.68634,5645.84317,403.2745121,801.3594636,11219.03249,5609.516245,400.6797318
110N05483,2019,652.3979888,2609.591955,1304.795978,326.1989944,639.828648,2559.314592,1279.657296,319.914324,929.049915,5574.29949,2787.149745,464.5249575,911.150496,5466.902976,2733.451488,455.575248,865.1712613,3460.685045,1730.342523,432.5856306,848.502552,3394.010208,1697.005104,424.251276,831.7554636,11644.57649,5822.288245,415.8777318,815.7305557,11420.22778,5710.11389,407.8652779
110N05483,2020,572.6430615,2290.572246,1145.286123,286.3215308,638.3078025,2553.23121,1276.615605,319.1539013,815.474598,4892.847588,2446.423794,407.737299,908.98473,5453.90838,2726.95419,454.492365,759.4050385,3037.620154,1518.810077,379.7025193,846.4856975,3385.94279,1692.971395,423.2428488,730.074285,10221.03999,5110.519995,365.0371425,813.7915986,11393.08238,5696.54119,406.8957993
110N05484,2017,573.1996095,2292.798438,1146.399219,286.5998048,492.9670935,1971.868374,985.934187,246.4835468,937.354683,5624.128098,2812.064049,468.6773415,806.150259,4836.901554,2418.450777,403.0751295,852.3597553,3409.439021,1704.719511,426.1798776,733.0523333,2932.209333,1466.104667,366.5261666,809.0261114,11326.36556,5663.18278,404.5130557,695.7842329,9740.979261,4870.489631,347.8921165
110N05484,2018,571.453659,2285.814636,1142.907318,285.7268295,507.787371,2031.149484,1015.574742,253.8936855,934.499526,5606.997156,2803.498578,467.249763,830.385894,4982.315364,2491.157682,415.192947,849.7634905,3399.053962,1699.526981,424.8817453,755.0903945,3020.361578,1510.180789,377.5451973,806.5618393,11291.86575,5645.932875,403.2809196,716.7018879,10033.82643,5016.913215,358.3509439
110N05484,2019,511.360479,2045.441916,1022.720958,255.6802395,515.502036,2062.008144,1031.004072,257.751018,836.229006,5017.374036,2508.687018,418.114503,843.001704,5058.010224,2529.005112,421.500852,760.4036805,3041.614722,1520.807361,380.2018403,766.562262,3066.249048,1533.124524,383.281131,721.7450479,10104.43067,5052.215335,360.8725239,727.59053,10186.26742,5093.13371,363.795265
110N05484,2020,442.1315115,1768.526046,884.263023,221.0657558,515.7050535,2062.820214,1031.410107,257.8525268,723.018711,4338.112266,2169.056133,361.5093555,843.333699,5060.002194,2530.001097,421.6668495,657.4587643,2629.835057,1314.917529,328.7293821,766.8641533,3067.456613,1533.728307,383.4320766,624.0338121,8736.473369,4368.236685,312.016906,727.8770729,10190.27902,5095.13951,363.9385364
110N05485,2017,508.04208,2032.16832,1016.08416,254.02104,604.00704,2416.02816,1208.01408,302.00352,762.3868495,4574.321097,2287.160549,381.1934248,906.3954393,5438.372636,2719.186318,453.1977197,702.4978613,2809.991445,1404.995723,351.2489306,835.193915,3340.77566,1670.38783,417.5969575,672.6057759,9416.480862,4708.240431,336.3028879,799.6554614,11195.17646,5597.58823,399.8277307
110N05485,2018,505.77072,2023.08288,1011.54144,252.88536,631.43808,2525.75232,1262.87616,315.71904,758.9783622,4553.870173,2276.935087,379.4891811,947.5594787,5685.356872,2842.678436,473.7797393,699.3571263,2797.428505,1398.714253,349.6785631,873.12433,3492.49732,1746.24866,436.562165,669.5986827,9374.381558,4687.190779,334.7993414,835.9718936,11703.60651,5851.803255,417.9859468
110N05485,2019,521.58288,2086.33152,1043.16576,260.79144,654.23904,2616.95616,1308.47808,327.11952,782.7066778,4696.240067,2348.120034,391.3533389,981.7754477,5890.652686,2945.326343,490.8877238,721.2214738,2884.885895,1442.442948,360.6107369,904.6524775,3618.60991,1809.304955,452.3262388,690.5326773,9667.457482,4833.728741,345.2663386,866.1584829,12126.21876,6063.10938,433.0792414
110N05485,2020,457.7664,1831.0656,915.5328,228.8832,634.6704,2538.6816,1269.3408,317.3352,686.9412933,4121.64776,2060.82388,343.4706467,952.4100183,5714.46011,2857.230055,476.2050092,632.9789,2531.9156,1265.9578,316.48945,877.5938375,3510.37535,1755.187675,438.7969188,606.0449257,8484.62896,4242.31448,303.0224629,840.2512186,11763.51706,5881.75853,420.1256093
110N05486,2017,542.4152088,2169.660835,1084.830418,271.2076044,580.4983075,2321.99323,1160.996615,290.2491538,804.5666458,4827.399875,2413.699938,402.2833229,861.0554583,5166.33275,2583.166375,430.5277292,759.3567125,3037.42685,1518.713425,379.6783563,812.671325,3250.6853,1625.34265,406.3356625,716.7491114,10034.48756,5017.24378,358.3745557,767.0722343,10739.01128,5369.50564,383.5361171
110N05486,2018,539.962399,2159.849596,1079.924798,269.9811995,589.7931655,2359.172662,1179.586331,294.8965828,800.9283833,4805.5703,2402.78515,400.4641917,874.8425583,5249.05535,2624.527675,437.4212792,755.92289,3023.69156,1511.84578,377.961445,825.683705,3302.73482,1651.36741,412.8418525,713.5079611,9989.111456,4994.555728,356.7539806,779.3544879,10910.96283,5455.481415,389.6772439
110N05486,2019,556.830845,2227.32338,1113.66169,278.4154225,602.272373,2409.089492,1204.544746,301.1361865,825.9494167,4955.6965,2477.84825,412.9747083,893.3530167,5360.1181,2680.05905,446.6765083,779.53795,3118.1518,1559.0759,389.768975,843.15403,3372.61612,1686.30806,421.577015,735.7979771,10301.17168,5150.58584,367.8989886,795.8445507,11141.82371,5570.911855,397.9222754
110N05486,2020,475.7159963,1902.863985,951.4319925,237.8579981,595.7745788,2383.098315,1191.549158,297.8872894,705.6314375,4233.788625,2116.894313,352.8157188,883.7148125,5302.288875,2651.144438,441.8574063,665.9808375,2663.92335,1331.961675,332.9904188,834.0574125,3336.22965,1668.114825,417.0287063,628.6125686,8800.57596,4400.28798,314.3062843,787.2583457,11021.61684,5510.80842,393.6291729
110N05487,2017,573.8205663,2295.282265,1147.641133,286.9102831,555.929929,2223.719716,1111.859858,277.9649645,830.7724408,4984.634645,2492.317323,415.3862204,804.8705313,4829.223188,2414.611594,402.4352657,737.6603563,2950.641425,1475.320713,368.8301781,714.661505,2858.64602,1429.32301,357.3307525,730.7541671,10230.55834,5115.27917,365.3770836,707.9706374,9911.588924,4955.794462,353.9853187
110N05487,2018,571.225741,2284.902964,1142.451482,285.6128705,618.205735,2472.82294,1236.41147,309.1028675,827.0156753,4962.094052,2481.047026,413.5078377,895.0329033,5370.19742,2685.09871,447.5164517,734.324645,2937.29858,1468.64929,367.1623225,794.718575,3178.8743,1589.43715,397.3592875,727.4496857,10184.2956,5092.1478,363.7248429,787.27819,11021.89466,5510.94733,393.639095
110N05487,2019,589.070855,2356.28342,1178.14171,294.5354275,600.4516675,2401.80667,1200.903335,300.2258338,852.8516767,5117.11006,2558.55503,426.4258383,869.3287183,5215.97231,2607.986155,434.6643592,757.264975,3029.0599,1514.52995,378.6324875,771.8952875,3087.58115,1543.790575,385.9476438,750.1752414,10502.45338,5251.22669,375.0876207,764.6685807,10705.36013,5352.680065,382.3342904
110N05487,2020,503.2595288,2013.038115,1006.519058,251.6297644,601.2255628,2404.902251,1202.451126,300.6127814,728.6147825,4371.688695,2185.844348,364.3073913,870.4491572,5222.694943,2611.347472,435.2245786,646.9524188,2587.809675,1293.904838,323.4762094,772.8901488,3091.560595,1545.780298,386.4450744,640.8954632,8972.536485,4486.268243,320.4477316,765.6541279,10719.15779,5359.578895,382.8270639
110N05488,2017,715.8986295,2863.594518,1431.797259,357.9493148,589.5716108,2358.286443,1179.143222,294.7858054,1036.471829,6218.830974,3109.415487,518.2359145,853.5766665,5121.459999,2560.73,426.7883333,920.3051775,3681.22071,1840.610355,460.1525888,757.9087088,3031.634835,1515.817418,378.9543544,911.6890143,12763.6462,6381.8231,455.8445071,750.8129486,10511.38128,5255.69064,375.4064743
110N05488,2018,715.8531063,2863.412425,1431.706213,357.9265531,791.8314105,3167.325642,1583.662821,395.9157053,1036.405921,6218.435525,3109.217763,518.2029604,1146.406651,6878.439906,3439.219953,573.2033255,920.2466563,3680.986625,1840.493313,460.1233281,1017.918623,4071.67449,2035.837245,508.9593113,911.6310414,12762.83458,6381.41729,455.8155207,1008.388574,14117.44004,7058.72002,504.1942871
110N05488,2019,733.470604,2933.882416,1466.941208,366.735302,710.4358395,2841.743358,1420.871679,355.2179198,1061.912381,6371.474288,3185.737144,530.9561907,1028.562849,6171.377094,3085.688547,514.2814245,942.89438,3771.57752,1885.78876,471.44719,913.2826275,3653.13051,1826.565255,456.6413138,934.06673,13076.93422,6538.46711,467.033365,904.7322114,12666.25096,6333.12548,452.3661057
110N05488,2020,641.877825,2567.5113,1283.75565,320.9389125,703.789445,2815.15778,1407.57889,351.8947225,929.30515,5575.8309,2787.91545,464.652575,1018.940257,6113.64154,3056.82077,509.4701283,825.149625,3300.5985,1650.29925,412.5748125,904.738525,3618.9541,1809.47705,452.3692625,817.4243357,11443.9407,5721.97035,408.7121679,896.2681014,12547.75342,6273.87671,448.1340507
110N05490,2017,1195.967795,4783.87118,1594.623727,398.6559317,1131.488771,4525.955082,1508.651694,377.1629235,1784.108153,10704.64892,3568.216307,594.7027178,1687.920318,10127.52191,3375.840637,562.6401061,1538.80456,6155.21824,2051.739413,512.9348533,1455.841944,5823.367776,1941.122592,485.280648,1545.98131,21643.73834,7214.579447,515.3271033,1462.631769,20476.84477,6825.614923,487.5439231
110N05490,2018,1167.577777,4670.311107,1556.770369,389.1925923,1161.759792,4647.039166,1549.013055,387.2532638,1741.756793,10450.54076,3483.513587,580.5855978,1733.0777,10398.4662,3466.1554,577.6925667,1502.276244,6009.104976,2003.034992,500.758748,1494.790472,5979.161888,1993.053963,498.2634907,1509.282631,21129.95684,7043.318947,503.0942105,1501.761947,21024.66726,7008.22242,500.5873157
110N05490,2019,1193.518117,4774.072468,1591.357489,397.8393723,1177.945164,4711.780656,1570.593552,392.648388,1780.453798,10682.72279,3560.907597,593.4845994,1757.222543,10543.33526,3514.445087,585.7408478,1535.652656,6142.610624,2047.536875,511.8842187,1515.615552,6062.462208,2020.820736,505.205184,1542.814706,21599.40588,7199.80196,514.2715686,1522.684152,21317.57813,7105.859377,507.561384
110N05490,2020,1050.518164,4202.072655,1400.690885,350.1727213,1134.025937,4536.103748,1512.034583,378.0086457,1567.130845,9402.78507,3134.26169,522.3769483,1691.705185,10150.23111,3383.41037,563.9017283,1351.66026,5406.64104,1802.21368,450.55342,1459.106416,5836.425664,1945.475221,486.3688053,1357.964198,19011.49877,6337.166257,452.6547326,1465.911466,20522.76052,6840.920173,488.6371552
110N05491,2017,1148.548016,4594.192064,1531.397355,382.8493387,1063.513528,4254.054112,1418.018037,354.5045093,1825.013037,10950.07822,3650.026073,608.3376789,1689.895438,10139.37263,3379.790877,563.2984794,1612.334808,6449.339232,2149.779744,537.444936,1492.963164,5971.852656,1990.617552,497.654388,1570.972108,21993.60951,7331.20317,523.6573693,1454.662814,20365.2794,6788.426467,484.8876048
110N05491,2018,1120.882686,4483.530744,1494.510248,373.627562,1111.771848,4447.087392,1482.362464,370.590616,1781.053543,10686.32126,3562.107087,593.6845144,1766.576658,10599.45995,3533.153317,588.8588861,1573.498143,6293.992572,2097.997524,524.499381,1560.708324,6242.833296,2080.944432,520.236108,1533.131756,21463.84458,7154.61486,511.0439186,1520.670046,21289.38064,7096.460213,506.8900152
110N05491,2019,1145.469468,4581.877872,1527.292624,381.823156,1126.665364,4506.661456,1502.220485,375.5551213,1820.121303,10920.72782,3640.242607,606.7071011,1790.242068,10741.45241,3580.484137,596.7473561,1608.013134,6432.052536,2144.017512,536.004378,1581.615882,6326.463528,2108.821176,527.205294,1566.761302,21934.65823,7311.552743,522.2537674,1541.041243,21574.5774,7191.5258,513.6804143
110N05491,2020,1010.886998,4043.547992,1347.849331,336.9623327,1100.705716,4402.822864,1467.607621,366.9019053,1606.273246,9637.639473,3212.546491,535.4244152,1748.992862,10493.95717,3497.985723,582.9976206,1419.085899,5676.343596,1892.114532,473.028633,1545.173658,6180.694632,2060.231544,515.057886,1382.68079,19357.53106,6452.510353,460.8935967,1505.533904,21077.47466,7025.824887,501.8446348
110N05492,2017,1056.042758,4224.17103,1408.05701,352.0142525,964.6167775,3858.46711,1286.155703,321.5389258,1734.513018,10407.07811,3469.026037,578.1710061,1584.349068,9506.094407,3168.698136,528.1163559,1531.958269,6127.833075,2042.611025,510.6527563,1399.330319,5597.321275,1865.773758,466.4434396,1482.791587,20759.08222,6919.694073,494.2638624,1354.420199,18961.88279,6320.627597,451.4733998
110N05492,2018,1043.201123,4172.80449,1390.93483,347.7337075,908.525485,3634.10194,1211.367313,302.8418283,1713.421085,10280.52651,3426.84217,571.1403617,1492.221096,8953.326578,2984.442193,497.4070321,1513.329431,6053.317725,2017.772575,504.4431438,1317.960963,5271.84385,1757.281283,439.3203208,1464.760624,20506.64873,6835.549577,488.2535412,1275.662312,17859.27237,5953.09079,425.2207707
110N05492,2019,1057.415763,4229.66305,1409.887683,352.4719208,1030.117193,4120.46877,1373.48959,343.3723975,1736.768132,10420.60879,3473.536263,578.9227106,1691.931192,10151.58715,3383.862383,563.9770639,1533.950031,6135.800125,2045.266708,511.3166771,1494.349106,5977.396425,1992.465475,498.1163688,1484.719426,20786.07196,6928.690653,494.9064752,1446.389453,20249.45234,6749.817447,482.1298176
110N05492,2020,929.362855,3717.45142,1239.150473,309.7876183,1011.1778,4044.7112,1348.237067,337.0592667,1526.445742,9158.674454,3052.891485,508.8152474,1660.823907,9964.94344,3321.647813,553.6079689,1348.188888,5392.75555,1797.585183,449.3962958,1466.8745,5867.498,1955.832667,488.9581667,1304.920101,18268.88142,6089.62714,434.9733671,1419.796617,19877.15264,6625.717547,473.265539
110N05495,2017,1011.429864,4045.719456,2022.859728,505.714932,950.036139,3800.144556,1900.072278,475.0180695,1559.189667,9355.138,4677.569,779.5948333,1464.546958,8787.28175,4393.640875,732.2734792,1407.433184,5629.732736,2814.866368,703.716592,1322.002084,5288.008336,2644.004168,661.001042,1359.327871,19030.59019,9515.295095,679.6639354,1276.81676,17875.43464,8937.71732,638.40838
110N05495,2018,977.2610805,3909.044322,1954.522161,488.6305403,989.92089,3959.68356,1979.84178,494.960445,1506.516104,9039.096625,4519.548313,753.2580521,1526.032083,9156.1925,4578.09625,763.0160417,1359.886358,5439.545432,2719.772716,679.943179,1377.50284,5510.01136,2755.00568,688.75142,1313.40617,18387.68638,9193.84319,656.703085,1330.42053,18625.88742,9312.94371,665.210265
110N05495,2019,978.8700195,3915.480078,1957.740039,489.4350098,1008.55071,4034.20284,2017.10142,504.275355,1508.996396,9053.978375,4526.989188,754.4981979,1554.75125,9328.5075,4664.25375,777.375625,1362.125242,5448.500968,2724.250484,681.062621,1403.42676,5613.70704,2806.85352,701.71338,1315.56853,18417.95942,9208.97971,657.784265,1355.458384,18976.41738,9488.20869,677.7291921
110N05495,2020,825.9361335,3303.744534,1651.872267,412.9680668,993.30813,3973.23252,1986.61626,496.654065,1273.238146,7639.428875,3819.714438,636.6190729,1531.25375,9187.5225,4593.76125,765.626875,1149.313426,4597.253704,2298.626852,574.656713,1382.21628,5528.86512,2764.43256,691.10814,1110.030508,15540.42711,7770.213555,555.0152539,1334.972867,18689.62014,9344.81007,667.4864336
110N05496,2017,1034.608504,4138.434014,2069.217007,517.3042518,972.092693,3888.370772,1944.185386,486.0463465,1584.950129,9509.700772,4754.850386,792.4750643,1489.180143,8935.080856,4467.540428,744.5900713,1414.352225,5657.4089,2828.70445,707.1761125,1328.89055,5315.5622,2657.7811,664.445275,1378.967406,19305.54369,9652.771845,689.4837032,1295.643845,18139.01383,9069.506915,647.8219225
110N05496,2018,1027.63342,4110.53368,2055.26684,513.81671,1012.90343,4051.61372,2025.80686,506.451715,1574.264773,9445.58864,4722.79432,787.1323867,1551.699427,9310.19656,4655.09828,775.8497133,1404.817,5619.268,2809.634,702.4085,1384.6805,5538.722,2769.361,692.34025,1369.670737,19175.39032,9587.69516,684.8353686,1350.03802,18900.53228,9450.26614,675.01901
110N05496,2019,1033.135505,4132.542018,2066.271009,516.5677523,1036.038179,4144.152716,2072.076358,518.0190895,1582.693594,9496.161564,4748.080782,791.346797,1587.140295,9522.841768,4761.420884,793.5701473,1412.338575,5649.3543,2824.67715,706.1692875,1416.30665,5665.2266,2832.6133,708.153325,1377.004134,19278.05788,9639.02894,688.5020671,1380.872934,19332.22108,9666.11054,690.4364671
110N05496,2020,864.650413,3458.601652,1729.300826,432.3252065,1028.759831,4115.039324,2057.519662,514.3799155,1324.585849,7947.515096,3973.757548,662.2929247,1575.990359,9455.942152,4727.971076,787.9951793,1182.01255,4728.0502,2364.0251,591.006275,1406.35685,5625.4274,2812.7137,703.178425,1152.440496,16134.16695,8067.083475,576.2202482,1371.172063,19196.40888,9598.20444,685.5860314
110N05497,2017,1014.578757,4058.315028,2029.157514,507.2893785,974.409267,3897.637068,1948.818534,487.2046335,1578.352332,9470.113992,4735.056996,789.176166,1515.861759,9095.170552,4547.585276,757.9308793,1411.384739,5645.538954,2822.769477,705.6923693,1355.504794,5422.019174,2711.009587,677.7523968,1369.569141,19173.96797,9586.983985,684.7845704,1315.344771,18414.82679,9207.413395,657.6723854
110N05497,2018,1007.869598,4031.47839,2015.739195,503.9347988,1004.920986,4019.683944,2009.841972,502.460493,1567.915077,9407.49046,4703.74523,783.9575383,1563.328003,9379.968016,4689.984008,781.6640013,1402.051599,5608.206395,2804.103198,701.0257994,1397.949773,5591.799092,2795.899546,698.9748865,1360.512518,19047.17525,9523.587625,680.2562589,1356.532218,18991.45105,9495.725525,678.2661089
110N05497,2019,1011.715613,4046.86245,2023.431225,505.8578063,1030.902954,4123.611816,2061.805908,515.451477,1573.898217,9443.3893,4721.69465,786.9491083,1603.747437,9622.484624,4811.242312,801.8737187,1407.401806,5629.607225,2814.803613,703.7009031,1434.093397,5736.373588,2868.186794,717.0466985,1365.704213,19119.85898,9559.92949,682.8521064,1391.605002,19482.47003,9741.235015,695.8025011
110N05497,2020,851.0376525,3404.15061,1702.075305,425.5188263,1028.979947,4115.919786,2057.959893,514.4899733,1323.935923,7943.61554,3971.80777,661.9679617,1600.755867,9604.535204,4802.267602,800.3779337,1183.882026,4735.528105,2367.764053,591.9410131,1431.418293,5725.673173,2862.836587,715.7091466,1148.806733,16083.29426,8041.64713,574.4033664,1389.009154,19446.12816,9723.06408,694.5045771
110N05498,2017,989.6633393,3958.653357,1979.326679,494.8316696,949.4854935,3797.941974,1898.970987,474.7427468,1590.278357,9541.670139,4770.83507,795.1391783,1525.71705,9154.302298,4577.151149,762.8585248,1445.563613,5782.254453,2891.127227,722.7818066,1386.877362,5547.509446,2773.754723,693.4386808,1377.326996,19282.57795,9641.288975,688.6634982,1321.41098,18499.75372,9249.87686,660.70549
110N05498,2018,988.7961915,3955.184766,1977.592383,494.3980958,994.5771765,3978.308706,1989.154353,497.2885883,1588.884947,9533.309682,4766.654841,794.4424735,1598.174344,9589.046062,4794.523031,799.0871718,1444.297004,5777.188014,2888.594007,722.1485018,1452.741069,5810.964274,2905.482137,726.3705343,1376.120176,19265.68246,9632.84123,688.0600879,1384.165646,19378.31904,9689.15952,692.0828229
