year,tmc_code,Urban_Code,miles,nhs_pct,miles on NHS
2017,110P17449,8002,0.042259,100,0.042
2017,110P17453,99998,0.282798,100,0.283
2017,110P17454,99998,0.19667,46,0.09
2017,110P17459,99999,0.008587,100,0.009
2017,110P17471,75421,0.189089,100,0.189
2017,110P17472,75421,0.036822,100,0.037
2017,110P17473,75421,0.0728,100,0.073
2017,110P17477,75421,0.026818,100,0.027
2017,110P17478,75421,0.008581,100,0.009
2017,110P17479,75421,0.240781,100,0.241
2017,110P17487,99999,0.014037,100,0.014
2017,110P17498,75421,0.181788,100,0.182
2017,110P17499,15724,0.021164,100,0.021
2017,110P17500,15724,0.027154,100,0.027
2017,110P17514,8002,0.111238,100,0.111
2017,110P17516,8002,0.027378,100,0.027
2017,110P17518,74746,0.565827,10,0.057
2017,110P17520,74746,0.320404,27,0.087
2017,110P17528,90892,0.073583,100,0.074
2017,110P17530,90892,0.256067,100,0.256
2017,110P17532,90892,0.129307,100,0.129
2017,110P17536,90892,0.433065,68,0.294
2017,110P17538,90892,0.250164,100,0.25
2017,110P17540,90892,0.117539,100,0.118
2017,110P17542,90892,0.129233,42,0.054
2017,110P17546,90892,0.274665,71,0.195
2017,110P17550,90892,0.119962,38,0.046
2017,110P17552,90892,0.535647,100,0.536
2017,110P17554,90892,0.341269,45,0.154
2017,110P17556,90892,0.411832,100,0.412
2017,110P17560,90892,0.388829,100,0.389
2017,110P17564,90892,0.105366,100,0.105
2017,110P17568,90892,0.310145,70,0.217
2017,110P17570,90892,0.254607,100,0.255
2017,110P17572,90892,0.205786,100,0.206
2017,110P17576,90892,0.094772,100,0.095
2017,110P17712,92242,0.400219,48,0.192
2017,110P17714,92242,0.738058,100,0.738
2017,110P17716,92242,0.56774,57,0.324
2017,110P17718,92242,0.666203,19,0.127
2017,110P17722,92242,0.042017,100,0.042
2017,110P17724,92242,0.034523,100,0.035
2017,110P17728,92242,0.212055,18,0.038
2017,110P17730,92242,0.155374,30,0.047
2017,110P17744,92242,0.195396,6,0.012
2017,110P17748,92242,0.262697,66,0.173
2017,110P17776,90892,0.185243,35,0.065
2017,110P17780,99998,0.014913,100,0.015
2017,110P17838,99998,0.016398,100,0.016
2017,110P17840,99998,0.01234,100,0.012
2017,110P17843,99998,0.014503,100,0.015
2017,110P17845,99998,0.011943,100,0.012
2017,110P17847,10351,0.008979,100,0.009
2017,110P17853,10351,0.031851,100,0.032
2017,110P17887,99999,0.011135,100,0.011
2017,110P17893,99998,0.006357,100,0.006
2017,110P17898,99998,0.010899,100,0.011
2017,110P17900,99999,0.078933,50,0.039
2017,110P17904,99999,0.014285,100,0.014
2017,110P17906,10351,0.025029,100,0.025
2017,110P17911,10351,0.024644,100,0.025
2017,110P17925,8002,0.005965,100,0.006
2017,110P17929,8002,0.061851,100,0.062
2017,110P17931,99999,0.012881,100,0.013
2017,110P17935,99999,0.260883,20,0.052
2017,110P17946,75421,0.10554,100,0.106
2017,110P17948,75421,0.009631,100,0.01
2017,110P17953,75421,0.005462,100,0.005
2017,110P17956,75421,0.005934,100,0.006
2017,110P17957,75421,0.012427,100,0.012
2017,110P17960,75421,0.008233,100,0.008
2017,110P17961,75421,0.008637,100,0.009
2017,110P17962,75421,0.00722,100,0.007
2017,110P17965,75421,0.03361,100,0.034
2017,110P17971,75421,0.008221,100,0.008
2017,110P17974,75421,0.011396,100,0.011
2017,110P17979,75421,0.007183,100,0.007
2017,110P17983,75421,0.47167,100,0.472
2017,110P17984,75421,0.256788,100,0.257
2017,110P17988,75421,0.131662,100,0.132
2017,110P17996,99998,0.029447,100,0.029
2017,110P18011,52201,0.317272,100,0.317
2017,110P18012,52201,0.079051,100,0.079
2017,110P18024,52201,0.029385,100,0.029
2017,110P18029,52201,0.027465,100,0.027
2017,110P18031,52201,0.833308,100,0.833
2017,110P18037,99999,0.197503,8,0.016
2017,110P18047,99999,0.342904,53,0.182
2017,110P18049,99999,0.286322,8,0.023
2017,110P18051,99998,0.278809,20,0.056
2017,110P18057,74746,0.013906,100,0.014
2017,110P18060,74746,0.160687,17,0.027
2017,110P18061,74746,0.011794,100,0.012
2017,110P18063,52201,0.213466,100,0.213
2017,110P18065,52201,0.035486,100,0.035
2017,110P18068,52201,0.275783,100,0.276
2017,110P18069,74746,0.027576,100,0.028
2017,110P18072,74746,0.009855,100,0.01
2017,110P18074,74746,0.00896,100,0.009
2017,110P18075,74746,0.607645,100,0.608
2017,110P18077,74746,0.008047,100,0.008
2017,110P18079,74746,0.418742,100,0.419
2017,110P18080,74746,0.006792,100,0.007
2017,110P18081,74746,0.010265,100,0.01
2017,110P18082,74746,0.006903,100,0.007
2017,110P18089,74746,0.011222,100,0.011
2017,110P18091,74746,0.380782,100,0.381
2017,110P18092,74746,0.009352,100,0.009
2017,110P18093,74746,0.008239,100,0.008
2017,110P18095,74746,0.425956,100,0.426
2017,110P18097,74746,0.022369,100,0.022
2017,110P18098,74746,0.057048,100,0.057
2017,110P18099,74746,0.220146,100,0.22
2017,110P18100,74746,0.04216,100,0.042
2017,110P18102,74746,0.010246,100,0.01
2017,110P18106,99999,0.061572,100,0.062
2017,110P18107,99999,0.043825,100,0.044
2017,110P18109,99999,0.06589,100,0.066
2017,110P18110,99999,0.005785,100,0.006
2017,110P18112,31600,0.031075,100,0.031
2017,110P18114,31600,0.070221,32,0.022
2017,110P18119,92242,0.529433,100,0.529
2017,110P18120,92242,0.024476,100,0.024
2017,110P18123,92242,0.012334,100,0.012
2017,110P18128,92242,0.009209,100,0.009
2017,110P18131,92242,0.036443,100,0.036
2017,110P18137,99998,0.127437,100,0.127
2017,110P18140,99998,0.290106,99,0.287
2017,110P18142,99999,0.012943,100,0.013
2017,110P18144,99998,0.011657,100,0.012
2017,110P18166,99999,0.115184,14,0.016
2017,110P18168,99999,0.05652,100,0.057
2017,110P18170,92242,0.457093,100,0.457
2017,110P18171,92242,0.159164,100,0.159
2017,110P18172,92242,0.558066,100,0.558
2017,110P18173,92242,0.279468,56,0.157
2017,110P18175,92242,0.51777,100,0.518
2017,110P18176,92242,0.278933,100,0.279
2017,110P18177,92242,0.502304,100,0.502
2017,110P18178,92242,0.048678,100,0.049
2017,110P18188,92242,0.034492,100,0.034
2017,110P18189,92242,0.363459,100,0.363
2017,110P18196,90892,0.010234,100,0.01
2017,110P18197,90892,0.008451,100,0.008
2017,110P18215,99999,0.041595,100,0.042
2017,110P18219,99999,0.015752,100,0.016
2017,110P18221,99999,0.029043,100,0.029
2017,110P18226,99999,0.015491,100,0.015
2017,110P18227,15724,0.146706,100,0.147
2018,110-04120,92242,1.516978,100,1.517
2018,110-04121,92242,1.119089,100,1.119
2018,110-04122,92242,0.935107,100,0.935
2018,110-04123,92242,0.18584,100,0.186
2018,110-04124,92242,0.11678,100,0.117
2018,110-04125,92242,0.444255,100,0.444
2018,110-04126,92242,0.533062,100,0.533
2018,110-04127,92242,1.013655,100,1.014
2018,110-04128,92242,0.030223,100,0.03
2018,110-04142,31600,0.853664,100,0.854
2018,110-04143,31600,6.293848,100,6.294
2018,110-04144,99999,2.654267,100,2.654
2018,110-04145,92242,4.160104,100,4.16
2018,110-04146,92242,1.86996,100,1.87
2018,110-04147,99999,1.896182,100,1.896
2018,110-04148,92242,2.338107,100,2.338
2018,110-04149,92242,0.139603,100,0.14
2018,110-04150,92242,0.872908,100,0.873
2018,110-04151,92242,1.418105,100,1.418
2018,110-04152,92242,0.393893,100,0.394
2018,110-04153,92242,1.754795,100,1.755
2018,110-04154,92242,2.638093,100,2.638
2018,110-04155,92242,0.0706,100,0.071
2018,110-04156,92242,2.057782,100,2.058
2018,110-04158,92242,1.070976,100,1.071
2018,110-04162,92242,0.132023,100,0.132
2018,110-04163,92242,0.154311,100,0.154
2018,110-04164,92242,0.521548,100,0.522
2018,110-04165,92242,0.712458,100,0.712
2018,110-04166,92242,0.839249,100,0.839
2018,110-04167,92242,0.291672,100,0.292
2018,110-04168,92242,1.577791,100,1.578
2018,110-04169,92242,0.295847,100,0.296
2018,110-04170,92242,0.079032,100,0.079
2018,110-04171,92242,0.109312,100,0.109
2018,110-04172,92242,0.972943,100,0.973
2018,110-04173,92242,0.018722,100,0.019
2018,110-04174,92242,1.174236,100,1.174
2018,110-04175,92242,1.976942,100,1.977
2018,110-04176,92242,0.243385,100,0.243
2018,110-04177,92242,1.126471,100,1.126
2018,110-04178,92242,1.041163,100,1.041
2018,110-04179,92242,0.654123,100,0.654
2018,110-04180,92242,0.777018,100,0.777
2018,110-04181,92242,1.679137,100,1.679
2018,110-04182,92242,0.818426,100,0.818
2018,110-04183,92242,4.28559,100,4.286
2018,110-04184,92242,2.078045,100,2.078
2018,110-04185,92242,0.408322,100,0.408
2018,110-04186,92242,1.70777,100,1.708
2018,110-04187,99999,8.238211,100,8.238
2018,110-04188,99999,2.570525,100,2.571
2018,110-04189,99999,0.906332,100,0.906
2018,110-04190,99999,3.266516,100,3.267
2018,110-04191,99999,0.582287,100,0.582
2018,110-04192,99999,3.56698,100,3.567
2018,110-04193,99999,3.851313,100,3.851
2018,110-04194,99998,0.020052,100,0.02
2018,110-04226,92242,2.324512,100,2.325
2018,110-04227,92242,0.063461,100,0.063
2018,110-04228,92242,0.492884,100,0.493
2018,110-04229,92242,0.095486,100,0.095
2018,110-04230,92242,0.770904,100,0.771
2018,110-04231,92242,2.421073,100,2.421
2018,110-04232,92242,0.952773,100,0.953
2018,110-04233,92242,0.515918,100,0.516
2018,110-04234,92242,0.494058,100,0.494
2018,110-04235,92242,0.628902,100,0.629
2018,110-04236,92242,0.251444,100,0.251
2018,110-04237,92242,0.176289,100,0.176
2018,110-04238,92242,0.170604,100,0.171
2018,110-04239,92242,0.380173,100,0.38
2018,110-04240,92242,0.766871,100,0.767
2018,110-04241,92242,0.809702,100,0.81
2018,110-04242,92242,0.275242,100,0.275
2018,110-04243,92242,1.977221,100,1.977
2018,110-04247,92242,1.351612,100,1.352
2018,110-04249,99998,3.400894,100,3.401
2018,110-04250,99998,1.644228,100,1.644
2018,110-04251,92242,2.031653,100,2.032
2018,110-04252,92242,1.962271,100,1.962
2018,110-04298,92242,0.575334,65,0.374
2018,110-04306,92242,0.635588,100,0.636
2018,110-04307,92242,0.706368,100,0.706
2018,110-04308,92242,0.519329,100,0.519
2018,110-04309,92242,0.731068,100,0.731
2018,110-04310,92242,1.985007,100,1.985
2018,110-04311,92242,1.437554,100,1.438
2018,110-04312,92242,1.053609,100,1.054
2018,110-04313,92242,0.953177,100,0.953
2018,110-04314,92242,1.566135,100,1.566
2018,110-04315,92242,1.935185,100,1.935
2018,110-04325,92242,0.436147,100,0.436
2018,110-04326,92242,0.539953,100,0.54
2018,110-04327,92242,3.769137,100,3.769
2018,110-04328,92242,3.157024,100,3.157
2018,110-04330,92242,1.024019,100,1.024
2018,110-04331,92242,0.336075,100,0.336
2018,110-04332,92242,0.765361,100,0.765
2018,110-04333,92242,0.050654,100,0.051
2018,110-04603,92242,1.416272,100,1.416
2018,110-04604,92242,0.802855,100,0.803
2018,110-04605,92242,0.525332,100,0.525
2018,110-04606,92242,0.207861,100,0.208
2018,110-04607,92242,0.877637,100,0.878
2018,110-04608,92242,0.83905,100,0.839
2018,110-04609,92242,0.115569,100,0.116
2018,110-04610,92242,0.12072,100,0.121
2018,110-04611,92242,1.473109,100,1.473
2018,110-04612,92242,0.128674,100,0.129
2018,110-04613,92242,0.159748,97,0.155
2018,110-04644,92242,0.585891,100,0.586
2018,110-04645,92242,0.488149,100,0.488
2018,110-04646,92242,1.209033,100,1.209
2018,110-04647,92242,0.898179,100,0.898
2018,110-04648,92242,0.656677,100,0.657
2018,110-04650,92242,0.486875,100,0.487
2018,110-04651,92242,0.929956,100,0.93
2018,110-04652,92242,0.771973,100,0.772
2018,110-04653,92242,1.651884,100,1.652
2018,110-04654,92242,0.412168,100,0.412
2018,110-04655,92242,0.08747,100,0.087
2018,110-04656,92242,0.150117,100,0.15
2018,110-04657,92242,1.429073,100,1.429
2018,110-04658,92242,0.248809,100,0.249
2018,110-04659,92242,3.72909,100,3.729
2018,110-04660,92242,0.567231,100,0.567
2018,110-04661,92242,0.643138,100,0.643
2018,110-04662,92242,1.189534,100,1.19
2018,110-04663,92242,1.484592,100,1.485
2018,110-04664,92242,1.688364,100,1.688
2018,110-04665,92242,3.061756,100,3.062
2018,110-04666,92242,0.233356,100,0.233
2018,110-04667,92242,1.533183,100,1.533
2018,110-04668,92242,0.268296,100,0.268
2018,110-04670,92242,0.144257,100,0.144
2018,110-04675,92242,0.932728,100,0.933
2018,110-04678,90892,1.376952,100,1.377
2018,110-04679,90892,1.089326,100,1.089
2018,110-04681,96103,2.951015,100,2.951
2018,110-04682,96103,1.643197,100,1.643
2018,110-04683,96103,1.726225,100,1.726
2018,110-04684,96103,3.070138,100,3.07
2018,110-04685,90892,0.815705,100,0.816
2018,110-04686,90892,0.73451,100,0.735
2018,110-04687,90892,0.340437,100,0.34
2018,110-04688,90892,0.272695,100,0.273
2018,110-04689,90892,0.736977,100,0.737
2018,110-04690,90892,0.373661,100,0.374
2018,110-04691,90892,0.176687,100,0.177
2018,110-04692,90892,0.119887,100,0.12
2018,110-04693,90892,0.067133,100,0.067
2018,110-04694,90892,0.00499,100,0.005
2018,110-04696,90892,0.010563,100,0.011
2018,110-04697,90892,0.247654,100,0.248
2018,110-04698,90892,0.056079,100,0.056
2018,110-04699,90892,0.460423,100,0.46
2018,110-04700,90892,1.828297,100,1.828
2018,110-04701,90892,0.484011,100,0.484
2018,110-04702,90892,0.396783,100,0.397
2018,110-04703,90892,0.399324,100,0.399
2018,110-04704,90892,0.793951,100,0.794
2018,110-04705,90892,1.797384,100,1.797
2018,110-04706,90892,1.211052,100,1.211
2018,110-04707,90892,0.825168,100,0.825
2018,110-04708,90892,0.822639,100,0.823
2018,110-04709,90892,0.846947,100,0.847
2018,110-04710,90892,0.478331,100,0.478
2018,110-04711,90892,0.600654,100,0.601
2018,110-04712,96103,2.304124,100,2.304
2018,110-04713,96103,1.860018,100,1.86
2018,110-04714,96103,1.100746,100,1.101
2018,110-04715,96103,1.786808,100,1.787
2018,110-04717,74746,1.509267,100,1.509
2018,110-04718,74746,1.840153,100,1.84
2018,110-04719,74746,1.336383,100,1.336
2018,110-04720,74746,0.304205,100,0.304
2018,110-04721,74746,0.594807,100,0.595
2018,110-04722,74746,0.377309,100,0.377
2018,110-04723,74746,0.833563,100,0.834
2018,110-04724,74746,0.024532,100,0.025
2018,110-04725,74746,0.319795,100,0.32
2018,110-04727,90892,0.083084,100,0.083
2018,110-04728,90892,0.266531,100,0.267
2018,110-04729,90892,0.573849,100,0.574
2018,110-04730,90892,0.467377,100,0.467
2018,110-04731,90892,1.462161,100,1.462
2018,110-04732,90892,0.574134,100,0.574
2018,110-04733,90892,0.164141,100,0.164
2018,110-04734,90892,0.744632,100,0.745
2018,110-04735,90892,5.472116,100,5.472
2018,110-04736,90892,0.431101,100,0.431
2018,110-04738,90892,0.016777,100,0.017
2018,110-04739,90892,0.433978,100,0.434
2018,110-04740,90892,0.150676,100,0.151
2018,110-04741,90892,0.260733,100,0.261
2018,110-04742,90892,0.785108,100,0.785
2018,110-04743,90892,0.621781,100,0.622
2018,110-04745,74746,0.207501,100,0.208
2018,110-04746,74746,1.260656,100,1.261
2018,110-04747,74746,3.162256,100,3.162
2018,110-04748,74746,2.403531,100,2.404
2018,110-04749,74746,2.746969,100,2.747
2018,110-04750,74746,0.508611,100,0.509
2018,110-04751,74746,2.403767,100,2.404
2018,110-04752,74746,0.38425,100,0.384
2018,110-04753,74746,0.492381,100,0.492
2018,110-04754,74746,0.475697,100,0.476
2018,110-04755,74746,0.933318,100,0.933
2018,110-04757,74746,0.333372,100,0.333
2018,110-04758,74746,0.302521,100,0.303
2018,110-04759,74746,0.703361,100,0.703
2018,110-04760,74746,0.191295,100,0.191
2018,110-04761,74746,0.609292,100,0.609
2018,110-04762,74746,0.818805,100,0.819
2018,110-04763,74746,1.364034,100,1.364
2018,110-04764,74746,1.247129,100,1.247
2018,110-04765,74746,0.588674,100,0.589
2018,110-04766,74746,0.250941,100,0.251
2018,110-04767,74746,0.440297,100,0.44
2018,110-04768,74746,1.068435,100,1.068
2018,110-04769,74746,1.70749,100,1.707
2018,110-04770,74746,5.79375,100,5.794
2018,110-04771,74746,3.148897,100,3.149
2018,110-04772,74746,6.174663,100,6.175
2018,110-04773,74746,2.214858,100,2.215
2018,110-04774,74746,0.793149,100,0.793
2018,110-04775,74746,1.812757,100,1.813
2018,110-04776,74746,0.595907,100,0.596
2018,110-04777,74746,2.044683,100,2.045
2018,110-04778,90892,0.224682,100,0.225
2018,110-04779,90892,1.294484,100,1.294
2018,110-04780,90892,0.751809,100,0.752
2018,110-04781,90892,0.737803,100,0.738
2018,110-04782,90892,0.157946,100,0.158
2018,110-04784,74746,0.258907,100,0.259
2018,110-04785,74746,0.801196,100,0.801
2018,110-04786,74746,0.552355,100,0.552
2018,110-04787,74746,1.189609,100,1.19
2018,110-04788,74746,1.111564,100,1.112
2018,110-04789,74746,0.650675,100,0.651
2018,110-04790,74746,1.885308,100,1.885
2018,110-04791,74746,0.130016,100,0.13
2018,110-04792,74746,0.04577,100,0.046
2018,110-04793,74746,1.85368,100,1.854
2018,110-04794,74746,0.106671,100,0.107
2018,110-04795,74746,0.336006,100,0.336
2018,110-04797,99999,2.397809,100,2.398
2018,110-04798,99999,3.156801,100,3.157
2018,110-04799,99999,4.030312,100,4.03
2018,110-04800,99999,0.821887,100,0.822
2018,110-04801,99999,0.289254,18,0.052
2018,110-04802,74746,0.63081,100,0.631
2018,110-04803,74746,1.352501,100,1.353
2018,110-04804,74746,0.235959,100,0.236
2018,110-04805,74746,0.005394,100,0.005
2018,110-04806,74746,0.005841,100,0.006
2018,110-04807,74746,0.03366,100,0.034
2018,110-04808,74746,0.623881,100,0.624
2018,110-04809,74746,0.620557,100,0.621
2018,110-04810,74746,3.493528,100,3.494
2018,110-04811,74746,2.323319,100,2.323
2018,110-04812,74746,0.997667,100,0.998
2018,110-04813,74746,1.490346,100,1.49
2018,110-04814,74746,2.275684,100,2.276
2018,110-04815,74746,0.906226,100,0.906
2018,110-04816,74746,3.513008,100,3.513
2018,110-04817,74746,0.454937,100,0.455
2018,110-04818,74746,0.066021,100,0.066
2018,110-04819,74746,0.089322,100,0.089
2018,110-04820,74746,0.14271,100,0.143
2018,110-04821,74746,0.026526,100,0.027
2018,110-04822,90892,0.310686,100,0.311
2018,110-04823,90892,0.167074,100,0.167
2018,110-04824,90892,1.808861,100,1.809
2018,110-04826,74746,0.805999,100,0.806
2018,110-04827,74746,2.130607,100,2.131
2018,110-04829,74746,0.24541,100,0.245
2018,110-04830,74746,0.190748,100,0.191
2018,110-04833,95411,0.067089,100,0.067
2018,110-04834,95411,0.524058,100,0.524
2018,110-04836,74746,0.146451,100,0.146
2018,110-04837,74746,0.28757,100,0.288
2018,110-04838,74746,0.066766,100,0.067
2018,110-04839,74746,0.29251,100,0.293
2018,110-04840,74746,0.108174,100,0.108
2018,110-04841,74746,0.251574,100,0.252
2018,110-04842,74746,0.057837,100,0.058
2018,110-04843,74746,0.197776,100,0.198
2018,110-04844,74746,0.032591,100,0.033
2018,110-04845,74746,0.027695,100,0.028
2018,110-04846,74746,0.229112,100,0.229
2018,110-04847,74746,0.022239,100,0.022
2018,110-04848,74746,0.370244,100,0.37
2018,110-04849,74746,0.183727,100,0.184
2018,110-04850,74746,0.24418,100,0.244
2018,110-04851,74746,0.420867,100,0.421
2018,110-04854,90892,1.473072,100,1.473
2018,110-04855,90892,0.915516,100,0.916
2018,110-04856,90892,3.623289,100,3.623
2018,110-04857,90892,0.16009,100,0.16
2018,110-04858,90892,0.310754,100,0.311
2018,110-04859,90892,0.159245,100,0.159
2018,110-04860,90892,1.769839,100,1.77
2018,110-04861,90892,1.965732,100,1.966
2018,110-04862,90892,1.046581,100,1.047
2018,110-04863,90892,0.730757,100,0.731
2018,110-04864,90892,0.061826,100,0.062
2018,110-04865,90892,0.67136,100,0.671
2018,110-04866,90892,0.919349,100,0.919
2018,110-04867,90892,0.454204,100,0.454
2018,110-04868,90892,0.353715,100,0.354
2018,110-04869,90892,0.219959,100,0.22
2018,110-04870,90892,0.118315,100,0.118
2018,110-04871,90892,0.907127,100,0.907
2018,110-04872,90892,0.751293,100,0.751
2018,110-04873,90892,1.578599,100,1.579
2018,110-04874,90892,0.070669,100,0.071
2018,110-04875,90892,0.198292,100,0.198
2018,110-04876,90892,0.195757,100,0.196
2018,110-04877,90892,0.188847,100,0.189
2018,110-04878,90892,0.110231,100,0.11
2018,110-04879,90892,1.288661,100,1.289
2018,110-04880,90892,0.217902,100,0.218
2018,110-04881,90892,0.029111,100,0.029
2018,110-04882,90892,0.245466,100,0.245
2018,110-04883,90892,0.638334,100,0.638
2018,110-04884,90892,0.277386,100,0.277
2018,110-04885,90892,0.428491,100,0.428
2018,110-04886,90892,2.379497,100,2.379
2018,110-04887,90892,1.097919,100,1.098
2018,110-04888,90892,0.855678,100,0.856
2018,110-04889,90892,4.040937,100,4.041
2018,110-04890,90892,1.93142,100,1.931
2018,110-04891,90892,0.660952,100,0.661
2018,110-04892,90892,2.475306,100,2.475
2018,110-04893,95411,1.068845,100,1.069
2018,110-04894,95411,3.272662,100,3.273
2018,110-04895,99999,3.835872,100,3.836
2018,110-04896,99999,2.150099,100,2.15
2018,110-04897,95411,3.486134,100,3.486
2018,110-04898,99999,6.351654,100,6.352
2018,110-04899,99999,5.077595,100,5.078
2018,110-04900,99999,2.857691,100,2.858
2018,110-04901,99999,5.19445,100,5.194
2018,110-04902,74746,3.447615,100,3.448
2018,110-04903,74746,1.880741,100,1.881
2018,110-04904,74746,1.359367,100,1.359
2018,110-04905,74746,1.744549,100,1.745
2018,110-04906,74746,0.787929,100,0.788
2018,110-04907,74746,0.965449,100,0.965
2018,110-04909,90892,0.624012,93,0.58
2018,110-04910,90892,0.455111,100,0.455
2018,110-04911,90892,0.42229,100,0.422
2018,110-04912,90892,1.460887,100,1.461
2018,110-04913,90892,0.662232,100,0.662
2018,110-04914,90892,0.166298,100,0.166
2018,110-04916,90892,0.357357,100,0.357
2018,110-04917,90892,0.868832,100,0.869
2018,110-04918,90892,1.882996,100,1.883
2018,110-04919,90892,1.520116,100,1.52
2018,110-04921,90892,0.434171,100,0.434
2018,110-04922,90892,0.31895,100,0.319
2018,110-04923,99999,8.248128,100,8.248
2018,110-04924,99999,9.435183,20,1.887
2018,110-04925,31600,3.488806,100,3.489
2018,110-04926,31600,1.768099,100,1.768
2018,110-04927,31600,0.014335,100,0.014
2018,110-04928,90892,0.816823,100,0.817
2018,110-04929,90892,1.835654,100,1.836
2018,110-04930,90892,1.057132,100,1.057
2018,110-04931,90892,0.109802,100,0.11
2018,110-04932,90892,1.102349,100,1.102
2018,110-04933,90892,0.965356,100,0.965
2018,110-04934,90892,0.992802,100,0.993
2018,110-04935,90892,0.912011,100,0.912
2018,110-04936,90892,0.142089,100,0.142
2018,110-04938,95411,1.461123,100,1.461
2018,110-04939,95411,2.346409,100,2.346
2018,110-04940,95411,0.448649,100,0.449
2018,110-04941,95411,0.629598,100,0.63
2018,110-04943,74746,0.871349,100,0.871
2018,110-04944,74746,0.272042,100,0.272
2018,110-04945,74746,0.384125,100,0.384
2018,110-04946,74746,0.109355,100,0.109
2018,110-04947,74746,1.465677,100,1.466
2018,110-04948,74746,0.592434,100,0.592
2018,110-04949,74746,0.943571,100,0.944
2018,110-04950,74746,0.501794,100,0.502
2018,110-04951,74746,1.919166,100,1.919
2018,110-04952,74746,0.005766,100,0.006
2018,110-04953,74746,0.070072,100,0.07
2018,110-04954,74746,0.111648,100,0.112
2018,110-04955,74746,0.830785,100,0.831
2018,110-04956,74746,2.744782,100,2.745
2018,110-04957,74746,1.534569,100,1.535
2018,110-04958,74746,0.607875,100,0.608
2018,110-04960,90892,2.026949,100,2.027
2018,110-04961,90892,1.281882,100,1.282
2018,110-04962,90892,0.831401,100,0.831
2018,110-04963,90892,1.488954,100,1.489
2018,110-05007,75421,4.421838,100,4.422
2018,110-05008,75421,2.837379,100,2.837
2018,110-05009,75421,1.134512,100,1.135
2018,110-05010,75421,2.104242,100,2.104
2018,110-05011,75421,2.33546,100,2.335
2018,110-05012,75421,3.069045,100,3.069
2018,110-05014,75421,1.378462,100,1.378
2018,110-05015,75421,0.339977,100,0.34
2018,110-05016,75421,0.686248,100,0.686
2018,110-05017,75421,0.509611,100,0.51
2018,110-05018,75421,0.125995,100,0.126
2018,110-05019,75421,1.299765,100,1.3
2018,110-05020,75421,0.639472,100,0.639
2018,110-05021,75421,1.006714,100,1.007
2018,110-05022,75421,0.635706,100,0.636
2018,110-05353,84630,0.33047,100,0.33
2018,110-05354,99999,2.574539,100,2.575
2018,110-05355,99999,1.558349,100,1.558
2018,110-05356,99999,7.162388,100,7.162
2018,110-05357,99999,4.366616,100,4.367
2018,110-05358,37162,2.806838,100,2.807
2018,110-05359,37162,2.260256,100,2.26
2018,110-05360,37162,1.040952,100,1.041
2018,110-05361,37162,3.429123,100,3.429
2018,110-05362,99999,6.339239,100,6.339
2018,110-05363,99999,6.559198,100,6.559
2018,110-05364,99999,3.734626,100,3.735
2018,110-05365,99999,4.115614,100,4.116
2018,110-05366,99999,3.325689,100,3.326
2018,110-05367,99999,1.526174,100,1.526
2018,110-05368,99999,3.557486,100,3.557
2018,110-05369,99999,7.676964,100,7.677
2018,110-05370,99999,4.756291,100,4.756
2018,110-05371,99998,1.158963,100,1.159
2018,110-05372,99999,1.563531,100,1.564
2018,110-05373,99999,1.56693,100,1.567
2018,110-05374,99999,4.253359,100,4.253
2018,110-05375,96103,2.533243,100,2.533
2018,110-05376,99999,2.031144,100,2.031
2018,110-05377,99999,0.154286,100,0.154
2018,110-05379,99999,2.32261,100,2.323
2018,110-05380,99999,5.591034,100,5.591
2018,110-05381,99999,5.746799,100,5.747
2018,110-05382,99999,5.55451,100,5.555
2018,110-05383,99999,6.036619,100,6.037
2018,110-05384,99999,0.086439,100,0.086
2018,110-05385,90892,2.591471,100,2.591
2018,110-05386,90892,0.178675,100,0.179
2018,110-05387,90892,2.641802,100,2.642
2018,110-05388,90892,1.323638,100,1.324
2018,110-05389,99999,1.531866,100,1.532
2018,110-05390,99999,6.898834,100,6.899
2018,110-05391,99999,2.247729,100,2.248
2018,110-05392,99999,1.668083,100,1.668
2018,110-05393,99999,3.543374,100,3.543
2018,110-05394,99999,1.924162,100,1.924
2018,110-05395,99999,1.489227,100,1.489
2018,110-05396,99998,3.893076,100,3.893
2018,110-05397,99999,1.982633,100,1.983
2018,110-05398,99999,3.996372,100,3.996
2018,110-05399,99999,3.522993,100,3.523
2018,110-05400,99999,4.686616,100,4.687
2018,110-05401,8002,2.080816,100,2.081
2018,110-05402,8002,0.332067,100,0.332
2018,110-05403,99999,8.929915,100,8.93
2018,110-05404,99999,3.598067,100,3.598
2018,110-05405,99999,5.450871,100,5.451
2018,110-05406,99999,5.425277,100,5.425
2018,110-05407,99999,5.612925,100,5.613
2018,110-05408,99999,0.545005,100,0.545
2018,110-05409,99999,6.967334,100,6.967
2018,110-05410,99999,4.388737,100,4.389
2018,110-05411,99999,7.367248,100,7.367
2018,110-05412,99999,2.155319,100,2.155
2018,110-05414,99999,4.054576,100,4.055
2018,110-05415,99999,3.532625,100,3.533
2018,110-05416,99998,2.673579,100,2.674
2018,110-05417,99998,1.617081,100,1.617
2018,110-05418,99998,0.543215,100,0.543
2018,110-05419,99999,3.30081,100,3.301
2018,110-05420,99999,2.444511,100,2.445
2018,110-05421,99999,3.420306,100,3.42
2018,110-05422,99999,6.061462,100,6.061
2018,110-05423,99999,1.998087,100,1.998
