tmc,year,AMP Hour TMS Vol,AMP TMS Vol,AMP Lane TMS Vol,AMP Hour Lane TMS Vol,AMP Hour NPMRDS Vol,AMP NPMRDS Vol,AMP Lane NPMRDS Vol,AMP Hour Lane NPMRDS Vol,MIDD Hour TMS Vol,MIDD TMS Vol,MIDD Lane TMS Vol,MIDD Hour Lane TMS Vol,MIDD Hour NPMRDS Vol,MIDD NPMRDS Vol,MIDD Lane NPMRDS Vol,MIDD Hour Lane NPMRDS Vol,PMP Hour TMS Vol,PMP TMS Vol,PMP Lane TMS Vol,PMP Hour Lane TMS Vol,PMP Hour NPMRDS Vol,PMP NPMRDS Vol,PMP Lane NPMRDS Vol,PMP Hour Lane NPMRDS Vol,WE Hour TMS Vol,WE TMS Vol,WE Lane TMS Vol,WE Hour Lane TMS Vol,WE Hour NPMRDS Vol,WE NPMRDS Vol,WE Lane NPMRDS Vol,WE Hour Lane NPMRDS Vol,AMP NPMRDS straight VoverC,MIDD NPMRDS straight VoverC,PMP NPMRDS straight VoverC,WE NPMRDS straight VoverC,AMP TMS straight VoverC,MIDD TMS straight VoverC,PMP TMS straight VoverC,WE TMS straight VoverC,AMP NPMRDS weighted VoverC,MIDD NPMRDS weighted VoverC,PMP NPMRDS weighted VoverC,WE NPMRDS weighted VoverC,AMP TMS weighted VoverC,MIDD TMS weighted VoverC,PMP TMS weighted VoverC,WE TMS weighted VoverC
110-04859,2019,23.6734563,94.69382521,23.6734563,5.918364076,24.83333212,99.33332846,24.83333212,6.208333029,25.36081417,152.164885,38.04122125,6.340203542,26.6033617,159.6201702,39.90504255,6.650840425,29.4632732,117.8530928,29.4632732,7.3658183,30.90681983,123.6272793,30.90681983,7.726704956,22.79448769,364.711803,91.17795075,5.698621922,23.91129863,382.580778,95.6451945,5.977824656,0.286007646,0.307818285,0.349222938,0.313416575,0.272649255,0.293441198,0.332911988,0.298778011,0.289670402,0.32038342,0.358873754,0.324846867,0.276140938,0.30541946,0.342112049,0.309674436
110-04859,2020,21.4011423,85.60456918,21.4011423,5.350285574,23.1735368,92.69414718,23.1735368,5.793384199,22.92653788,137.5592273,34.38980683,5.731634471,24.82526222,148.9515733,37.23789333,6.206315554,26.6352194,106.5408776,26.6352194,6.65880485,28.8410884,115.3643536,28.8410884,7.2102721,20.60654213,329.704674,82.4261685,5.151635531,22.31312963,357.010074,89.2525185,5.578282406,0.266891639,0.287244511,0.325881785,0.292468626,0.246478817,0.26527503,0.300957188,0.270099585,0.270309586,0.298969825,0.334887566,0.303134947,0.249635348,0.27610355,0.309274174,0.279950109
110-04860,2017,35.69550395,142.7820158,35.69550395,8.923875988,33.69374075,134.774963,33.69374075,8.423435188,38.23974963,229.4384978,57.35962445,9.559937408,36.09530803,216.5718482,54.14296205,9.023827008,44.42555288,177.7022115,44.42555288,11.10638822,41.93421848,167.7368739,41.93421848,10.48355462,34.37017031,549.922725,137.4806813,8.592542578,32.44273031,519.083685,129.7709213,8.110682578,0.392965815,0.422932971,0.479821706,0.430624851,0.416312125,0.448059645,0.508328171,0.456208504,0.397998332,0.440197084,0.493081635,0.446329725,0.421643626,0.466349429,0.522375879,0.472846413
110-04860,2018,35.80080503,143.2032201,35.80080503,8.950201256,34.46264718,137.8505887,34.46264718,8.615661794,38.35255618,230.1153371,57.52883428,9.588139046,36.91901932,221.5141159,55.37852898,9.229754829,44.55660745,178.2264298,44.55660745,11.13915186,42.89117635,171.5647054,42.89117635,10.72279409,34.47156169,551.544987,137.8862468,8.617890422,33.18308813,530.92941,132.7323525,8.295772031,0.401933473,0.432584493,0.490771455,0.440451905,0.417540238,0.449381413,0.50982773,0.457554311,0.407080834,0.450242581,0.504333981,0.456515172,0.422887467,0.467725151,0.523916878,0.474241302
110-04860,2019,36.20428543,144.8171417,36.20428543,9.051071356,39.18242948,156.7297179,39.18242948,9.795607369,38.7847952,232.7087712,58.1771928,9.6961988,41.97521053,251.8512632,62.9628158,10.49380263,45.05876703,180.2350681,45.05876703,11.26469176,48.76527575,195.061103,48.76527575,12.19131894,34.86006131,557.760981,139.4402453,8.715015328,37.72763025,603.642084,150.910521,9.431907563,0.456979694,0.49182848,0.557984354,0.500773362,0.422245979,0.454446008,0.515573564,0.462711016,0.462832004,0.511904907,0.573404316,0.519036551,0.427653471,0.472996483,0.529821499,0.479586072
110-04860,2020,32.9102381,131.6409524,32.9102381,8.227559525,34.85465913,139.4186365,34.85465913,8.713664781,35.25596018,211.5357611,52.88394028,8.813990046,37.33897247,224.0338348,56.0084587,9.334743117,40.95909463,163.8363785,40.95909463,10.23977366,43.37906268,173.5162507,43.37906268,10.84476567,31.68831825,507.013092,126.753273,7.922079563,33.56054513,536.968722,134.2421805,8.390136281,0.406505459,0.437505133,0.496353971,0.445462037,0.383827924,0.413098233,0.468664098,0.420611249,0.411711371,0.455364082,0.51007077,0.461708023,0.388743416,0.429960893,0.481615684,0.435950928
110-04861,2017,38.78781105,155.1512442,38.78781105,9.696952763,36.99665003,147.9866001,36.99665003,9.249162506,41.55246513,249.3147908,62.3286977,10.38811628,39.63363667,237.80182,59.450455,9.908409167,48.2741455,193.096582,48.2741455,12.06853638,46.04492023,184.1796809,46.04492023,11.51123006,37.34766356,597.562617,149.3906543,9.336915891,35.62300631,569.968101,142.4920253,8.905751578,0.431487226,0.464391983,0.526857373,0.472837878,0.45237731,0.486875122,0.55236472,0.495729918,0.437013067,0.483348453,0.541417138,0.490082261,0.458170679,0.506749353,0.567629383,0.513809172
110-04861,2018,38.124727,152.498908,38.124727,9.53118175,38.00743618,152.0297447,38.00743618,9.501859044,40.84211887,245.0527132,61.2631783,10.21052972,40.71646798,244.2988079,61.07470198,10.179117,47.44889098,189.7955639,47.44889098,11.86222274,47.30291435,189.2116574,47.30291435,11.82572859,36.70919906,587.347185,146.8367963,9.177299766,36.59626313,585.54021,146.3850525,9.149065781,0.443275897,0.477079645,0.541251653,0.485756291,0.444643844,0.478551911,0.542921954,0.487255333,0.448952709,0.496554025,0.556209205,0.503471807,0.450338176,0.498086389,0.557925665,0.505025519
110-04861,2019,38.554272,154.217088,38.554272,9.638568,38.2915406,153.1661624,38.2915406,9.57288515,41.30228028,247.8136817,61.95342043,10.32557007,41.02082233,246.124934,61.5312335,10.25520558,47.98348983,191.9339593,47.98348983,11.99587246,47.65650218,190.6260087,47.65650218,11.91412554,37.12279556,593.964729,148.4911823,9.280698891,36.86981906,589.917105,147.4792763,9.217454766,0.44658937,0.480645801,0.545297492,0.489387304,0.449653573,0.483943677,0.549038966,0.492745159,0.452308617,0.500265751,0.560366852,0.507235243,0.455412062,0.503698246,0.564211721,0.510715559
110-04861,2020,33.62336625,134.493465,33.62336625,8.405841563,37.54348585,150.1739434,37.54348585,9.385871463,36.0199175,216.119505,54.02987625,9.004979375,40.21944897,241.3166938,60.32917345,10.05486224,41.8466325,167.38653,41.8466325,10.46165813,46.7254957,186.9019828,46.7254957,11.68137393,32.37496875,517.9995,129.499875,8.093742188,36.14953875,578.39262,144.598155,9.037384688,0.437864903,0.471256015,0.534644686,0.479826746,0.392145046,0.422049611,0.478819526,0.429725425,0.44347242,0.490492674,0.549419654,0.497326012,0.397167052,0.439277666,0.492051759,0.445397498
110-04862,2017,48.50387808,194.0155123,64.67183743,16.16795936,53.87867923,215.5147169,71.83823897,17.95955974,46.73131457,280.3878874,93.46262913,15.57710486,51.90969478,311.4581687,103.8193896,17.30323159,43.64103745,174.5641498,58.18804993,14.54701248,48.47697855,193.9079142,64.6359714,16.15899285,40.56047184,648.9675494,216.3225165,13.52015728,45.05504999,720.8807998,240.2935999,15.01835,0.8388619,0.81216401,0.739716697,0.799092746,0.755179153,0.731144576,0.665924425,0.719377269,0.844926164,0.817752369,0.771171199,0.813346502,0.760638461,0.736175455,0.694241105,0.732209107
110-04862,2018,49.5722427,198.2889708,66.0963236,16.5240809,55.56242685,222.2497074,74.0832358,18.52080895,47.76063603,286.5638162,95.52127207,15.92021201,53.53191022,321.1914613,107.0638204,17.84397007,44.6022913,178.4091652,59.46972173,14.86743043,49.99191913,199.9676765,66.65589217,16.66397304,41.45387201,663.2619522,221.0873174,13.81795734,46.46305282,743.4088451,247.8029484,15.48768427,0.86507694,0.837544721,0.762833378,0.824064971,0.771813012,0.747249041,0.680592327,0.735222543,0.871330716,0.843307721,0.795270856,0.838764168,0.777392569,0.752390732,0.70953272,0.748337019
110-04862,2019,48.8392587,195.3570348,65.1190116,16.2797529,57.0731952,228.2927808,76.0975936,19.0243984,47.05443877,282.3266326,94.10887753,15.68481292,54.98746788,329.9248073,109.9749358,18.32915596,43.9427939,175.7711756,58.59039187,14.64759797,51.35122278,205.4048911,68.46829703,17.11707426,40.84092769,653.454843,217.818281,13.61364256,47.72640496,763.6224793,254.5408264,15.90880165,0.888598786,0.860317954,0.783575174,0.846471683,0.760400848,0.736200084,0.670528967,0.724351412,0.895022606,0.866237652,0.816894642,0.861570558,0.765897904,0.741265749,0.699041443,0.737271975
110-04862,2020,42.81298538,171.2519415,57.0839805,14.27099513,57.8578241,231.4312964,77.14376547,19.28594137,41.24839427,247.4903656,82.49678853,13.74946476,55.74342268,334.4605361,111.4868454,18.58114089,38.52069508,154.0827803,51.36092677,12.84023169,52.05718733,208.2287493,69.4095831,17.35239578,35.80156796,572.8250873,190.9416958,11.93385599,48.38253636,774.1205817,258.0401939,16.12751212,0.900815034,0.872145403,0.794347582,0.858108777,0.66657503,0.645360398,0.587792436,0.634973732,0.907327167,0.878146484,0.828125118,0.873415227,0.671393806,0.649801011,0.61278676,0.646300028
110-04863,2017,39.864225,159.4569,53.1523,13.288075,47.6772975,190.70919,63.56973,15.8924325,34.0120153,204.0720918,68.0240306,11.33733843,40.67810103,244.0686062,81.35620207,13.55936701,37.8737421,151.4949684,50.4983228,12.6245807,45.2966957,181.1867828,60.39559427,15.09889857,32.18899751,515.0239602,171.6746534,10.72966584,38.49778619,615.964579,205.3215263,12.8325954,0.736400318,0.632613745,0.690709761,0.678865913,0.615723405,0.52894476,0.577520345,0.567617397,0.747181381,0.646008059,0.781547226,0.717201419,0.624737732,0.540144093,0.653471906,0.599670708
110-04863,2018,39.1337425,156.53497,52.17832333,13.04458083,48.10007,192.40028,64.13342667,16.03335667,33.38877022,200.3326213,66.77754043,11.12959007,41.03880903,246.2328542,82.07761807,13.67960301,37.17973373,148.7189349,49.5729783,12.39324458,45.69835853,182.7934341,60.9311447,15.23278618,31.59915789,505.5865263,168.5288421,10.53305263,38.83916051,621.4265682,207.1421894,12.94638684,0.742930256,0.638223369,0.696834544,0.684885672,0.604440728,0.519252237,0.566937711,0.557216227,0.753806919,0.651736455,0.788477499,0.723561113,0.613289874,0.530246351,0.641497515,0.588682185
110-04863,2019,39.574925,158.2997,52.76656667,13.19164167,47.62404,190.49616,63.49872,15.87468,33.76518557,202.5911134,67.53037113,11.25506186,40.63266192,243.7959715,81.26532383,13.54422064,37.5988873,150.3955492,50.13184973,12.53296243,45.24609745,180.9843898,60.32812993,15.08203248,31.95539766,511.2863626,170.4287875,10.65179922,38.45478258,615.2765213,205.0921738,12.81826086,0.735577728,0.631907089,0.68993821,0.678107592,0.611255018,0.525106137,0.573329203,0.563498122,0.746346749,0.645286442,0.780674206,0.716400276,0.620203927,0.536224195,0.648729573,0.595318817
110-04863,2020,35.2387125,140.95485,46.98495,11.7462375,46.74036,186.96144,62.32048,15.58012,30.06554445,180.3932667,60.1310889,10.02184815,39.87870928,239.2722557,79.75741857,13.29290309,33.47918865,133.9167546,44.6389182,11.15972955,44.40654095,177.6261638,59.20872127,14.80218032,28.45405446,455.2648713,151.7549571,9.484684819,37.74124122,603.8598595,201.2866198,12.58041374,0.721928837,0.620181842,0.677136175,0.665525079,0.544279992,0.467570417,0.510509697,0.501755804,0.732498035,0.633312936,0.766188534,0.703107229,0.552248371,0.477470273,0.577648471,0.530089916
110-04864,2017,45.94992063,183.7996825,61.26656083,15.31664021,50.837815,203.35126,67.78375333,16.94593833,40.26847207,241.6108324,80.53694413,13.42282402,44.55200587,267.3120352,89.10401173,14.85066862,40.95666705,163.8266682,54.6088894,13.65222235,45.31340715,181.2536286,60.4178762,15.10446905,36.82732394,589.2371831,196.4123944,12.27577465,40.74480774,651.9169238,217.3056413,13.58160258,0.795249047,0.701658565,0.69965709,0.727826853,0.718788378,0.634196324,0.632387284,0.657848614,0.806260218,0.713609821,0.771425499,0.758584687,0.72874086,0.644998505,0.697255388,0.68564918
110-04864,2018,46.6919575,186.76783,62.25594333,15.56398583,51.37229375,205.489175,68.49639167,17.12409792,40.91876027,245.5125616,81.83752053,13.63958676,45.02039933,270.122396,90.04079867,15.00679978,41.61806878,166.4722751,55.49075837,13.87268959,45.78980555,183.1592222,61.05307407,15.26326852,37.42204167,598.7526667,199.5842222,12.47401389,41.17317458,658.7707932,219.5902644,13.72439153,0.803609826,0.709035389,0.707012872,0.735478794,0.73039596,0.644437844,0.642599591,0.668472091,0.814736761,0.721112293,0.77953581,0.766559998,0.740509163,0.655414468,0.708515238,0.696721603
110-04864,2019,47.21781563,188.8712625,62.9570875,15.73927188,48.03147,192.12588,64.04196,16.01049,41.379599,248.277594,82.759198,13.79319967,42.0926496,252.5558976,84.1852992,14.0308832,42.08678333,168.3471333,56.1157111,14.02892778,42.81202008,171.2480803,57.08269343,14.27067336,37.84349936,605.4959898,201.8319966,12.61449979,38.49561612,615.9298579,205.3099526,12.83187204,0.751349773,0.662925665,0.661034676,0.687649413,0.738621888,0.651695687,0.649836731,0.676000614,0.761753106,0.674217189,0.72884133,0.716709356,0.748848988,0.662795932,0.716494738,0.70456828
110-04864,2020,42.38031875,169.521275,56.50709167,14.12677292,49.1534775,196.61391,65.53797,16.3844925,37.14023133,222.841388,74.28046267,12.38007711,43.0759272,258.4555632,86.1518544,14.3586424,37.77496415,151.0998566,50.36661887,12.59165472,43.81210205,175.2484082,58.41613607,14.60403402,33.96640748,543.4625196,181.1541732,11.32213583,39.39486759,630.3178814,210.1059605,13.13162253,0.768901184,0.678411503,0.67647634,0.703712794,0.66294958,0.584929027,0.583260522,0.606743898,0.779547537,0.689966795,0.745866947,0.733451572,0.672128907,0.594892044,0.643089372,0.632384788
110-04865,2017,45.94992063,183.7996825,61.26656083,15.31664021,50.837815,203.35126,67.78375333,16.94593833,40.26847207,241.6108324,80.53694413,13.42282402,44.55200587,267.3120352,89.10401173,14.85066862,40.95666705,163.8266682,54.6088894,13.65222235,45.31340715,181.2536286,60.4178762,15.10446905,36.82732394,589.2371831,196.4123944,12.27577465,40.74480774,651.9169238,217.3056413,13.58160258,0.785266841,0.692851136,0.690874784,0.718690951,0.70976593,0.6262357,0.624449369,0.6495911,0.796139797,0.704652376,0.761742333,0.749062704,0.719593485,0.636902289,0.688503228,0.677042705
110-04865,2018,46.6919575,186.76783,62.25594333,15.56398583,51.37229375,205.489175,68.49639167,17.12409792,40.91876027,245.5125616,81.83752053,13.63958676,45.02039933,270.122396,90.04079867,15.00679978,41.61806878,166.4722751,55.49075837,13.87268959,45.78980555,183.1592222,61.05307407,15.26326852,37.42204167,598.7526667,199.5842222,12.47401389,41.17317458,658.7707932,219.5902644,13.72439153,0.793522673,0.700135363,0.698138233,0.726246843,0.72122781,0.636348666,0.634533487,0.660081228,0.80450994,0.712060675,0.769750842,0.756937906,0.731214069,0.647187508,0.699621741,0.687976144
110-04865,2019,47.21781563,188.8712625,62.9570875,15.73927188,50.97508188,203.9003275,67.96677583,16.99169396,41.379599,248.277594,82.759198,13.79319967,44.67230047,268.0338028,89.34460093,14.89076682,42.08678333,168.3471333,56.1157111,14.02892778,45.43575763,181.7430305,60.58101017,15.14525254,37.84349936,605.4959898,201.8319966,12.61449979,40.85482255,653.6771608,217.8923869,13.61827418,0.787387136,0.694721899,0.692740211,0.720631484,0.729350483,0.643515406,0.641679784,0.667515251,0.798289449,0.706555004,0.763799109,0.751085243,0.73944921,0.654476318,0.707501081,0.695724327
110-04865,2020,42.38031875,169.521275,56.50709167,14.12677292,50.06991625,200.279665,66.75988833,16.68997208,37.14023133,222.841388,74.28046267,12.38007711,43.87905347,263.2743208,87.75810693,14.62635116,37.77496415,151.0998566,50.36661887,12.59165472,44.6289539,178.5158156,59.50527187,14.87631797,33.96640748,543.4625196,181.1541732,11.32213583,40.12936259,642.0698014,214.0232671,13.3764542,0.773405485,0.682385707,0.680439208,0.707835215,0.654628037,0.577586821,0.57593926,0.599127865,0.784114206,0.694008691,0.750236312,0.737748206,0.663692142,0.58742478,0.63501712,0.624446903
110-04866,2017,39.68581108,158.7432443,52.91441477,13.22860369,45.74268385,182.9707354,60.99024513,15.24756128,38.96723425,233.8034055,77.9344685,12.98907808,44.9144374,269.4866244,89.8288748,14.97147913,33.93860025,135.754401,45.251467,11.31286675,39.1183302,156.4733208,52.1577736,13.0394434,33.01881568,528.3010508,176.1003503,11.00627189,38.05816754,608.9306806,202.9768935,12.68605585,0.706611091,0.698970795,0.596372398,0.671839909,0.613047418,0.606418788,0.517405633,0.582880353,0.715751599,0.700990693,0.643741314,0.690714997,0.620977615,0.608171228,0.558502344,0.599256156
110-04866,2018,39.55859258,158.2343703,52.7447901,13.18619753,47.0543066,188.2172264,62.73907547,15.68476887,38.84231925,233.0539155,77.6846385,12.94743975,46.20231105,277.2138663,92.4046221,15.40077035,33.82980525,135.319221,45.106407,11.27660175,40.24000665,160.9600266,53.6533422,13.41333555,32.91296918,526.6075068,175.5358356,10.97098973,39.14944496,626.3911193,208.7970398,13.04981499,0.726872411,0.719013038,0.613472741,0.691104203,0.611082208,0.604474827,0.515747016,0.581011847,0.736275013,0.721090855,0.662199911,0.710520514,0.618986983,0.606221649,0.556711986,0.597335155
110-04866,2019,40.48347108,161.9338843,53.97796143,13.49449036,47.2069688,188.8278752,62.94262507,15.73565627,39.7504513,238.5027078,79.5009026,13.25015043,46.35220905,278.1132543,92.7044181,15.45073635,34.6207449,138.4829796,46.1609932,11.5402483,40.37056065,161.4822426,53.8274142,13.45685355,33.68247323,538.9195717,179.6398572,11.22749108,39.27646076,628.4233721,209.4744574,13.09215359,0.729230664,0.721345792,0.615463082,0.693346409,0.625369288,0.618607427,0.527805163,0.594595883,0.738663772,0.72343035,0.664348341,0.712825715,0.633458877,0.620395089,0.569727892,0.61130083
110-04866,2020,36.39784895,145.5913958,48.53046527,12.13261632,46.85520965,187.4208386,62.47361287,15.61840322,35.73880608,214.4328365,71.47761217,11.91293536,46.00681908,276.0409145,92.01363817,15.33560636,31.12679348,124.5071739,41.5023913,10.37559783,40.06974248,160.2789699,53.4263233,13.35658083,30.28321288,484.5314061,161.5104687,10.09440429,38.98379518,623.7407229,207.9135743,12.99459839,0.723796857,0.715970738,0.610877005,0.688179991,0.562256553,0.556177103,0.474538672,0.534588823,0.733159674,0.718039763,0.659398,0.707514148,0.569529734,0.557784354,0.512230528,0.549607894
110-04867,2017,32.8506369,131.4025476,43.8008492,10.9502123,39.74876245,158.9950498,52.99834993,13.24958748,31.80564223,190.8338534,63.61128447,10.60188074,38.48433508,230.9060105,76.96867017,12.82811169,31.99518905,127.9807562,42.66025207,10.66506302,38.7136838,154.8547352,51.61824507,12.90456127,28.13857232,450.2171571,150.0723857,9.379524106,34.04723722,544.7557955,181.5852652,11.34907907,0.614166738,0.598305244,0.590377189,0.600571941,0.507582306,0.494473466,0.487921271,0.496346793,0.625530221,0.614886365,0.678197124,0.635989933,0.516973734,0.508177046,0.560500657,0.525618235
110-04867,2018,37.31449895,149.2579958,49.75266527,12.43816632,41.04243548,164.1697419,54.7232473,13.68081183,36.12750668,216.7650401,72.25501337,12.04250223,39.73685573,238.4211344,79.47371147,13.24561858,36.3428098,145.3712392,48.45707973,12.11426993,39.9736689,159.8946756,53.2982252,13.3245563,31.96214219,511.3942751,170.4647584,10.6540474,35.15534699,562.4855519,187.495184,11.718449,0.63415556,0.617777834,0.609591751,0.620118304,0.576554405,0.561664289,0.554221758,0.563792171,0.645888881,0.634898608,0.700269895,0.656689019,0.587221974,0.577229962,0.636663492,0.597041121
110-04867,2019,37.73484858,150.9393943,50.31313143,12.57828286,41.09262648,164.3705059,54.79016863,13.69754216,36.53448478,219.2069087,73.06896957,12.17816159,39.78545013,238.7127008,79.57090027,13.26181671,36.7522133,147.0088532,49.00295107,12.25073777,40.0225529,160.0902116,53.36340387,13.34085097,32.32219726,517.1551562,172.3850521,10.77406575,35.19833864,563.1734183,187.7244728,11.73277955,0.634931072,0.618533318,0.610337224,0.620876649,0.583049318,0.567991465,0.560465093,0.570143317,0.646678742,0.635675029,0.701126259,0.657492087,0.593837058,0.583732485,0.643835536,0.603766818
110-04867,2020,31.15982758,124.6393103,41.54643677,10.38660919,40.54679935,162.1871974,54.06239913,13.51559978,30.16861838,181.0117103,60.33723677,10.05620613,39.25698603,235.5419162,78.51397207,13.08566201,30.3484093,121.3936372,40.46454573,10.11613643,39.4909394,157.9637576,52.65458587,13.16364647,26.69029111,427.0446578,142.3482193,8.896763704,34.73080445,555.6928712,185.2309571,11.57693482,0.626497379,0.610317434,0.602230207,0.612629639,0.481457245,0.469023112,0.462808155,0.470800019,0.638089006,0.627231454,0.691813305,0.648758719,0.4903653,0.482021374,0.53165191,0.498564872
110-04868,2017,32.09539098,128.3815639,42.79385463,10.69846366,36.97984458,147.9193783,49.30645943,12.32661486,37.11652807,222.6991684,74.23305613,12.37217602,42.765126,256.590756,85.530252,14.255042,33.7925479,135.1701916,45.05673053,11.26418263,38.9352842,155.7411368,51.91371227,12.97842807,30.39068275,486.250924,162.0836413,10.13022758,35.01570445,560.2512712,186.7504237,11.67190148,0.569162013,0.662426352,0.591182625,0.615424047,0.493984697,0.57493029,0.513096734,0.534136248,0.574539702,0.669091906,0.650146841,0.63886149,0.498652079,0.580715429,0.564272709,0.554477974
110-04868,2018,29.671398,118.685592,39.561864,9.890466,38.0534298,152.2137192,50.7379064,12.6844766,34.3133155,205.879893,68.626631,11.43777183,44.00666738,264.0400043,88.01333477,14.66888913,31.24037775,124.961511,41.653837,10.41345925,40.06563903,160.2625561,53.42085203,13.35521301,28.09543725,449.526996,149.842332,9.36514575,36.03226748,576.5162796,192.1720932,12.01075583,0.585685714,0.68165767,0.608345621,0.633290811,0.456676679,0.531508884,0.474345286,0.493795798,0.591219527,0.688516735,0.669021665,0.657408681,0.460991558,0.536857103,0.521656213,0.512601222
110-04868,2019,29.65095403,118.6038161,39.53460537,9.883651342,38.09376523,152.3750609,50.79168697,12.69792174,34.28967318,205.7380391,68.57934637,11.42989106,44.05331305,264.3198783,88.1066261,14.68443768,31.21885273,124.8754109,41.62513697,10.40628424,40.10810733,160.4324293,53.47747643,13.36936911,28.07607913,449.217266,149.7390887,9.358693042,36.07046053,577.1273684,192.3757895,12.02348684,0.586306523,0.682380205,0.608990448,0.63396208,0.456362023,0.531142668,0.474018456,0.493455566,0.591846201,0.689246541,0.669730806,0.658105513,0.460673929,0.536487201,0.521296785,0.512248033
110-04868,2020,29.39347038,117.5738815,39.19129383,9.797823458,37.8434646,151.3738584,50.4579528,12.6144882,33.99190772,203.9514463,67.98381543,11.33063591,43.76385435,262.5831261,87.5277087,14.58795145,30.94775373,123.7910149,41.26367163,10.31591791,39.84457118,159.3782847,53.1260949,13.28152373,27.83227143,445.3163428,148.4387809,9.277423808,35.83345433,573.3352692,191.1117564,11.94448478,0.58245411,0.677896527,0.604988988,0.62979654,0.452399055,0.526530319,0.469902164,0.489170485,0.587957389,0.684717746,0.665330243,0.653781335,0.456673518,0.531828441,0.516769936,0.507799762
110-04869,2017,32.09539098,128.3815639,64.19078195,16.04769549,36.97984458,147.9193783,73.95968915,18.48992229,37.11652807,222.6991684,111.3495842,18.55826403,42.765126,256.590756,128.295378,21.382563,33.7925479,135.1701916,67.5850958,16.89627395,38.9352842,155.7411368,77.8705684,19.4676421,30.39068275,486.250924,243.125462,15.19534138,35.01570445,560.2512712,280.1256356,17.50785223,0.86091733,1.00198944,0.89422582,0.930893517,0.747203744,0.869642455,0.776112708,0.807937181,0.86905165,1.01207179,0.98341539,0.96634511,0.754263649,0.878393086,0.853521744,0.838706179
110-04869,2018,29.671398,118.685592,59.342796,14.835699,38.0534298,152.2137192,76.1068596,19.0267149,34.3133155,205.879893,102.9399465,17.15665775,44.00666738,264.0400043,132.0200022,22.00333369,31.24037775,124.961511,62.4807555,15.62018888,40.06563903,160.2625561,80.13127805,20.03281951,28.09543725,449.526996,224.763498,14.04771863,36.03226748,576.5162796,288.2581398,18.01613374,0.885911165,1.031078828,0.920186654,0.957918875,0.690771447,0.803963018,0.717497072,0.746918013,0.894281637,1.041453885,1.011965543,0.994399685,0.697298155,0.812052761,0.789059818,0.775363193
110-04869,2019,29.65095403,118.6038161,59.30190805,14.82547701,38.09376523,152.3750609,76.18753045,19.04688261,34.28967318,205.7380391,102.8690196,17.14483659,44.05331305,264.3198783,132.1599391,22.02665652,31.21885273,124.8754109,62.43770545,15.60942636,40.10810733,160.4324293,80.21621465,20.05405366,28.07607913,449.217266,224.608633,14.03803956,36.07046053,577.1273684,288.5636842,18.03523026,0.886850202,1.032171739,0.921162022,0.958934238,0.690295496,0.803409077,0.717002707,0.746403377,0.895229547,1.042557793,1.013038195,0.995453717,0.696817707,0.811493246,0.788516146,0.774828958
110-04869,2020,29.39347038,117.5738815,58.78694075,14.69673519,37.8434646,151.3738584,75.6869292,18.9217323,33.99190772,203.9514463,101.9757232,16.99595386,43.76385435,262.5831261,131.2915631,21.88192718,30.94775373,123.7910149,61.89550745,15.47387686,39.84457118,159.3782847,79.68914235,19.92228559,27.83227143,445.3163428,222.6581714,13.91613571,35.83345433,573.3352692,286.6676346,17.91672716,0.881023024,1.025389704,0.915109393,0.952633421,0.684301092,0.796432415,0.710776382,0.739921742,0.889347312,1.035707515,1.00638188,0.988912944,0.690766666,0.804446382,0.781668811,0.76810048
110-04870,2017,35.261264,141.045056,70.522528,17.630632,28.75867208,115.0346883,57.51734415,14.37933604,32.55912533,195.354752,97.677376,16.27956267,26.55483957,159.3290374,79.6645187,13.27741978,31.092728,124.370912,62.185456,15.546364,25.35886315,101.4354526,50.7177263,12.67943158,28.79817,460.77072,230.38536,14.399085,23.48744865,375.7991784,187.8995892,11.74372433,0.666045328,0.618908563,0.579903344,0.621231862,0.81664411,0.758849302,0.711024656,0.761697919,0.674502802,0.645718221,0.626251195,0.649274851,0.827013894,0.791720862,0.767852169,0.796081678
110-04870,2018,34.62474633,138.4989853,69.24949265,17.31237316,29.45611915,117.8244766,58.9122383,14.72805958,31.97138523,191.8283114,95.9141557,15.98569262,27.19883992,163.1930395,81.59651975,13.59941996,30.53145853,122.1258341,61.06291705,15.26572926,25.97385903,103.8954361,51.94771805,12.98692951,28.27832068,452.4531309,226.2265655,14.13916034,24.05705951,384.9129522,192.4564761,12.02852976,0.682198068,0.633918156,0.593966994,0.636297799,0.801902482,0.745150956,0.698189615,0.747948152,0.690860651,0.661377994,0.641438859,0.665020879,0.812085077,0.777429136,0.753991308,0.781711233
110-04870,2019,35.50498155,142.0199262,71.0099631,17.75249078,33.32448723,133.2979489,66.64897445,16.66224361,32.78416635,196.7049981,98.35249905,16.39208318,30.7707675,184.624605,92.3123025,15.38538375,31.30763363,125.2305345,62.61526725,15.65381681,29.3849142,117.5396568,58.7698284,14.6924571,28.99721618,463.9554588,231.9777294,14.49860809,27.21638816,435.4622106,217.7311053,13.60819408,0.771788731,0.717168388,0.671970581,0.719860541,0.822288561,0.764094289,0.715939091,0.766962596,0.78158894,0.74823443,0.725676759,0.752355722,0.832730019,0.797193051,0.773159382,0.801584008
