tmc,year,AMP Hour TMS Vol,AMP TMS Vol,AMP Lane TMS Vol,AMP Hour Lane TMS Vol,AMP Hour NPMRDS Vol,AMP NPMRDS Vol,AMP Lane NPMRDS Vol,AMP Hour Lane NPMRDS Vol,MIDD Hour TMS Vol,MIDD TMS Vol,MIDD Lane TMS Vol,MIDD Hour Lane TMS Vol,MIDD Hour NPMRDS Vol,MIDD NPMRDS Vol,MIDD Lane NPMRDS Vol,MIDD Hour Lane NPMRDS Vol,PMP Hour TMS Vol,PMP TMS Vol,PMP Lane TMS Vol,PMP Hour Lane TMS Vol,PMP Hour NPMRDS Vol,PMP NPMRDS Vol,PMP Lane NPMRDS Vol,PMP Hour Lane NPMRDS Vol,WE Hour TMS Vol,WE TMS Vol,WE Lane TMS Vol,WE Hour Lane TMS Vol,WE Hour NPMRDS Vol,WE NPMRDS Vol,WE Lane NPMRDS Vol,WE Hour Lane NPMRDS Vol,AMP NPMRDS straight VoverC,MIDD NPMRDS straight VoverC,PMP NPMRDS straight VoverC,WE NPMRDS straight VoverC,AMP TMS straight VoverC,MIDD TMS straight VoverC,PMP TMS straight VoverC,WE TMS straight VoverC,AMP NPMRDS weighted VoverC,MIDD NPMRDS weighted VoverC,PMP NPMRDS weighted VoverC,WE NPMRDS weighted VoverC,AMP TMS weighted VoverC,MIDD TMS weighted VoverC,PMP TMS weighted VoverC,WE TMS weighted VoverC
110+04697,2017,34.08816303,136.3526521,34.08816303,8.522040756,32.73620808,130.9448323,32.73620808,8.184052019,26.06551758,156.3931055,39.09827638,6.516379396,25.03174508,150.1904705,37.54761763,6.257936271,25.4161366,101.6645464,25.4161366,6.35403415,24.40811891,97.63247564,24.40811891,6.102029728,24.65064401,394.4103041,98.60257603,6.162661002,23.67298616,378.7677785,94.69194463,5.918246539,0.395240016,0.313295735,0.285327535,0.328717472,0.411562819,0.326234366,0.297111122,0.342292997,0.403510723,0.31489128,0.29865996,0.341344307,0.420175094,0.327895805,0.310994156,0.3554413
110+04697,2018,33.53720505,134.1488202,33.53720505,8.384301263,33.79087833,135.1635133,33.79087833,8.447719581,25.6442275,153.865365,38.46634125,6.411056875,25.8381988,155.0291928,38.7572982,6.4595497,25.0053423,100.0213692,25.0053423,6.251335575,25.1944811,100.7779244,25.1944811,6.298620275,24.25222215,388.0355544,97.0088886,6.063055538,24.4356644,390.9706304,97.7426576,6.1089161,0.407973558,0.323389258,0.29452,0.339307841,0.404910838,0.320961526,0.292308994,0.336760606,0.416510724,0.325036208,0.308281959,0.352341478,0.413383915,0.322596111,0.305967639,0.349696397
110+04697,2019,34.07435275,136.297411,34.07435275,8.518588188,33.4732416,133.8929664,33.4732416,8.3683104,26.05495755,156.3297453,39.08243633,6.513739388,25.59531783,153.571907,38.39297675,6.398829458,25.40583965,101.6233586,25.40583965,6.351459913,24.95765114,99.83060456,24.95765114,6.239412785,24.64065718,394.2505148,98.5626287,6.160164294,24.20596737,387.2954779,96.82386948,6.051491842,0.404138576,0.320349375,0.291751491,0.336118323,0.411396081,0.326102197,0.296990752,0.342154322,0.412595493,0.321980844,0.305384086,0.349029442,0.420004866,0.327762963,0.310868161,0.355297299
110+04697,2020,29.43990933,117.7596373,29.43990933,7.359977331,33.154878,132.619512,33.154878,8.2887195,22.51122988,135.0673793,33.76684483,5.627807471,25.35188108,152.1112865,38.02782163,6.337970271,21.95039834,87.80159334,21.95039834,5.487599584,24.72027923,98.88111692,24.72027923,6.180069808,21.28928812,340.6286099,85.15715248,5.32232203,23.97574471,383.6119154,95.90297885,5.993936178,0.400294819,0.317302536,0.288976646,0.332921506,0.355442212,0.281749126,0.256597121,0.295618006,0.408671302,0.318918488,0.302479582,0.345709827,0.362880119,0.283184012,0.268587068,0.30697341
110+04698,2017,25.28669813,101.1467925,25.28669813,6.321674531,25.3023345,101.209338,25.3023345,6.325583625,28.37399347,170.2439608,42.5609902,7.093498367,28.3915389,170.3492334,42.58730835,7.097884725,32.96519043,131.8607617,32.96519043,8.241297606,32.9855749,131.9422996,32.9855749,8.246393725,25.20321969,403.251515,100.8128788,6.300804922,25.21880444,403.500871,100.8752178,6.304701109,0.308716158,0.357649254,0.389197674,0.352682204,0.308525377,0.357428233,0.388957157,0.352464253,0.316600013,0.377119325,0.430731547,0.37947025,0.31640436,0.376886273,0.430465363,0.379235745
110+04698,2018,24.8779959,99.5119836,24.8779959,6.219498975,25.06617148,100.2646859,25.06617148,6.266542869,27.9153921,167.4923526,41.87308815,6.978848025,28.12654233,168.759254,42.1898135,7.031635583,32.43238275,129.729531,32.43238275,8.108095688,32.67769923,130.7107969,32.67769923,8.169424806,24.7958667,396.7338672,99.1834668,6.198966675,24.98342104,399.7347367,99.93368418,6.245855261,0.305834711,0.354311082,0.38556504,0.349390393,0.303538763,0.351651215,0.382670545,0.346767466,0.313644981,0.373599427,0.426711251,0.375928409,0.3112904,0.370794759,0.423507865,0.373106257
110+04698,2019,25.27645363,101.1058145,25.27645363,6.319113406,24.83054762,99.32219048,24.83054762,6.207636905,28.36249818,170.1749891,42.54374728,7.090624546,27.86215078,167.1729047,41.79322618,6.965537696,32.9518351,131.8073404,32.9518351,8.237958775,32.37052645,129.4821058,32.37052645,8.092631613,25.19300899,403.0881439,100.772036,6.298252248,24.74857506,395.977201,98.99430025,6.187143766,0.302959842,0.350980532,0.381940701,0.346106097,0.308400383,0.357283427,0.388799577,0.352321457,0.310696695,0.370087565,0.422700134,0.372394655,0.316276174,0.376733583,0.430290967,0.379082103
110+04698,2020,21.83861006,87.35444022,21.83861006,5.459652514,24.59438459,98.37753836,24.59438459,6.148596148,24.50492255,147.0295353,36.75738383,6.126230638,27.59715422,165.5829253,41.39573133,6.899288554,28.470065,113.88026,28.470065,7.11751625,32.06265078,128.2506031,32.06265078,8.015662694,21.76651471,348.2642354,87.06605885,5.441628678,24.51319167,392.2110667,98.05276668,6.128297917,0.300078395,0.347642361,0.378308068,0.342814287,0.266454931,0.308689405,0.335919053,0.304402312,0.307741662,0.366567667,0.418679838,0.368852814,0.273259538,0.325494151,0.37176721,0.32752325
110+04699,2017,28.15570153,112.6228061,28.15570153,7.038925381,25.3023345,101.209338,25.3023345,6.325583625,31.59327828,189.5596697,47.38991743,7.898319571,28.3915389,170.3492334,42.58730835,7.097884725,36.70538785,146.8215514,36.70538785,9.176346963,32.9855749,131.9422996,32.9855749,8.246393725,28.06275169,449.0040271,112.2510068,7.015687923,25.21880444,403.500871,100.8752178,6.304701109,0.308716158,0.357649254,0.389197674,0.352682204,0.343530357,0.397981682,0.433087845,0.392454493,0.316600013,0.377119325,0.430731547,0.37947025,0.352303281,0.419647411,0.479305531,0.422263452
110+04699,2018,27.70062938,110.8025175,27.70062938,6.925157344,25.06617148,100.2646859,25.06617148,6.266542869,31.08264563,186.4958738,46.62396845,7.770661408,28.12654233,168.759254,42.1898135,7.031635583,36.1121297,144.4485188,36.1121297,9.028032425,32.67769923,130.7107969,32.67769923,8.169424806,27.60918188,441.74691,110.4367275,6.902295469,24.98342104,399.7347367,99.93368418,6.245855261,0.305834711,0.354311082,0.38556504,0.349390393,0.337977979,0.391549223,0.426087977,0.386111369,0.313644981,0.373599427,0.426711251,0.375928409,0.346609109,0.412864776,0.47155866,0.415438534
110+04699,2019,32.56623483,130.2649393,32.56623483,8.141558706,29.40445398,117.6178159,29.40445398,7.351113494,36.54230098,219.2538059,54.81345148,9.135575246,32.99449303,197.9669582,49.49173955,8.248623258,42.4552121,169.8208484,42.4552121,10.61380303,38.3333332,153.3333328,38.3333332,9.5833333,32.45872459,519.3395935,129.8348984,8.114681148,29.30738168,468.9181068,117.2295267,7.326845419,0.358766503,0.415632835,0.452296016,0.409860506,0.397343688,0.460324702,0.500930174,0.45393169,0.367928521,0.438259475,0.500563533,0.440991542,0.407490873,0.485384323,0.554387766,0.488410161
110+04699,2020,28.13736923,112.5494769,28.13736923,7.034342306,29.1375574,116.5502296,29.1375574,7.28438935,31.57270778,189.4362467,47.35906168,7.893176946,32.6950106,196.1700636,49.0425159,8.17375265,36.68148883,146.7259553,36.68148883,9.170372206,37.9853915,151.941566,37.9853915,9.496347875,28.04447993,448.7116788,112.1779197,7.011119981,29.0413662,464.6618592,116.1654648,7.26034155,0.355510073,0.411860244,0.448190643,0.406140309,0.343306683,0.397722554,0.43280586,0.392198964,0.36458893,0.434281508,0.496020048,0.436988777,0.352073895,0.419374177,0.478993453,0.421988514
110+04700,2017,27.96249123,111.8499649,27.96249123,6.990622806,29.51379125,118.055165,29.51379125,7.378447813,31.11939087,186.7163452,46.6790863,7.779847717,32.84582903,197.0749742,49.26874355,8.211457258,38.15537893,152.6215157,38.15537893,9.538844731,40.27215888,161.0886355,40.27215888,10.06803972,28.19923911,451.1878257,112.7969564,7.049809777,29.76367343,476.2187748,119.0546937,7.440918356,0.358776249,0.41196901,0.473251112,0.414280251,0.339918299,0.390315149,0.448376149,0.392504906,0.372246483,0.435634893,0.527407877,0.450964519,0.352680512,0.412737108,0.499686333,0.42726098
110+04700,2018,27.51054188,110.0421675,27.51054188,6.877635469,29.3301199,117.3204796,29.3301199,7.332529975,30.6164175,183.698505,45.92462625,7.654104375,32.64142162,195.8485297,48.96213243,8.160355404,37.538685,150.15474,37.538685,9.38467125,40.02153565,160.0861426,40.02153565,10.00538391,27.74346328,443.8954125,110.9738531,6.93586582,29.57844699,473.2551519,118.313788,7.394611748,0.356543499,0.409405229,0.470305958,0.411702086,0.334424301,0.384006603,0.44112918,0.386160967,0.369929905,0.432923833,0.524125692,0.448158059,0.346980243,0.406066162,0.491610053,0.42035529
110+04700,2019,32.34275853,129.3710341,32.34275853,8.085689631,29.06773225,116.270929,29.06773225,7.266933063,35.99418007,215.9650804,53.9912701,8.998545017,32.34941102,194.0964661,48.52411653,8.087352754,44.13234133,176.5293653,44.13234133,11.03308533,39.66350245,158.6540098,39.66350245,9.915875613,32.61659248,521.8654797,130.4663699,8.15414812,29.31383781,469.0214049,117.2553512,7.328459452,0.353353856,0.405742684,0.466098595,0.408018993,0.393165808,0.451457222,0.51861336,0.45399,0.366620507,0.42905089,0.519436857,0.444148831,0.407927196,0.477391536,0.57796118,0.494190543
110+04700,2020,27.94428473,111.7771389,27.94428473,6.986071181,28.8058801,115.2235204,28.8058801,7.201470025,31.0991289,186.5947734,46.64869335,7.774782225,32.05799637,192.3479782,48.08699455,8.014499092,38.1305358,152.5221432,38.1305358,9.53263395,39.30619993,157.2247997,39.30619993,9.826549981,28.18087847,450.8940555,112.7235139,7.045219617,29.04976864,464.7962982,116.1990746,7.262442159,0.350170722,0.402087614,0.461899818,0.404343417,0.339696976,0.390061013,0.44808421,0.392249345,0.363317863,0.425185852,0.51475759,0.440147785,0.352450881,0.412468373,0.499360985,0.426982789
110+04701,2017,29.2716355,117.086542,29.2716355,7.317908875,28.11258545,112.4503418,28.11258545,7.028146363,34.20470327,205.2282196,51.3070549,8.551175817,32.8503217,197.1019302,49.27548255,8.212580425,43.93909935,175.7563974,43.93909935,10.98477484,42.1992712,168.7970848,42.1992712,10.5498178,31.12944744,498.071159,124.5177898,7.782361859,29.8968348,478.3493568,119.5873392,7.4742087,0.340567696,0.410223933,0.493843656,0.414213501,0.354608916,0.427137002,0.514204271,0.431291054,0.357144347,0.436176125,0.553244135,0.458907604,0.371869004,0.454159173,0.576053764,0.477827845
110+04701,2018,31.81152915,127.2461166,31.81152915,7.952882288,27.88568148,111.5427259,27.88568148,6.971420369,37.17263817,223.035829,55.75895725,9.293159542,32.58517822,195.5110693,48.87776733,8.146294554,47.75168575,191.006743,47.75168575,11.93792144,41.85866993,167.4346797,41.85866993,10.46466748,33.83054304,541.2886886,135.3221722,8.457635759,29.65552968,474.4884749,118.6221187,7.41388242,0.337818885,0.406912909,0.489857716,0.410870276,0.385378257,0.464199589,0.558821667,0.468714088,0.354261743,0.432655635,0.548778758,0.455203642,0.404135999,0.493566469,0.626037828,0.519288867
110+04701,2019,30.33971955,121.3588782,30.33971955,7.584929888,27.64089093,110.5635637,27.64089093,6.910222731,35.45278857,212.7167314,53.17918285,8.863197142,32.29913378,193.7948027,48.44870068,8.074783446,45.54238015,182.1695206,45.54238015,11.38559504,41.49121945,165.9648778,41.49121945,10.37280486,32.26532064,516.2451302,129.0612826,8.066330159,29.39520276,470.3232442,117.5808111,7.348800691,0.33485339,0.403340881,0.485557568,0.407263509,0.367548136,0.442722677,0.532966918,0.447028306,0.351151905,0.428857628,0.54396138,0.4512077,0.385438022,0.470730853,0.59707322,0.495263164
110+04701,2020,25.8384352,103.3537408,25.8384352,6.4596088,27.3930341,109.5721364,27.3930341,6.848258525,30.1929152,181.1574912,45.2893728,7.5482288,32.00950633,192.057038,48.0142595,8.002376583,38.7855872,155.1423488,38.7855872,9.6963968,41.11916625,164.476665,41.11916625,10.27979156,27.4783488,439.6535808,109.9133952,6.8695872,29.13161496,466.1058394,116.5264599,7.282903741,0.331850748,0.39972411,0.481203557,0.403611563,0.313017682,0.377039121,0.453894478,0.380705955,0.348003114,0.425012046,0.53908366,0.447161705,0.328253376,0.400891927,0.508489792,0.421784557
110+04702,2017,17.30320858,69.21283432,17.30320858,4.325802145,25.57147523,102.2859009,25.57147523,6.392868806,19.64271392,117.8562835,29.46407088,4.910678479,29.02890352,174.1734211,43.54335528,7.257225879,27.2175721,108.8702884,27.2175721,6.804393025,40.22337635,160.8935054,40.22337635,10.05584409,18.49621289,295.9394062,73.98485155,4.624053222,27.33455171,437.3528274,109.3382069,6.833637928,0.292149742,0.330726097,0.450475995,0.353918538,0.197686206,0.223789304,0.304819336,0.239482714,0.306299216,0.360843279,0.50902673,0.402600563,0.207260597,0.244168413,0.344438309,0.27242392
110+04702,2018,17.02386147,68.09544588,17.02386147,4.255965368,27.7955472,111.1821888,27.7955472,6.9488868,19.32559728,115.9535837,28.98839593,4.831399321,31.55368437,189.3221062,47.33052655,7.888421092,26.77816515,107.1126606,26.77816515,6.694541288,43.72179338,174.8871735,43.72179338,10.93044834,18.19760564,291.1616902,72.79042255,4.549401409,29.71196678,475.3914684,118.8478671,7.427991694,0.317559385,0.359490908,0.48965602,0.384700505,0.194494713,0.220176396,0.29989826,0.235616448,0.332939505,0.392227523,0.553299189,0.437616635,0.203914532,0.2402265,0.338877615,0.268025843
110+04702,2019,16.74451436,66.97805744,16.74451436,4.18612859,27.54831483,110.1932593,27.54831483,6.887078706,19.00848063,114.0508838,28.51272095,4.752120158,31.27302457,187.6381474,46.90953685,7.818256142,26.3387582,105.3550328,26.3387582,6.58468955,43.33290218,173.3316087,43.33290218,10.83322554,17.89899838,286.3839741,71.59599353,4.474749595,29.44768846,471.1630153,117.7907538,7.361922114,0.314734797,0.356293352,0.485300688,0.381278718,0.19130322,0.216563488,0.294977185,0.231750182,0.329978116,0.388738786,0.548377772,0.433724177,0.200568468,0.236284587,0.333316921,0.263627767
110+04702,2020,19.92896946,79.71587785,19.92896946,4.982242366,27.30159218,109.2063687,27.30159218,6.825398044,22.6234946,135.7409676,33.9352419,5.65587365,30.99294343,185.9576606,46.48941515,7.748235858,31.34783708,125.3913483,31.34783708,7.836959269,42.94481283,171.7792513,42.94481283,10.73620321,21.30301211,340.8481937,85.21204843,5.325753027,29.18395504,466.9432807,116.7358202,7.295988761,0.311916033,0.35310239,0.480954337,0.377863987,0.227685076,0.257749317,0.351075652,0.275824201,0.327022833,0.385257243,0.543466502,0.429839745,0.23871238,0.281220955,0.396706802,0.313764233
110+04703,2017,59.824912,239.299648,59.824912,14.956228,28.7677999,115.0711996,28.7677999,7.191949975,65.52773867,393.166432,98.291608,16.38193467,31.51009857,189.0605914,47.26514785,7.877524642,66.642224,266.568896,66.642224,16.660556,32.0460173,128.1840692,32.0460173,8.011504325,56.189686,899.034976,224.758744,14.0474215,27.01974126,432.3158602,108.0789651,6.754935316,0.330090538,0.360755356,0.360341377,0.351875699,0.686449345,0.750219255,0.749358353,0.731753309,0.341086249,0.37127637,0.379857662,0.365784949,0.709315795,0.772098535,0.78994401,0.760678691
110+04703,2018,59.31451925,237.258077,59.31451925,14.82862981,60.31523313,241.2609325,60.31523313,15.07880828,64.96869258,389.8121555,97.45303888,16.24217315,66.0647998,396.3887988,99.0971997,16.51619995,66.07366975,264.294679,66.07366975,16.51841744,67.18841938,268.7536775,67.18841938,16.79710484,55.71030697,891.3649115,222.8412279,13.92757674,56.65021305,906.4034088,226.6008522,14.16255326,0.692075439,0.756368004,0.755500046,0.737750712,0.680592942,0.743818803,0.742965246,0.725510398,0.715129302,0.778426605,0.79641834,0.766913165,0.703264309,0.765511422,0.783204649,0.754189005
110+04703,2019,58.80355303,235.2142121,58.80355303,14.70088826,59.7927974,239.1711896,59.7927974,14.94819935,64.40901837,386.4541102,96.61352755,16.10225459,65.49256273,392.9553764,98.2388441,16.37314068,65.50447668,262.0179067,65.50447668,16.37611917,66.6064498,266.4257992,66.6064498,16.65161245,55.23038931,883.686229,220.9215573,13.80759733,56.15952283,898.5523652,224.6380913,14.03988071,0.686080852,0.74981653,0.74895609,0.731360496,0.674729959,0.73741116,0.736564955,0.719260473,0.708935027,0.771684065,0.78951996,0.760270351,0.697206023,0.758916907,0.776457715,0.747692028
110+04703,2020,58.29316028,233.1726411,58.29316028,14.57329007,59.27036168,237.0814467,59.27036168,14.81759042,63.84997228,383.0998337,95.77495843,15.96249307,64.92032568,389.5219541,97.38048853,16.23008142,64.93592243,259.7436897,64.93592243,16.23398061,66.02448023,264.0979209,66.02448023,16.50612006,54.75101028,876.0161645,219.0040411,13.68775257,55.66883261,890.7013217,222.6753304,13.91720815,0.680086265,0.743265056,0.742412134,0.724970281,0.668873557,0.731010708,0.730171848,0.713017562,0.702740753,0.764941525,0.78262158,0.753627538,0.691154536,0.752329793,0.769718354,0.741202342
110+04704,2017,53.1153336,212.4613344,53.1153336,13.2788334,53.8063512,215.2254048,53.8063512,13.4515878,58.58786612,351.5271967,87.88179918,14.64696653,59.35008003,356.1004802,89.02512005,14.83752001,66.61576068,266.4630427,66.61576068,16.65394017,67.48241555,269.9296622,67.48241555,16.87060389,51.90322336,830.4515738,207.6128935,12.97580584,52.57847171,841.2555473,210.3138868,13.14461793,0.617415919,0.679395102,0.758813472,0.684377727,0.609486645,0.67066985,0.749068276,0.675588485,0.639316438,0.70523234,0.804815366,0.720321258,0.631105903,0.696175268,0.794479382,0.711070404
110+04704,2018,52.6618533,210.6474132,52.6618533,13.16546333,53.1751332,212.7005328,53.1751332,13.2937833,58.08766323,348.5259794,87.13149485,14.52191581,58.65382693,351.9229616,87.9807404,14.66345673,66.04701843,264.1880737,66.04701843,16.51175461,66.69075965,266.7630386,66.69075965,16.67268991,51.46009164,823.3614663,205.8403666,12.86502291,51.96165832,831.3865331,207.8466333,12.99041458,0.610172832,0.67142492,0.74991161,0.676349092,0.60428306,0.664943903,0.742672991,0.669820544,0.63181643,0.696959053,0.795373842,0.711870959,0.62571774,0.690231565,0.787696393,0.704999532
110+04704,2019,52.2089267,208.8357068,52.2089267,13.05223168,52.7692711,211.0770844,52.7692711,13.19231778,57.5880711,345.5284266,86.38210665,14.39701778,58.20614842,349.2368905,87.30922263,14.5515371,65.47897058,261.9158823,65.47897058,16.36974264,66.1817388,264.7269552,66.1817388,16.5454347,51.01750098,816.2800157,204.0700039,12.75437525,51.56505813,825.0409301,206.2602325,12.89126453,0.605515655,0.666300232,0.744187869,0.671186821,0.599085828,0.659224948,0.736285514,0.664059647,0.626994057,0.691639475,0.789303108,0.706437565,0.620336156,0.684295119,0.780921685,0.698936072
110+04704,2020,51.7554464,207.0217856,51.7554464,12.9388616,52.308039,209.232156,52.308039,13.07700975,57.08786822,342.5272093,85.63180233,14.27196705,57.69739505,346.1843703,86.54609258,14.42434876,64.91022833,259.6409133,64.91022833,16.22755708,65.60327445,262.4130978,65.60327445,16.40081861,50.57436926,809.1899082,202.2974771,12.64359232,51.11435151,817.8296241,204.457406,12.77858788,0.600223119,0.660476406,0.737683263,0.665320283,0.593882242,0.653499001,0.729890229,0.658291707,0.621513788,0.685594171,0.78240417,0.700262917,0.614947992,0.678351416,0.774138696,0.692865199
110+04705,2017,47.69886125,190.795445,47.69886125,11.92471531,49.17517128,196.7006851,49.17517128,12.29379282,53.60364958,321.6218975,80.40547438,13.4009124,55.26271657,331.5762994,82.89407485,13.81567914,61.72421063,246.8968425,61.72421063,15.43105266,63.63461413,254.5384565,63.63461413,15.90865353,47.45713656,759.314185,189.8285463,11.86428414,48.92596506,782.815441,195.7038603,12.23149127,0.564255503,0.632669459,0.715519654,0.636794098,0.547315733,0.613675803,0.694038715,0.617676615,0.580426656,0.652264442,0.754682597,0.667515569,0.563001405,0.632682517,0.732025929,0.647475782
110+04705,2018,50.4356591,201.7426364,50.4356591,12.60891478,48.17732995,192.7093198,48.17732995,12.04433249,56.67924403,340.0754642,85.01886605,14.16981101,54.14134938,324.8480963,81.21202408,13.53533735,65.26573515,261.0629406,65.26573515,16.31643379,62.343368,249.373472,62.343368,15.585842,50.18006508,802.8810412,200.7202603,12.54501627,47.93318051,766.9308881,191.732722,11.98329513,0.552805874,0.619831603,0.701000638,0.623872547,0.578718842,0.648886426,0.733860288,0.653116791,0.568648889,0.639028974,0.739368903,0.653970631,0.595304504,0.66898368,0.774027079,0.684625733
110+04705,2019,50.01262605,200.0505042,50.01262605,12.50315651,47.7602172,191.0408688,47.7602172,11.9400543,56.20384242,337.2230545,84.30576363,14.0509606,53.67260097,322.0356058,80.50890145,13.41815024,64.71831365,258.8732546,64.71831365,16.17957841,61.80360763,247.2144305,61.80360763,15.45090191,49.75917583,796.1468133,199.0367033,12.43979396,47.51818157,760.2909051,190.0727263,11.87954539,0.548019756,0.614465186,0.69493147,0.618471144,0.573864792,0.64344384,0.727704977,0.647638722,0.563725604,0.633496348,0.732967548,0.648308642,0.590311341,0.663372527,0.767534866,0.67888338
110+04705,2020,43.51104925,174.044197,43.51104925,10.87776231,47.34310445,189.3724178,47.34310445,11.83577611,48.89741548,293.3844929,73.34612323,12.22435387,53.20385255,319.2231153,79.80577883,13.30096314,56.30501645,225.2200658,56.30501645,14.07625411,61.26384725,245.055389,61.26384725,15.31596181,43.29054723,692.6487557,173.1621889,10.82263681,47.10318263,753.6509221,188.4127305,11.77579566,0.543233638,0.609098768,0.688862302,0.613069741,0.49926311,0.559796972,0.633104269,0.563446525,0.55880232,0.627963723,0.726566193,0.642646654,0.513571629,0.577134955,0.667756324,0.590629418
110+04706,2017,42.85502718,171.4201087,42.85502718,10.71375679,42.52509505,170.1003802,42.52509505,10.63127376,45.93947578,275.6368547,68.90921368,11.48486895,45.58579712,273.5147827,68.37869568,11.39644928,49.94039615,199.7615846,49.94039615,12.48509904,49.5559152,198.2236608,49.5559152,12.3889788,40.42615924,646.8185479,161.704637,10.10653981,40.11492648,641.8388237,160.4597059,10.02873162,0.485877913,0.519862146,0.554909163,0.520165799,0.489647611,0.523895511,0.559214441,0.52420152,0.500161443,0.528027308,0.587236005,0.53892813,0.50404196,0.532124023,0.591792092,0.543109419
110+04706,2018,43.42996975,173.719879,43.42996975,10.85749244,42.66452723,170.6581089,42.66452723,10.66613181,46.5557993,279.3347958,69.83369895,11.63894983,45.7352648,274.4115888,68.6028972,11.4338162,50.61039598,202.4415839,50.61039598,12.65259899,49.7184002,198.8736008,49.7184002,12.42960005,40.96851617,655.4962587,163.8740647,10.24212904,40.24645616,643.9432985,160.9858246,10.06161404,0.48747102,0.521566681,0.556728611,0.521871329,0.496216718,0.530924088,0.566716856,0.531234202,0.501801383,0.529758616,0.589161447,0.540695179,0.510804181,0.539262993,0.599731568,0.550395769
110+04706,2019,43.26012643,173.0405057,43.26012643,10.81503161,42.3919746,169.5678984,42.3919746,10.59799365,46.37373168,278.2423901,69.56059753,11.59343292,45.44309547,272.6585728,68.1646432,11.36077387,50.41247188,201.6498875,50.41247188,12.60311797,49.4007855,197.603142,49.4007855,12.35019638,40.80829896,652.9327833,163.2331958,10.20207474,39.98935083,639.8296132,159.9574033,9.997337706,0.484356922,0.518234771,0.553172077,0.518537473,0.494276143,0.528847782,0.564500574,0.529156683,0.498595739,0.526374373,0.585397723,0.537241071,0.508806559,0.537154076,0.597386174,0.548243314
110+04706,2020,35.48061383,141.9224553,35.48061383,8.870153456,42.49238873,169.9695549,42.49238873,10.62309718,38.03429627,228.2057776,57.0514444,9.508574067,45.5507368,273.3044208,68.3261052,11.3876842,41.3467457,165.3869828,41.3467457,10.33668643,49.51780145,198.0712058,49.51780145,12.37945036,33.46970098,535.5152157,133.8788039,8.367425245,40.08407384,641.3451815,160.3362954,10.02101846,0.485504222,0.519462317,0.554482379,0.519765736,0.405389961,0.433744546,0.462985861,0.433997897,0.499776766,0.527621199,0.586784358,0.538513637,0.417307357,0.440557111,0.48995761,0.44965216
110+04707,2017,42.71668128,170.8667251,42.71668128,10.67917032,42.74564255,170.9825702,42.74564255,10.68641064,42.0006775,252.004065,63.00101625,10.50016938,42.02915335,252.1749201,63.04373003,10.50728834,46.8574793,187.4299172,46.8574793,11.71436983,46.88924798,187.5569919,46.88924798,11.72231199,38.14379421,610.3007074,152.5751769,9.535948553,38.16965514,610.7144823,152.6786206,9.542413786,0.488373868,0.479310212,0.525018642,0.494959379,0.488042982,0.478985467,0.524662929,0.494624032,0.498196518,0.486545784,0.551416867,0.509730264,0.497858977,0.486216137,0.551043268,0.509384909
110+04707,2018,41.8218984,167.2875936,41.8218984,10.4554746,43.01594785,172.0637914,43.01594785,10.75398696,41.1208927,246.7253562,61.68133905,10.28022318,42.29492785,253.7695671,63.44239178,10.57373196,45.87595948,183.5038379,45.87595948,11.46898987,47.18575568,188.7430227,47.18575568,11.79643892,37.34479923,597.5167877,149.3791969,9.336199808,38.41102382,614.5763811,153.6440953,9.602755955,0.491462137,0.482341166,0.528338637,0.498089292,0.477819985,0.468952197,0.513672856,0.484263182,0.501346902,0.489622493,0.554903793,0.512953582,0.487430366,0.476031407,0.539500609,0.498714864
110+04707,2019,42.3649224,169.4596896,42.3649224,10.5912306,43.2126432,172.8505728,43.2126432,10.8031608,41.6548147,249.9288882,62.48222205,10.41370368,42.48832627,254.9299576,63.7324894,10.62208157,46.47162223,185.8864889,46.47162223,11.61790556,47.40151795,189.6060718,47.40151795,11.85037949,37.82969167,605.2750667,151.3187667,9.457422917,38.58666264,617.3866022,154.3466506,9.646665659,0.493709404,0.484546726,0.530754526,0.500366863,0.484024096,0.475041167,0.520342489,0.490550953,0.503639368,0.491861348,0.557441154,0.515299121,0.49375926,0.482212295,0.546505594,0.505190279
110+04707,2020,36.07972128,144.3188851,36.07972128,9.019930319,42.49343808,169.9737523,42.49343808,10.62335952,35.47496417,212.849785,53.21244625,8.868741042,41.78117623,250.6870574,62.67176435,10.44529406,39.5771568,158.3086272,39.5771568,9.8942892,46.61259573,186.4503829,46.61259573,11.65314893,32.21733109,515.4772974,128.8693244,8.054332772,37.94444954,607.1111927,151.7777982,9.486112386,0.485492403,0.476482223,0.521920969,0.492039059,0.412214953,0.404564718,0.443145199,0.417773494,0.495257099,0.483675105,0.54816344,0.506722794,0.420505821,0.410671948,0.465426782,0.43024095
110+04708,2017,33.69848625,134.793945,33.69848625,8.424621563,27.98362098,111.9344839,27.98362098,6.995905244,38.9628525,233.777115,58.44427875,9.740713125,32.35521288,194.1312773,48.53281933,8.088803221,44.55159638,178.2063855,44.55159638,11.13789909,36.9961718,147.9846872,36.9961718,9.24904295,34.17359034,546.7774455,136.6943614,8.543397586,28.37815303,454.0504484,113.5126121,7.094538256,0.319793279,0.369059322,0.414208584,0.367883099,0.385102036,0.444429279,0.498799004,0.443012845,0.324963157,0.372006808,0.426718931,0.378241246,0.391327716,0.447978706,0.513864236,0.455486352
