tmc_code,year,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110+07764,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07782,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07788,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07788,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07788,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07788,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07797,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07797,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07797,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07797,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07799,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07799,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07799,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07799,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07800,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07809,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110+07809,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07809,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07809,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07810,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07810,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07810,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07810,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07815,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07815,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07815,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07816,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07816,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07816,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07822,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07822,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07822,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07822,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07845,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07845,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07845,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07845,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07846,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07846,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07846,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07846,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07847,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07847,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07847,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07847,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+07851,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07851,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07851,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07851,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07852,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110+07858,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07858,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07858,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07858,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07859,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07859,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07859,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07859,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07860,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07860,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07860,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07860,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07861,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07861,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07861,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07861,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07862,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07862,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07862,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07862,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07863,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07863,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07863,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07863,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07864,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07864,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07864,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07864,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07865,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07865,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07865,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07865,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07866,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07866,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07866,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07866,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07867,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07867,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07867,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07867,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07868,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07868,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07870,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07870,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07870,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07870,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07871,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07871,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07871,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07871,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07872,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07872,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07872,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07872,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07873,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07873,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07873,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07873,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07874,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07874,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07874,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07874,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07875,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07875,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07875,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07875,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07876,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07876,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07876,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07876,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07877,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07877,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07877,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07887,2017,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+07887,2018,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+07887,2019,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+07887,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07888,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110+07888,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110+07888,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07888,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07889,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07889,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07889,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07889,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07924,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07924,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07924,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07924,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07927,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07927,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07927,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07927,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07944,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07944,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07944,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07944,2020,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+07945,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07945,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07945,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07945,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07947,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07947,2019,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110+07947,2020,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110+07950,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+07950,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+07950,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+07950,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07951,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07951,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07951,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07951,2020,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+07952,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07952,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07952,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07952,2020,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+07953,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07953,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07953,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07953,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07954,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07954,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07954,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07954,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07955,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07955,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07955,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07955,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07974,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07975,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+07981,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07981,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07981,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07981,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07982,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07982,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07982,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07982,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07984,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07984,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07984,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07984,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07985,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07985,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07985,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07985,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+07991,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+07991,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+07991,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+07991,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08010,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110+08010,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+08010,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110+08010,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08012,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+08013,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08013,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08013,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08013,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08014,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08014,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08014,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08014,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08015,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08015,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08015,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08015,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08016,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08016,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08016,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08016,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08020,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08020,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08020,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08020,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08021,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08021,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08021,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08021,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08022,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08022,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08022,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08022,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08023,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08023,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08023,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08023,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08024,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08024,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08024,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08024,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08025,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08025,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08025,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08025,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08026,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08026,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08026,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08026,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08027,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08027,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08027,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08027,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08028,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08028,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08028,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08028,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08029,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08029,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08029,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08029,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08030,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08030,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08030,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08030,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08032,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08032,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08032,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08032,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08033,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08033,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08033,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08033,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08034,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08034,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08034,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08034,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08035,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08035,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08035,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08035,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08036,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08036,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08036,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08036,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08037,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08037,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08037,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08037,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08038,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08038,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08038,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08038,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08039,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08039,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08039,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08039,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08040,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08040,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08040,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08040,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08041,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08041,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08041,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08041,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08042,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08042,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08042,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08042,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08043,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08043,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08043,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08043,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08045,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08045,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08045,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08046,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08046,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08046,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08046,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08047,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08047,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08047,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08047,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08048,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08048,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08048,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08048,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08049,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08049,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08049,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08049,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08050,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08050,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08050,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08050,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08051,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08051,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08051,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08051,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08052,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08052,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08052,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08052,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08053,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08053,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08053,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08053,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08054,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08054,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08054,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08054,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08055,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08055,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08055,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08055,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08056,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08056,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08056,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08056,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08057,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08057,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08057,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08057,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08058,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08058,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08058,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08058,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08059,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08059,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08059,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08059,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08060,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08060,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08060,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08060,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08061,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08061,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08061,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08061,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08062,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08062,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08062,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08062,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08063,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08063,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08063,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08063,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08064,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08064,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08064,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08064,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08065,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08065,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08065,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08065,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08066,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08066,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08066,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08066,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08067,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08067,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08067,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08067,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08068,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08068,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08068,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08068,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08069,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08069,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08069,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08069,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08070,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08070,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08070,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08070,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08071,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08071,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08071,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08071,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08072,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08072,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08072,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08072,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08073,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08073,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08073,2019,Rel,Rel,Rel,Rel,Rel,Rel
110+08073,2020,Rel,Rel,Rel,Rel,Rel,Rel
110+08074,2017,Rel,Rel,Rel,Rel,Rel,Rel
110+08074,2018,Rel,Rel,Rel,Rel,Rel,Rel
110+08074,2019,Rel,Rel,Rel,Rel,Rel,Rel
