Tmc,year,AMP EPDOR,MIDD EPDOR,PMP EPDOR,WE EPDOR
110-05495,2018,26.95229853,5.419755683,17.43110612,18.01702565
110-05495,2019,28.41709737,2.490158017,3.222557433,18.74942507
110-05495,2020,0.292959767,19.04238483,14.64798833,3.07607755
110-05496,2017,0.43943965,4.540876383,0.292959767,0.732399417
110-05496,2018,1.904238483,4.540876383,3.07607755,20.06774402
110-05496,2019,1.904238483,0.732399417,16.11278717,9.081752767
110-05496,2020,0.585919533,0.732399417,0.292959767,2.19719825
110-05497,2017,0.43943965,4.540876383,0.292959767,0.732399417
110-05497,2018,1.904238483,4.540876383,3.07607755,20.06774402
110-05497,2019,1.904238483,0.732399417,16.11278717,9.081752767
110-05497,2020,0.585919533,0.732399417,0.292959767,2.19719825
110-05498,2017,12.59726997,5.126795917,1.904238483,0.8788793
110-05498,2018,0.585919533,0.8788793,3.369037317,0.732399417
110-05498,2019,3.369037317,16.99166647,1.7577586,0.732399417
110-05498,2020,1.464798833,2.050718367,1.904238483,0.585919533
110-05499,2017,12.59726997,5.126795917,1.904238483,0.8788793
110-05499,2018,0.585919533,0.8788793,3.369037317,0.732399417
110-05499,2019,3.369037317,16.99166647,1.7577586,0.732399417
110-05499,2020,1.464798833,2.050718367,1.904238483,0.585919533
110-05500,2017,12.59726997,5.126795917,1.904238483,0.8788793
110-05500,2018,0.585919533,0.8788793,3.369037317,0.732399417
110-05500,2019,3.369037317,16.99166647,1.7577586,0.732399417
110-05500,2020,1.464798833,2.050718367,1.904238483,0.585919533
110-05502,2017,0.393194704,1.081285436,1.081285436,0.589792056
110-05502,2018,0.786389408,9.731568925,0.393194704,0.98298676
110-05502,2019,0.196597352,0.688090732,0,8.551984812
110-05502,2020,0.786389408,0.294896028,0.196597352,1.47448014
110-05503,2017,0.453718381,0.756197302,1.058676222,2.419831365
110-05503,2018,0.15123946,2.268591905,0.15123946,4.99090219
110-05503,2019,0.302478921,0.302478921,1.058676222,0.302478921
110-05503,2020,0.15123946,17.69501686,0.453718381,0
110-05504,2017,0.300142027,0.450213041,0.150071014,13.05617818
110-05504,2018,1.200568109,0.150071014,12.90610717,0.150071014
110-05504,2019,0.750355068,0.150071014,0,0.150071014
110-05504,2020,0.150071014,14.55688832,1.65078115,1.500710136
110-05506,2017,0.084212356,9.179146797,8.168598526,0.42106178
110-05506,2018,0.168424712,2.357945966,1.094760627,2.947432458
110-05506,2019,0.168424712,7.410687323,1.852671831,0.589486492
110-05506,2020,0.084212356,1.431610051,9.263359153,8.421235594
110-05507,2017,0.084212356,9.179146797,8.168598526,0.42106178
110-05507,2018,0.168424712,2.357945966,1.094760627,2.947432458
110-05507,2019,0.168424712,7.410687323,1.852671831,0.589486492
110-05507,2020,0.084212356,1.431610051,9.263359153,8.421235594
110-05508,2017,0.084212356,9.179146797,8.168598526,0.42106178
110-05508,2018,0.168424712,2.357945966,1.094760627,2.947432458
110-05508,2019,0.168424712,7.410687323,1.852671831,0.589486492
110-05508,2020,0.084212356,1.431610051,9.263359153,8.421235594
110-05509,2017,0.084212356,9.179146797,8.168598526,0.42106178
110-05509,2018,0.168424712,2.357945966,1.094760627,2.947432458
110-05509,2019,0.168424712,7.410687323,1.852671831,0.589486492
110-05509,2020,0.084212356,1.431610051,9.263359153,8.421235594
110-05510,2017,0,0.329507966,0.164753983,0
110-05510,2018,0.329507966,0.329507966,0.164753983,0.329507966
110-05510,2019,0.164753983,1.647539828,0,1.977047793
110-05510,2020,3.295079655,14.3335965,0.329507966,0
110-05511,2017,0.452375236,1.244031898,0,0.226187618
110-05511,2018,1.357125707,0,2.488063797,9.726067569
110-05511,2019,0.226187618,2.488063797,0.226187618,0.226187618
110-05511,2020,0.113093809,0.113093809,0.113093809,1.130938089
110-05512,2017,0.452375236,1.244031898,0,0.226187618
110-05512,2018,1.357125707,0,2.488063797,9.726067569
110-05512,2019,0.226187618,2.488063797,0.226187618,0.226187618
110-05512,2020,0.113093809,0.113093809,0.113093809,1.130938089
110-05513,2017,0.452375236,1.244031898,0,0.226187618
110-05513,2018,1.357125707,0,2.488063797,9.726067569
110-05513,2019,0.226187618,2.488063797,0.226187618,0.226187618
110-05513,2020,0.113093809,0.113093809,0.113093809,1.130938089
110-05514,2017,0.452375236,1.244031898,0,0.226187618
110-05514,2018,1.357125707,0,2.488063797,9.726067569
110-05514,2019,0.226187618,2.488063797,0.226187618,0.226187618
110-05514,2020,0.113093809,0.113093809,0.113093809,1.130938089
110-05516,2017,1.878322944,5.28278328,0.469580736,0.704371104
110-05516,2018,12.09170395,1.291347024,1.878322944,4.343621808
110-05516,2019,0.234790368,12.56128469,0.234790368,5.28278328
110-05516,2020,1.408742208,1.995718128,0.117395184,11.97430877
110-05517,2017,1.878322944,5.28278328,0.469580736,0.704371104
110-05517,2018,12.09170395,1.291347024,1.878322944,4.343621808
110-05517,2019,0.234790368,12.56128469,0.234790368,5.28278328
110-05517,2020,1.408742208,1.995718128,0.117395184,11.97430877
110-05518,2017,0.479589701,4.156444079,0.319726468,2.238085273
110-05518,2018,0.799316169,0.479589701,0.319726468,0.639452935
110-05518,2019,0.159863234,0.639452935,0.319726468,0
110-05518,2020,0.639452935,3.516991144,0.959179403,0.799316169
110-05519,2017,0.322230938,3.329719692,9.344697201,2.900078442
110-05519,2018,0.107410313,2.04079594,1.074103127,11.49290345
110-05519,2019,9.559517827,0.429641251,1.288923752,3.22230938
110-05519,2020,1.396334065,0.429641251,0.107410313,2.685257816
110-05520,2017,0.322230938,3.329719692,9.344697201,2.900078442
110-05520,2018,0.107410313,2.04079594,1.074103127,11.49290345
110-05520,2019,9.559517827,0.429641251,1.288923752,3.22230938
110-05520,2020,1.396334065,0.429641251,0.107410313,2.685257816
110-05521,2017,0.12512165,12.26192165,10.63534021,0.12512165
110-05521,2018,0.250243299,0.625608248,0.250243299,2.877797939
110-05521,2019,1.626581444,4.254136084,0.250243299,1.876824743
110-05521,2020,0,0.250243299,0,1.751703093
110-05528,2017,0.964318945,0.289295684,0,0.289295684
110-05528,2018,0.289295684,0,9.35389377,0.289295684
110-05528,2019,0.096431895,8.29314293,0.192863789,0.289295684
110-05528,2020,0,0,1.06075084,0.096431895
110-05529,2017,0.964318945,0.289295684,0,0.289295684
110-05529,2018,0.289295684,0,9.35389377,0.289295684
110-05529,2019,0.096431895,8.29314293,0.192863789,0.289295684
110-05529,2020,0,0,1.06075084,0.096431895
110-05530,2017,0.964318945,0.289295684,0,0.289295684
110-05530,2018,0.289295684,0,9.35389377,0.289295684
110-05530,2019,0.096431895,8.29314293,0.192863789,0.289295684
110-05530,2020,0,0,1.06075084,0.096431895
110-05531,2017,2.790858803,1.440443253,0.360110813,1.08033244
110-05531,2018,7.832410189,10.26315818,0.54016622,0.900277033
110-05531,2019,1.260387847,0,0,0.630193923
110-05531,2020,8.552631816,1.35041555,0.27008311,1.170360143
110-05532,2017,2.790858803,1.440443253,0.360110813,1.08033244
110-05532,2018,7.832410189,10.26315818,0.54016622,0.900277033
110-05532,2019,1.260387847,0,0,0.630193923
110-05532,2020,8.552631816,1.35041555,0.27008311,1.170360143
110-05533,2017,2.790858803,1.440443253,0.360110813,1.08033244
110-05533,2018,7.832410189,10.26315818,0.54016622,0.900277033
110-05533,2019,1.260387847,0,0,0.630193923
110-05533,2020,8.552631816,1.35041555,0.27008311,1.170360143
110-05534,2017,0.128755674,0.257511349,1.287556743,0.386267023
110-05534,2018,0.257511349,11.20174366,1.545068091,11.45925501
110-05534,2019,0.772534046,1.416312417,0.643778371,0.386267023
110-05534,2020,11.58801068,2.961380508,0,1.030045394
110-05535,2017,0.128755674,0.257511349,1.287556743,0.386267023
110-05535,2018,0.257511349,11.20174366,1.545068091,11.45925501
110-05535,2019,0.772534046,1.416312417,0.643778371,0.386267023
110-05535,2020,11.58801068,2.961380508,0,1.030045394
110-05536,2017,0.128755674,0.257511349,1.287556743,0.386267023
110-05536,2018,0.257511349,11.20174366,1.545068091,11.45925501
110-05536,2019,0.772534046,1.416312417,0.643778371,0.386267023
110-05536,2020,11.58801068,2.961380508,0,1.030045394
110-05537,2017,0.073540811,6.324509711,0.220622432,0.956030538
110-05537,2018,0.808948916,0.735408106,0.294163242,0.882489727
110-05537,2019,0.514785674,0.882489727,0.882489727,0.073540811
110-05537,2020,6.398050521,0.220622432,0.147081621,0.147081621
110-05538,2017,0.073540811,6.324509711,0.220622432,0.956030538
110-05538,2018,0.808948916,0.735408106,0.294163242,0.882489727
110-05538,2019,0.514785674,0.882489727,0.882489727,0.073540811
110-05538,2020,6.398050521,0.220622432,0.147081621,0.147081621
110-05539,2017,0,0,12.87556324,11.52024079
110-05539,2018,0.271064489,12.87556324,0,1.897451425
110-05539,2019,0.135532245,0.271064489,1.76191918,0
110-05539,2020,0,11.65577304,0,0
110-05540,2017,0.146479883,0.146479883,0,0
110-05540,2018,0.292959767,12.59726997,0.8788793,0.292959767
110-05540,2019,0,0.146479883,0.43943965,0.292959767
110-05540,2020,0.292959767,1.7577586,0.43943965,0.8788793
110-05541,2017,0.146479883,0.146479883,0,0
110-05541,2018,0.292959767,12.59726997,0.8788793,0.292959767
110-05541,2019,0,0.146479883,0.43943965,0.292959767
110-05541,2020,0.292959767,1.7577586,0.43943965,0.8788793
110-09219,2017,0,0.588235294,0,0
110-09219,2018,0,0,0.588235294,1.176470588
110-09219,2019,0.588235294,0,7.058823529,0
110-09219,2020,11.76470588,5.882352941,0.588235294,0.588235294
110-10918,2017,13.40795172,0.12530796,11.65364028,12.15487212
110-10918,2018,1.37838756,0.25061592,11.02710048,2.5061592
110-10918,2019,21.42766116,12.78141192,12.530796,23.05666464
110-10918,2020,1.00246368,46.99048499,23.43258852,12.28018008
110-10919,2017,0,0.416550611,24.29878564,0
110-10919,2018,1.52735224,0.138850204,2.082753055,1.52735224
110-10919,2019,1.805052648,13.60731996,4.16550611,12.07996772
110-10919,2020,13.46846976,12.91306894,5.970558758,27.35349012
110-10920,2017,0,0.416550611,24.29878564,0
110-10920,2018,1.52735224,0.138850204,2.082753055,1.52735224
110-10920,2019,1.805052648,13.60731996,4.16550611,12.07996772
110-10920,2020,13.46846976,12.91306894,5.970558758,27.35349012
110-10921,2017,0,0.416550611,24.29878564,0
110-10921,2018,1.52735224,0.138850204,2.082753055,1.52735224
110-10921,2019,1.805052648,13.60731996,4.16550611,12.07996772
110-10921,2020,13.46846976,12.91306894,5.970558758,27.35349012
110-15859,2017,2.788848978,3.082412029,1.614596777,1.100861439
110-15859,2018,1.541206014,8.439937697,3.522756604,14.75154328
110-15859,2019,1.394424489,16.95326616,28.32883436,7.265685496
110-15859,2020,1.614596777,7.265685496,7.485857784,1.100861439
110-16029,2017,19.0550662,0.173227875,9.007849475,0.519683624
110-16029,2018,2.251962369,15.76373658,31.35424529,7.968482228
110-16029,2019,4.157468988,0.346455749,33.60620766,2.425190243
110-16029,2020,3.984241114,2.078734494,1.559050871,2.425190243
110-16072,2017,61.99062549,61.03482289,36.45704186,70.45630562
110-16072,2018,29.76642369,55.709637,36.32049863,40.00716579
110-16072,2019,29.35679401,64.17531714,40.68988193,32.08765857
110-16072,2020,51.74988339,47.3805001,37.82247414,55.84618023
110N04120,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04120,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04120,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04120,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04121,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04121,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04121,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04121,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04122,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04122,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04122,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04122,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04123,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04123,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04123,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04123,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04124,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04124,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04124,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04124,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04125,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04125,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04125,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04125,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04126,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04126,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04126,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04126,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04127,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04127,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04127,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04127,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04128,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04128,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04128,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04128,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04129,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04129,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04129,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04129,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04130,2017,8.761997196,73.46597649,35.04798878,18.48685123
110N04130,2018,18.77570828,65.08912203,38.51427339,39.28455886
110N04130,2019,3.177427555,47.46884195,37.74398792,23.58999245
110N04130,2020,17.90913713,23.78256382,48.62427015,12.03571043
110N04142,2017,1.867564592,16.27449144,9.6046179,36.55090701
110N04142,2018,2.267757004,16.0076965,11.47218249,19.47603074
110N04142,2019,15.20731168,30.81481576,14.00673444,6.803271013
110N04142,2020,16.27449144,32.28218794,6.536476071,5.069103892
110N04143,2017,3.582170463,36.81675198,40.19991297,14.42818659
110N04143,2018,3.681675198,42.48852188,46.86673022,11.74155874
110N04143,2019,14.92571026,51.74246224,32.14002943,20.6969849
110N04143,2020,5.771274635,25.57271692,19.0054044,14.03016765
110N04144,2017,3.582170463,36.81675198,40.19991297,14.42818659
110N04144,2018,3.681675198,42.48852188,46.86673022,11.74155874
110N04144,2019,14.92571026,51.74246224,32.14002943,20.6969849
110N04144,2020,5.771274635,25.57271692,19.0054044,14.03016765
110N04145,2017,26.75186581,69.94162507,28.68573563,34.37990787
110N04145,2018,4.834674544,46.95006168,38.35508471,53.61116883
110N04145,2019,11.49578169,29.54523332,27.71880072,20.73538193
110N04145,2020,2.57849309,13.10733987,10.85115842,26.32211696
110N04146,2017,26.75186581,69.94162507,28.68573563,34.37990787
110N04146,2018,4.834674544,46.95006168,38.35508471,53.61116883
110N04146,2019,11.49578169,29.54523332,27.71880072,20.73538193
110N04146,2020,2.57849309,13.10733987,10.85115842,26.32211696
110N04147,2017,26.75186581,69.94162507,28.68573563,34.37990787
110N04147,2018,4.834674544,46.95006168,38.35508471,53.61116883
110N04147,2019,11.49578169,29.54523332,27.71880072,20.73538193
110N04147,2020,2.57849309,13.10733987,10.85115842,26.32211696
110N04148,2017,6.256888163,38.17978696,33.96596432,20.30296363
110N04148,2018,7.916878901,13.53530909,45.33051629,28.60291732
110N04148,2019,4.469205831,23.7506367,23.49525351,13.53530909
110N04148,2020,4.341514236,20.43065523,10.5984024,8.810720067
110N04149,2017,6.256888163,38.17978696,33.96596432,20.30296363
110N04149,2018,7.916878901,13.53530909,45.33051629,28.60291732
110N04149,2019,4.469205831,23.7506367,23.49525351,13.53530909
110N04149,2020,4.341514236,20.43065523,10.5984024,8.810720067
110N04150,2017,6.256888163,38.17978696,33.96596432,20.30296363
110N04150,2018,7.916878901,13.53530909,45.33051629,28.60291732
110N04150,2019,4.469205831,23.7506367,23.49525351,13.53530909
110N04150,2020,4.341514236,20.43065523,10.5984024,8.810720067
110N04151,2017,6.256888163,38.17978696,33.96596432,20.30296363
110N04151,2018,7.916878901,13.53530909,45.33051629,28.60291732
110N04151,2019,4.469205831,23.7506367,23.49525351,13.53530909
110N04151,2020,4.341514236,20.43065523,10.5984024,8.810720067
110N04152,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04152,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04152,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04152,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04153,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04153,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04153,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04153,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04154,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04154,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04154,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04154,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04155,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04155,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04155,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04155,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04156,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04156,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04156,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04156,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04157,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04157,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04157,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04157,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04158,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04158,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04158,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04158,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04159,2017,8.6793155,62.52649737,40.03112863,36.39998643
110N04159,2018,14.61313324,53.22723077,43.75083527,58.98391962
110N04159,2019,47.29341303,51.45594189,62.96931959,50.12747523
110N04159,2020,15.23308435,51.278813,42.24523973,45.87638193
110N04162,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04162,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04162,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04162,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04163,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04163,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04163,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04163,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04164,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04164,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04164,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04164,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04165,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04165,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04165,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04165,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04166,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04166,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04166,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04166,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04167,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04167,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04167,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04167,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04168,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04168,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04168,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04168,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04169,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04169,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04169,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04169,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04170,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04170,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04170,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04170,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04171,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04171,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04171,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04171,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04172,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04172,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04172,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04172,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04173,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04173,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04173,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04173,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04174,2017,13.58196987,13.98740181,22.50147248,23.71776829
110N04174,2018,12.56839003,21.89332457,21.38653465,15.50777157
110N04174,2019,10.54123035,23.21097837,25.03542208,25.94764394
110N04174,2020,3.851603397,12.06160011,14.08875979,2.93938154
110N04175,2017,71.53697262,110.4190639,46.02060022,82.62444396
110N04175,2018,71.38508945,75.33405184,71.99262212,118.1651055
110N04175,2019,56.80430522,83.99139248,55.89300621,96.29392917
110N04175,2020,17.77033078,68.80307557,46.47624973,56.19677254
110N04176,2017,71.53697262,110.4190639,46.02060022,82.62444396
110N04176,2018,71.38508945,75.33405184,71.99262212,118.1651055
110N04176,2019,56.80430522,83.99139248,55.89300621,96.29392917
110N04176,2020,17.77033078,68.80307557,46.47624973,56.19677254
110N04177,2017,71.53697262,110.4190639,46.02060022,82.62444396
110N04177,2018,71.38508945,75.33405184,71.99262212,118.1651055
110N04177,2019,56.80430522,83.99139248,55.89300621,96.29392917
110N04177,2020,17.77033078,68.80307557,46.47624973,56.19677254
110N04178,2017,71.53697262,110.4190639,46.02060022,82.62444396
110N04178,2018,71.38508945,75.33405184,71.99262212,118.1651055
110N04178,2019,56.80430522,83.99139248,55.89300621,96.29392917
110N04178,2020,17.77033078,68.80307557,46.47624973,56.19677254
110N04179,2017,127.3694743,22.58208792,5.84859831,25.66884814
110N04179,2018,65.95919206,66.44657525,6.498442567,44.18940946
110N04179,2019,49.38816351,13.64672939,10.8848913,46.78878648
110N04179,2020,38.17835008,27.45591985,10.8848913,26.96853665
110N04180,2017,127.3694743,22.58208792,5.84859831,25.66884814
110N04180,2018,65.95919206,66.44657525,6.498442567,44.18940946
110N04180,2019,49.38816351,13.64672939,10.8848913,46.78878648
110N04180,2020,38.17835008,27.45591985,10.8848913,26.96853665
110N04181,2017,127.3694743,22.58208792,5.84859831,25.66884814
110N04181,2018,65.95919206,66.44657525,6.498442567,44.18940946
110N04181,2019,49.38816351,13.64672939,10.8848913,46.78878648
110N04181,2020,38.17835008,27.45591985,10.8848913,26.96853665
110N04182,2017,127.3694743,22.58208792,5.84859831,25.66884814
110N04182,2018,65.95919206,66.44657525,6.498442567,44.18940946
110N04182,2019,49.38816351,13.64672939,10.8848913,46.78878648
110N04182,2020,38.17835008,27.45591985,10.8848913,26.96853665
110N04183,2017,67.31077156,3.51007091,0,20.44100118
110N04183,2018,35.1007091,3.716545669,4.955394225,8.052515616
110N04183,2019,43.15322471,32.82948674,2.684171872,42.74027519
110N04183,2020,12.59496032,10.53021273,41.29495188,24.98344589
110N04184,2017,14.84477487,1.632925236,1.929820733,3.711193717
110N04184,2018,29.98644524,5.344118953,14.99322262,14.84477487
110N04184,2019,39.19020566,7.422387435,5.492566702,18.11062534
110N04184,2020,17.81372984,12.17271539,14.69632712,2.375163979
110N04185,2017,14.84477487,1.632925236,1.929820733,3.711193717
110N04185,2018,29.98644524,5.344118953,14.99322262,14.84477487
110N04185,2019,39.19020566,7.422387435,5.492566702,18.11062534
110N04185,2020,17.81372984,12.17271539,14.69632712,2.375163979
110N04186,2017,14.84477487,1.632925236,1.929820733,3.711193717
110N04186,2018,29.98644524,5.344118953,14.99322262,14.84477487
110N04186,2019,39.19020566,7.422387435,5.492566702,18.11062534
110N04186,2020,17.81372984,12.17271539,14.69632712,2.375163979
110N04187,2017,2.149220127,1.470519034,1.244285337,0.678701093
110N04187,2018,1.92298643,1.470519034,13.23467131,5.429608742
110N04187,2019,1.470519034,13.6871387,0.90493479,1.809869581
110N04187,2020,1.583635883,1.583635883,0.339350546,11.08545118
110N04188,2017,1.866346219,0.124423081,0.373269244,11.44692348
110N04188,2018,2.115192382,2.239615463,12.31788505,13.9353851
110N04188,2019,1.617500057,4.85250017,12.31788505,4.603654007
110N04188,2020,1.866346219,12.31788505,0.124423081,4.354807845
110N04189,2017,1.866346219,0.124423081,0.373269244,11.44692348
110N04189,2018,2.115192382,2.239615463,12.31788505,13.9353851
110N04189,2019,1.617500057,4.85250017,12.31788505,4.603654007
110N04189,2020,1.866346219,12.31788505,0.124423081,4.354807845
110N04190,2017,1.866346219,0.124423081,0.373269244,11.44692348
110N04190,2018,2.115192382,2.239615463,12.31788505,13.9353851
110N04190,2019,1.617500057,4.85250017,12.31788505,4.603654007
110N04190,2020,1.866346219,12.31788505,0.124423081,4.354807845
110N04191,2017,0.393194704,1.081285436,1.081285436,0.589792056
110N04191,2018,0.786389408,9.731568925,0.393194704,0.98298676
110N04191,2019,0.196597352,0.688090732,0,8.551984812
110N04191,2020,0.786389408,0.294896028,0.196597352,1.47448014
110N04192,2017,0.393194704,1.081285436,1.081285436,0.589792056
110N04192,2018,0.786389408,9.731568925,0.393194704,0.98298676
110N04192,2019,0.196597352,0.688090732,0,8.551984812
110N04192,2020,0.786389408,0.294896028,0.196597352,1.47448014
110N04193,2017,0.393194704,1.081285436,1.081285436,0.589792056
110N04193,2018,0.786389408,9.731568925,0.393194704,0.98298676
110N04193,2019,0.196597352,0.688090732,0,8.551984812
110N04193,2020,0.786389408,0.294896028,0.196597352,1.47448014
110N04194,2017,0.393194704,1.081285436,1.081285436,0.589792056
110N04194,2018,0.786389408,9.731568925,0.393194704,0.98298676
110N04194,2019,0.196597352,0.688090732,0,8.551984812
110N04194,2020,0.786389408,0.294896028,0.196597352,1.47448014
110N04603,2017,34.96014543,44.04070269,56.86698981,23.155421
110N04603,2018,25.65257425,31.1009086,52.44021815,27.4686857
110N04603,2019,13.28031499,34.39261061,68.55820728,31.4414295
110N04603,2020,13.96135678,39.15990316,20.65826776,20.09073293
110N04604,2017,34.96014543,44.04070269,56.86698981,23.155421
110N04604,2018,25.65257425,31.1009086,52.44021815,27.4686857
110N04604,2019,13.28031499,34.39261061,68.55820728,31.4414295
110N04604,2020,13.96135678,39.15990316,20.65826776,20.09073293
110N04605,2017,34.96014543,44.04070269,56.86698981,23.155421
110N04605,2018,25.65257425,31.1009086,52.44021815,27.4686857
110N04605,2019,13.28031499,34.39261061,68.55820728,31.4414295
110N04605,2020,13.96135678,39.15990316,20.65826776,20.09073293
110N04606,2017,34.96014543,44.04070269,56.86698981,23.155421
110N04606,2018,25.65257425,31.1009086,52.44021815,27.4686857
