Year_Record,Travel_Time_Code,DIR_AADT
2018,110+09349,8344
2018,110+09350,14975
2018,110+09351,14975
2018,110+09352,14802
2018,110+09353,13124
2018,110+09354,13363
2018,110+09355,18428
2018,110+09356,17287
2018,110+09357,21568
2018,110+09358,22090
2018,110+09359,21380
2018,110+09360,14780
2018,110+09361,14050
2018,110+09362,13693
2018,110+09364,15788
2018,110+09373,24953
2018,110+09374,18738
2018,110+09375,13614
2018,110+09376,11178
2018,110+09377,10470
2018,110+09378,8225
2018,110+09379,12512
2018,110+09380,13520
2018,110+09381,16520
2018,110+09382,14088
2018,110+09388,5336
2018,110+09395,9962
2018,110+09396,3867
2018,110+09404,22620
2018,110+09432,37686
2018,110+09451,25090
2018,110+09456,5084
2018,110+09471,7152
2018,110+09472,6704
2018,110+09473,8458
2018,110+09474,10814
2018,110+09475,6160
2018,110+09476,11486
2018,110+09477,10442
2018,110+09478,11921
2018,110+09479,8102
2018,110+09480,7798
2018,110+09481,10880
2018,110+09482,8078
2018,110+09483,9198
2018,110+09484,9327
2018,110+09485,7312
2018,110+09486,7312
2018,110+09487,7312
2018,110+09488,6360
2018,110+09489,9070
2018,110+09490,12283
2018,110+09491,12725
2018,110+09492,16059
2018,110+09493,14844
2018,110+09494,6498
2018,110+09495,6794
2018,110+09496,8851
2018,110+09497,12493
2018,110+09498,12700
2018,110+09499,10126
2018,110+09500,14528
2018,110+09501,12312
2018,110+09507,2306
2018,110+09508,2306
2018,110+09509,3188
2018,110+09510,2972
2018,110+09511,3726
2018,110+09512,4986
2018,110+09513,6527
2018,110+09514,9738
2018,110+09515,27384
2018,110+09516,13624
2018,110+09517,13926
2018,110+09518,15841
2018,110+09519,14723
2018,110+09520,15413
2018,110+09521,11368
2018,110+09522,11052
2018,110+09523,9388
2018,110+09524,7457
2018,110+09525,8150
2018,110+09526,11936
2018,110+09527,7942
2018,110+09528,7890
2018,110+09529,20006
2018,110+09530,18888
2018,110+09531,18888
2018,110+09532,18820
2018,110+10012,16456
2018,110+10013,16466
2018,110+10014,18658
2018,110+10015,24048
2018,110+10016,15263
2018,110+10017,12750
2018,110+10018,14920
2018,110+10019,14759
2018,110+10020,13088
2018,110+10021,13092
2018,110+10022,18750
2018,110+10023,10519
2018,110+10024,12828
2018,110+10025,15984
2018,110+10026,15688
2018,110+10027,13942
2018,110+10028,18122
2018,110+10029,19485
2018,110+10030,19494
2018,110+10031,19494
2018,110+10032,19494
2018,110+10033,19494
2018,110+10034,19494
2018,110+10035,22387
2018,110+10036,9782
2018,110+10058,18318
2018,110+10059,21038
2018,110+10060,12696
2018,110+10061,12377
2018,110+10062,15777
2018,110+10063,17617
2018,110+10064,20096
2018,110+10065,20044
2018,110+10066,20162
2018,110+10067,20162
2018,110+10070,19656
2018,110+10077,16528
2018,110+10085,11308
2018,110+10209,7388
2018,110+10224,14986
2018,110+10226,23976
2018,110+10228,11486
2018,110+10229,13704
2018,110+10230,11262
2018,110+10231,15722
2018,110+10232,13857
2018,110+10233,13130
2018,110+10234,9010
2018,110+10235,7264
2018,110+10236,6046
2018,110+10237,6046
2018,110+10238,5913
2018,110+10308,14986
2018,110+10492,13958
2018,110+10493,14990
2018,110+10494,16080
2018,110+10588,9884
2018,110+10589,6700
2018,110+10632,12464
2018,110+10633,6287
2018,110+10773,13884
2018,110+10784,11262
2018,110+10785,13857
2018,110+10791,13494
2018,110+10792,8620
2018,110+10793,9038
2018,110+10794,12850
2018,110+10795,12585
2018,110+10796,13542
2018,110+10797,13555
2018,110+10798,15296
2018,110+10799,18738
2018,110+10800,18090
2018,110+10801,19402
2018,110+10802,22050
2018,110+10803,30052
2018,110+10804,15156
2018,110+10805,7390
2018,110+10820,13958
2018,110+10822,6296
2018,110+10823,5606
2018,110+10901,5612
2018,110+10902,3542
2018,110+10903,2468
2018,110+10904,3069
2018,110+10905,10493
2018,110+10906,11570
2018,110+10907,6438
2018,110+10909,3980
2018,110+10910,9737
2018,110+10911,6071
2018,110+10912,5887
2018,110+10913,5887
2018,110+10915,9238
2018,110+10918,41890
2018,110+10919,44273
2018,110+10920,51796
2018,110+10921,54930
2018,110+10922,3123
2018,110+10923,3490
2018,110+10924,2468
2018,110+10925,3026
2018,110+10926,7302
2018,110+10927,7302
2018,110+10939,12725
2018,110+10943,13282
2018,110+10944,16132
2018,110+10945,13805
2018,110+10946,12361
2018,110+10947,12234
2018,110+10948,12234
2018,110+10949,12126
2018,110+10950,12126
2018,110+10951,4004
2018,110+10952,4004
2018,110+11026,16413
2018,110+11027,24160
2018,110+11028,20266
2018,110+13176,21884
2018,110+13177,17388
2018,110+13178,14180
2018,110+13184,14733
2018,110+13185,14733
2018,110+13196,36546
2018,110+13197,36486
2018,110+13198,22254
2018,110+13199,25209
2018,110+13200,21886
2018,110+13201,22062
2018,110+13202,22856
2018,110+13203,22856
2018,110+13204,15148
2018,110+13205,15309
2018,110+13206,19445
2018,110+13207,18505
2018,110+13208,13364
2018,110+13209,13364
2018,110+13620,35246
2018,110+13641,8110
2018,110+13643,7338
2018,110+13644,6968
2018,110+13645,6282
2018,110+13646,6202
2018,110+13647,6943
2018,110+13648,12094
2018,110+13649,7771
2018,110+13706,14076
2018,110+13826,5990
2018,110+13827,5660
2018,110+13841,17318
2018,110+13852,14688
2018,110+13853,19670
2018,110+13854,19659
2018,110+13855,16570
2018,110+13856,11662
2018,110+13857,13187
2018,110+13858,11554
2018,110+13859,9224
2018,110+13860,7042
2018,110+13861,7000
2018,110+13862,7000
2018,110+13885,10508
2018,110+13886,42204
2018,110+13894,4412
2018,110+13895,4412
2018,110+13899,7281
2018,110+13900,8991
2018,110+13901,7580
2018,110+13902,5224
2018,110+13903,4861
2018,110+13904,4567
2018,110+13905,7466
2018,110+13906,7466
2018,110+13907,7466
2018,110+13908,9420
2018,110+13909,10192
2018,110+13910,10005
2018,110+13911,5306
2018,110+13912,3934
2018,110+13913,3934
2018,110+13925,6324
2018,110+13926,11510
2018,110+13927,11488
2018,110+13928,11446
2018,110+13929,13343
2018,110+13930,11943
2018,110+13931,8649
2018,110+13932,7204
2018,110+13933,5744
2018,110+13934,5744
2018,110+13935,5306
2018,110+13936,4440
2018,110+14048,2770
2018,110+14054,11008
2018,110+14064,5624
2018,110+14065,10958
2018,110+14066,11706
2018,110+14069,19536
2018,110+14071,24296
2018,110+14072,34784
2018,110+14073,28678
2018,110+14074,16642
2018,110+14075,15463
2018,110+14076,8196
2018,110+14077,10868
2018,110+14078,15836
2018,110+14079,8234
2018,110+14080,7950
2018,110+14081,3484
2018,110+14082,3410
2018,110+14083,3272
2018,110+14084,4629
2018,110+14085,9300
2018,110+14108,8070
2018,110+14129,4170
2018,110+14156,5294
2018,110+14164,9683
2018,110+14165,6336
2018,110+14166,4823
2018,110+14204,10873
2018,110+14205,20170
2018,110+14206,18328
2018,110+14207,12390
2018,110+14219,10486
2018,110+14220,12296
2018,110+14221,7618
2018,110+14222,4981
2018,110+14223,5602
2018,110+14224,5260
2018,110+14225,8086
2018,110+14226,14121
2018,110+14227,17426
2018,110+14228,19721
2018,110+14229,20316
2018,110+14230,20192
2018,110+14231,17355
2018,110+14232,17577
2018,110+14233,18358
2018,110+14234,13810
2018,110+14235,13412
2018,110+14236,11750
2018,110+14237,12943
2018,110+14238,11337
2018,110+14239,11310
2018,110+14240,9033
2018,110+14241,6558
2018,110+14258,14306
2018,110+14259,19021
2018,110+14260,8301
2018,110+14261,8188
2018,110+14269,31397
2018,110+14270,15971
2018,110+14271,11194
2018,110+14272,10782
2018,110+14273,11224
2018,110+14274,7652
2018,110+14276,17958
2018,110+14277,21557
2018,110+14279,5868
2018,110+14280,6104
2018,110+14281,9858
2018,110+14282,9772
2018,110+14283,11460
2018,110+14298,15008
2018,110+14299,14704
2018,110+14300,13178
2018,110+14301,15478
2018,110+14302,15395
2018,110+14303,10688
2018,110+14304,10748
2018,110+14323,8522
2018,110+14324,10500
2018,110+14325,10195
2018,110+14328,6354
2018,110+14343,11515
2018,110+14355,21062
2018,110+14356,10749
2018,110+14357,9968
2018,110+14361,22071
2018,110+14450,17296
2018,110+14451,19186
2018,110+14452,12464
2018,110+14486,24652
2018,110+14487,19083
2018,110+14529,8382
2018,110+14532,9074
2018,110+14533,17318
2018,110+14552,14234
2018,110+15301,3986
2018,110+15302,5350
2018,110+15303,6388
2018,110+15304,4508
2018,110+15318,19732
2018,110+15322,5442
2018,110+15323,11474
2018,110+15324,10376
2018,110+15325,5572
2018,110+15563,19836
2018,110+15564,24958
2018,110+15565,19998
2018,110+15567,8841
2018,110+15568,9360
2018,110+15569,7812
2018,110+15859,17870
2018,110+15984,70912
2018,110+15985,77025
2018,110+16008,7962
2018,110+16009,8098
2018,110+16010,6806
2018,110+16011,4186
2018,110+16012,4515
2018,110+16013,6376
2018,110+16015,5110
2018,110+16016,5110
2018,110+16017,7876
2018,110+16018,2937
2018,110+16019,3027
2018,110+16021,7918
2018,110+16023,794
2018,110+16028,10946
2018,110+16029,16862
2018,110+16037,7631
2018,110+16044,1188
2018,110+16045,20972
2018,110+16046,97904
2018,110+16062,3826
2018,110+16072,89285
2018,110+16074,9565
2018,110+16076,11974
2018,110+16080,4736
2018,110+16081,6382
2018,110+16141,7422
2018,110+16142,7422
2018,110+16146,3894
2018,110+16163,13693
2018,110+16172,16583
2018,110+16173,9955
2018,110+16174,14022
2018,110+16175,7284
2018,110+16188,2846
2018,110+16189,2194
2018,110+17018,1004
2018,110+17034,102688
2018,110+17035,87898
2018,110+17036,85506
2018,110+17037,98232
2018,110+17038,88505
2018,110+17039,87272
2018,110+17040,80998
2018,110+17041,80998
2018,110+17098,15102
2018,110+17099,14647
2018,110+17117,2922
2018,110+17118,2947
2018,110+17119,3004
2018,110+17121,34713
2018,110+17122,11532
2018,110+17123,9084
2018,110+17124,10876
2018,110+17125,10876
2018,110+17126,6655
2018,110+17127,15670
2018,110+17128,15670
2018,110+17129,15670
2018,110+17130,17670
2018,110+17131,16421
2018,110+17134,16081
2018,110+17135,16081
2018,110+17136,16338
2018,110+17137,16338
2018,110+17138,25962
2018,110+17139,23672
2018,110+17140,8868
2018,110+17234,12894
2018,110+17235,9606
2018,110+17237,7960
2018,110+17238,5877
2018,110+17239,4240
2018,110+17240,4240
2018,110+17245,21327
2018,110+17246,19750
2018,110+17247,24014
2018,110+17248,5222
2018,110+17266,12952
2018,110+17267,17414
2018,110+17268,15868
2018,110+17269,13640
2018,110+17271,11521
2018,110+17272,11349
2018,110+17273,9026
2018,110+17274,19033
2018,110+17275,10005
2018,110+17276,8336
2018,110+17278,5458
2018,110+17279,11013
2018,110+17280,14557
2018,110+17281,18062
2018,110+17282,24348
2018,110+17311,9914
2018,110+17312,8870
2018,110+17313,5314
2018,110+17336,3468
2018,110+17337,3468
2018,110+17338,2619
2018,110+17339,1376
2018,110+17345,5941
2018,110+17355,4262
2018,110+17382,9399
2018,110+17391,6408
2018,110+17420,7687
2018,110+17421,7898
2018,110+17422,5508
2018,110+17423,5133
2018,110+17424,7331
2018,110+17426,7760
2018,110+17427,7662
2018,110+17428,19436
2018,110+17440,1608
2018,110+17442,3476
2018,110+17443,4684
2018,110+17445,1126
2018,110+17446,4422
2018,110+17447,6284
2018,110+17448,6898
2018,110+17450,9802
2018,110+17451,8052
2018,110+17452,7019
2018,110+17454,8358
2018,110+17460,4715
2018,110+17472,21002
2018,110+17473,13897
2018,110+17474,12852
2018,110+17475,12852
2018,110+17476,13566
2018,110+17477,9878
2018,110+17478,10468
2018,110+17479,7384
2018,110+17498,10396
2018,110+17500,12314
2018,110+17501,5300
2018,110+17514,12951
2018,110+17515,6936
2018,110+17516,4265
2018,110+17907,2882
2018,110+17908,2882
2018,110+17911,3926
2018,110+17917,5372
2018,110+17926,2762
2018,110+17927,2749
2018,110+17928,3572
2018,110+17929,5079
2018,110+17945,2394
2018,110+17946,2394
2018,110+17947,7294
2018,110+17948,9459
2018,110+17949,5936
2018,110+17950,9042
2018,110+17951,9637
2018,110+17952,6078
2018,110+17953,4330
2018,110+17954,2341
2018,110+17955,3176
2018,110+17956,3688
2018,110+17958,6922
2018,110+17959,7474
2018,110+17960,8125
2018,110+17961,6006
2018,110+17962,5390
2018,110+17984,16084
2018,110+17985,16084
2018,110+17988,6720
2018,110+18001,4043
2018,110+18009,8396
2018,110+18010,14596
2018,110+18011,17118
2018,110+18012,8618
2018,110+18013,11138
2018,110+18014,11138
2018,110+18015,4960
2018,110+18064,7671
2018,110+18065,12110
2018,110+18068,8095
2018,110+18069,18422
2018,110+18070,14304
2018,110+18071,11912
2018,110+18072,12332
2018,110+18073,12332
2018,110+18074,18431
2018,110+18075,18442
2018,110+18076,13716
2018,110+18077,13716
2018,110+18078,15526
2018,110+18079,16358
2018,110+18080,6893
2018,110+18081,9187
2018,110+18082,8539
2018,110+18083,4397
2018,110+18084,4380
2018,110+18090,15438
2018,110+18091,13858
2018,110+18092,14196
2018,110+18093,15568
2018,110+18094,16754
2018,110+18095,21782
2018,110+18098,12964
2018,110+18099,12110
2018,110+18100,13294
2018,110+18107,1122
2018,110+18110,2008
2018,110+18119,1686
2018,110+18137,9141
2018,110+18138,11575
2018,110+18139,7880
2018,110+18140,5546
2018,110+18171,25876
2018,110+18172,25876
2018,110+18173,25876
2018,110+18176,22408
2018,110+18177,22087
2018,110+18178,26372
2018,110+18189,11512
2018,110+18199,8225
2018,110+18200,3914
2018,110N04121,98354
2018,110N04122,92208
2018,110N04123,95338
2018,110N04124,98862
2018,110N04125,105961
2018,110N04126,108314
2018,110N04127,92539
2018,110N04128,96778
2018,110N04129,97832
2018,110N04143,73320
2018,110N04144,67561
2018,110N04145,67977
2018,110N04146,72754
2018,110N04147,72754
2018,110N04148,85737
2018,110N04149,82993
2018,110N04150,82993
2018,110N04151,98840
2018,110N04152,100898
2018,110N04153,100898
2018,110N04154,111464
2018,110N04155,120453
2018,110N04156,120453
2018,110N04163,51058
2018,110N04164,38132
2018,110N04165,38132
2018,110N04166,45904
2018,110N04167,45089
2018,110N04168,45089
2018,110N04169,59510
2018,110N04170,59939
2018,110N04171,59939
2018,110N04172,59939
2018,110N04173,42538
2018,110N04174,36872
2018,110N04175,61914
2018,110N04176,82956
2018,110N04177,82956
2018,110N04178,89320
2018,110N04179,90991
2018,110N04180,62337
2018,110N04181,62337
2018,110N04182,80174
2018,110N04183,67860
2018,110N04184,72874
2018,110N04185,62550
2018,110N04186,54212
2018,110N04187,29614
2018,110N04188,20761
2018,110N04189,19835
2018,110N04190,25251
2018,110N04191,20396
2018,110N04192,20396
2018,110N04193,20324
2018,110N04227,24192
2018,110N04228,51976
2018,110N04229,51459
2018,110N04230,48492
2018,110N04231,51920
2018,110N04232,51603
2018,110N04233,51658
2018,110N04234,52031
2018,110N04235,47075
2018,110N04236,45293
2018,110N04237,40244
2018,110N04238,40244
2018,110N04239,22597
2018,110N04240,21984
2018,110N04241,19492
2018,110N04242,18126
2018,110N04243,16128
2018,110N04247,30524
2018,110N04248,28447
2018,110N04249,14590
2018,110N04250,18460
2018,110N04251,23348
2018,110N04252,27038
2018,110N04307,51976
2018,110N04308,51976
2018,110N04309,36167
2018,110N04311,51790
2018,110N04312,51603
2018,110N04313,52255
2018,110N04314,48654
2018,110N04315,46482
2018,110N04317,22000
2018,110N04325,30920
2018,110N04326,30920
2018,110N04327,35534
2018,110N04328,26322
2018,110N04331,30920
2018,110N04332,30920
2018,110N04333,30920
2018,110N04603,118321
2018,110N04604,94440
2018,110N04605,85916
2018,110N04606,85506
2018,110N04607,85506
2018,110N04608,98232
2018,110N04609,88505
2018,110N04610,80998
2018,110N04611,80875
2018,110N04612,98179
2018,110N04613,103752
2018,110N04645,73490
2018,110N04646,78638
2018,110N04647,95111
2018,110N04648,101973
2018,110N04651,104734
2018,110N04652,97904
2018,110N04653,92402
2018,110N04654,95602
2018,110N04655,102174
2018,110N04656,107604
2018,110N04657,108325
2018,110N04659,85737
2018,110N04660,82993
2018,110N04661,82993
2018,110N04662,98840
2018,110N04663,100898
2018,110N04665,111464
2018,110N04666,120453
2018,110N04668,124446
2018,110N04669,113478
2018,110N04670,72370
2018,110N04678,20720
2018,110N04679,21674
2018,110N04680,23466
2018,110N04681,26256
2018,110N04682,29291
2018,110N04683,32008
2018,110N04684,25488
2018,110N04686,24738
2018,110N04687,25144
2018,110N04688,24866
2018,110N04689,29046
2018,110N04691,32962
2018,110N04692,38029
2018,110N04693,38029
2018,110N04694,38029
2018,110N04695,58305
2018,110N04698,51415
2018,110N04699,54898
2018,110N04700,54773
2018,110N04701,54527
2018,110N04702,104378
2018,110N04703,97588
2018,110N04704,93736
2018,110N04705,81044
2018,110N04706,72440
2018,110N04707,64304
2018,110N04708,35588
2018,110N04709,30622
2018,110N04710,16050
2018,110N04712,10426
2018,110N04713,14816
2018,110N04714,15396
2018,110N04715,13814
2018,110N04717,14891
2018,110N04718,18076
2018,110N04719,24879
2018,110N04720,26664
2018,110N04721,38589
2018,110N04723,48360
2018,110N04724,34732
2018,110N04725,34732
2018,110N04726,36822
2018,110N04728,58696
2018,110N04729,56841
2018,110N04730,44655
2018,110N04731,48673
2018,110N04732,43728
2018,110N04733,30596
2018,110N04734,29268
2018,110N04735,32828
2018,110N04736,31214
2018,110N04737,26762
2018,110N04738,26762
2018,110N04739,27580
2018,110N04740,34445
2018,110N04741,35902
2018,110N04742,38609
2018,110N04743,40822
2018,110N04746,19309
2018,110N04747,20527
2018,110N04748,22780
2018,110N04749,21488
2018,110N04750,21488
2018,110N04751,26082
2018,110N04752,19707
2018,110N04754,20968
2018,110N04755,17368
2018,110N04756,17368
2018,110N04757,8382
2018,110N04758,31604
2018,110N04759,31542
2018,110N04760,31542
2018,110N04761,31542
2018,110N04762,37140
2018,110N04763,41550
2018,110N04764,41102
2018,110N04765,37848
2018,110N04766,35048
2018,110N04767,32275
2018,110N04768,25747
2018,110N04770,9254
2018,110N04771,11790
2018,110N04772,17804
2018,110N04773,18647
2018,110N04774,12690
2018,110N04775,17656
2018,110N04776,35410
2018,110N04778,23196
2018,110N04779,22862
2018,110N04780,24003
2018,110N04781,26051
2018,110N04782,20992
2018,110N04783,15843
2018,110N04784,79977
2018,110N04785,79977
2018,110N04786,60787
2018,110N04787,54406
2018,110N04788,50698
2018,110N04789,62374
2018,110N04790,70678
2018,110N04791,70270
2018,110N04792,70195
2018,110N04793,70195
2018,110N04794,76294
2018,110N04795,76294
2018,110N04798,19542
2018,110N04799,21653
2018,110N04800,21795
2018,110N04801,23384
2018,110N04803,19522
2018,110N04804,25037
2018,110N04805,25037
2018,110N04806,25016
2018,110N04807,34388
2018,110N04808,37624
2018,110N04809,54863
2018,110N04810,48096
2018,110N04811,52002
2018,110N04812,51484
2018,110N04813,61064
2018,110N04814,50211
2018,110N04815,55066
2018,110N04816,52238
2018,110N04817,51066
2018,110N04818,59168
2018,110N04819,59168
2018,110N04820,65840
2018,110N04821,70310
2018,110N04823,26124
2018,110N04824,26124
2018,110N04825,10748
2018,110N04827,27986
2018,110N04828,23882
2018,110N04829,14342
2018,110N04830,14342
2018,110N04833,15912
2018,110N04834,14099
2018,110N04835,10561
2018,110N04837,13224
2018,110N04838,13224
2018,110N04839,22549
2018,110N04840,22549
2018,110N04841,22549
2018,110N04843,22549
2018,110N04844,22549
2018,110N04845,22549
2018,110N04846,13420
2018,110N04847,12464
2018,110N04848,38823
2018,110N04849,42846
2018,110N04850,45926
2018,110N04851,39490
2018,110N04852,39926
2018,110N04855,42450
2018,110N04856,39442
2018,110N04857,45150
2018,110N04858,50429
2018,110N04859,48118
2018,110N04860,50094
2018,110N04861,67260
2018,110N04862,72910
2018,110N04863,83104
2018,110N04864,75090
2018,110N04865,77217
2018,110N04866,77470
2018,110N04867,71494
2018,110N04868,65660
2018,110N04869,68870
2018,110N04870,66518
2018,110N04871,47198
2018,110N04872,43176
2018,110N04873,43176
2018,110N04874,45170
2018,110N04875,44668
2018,110N04876,44668
2018,110N04877,44668
2018,110N04878,44668
2018,110N04879,49061
2018,110N04880,50375
2018,110N04881,53336
2018,110N04883,58528
2018,110N04884,82447
2018,110N04885,75572
2018,110N04886,73695
2018,110N04887,78592
2018,110N04888,67595
2018,110N04889,57049
2018,110N04890,46140
2018,110N04891,39044
2018,110N04892,40504
2018,110N04893,42412
2018,110N04894,41476
2018,110N04895,32634
2018,110N04896,33056
2018,110N04897,34728
2018,110N04898,31873
2018,110N04899,29138
2018,110N04900,32943
2018,110N04901,33498
2018,110N04902,37406
2018,110N04903,17656
2018,110N04904,17656
2018,110N04905,24700
2018,110N04906,32412
2018,110N04907,40134
2018,110N04910,28471
2018,110N04911,26356
2018,110N04912,24697
2018,110N04913,25592
2018,110N04914,24420
2018,110N04915,24031
2018,110N04916,17892
2018,110N04917,23630
2018,110N04918,30798
2018,110N04919,37648
2018,110N04921,11194
2018,110N04925,51255
2018,110N04926,61208
2018,110N04929,72910
2018,110N04930,73156
2018,110N04931,73156
2018,110N04933,77470
2018,110N04934,73974
2018,110N04935,65418
2018,110N04936,68870
2018,110N04939,14500
2018,110N04940,12158
2018,110N04941,12211
2018,110N04944,73138
2018,110N04945,58985
2018,110N04946,58238
2018,110N04947,55710
2018,110N04948,54898
2018,110N04949,50736
2018,110N04950,41262
2018,110N04951,35650
2018,110N04954,40762
2018,110N04955,40762
2018,110N04956,36401
2018,110N04957,32850
2018,110N04958,32554
2018,110N04960,30262
2018,110N04961,29725
2018,110N04962,29686
2018,110N05007,26004
2018,110N05008,29534
2018,110N05009,31496
2018,110N05010,32590
2018,110N05011,35569
2018,110N05012,26818
2018,110N05014,17324
2018,110N05015,29770
2018,110N05016,32120
2018,110N05017,32650
2018,110N05018,37140
2018,110N05019,39177
2018,110N05020,30664
2018,110N05021,28264
2018,110N05022,26082
2018,110N05353,30476
2018,110N05354,28936
2018,110N05355,28726
2018,110N05356,28508
2018,110N05357,27986
2018,110N05358,28098
2018,110N05359,28428
2018,110N05360,28483
2018,110N05361,26344
2018,110N05362,25845
2018,110N05363,23435
2018,110N05364,20732
2018,110N05365,20447
2018,110N05366,22994
2018,110N05367,22994
2018,110N05368,21944
2018,110N05369,23860
2018,110N05370,24951
2018,110N05371,27100
2018,110N05372,29442
2018,110N05373,26982
2018,110N05374,26982
2018,110N05375,28938
2018,110N05376,25473
2018,110N05377,24166
2018,110N05379,61243
2018,110N05380,53991
2018,110N05381,53991
2018,110N05382,52230
2018,110N05383,51762
2018,110N05385,4996
2018,110N05387,4993
2018,110N05388,17892
2018,110N05390,50086
2018,110N05391,26168
2018,110N05392,18830
2018,110N05393,18623
2018,110N05394,19693
2018,110N05395,21532
2018,110N05396,21039
2018,110N05397,21816
2018,110N05398,21888
2018,110N05399,22458
2018,110N05400,22626
2018,110N05401,25976
2018,110N05402,26048
2018,110N05403,24326
2018,110N05404,25378
2018,110N05405,25262
2018,110N05406,20674
2018,110N05407,20593
2018,110N05408,19268
2018,110N05409,19336
2018,110N05410,19382
2018,110N05411,16874
2018,110N05412,19680
2018,110N05413,21078
2018,110N05415,21537
2018,110N05416,21693
2018,110N05417,21886
2018,110N05419,18870
2018,110N05420,18415
2018,110N05421,18258
2018,110N05422,18616
2018,110N05423,18892
2018,110N05424,19258
2018,110N05427,12406
2018,110N05428,13022
2018,110N05429,12584
2018,110N05430,11210
2018,110N05431,11292
2018,110N05432,10785
2018,110N05433,11308
2018,110N05434,11269
2018,110N05435,11544
2018,110N05436,12174
2018,110N05437,12502
2018,110N05438,13662
2018,110N05439,18232
2018,110N05440,25590
2018,110N05443,26454
2018,110N05444,22890
2018,110N05445,17830
2018,110N05446,16688
2018,110N05447,16178
2018,110N05448,16112
2018,110N05449,18080
2018,110N05450,18870
2018,110N05451,21314
2018,110N05452,22130
2018,110N05453,25132
2018,110N05454,21499
2018,110N05455,21471
2018,110N05456,20432
2018,110N05457,18466
2018,110N05458,18584
2018,110N05459,20794
2018,110N05460,20314
2018,110N05461,10830
2018,110N05463,20891
2018,110N05464,28756
2018,110N05465,27806
2018,110N05466,25468
2018,110N05467,25468
2018,110N05468,25178
2018,110N05469,23434
2018,110N05470,23262
2018,110N05471,19078
2018,110N05472,18276
2018,110N05473,18060
2018,110N05474,17554
2018,110N05475,15814
2018,110N05476,15498
2018,110N05477,15672
2018,110N05478,16126
2018,110N05479,15352
2018,110N05480,15300
2018,110N05481,14809
2018,110N05482,14239
2018,110N05483,14052
2018,110N05484,12506
2018,110N05485,14456
2018,110N05486,13706
2018,110N05487,13580
2018,110N05488,17394
2018,110N05490,26558
2018,110N05491,26724
2018,110N05492,22498
2018,110N05495,23380
2018,110N05496,23380
2018,110N05497,23516
2018,110N05498,24086
2018,110N05499,26330
2018,110N05500,30610
2018,110N05503,19554
2018,110N05504,16604
2018,110N05507,14800
2018,110N05508,15074
2018,110N05509,15089
2018,110N05510,14743
2018,110N05511,14704
2018,110N05512,14980
2018,110N05513,14620
2018,110N05514,14620
2018,110N05517,18888
2018,110N05518,19680
2018,110N05519,20251
2018,110N05520,21810
2018,110N05521,20483
2018,110N05522,19934
2018,110N05523,18159
2018,110N05524,18159
2018,110N05525,13920
2018,110N05526,15272
2018,110N05527,20464
2018,110N05529,4884
2018,110N05530,4572
2018,110N05531,5967
2018,110N05532,7400
2018,110N05533,7400
2018,110N05534,9866
2018,110N05535,7518
2018,110N05536,5488
2018,110N05537,4479
2018,110N05538,4539
2018,110N05539,4480
2018,110N05540,5229
2018,110N05541,6902
2018,110N05542,3992
2018,110N05543,11121
2018,110N05544,25387
2018,110N05545,25500
2018,110N05546,25858
2018,110N05601,9208
2018,110N05602,11173
2018,110N05603,28933
2018,110N05604,22408
2018,110N05605,25876
2018,110N05606,25876
2018,110N05607,25876
2018,110N05608,25876
2018,110N05610,25876
2018,110N05611,41708
2018,110N05612,38216
2018,110N05614,30744
2018,110N05615,30744
2018,110N05617,33476
2018,110N05618,30374
2018,110N05619,30374
2018,110N05620,30374
2018,110N05621,28202
2018,110N05623,27752
2018,110N05624,21631
2018,110N05625,21526
2018,110N05626,21056
2018,110N05627,21056
2018,110N05628,31159
2018,110N05629,32316
2018,110N05630,32121
2018,110N05631,15712
2018,110N05632,15712
2018,110N05633,15712
2018,110N05634,18110
2018,110N05635,18084
2018,110N05636,22368
2018,110N05638,15353
2018,110N05639,17670
2018,110N05640,15886
2018,110N05641,20405
2018,110N05642,25460
2018,110N05646,25460
2018,110N05647,23336
2018,110N05648,23336
2018,110N05649,33873
2018,110N05650,23402
2018,110N05654,19198
2018,110N05657,22952
2018,110N05659,23948
2018,110N05661,35210
2018,110N05662,35246
2018,110N05663,36378
2018,110N05664,23326
2018,110N05665,29015
2018,110N05666,24766
2018,110N05667,24766
2018,110N05668,50062
2018,110N05670,52052
2018,110N05671,51895
2018,110N05672,52767
2018,110N05673,53874
2018,110N05674,53874
2018,110N05675,63856
2018,110N05676,69828
2018,110N05677,68834
2018,110N05678,61508
2018,110N05679,47760
2018,110N05683,22136
2018,110N05684,22271
2018,110N05685,19066
2018,110N05687,17285
2018,110N05688,12221
2018,110N05690,12782
2018,110N05692,17538
2018,110N05694,20612
2018,110N05695,25474
2018,110N05696,31761
2018,110N05697,31322
2018,110N05698,30736
2018,110N05699,27768
2018,110N05706,26821
2018,110N05707,26821
2018,110N05708,26821
2018,110N05710,28459
2018,110N05711,29284
2018,110N05712,29284
2018,110N05713,29284
2018,110N05714,29284
2018,110N05715,30526
2018,110N05716,44850
2018,110N05718,25565
2018,110N05720,30579
2018,110N05722,26992
2018,110N05723,26992
2018,110N05724,26992
2018,110N05725,25095
2018,110N05726,25004
2018,110N05728,25004
2018,110N05729,25004
2018,110N05730,23594
2018,110N05731,20891
2018,110N05732,20891
2018,110N05735,20891
2018,110N05736,17140
2018,110N05737,19953
