Year_Record,Travel_Time_Code,DIR_AADT
2020,110N13183,14896
2020,110N13195,103604
2020,110N13269,20379
2020,110N13620,38988
2020,110N13631,20122
2020,110N13632,15928
2020,110N13640,7946
2020,110N13644,6550
2020,110N13645,6236
2020,110N13646,7128
2020,110N13648,7681
2020,110N13649,31226
2020,110N13705,14701
2020,110N13827,4500
2020,110N13841,14126
2020,110N13851,17560
2020,110N13852,19058
2020,110N13855,14272
2020,110N13856,12898
2020,110N13857,12862
2020,110N13858,10719
2020,110N13862,7816
2020,110N13869,9097
2020,110N13870,4920
2020,110N13884,9968
2020,110N13893,7218
2020,110N13898,9873
2020,110N13899,8154
2020,110N13900,9076
2020,110N13903,5188
2020,110N13904,5220
2020,110N13905,8764
2020,110N13907,8764
2020,110N13910,9015
2020,110N13912,4680
2020,110N13924,4988
2020,110N13925,12382
2020,110N13926,12382
2020,110N13930,11556
2020,110N13933,5926
2020,110N13936,1234
2020,110N13988,9092
2020,110N14026,6646
2020,110N14048,2723
2020,110N14053,7989
2020,110N14063,2044
2020,110N14064,9966
2020,110N14066,14098
2020,110N14070,24433
2020,110N14071,26940
2020,110N14072,29043
2020,110N14075,11426
2020,110N14076,9148
2020,110N14077,9876
2020,110N14079,8106
2020,110N14085,4675
2020,110N14108,7989
2020,110N14128,4207
2020,110N14155,2044
2020,110N14156,4438
2020,110N14164,11594
2020,110N14165,4858
2020,110N14166,4858
2020,110N14203,10554
2020,110N14204,14536
2020,110N14205,20262
2020,110N14206,16232
2020,110N14207,10922
2020,110N14218,10268
2020,110N14221,9656
2020,110N14222,4192
2020,110N14223,5730
2020,110N14225,7896
2020,110N14230,19894
2020,110N14233,14712
2020,110N14236,11384
2020,110N14239,3361
2020,110N14241,5254
2020,110N14249,7989
2020,110N14258,18929
2020,110N14259,13630
2020,110N14261,8296
2020,110N14266,16917
2020,110N14269,16174
2020,110N14270,16120
2020,110N14273,7814
2020,110N14274,15081
2020,110N14275,17692
2020,110N14276,17692
2020,110N14277,21238
2020,110N14278,5768
2020,110N14281,8480
2020,110N14282,8704
2020,110N14297,28146
2020,110N14299,13208
2020,110N14302,13085
2020,110N14303,12158
2020,110N14304,12328
2020,110N14325,8776
2020,110N14327,5829
2020,110N14328,5829
2020,110N14343,12493
2020,110N14352,12459
2020,110N14355,9508
2020,110N14357,12520
2020,110N14361,21572
2020,110N14435,16728
2020,110N14449,16728
2020,110N14450,18408
2020,110N14451,18408
2020,110N14452,10929
2020,110N14460,8792
2020,110N14485,24458
2020,110N14486,23185
2020,110N14487,18118
2020,110N14529,3780
2020,110N14530,3780
2020,110N14553,13732
2020,110N15300,4032
2020,110N15301,4814
2020,110N15303,6013
2020,110N15304,4557
2020,110N15324,6886
2020,110N15565,12022
2020,110N15566,9140
2020,110N15567,9318
2020,110N15568,8300
2020,110N15569,8300
2020,110N15859,14166
2020,110N16007,8057
2020,110N16008,7621
2020,110N16009,7278
2020,110N16010,4163
2020,110N16011,3920
2020,110N16012,5912
2020,110N16013,2728
2020,110N16014,5383
2020,110N16015,5383
2020,110N16016,6164
2020,110N16017,8460
2020,110N16018,3136
2020,110N16019,3215
2020,110N16020,6326
2020,110N16021,7716
2020,110N16028,13907
2020,110N16029,11515
2020,110N16037,7552
2020,110N16045,23741
2020,110N16072,92985
2020,110N16074,10410
2020,110N16076,12356
2020,110N16080,5054
2020,110N16081,7024
2020,110N16102,13084
2020,110N16141,7406
2020,110N16146,3780
2020,110N16172,13531
2020,110N16173,14728
2020,110N16175,10902
2020,110N16176,8542
2020,110N16187,3437
2020,110N16188,2186
2020,110N16221,10151
2020,110N17018,1002
2020,110N17098,15030
2020,110N17099,13692
2020,110N17116,2958
2020,110N17119,3011
2020,110N17124,10769
2020,110N17125,10771
2020,110N17126,8085
2020,110N17128,15515
2020,110N17129,15515
2020,110N17130,16270
2020,110N17131,16726
2020,110N17134,17460
2020,110N17135,17472
2020,110N17136,16916
2020,110N17236,7943
2020,110N17237,6698
2020,110N17245,20102
2020,110N17246,24337
2020,110N17248,5724
2020,110N17265,12668
2020,110N17266,14982
2020,110N17269,14748
2020,110N17270,10821
2020,110N17271,8830
2020,110N17272,8128
2020,110N17273,13662
2020,110N17274,15263
2020,110N17276,6306
2020,110N17277,4876
2020,110N17280,16184
2020,110N17282,22968
2020,110N17310,5359
2020,110N17313,4476
2020,110N17335,2271
2020,110N17339,1417
2020,110N17345,5685
2020,110N17354,4626
2020,110N17355,3848
2020,110N17381,7684
2020,110N17382,3472
2020,110N17390,6704
2020,110N17419,4097
2020,110N17421,7297
2020,110N17427,9314
2020,110N17428,11522
2020,110N17439,1603
2020,110N17440,1603
2020,110N17441,3168
2020,110N17443,4271
2020,110N17444,1044
2020,110N17445,1884
2020,110N17447,6794
2020,110N17448,9322
2020,110N17449,9198
2020,110N17453,5414
2020,110N17454,3506
2020,110N17459,4284
2020,110N17471,20664
2020,110N17473,11067
2020,110N17477,10438
2020,110N17478,8178
2020,110N17479,4688
2020,110N17497,10222
2020,110N17498,9858
2020,110N17499,10532
2020,110N17500,25193
2020,110N17514,10672
2020,110N17516,5750
2020,110N17847,10388
2020,110N17908,2699
2020,110N17910,3566
2020,110N17911,3620
2020,110N17917,5306
2020,110N17925,2716
2020,110N17929,6315
2020,110N17944,3628
2020,110N17947,9414
2020,110N17956,7181
2020,110N17957,6034
2020,110N17961,5212
2020,110N17983,14920
2020,110N17984,16004
2020,110N17985,16004
2020,110N17987,7572
2020,110N17988,6236
2020,110N18001,4158
2020,110N18008,8745
2020,110N18011,12536
2020,110N18012,8398
2020,110N18031,4432
2020,110N18063,7460
2020,110N18064,9566
2020,110N18065,11920
2020,110N18067,7874
2020,110N18068,11810
2020,110N18074,22346
2020,110N18075,19407
2020,110N18079,13630
2020,110N18081,9957
2020,110N18083,5527
2020,110N18084,4450
2020,110N18089,16462
2020,110N18091,16758
2020,110N18092,16869
2020,110N18094,15746
2020,110N18095,28938
2020,110N18097,12670
2020,110N18098,12670
2020,110N18099,13400
2020,110N18100,13400
2020,110N18106,1376
2020,110N18107,1066
2020,110N18109,1650
2020,110N18110,2533
2020,110N18119,2142
2020,110N18136,8645
2020,110N18137,8949
2020,110N18140,5813
2020,110N18170,31499
2020,110N18171,31499
2020,110N18172,27398
2020,110N18173,26660
2020,110N18175,21904
2020,110N18176,21904
2020,110N18177,23801
2020,110N18186,17242
2020,110N18219,1396
2020,110N18227,6581
2020,110N18838,8495
2020,110N18840,6824
2020,110N18845,8495
2020,110N18846,29402
2020,110N18847,14701
2020,110N18883,1103
2020,110N18989,10712
2020,110N18990,13876
2020,110N19034,7468
2020,110N19104,2748
2020,110N19105,6124
2020,110N19107,2748
2020,110N19108,2748
2020,110N19132,4454
2020,110N19134,6941
2020,110N19135,6838
2020,110N19209,8542
2020,110N19271,12052
2020,110N19298,5486
2020,110N19300,4550
2020,110N19481,3346
2020,110N19533,2774
2020,110N19557,1315
2020,110N19559,2144
2020,110N19602,7458
2020,110N19603,6517
2020,110N19638,6138
2020,110N19639,7972
2020,110N50004,8118
2020,110N50010,10388
2020,110N50012,11384
2020,110N50013,12674
2020,110N50017,12077
2020,110N50024,43143
2020,110N50025,27032
2020,110N50027,1120
2020,110N50028,2976
2020,110N50033,7240
2020,110N50035,6672
2020,110N50040,10982
2020,110N50041,10332
2020,110N50043,11241
2020,110N50044,13736
2020,110N50045,10886
2020,110N50047,10272
2020,110N50049,11223
2020,110N50050,17807
2020,110N50052,23524
2020,110N50054,20992
2020,110N50065,18408
2020,110N50069,15538
2020,110N50071,15538
2020,110N50072,13980
2020,110N50073,9410
2020,110N50079,1680
2020,110N50080,3361
2020,110N50082,11144
2020,110N50083,11144
2020,110N50086,8373
2020,110N50090,4871
2020,110N50091,4819
2020,110N50094,4052
2020,110N50105,6830
2020,110N50106,3393
2020,110N50108,9110
2020,110N50109,10828
2020,110N50110,10784
2020,110N50112,8338
2020,110N50113,11276
2020,110N50116,4303
2020,110N50118,3207
2020,110N50119,3207
2020,110N50121,4098
2020,110N50122,9669
2020,110N50134,4270
2020,110N50157,14985
2020,110N50163,7979
2020,110N50165,4654
2020,110N50173,10405
2020,110N50176,1582
2020,110N50192,12829
2020,110N52936,72020
2020,110N52969,12242
2020,110N53127,17692
2020,110N56112,24176
2020,110P04120,105278
2020,110P04121,97975
2020,110P04122,92345
2020,110P04123,94830
2020,110P04124,98476
2020,110P04125,102130
2020,110P04126,97903
2020,110P04127,72412
2020,110P04128,71026
2020,110P04129,92146
2020,110P04130,92146
2020,110P04142,74520
2020,110P04143,70202
2020,110P04144,67874
2020,110P04145,69956
2020,110P04146,68522
2020,110P04147,82932
2020,110P04148,85057
2020,110P04149,98946
2020,110P04150,99064
2020,110P04151,103262
2020,110P04152,111909
2020,110P04153,114822
2020,110P04154,122548
2020,110P04155,124598
2020,110P04156,127470
2020,110P04157,127499
2020,110P04158,117660
2020,110P04159,114570
2020,110P04162,48173
2020,110P04163,48173
2020,110P04164,36700
2020,110P04165,36700
2020,110P04166,44010
2020,110P04167,44384
2020,110P04168,45195
2020,110P04169,56302
2020,110P04170,57117
2020,110P04171,57117
2020,110P04172,58488
2020,110P04173,44576
2020,110P04174,35980
2020,110P04175,55386
2020,110P04176,81502
2020,110P04177,81502
2020,110P04178,94770
2020,110P04179,85424
2020,110P04180,61253
2020,110P04181,61684
2020,110P04182,70166
2020,110P04183,67862
2020,110P04184,71206
2020,110P04185,60464
2020,110P04186,59922
2020,110P04187,32328
2020,110P04188,21294
2020,110P04189,20326
2020,110P04190,25581
2020,110P04191,20607
2020,110P04192,20607
2020,110P04193,20556
2020,110P04194,19679
2020,110P04226,26424
2020,110P04227,26047
2020,110P04228,30476
2020,110P04229,54646
2020,110P04230,51266
2020,110P04231,53752
2020,110P04232,52844
2020,110P04233,52930
2020,110P04234,53782
2020,110P04235,49900
2020,110P04236,47200
2020,110P04237,41371
2020,110P04238,41371
2020,110P04239,22970
2020,110P04240,22516
2020,110P04241,20476
2020,110P04242,18270
2020,110P04243,16556
2020,110P04244,13612
2020,110P04247,33376
2020,110P04248,30002
2020,110P04249,14530
2020,110P04250,17768
2020,110P04251,22292
2020,110P04252,27948
2020,110P04325,30920
2020,110P04326,30920
2020,110P04327,34301
2020,110P04328,26322
2020,110P04329,26322
2020,110P04331,30920
2020,110P04332,30920
2020,110P04333,30920
2020,110P04334,30920
2020,110P04603,123265
2020,110P04604,98288
2020,110P04605,86739
2020,110P04606,85258
2020,110P04607,86402
2020,110P04608,89762
2020,110P04609,87874
2020,110P04610,81144
2020,110P04611,83988
2020,110P04612,96799
2020,110P04613,112609
2020,110P04645,75384
2020,110P04646,72958
2020,110P04647,89492
2020,110P04648,96562
2020,110P04670,69602
2020,110P04675,41371
2020,110P04678,21151
2020,110P04679,22167
2020,110P04680,24882
2020,110P04681,22312
2020,110P04682,34254
2020,110P04683,31302
2020,110P04684,30614
2020,110P04685,30632
2020,110P04686,27025
2020,110P04687,27736
2020,110P04688,27502
2020,110P04689,32538
2020,110P04690,33010
2020,110P04691,39784
2020,110P04692,41874
2020,110P04693,41874
2020,110P04694,41874
2020,110P04695,47146
2020,110P04696,44848
2020,110P04697,45614
2020,110P04698,53432
2020,110P04699,53850
2020,110P04700,53794
2020,110P04701,53558
2020,110P04702,84556
2020,110P04703,99726
2020,110P04704,88250
2020,110P04705,80687
2020,110P04706,72134
2020,110P04707,67010
2020,110P04708,36728
2020,110P04709,32460
2020,110P04710,15240
2020,110P04712,11184
2020,110P04713,15015
2020,110P04714,16266
2020,110P04715,15060
2020,110P04716,14912
2020,110P04717,18966
2020,110P04718,19460
2020,110P04719,25534
2020,110P04720,28360
2020,110P04721,40856
2020,110P04722,48127
2020,110P04723,52521
2020,110P04724,25189
2020,110P04725,35574
2020,110P04726,28886
2020,110P04727,18067
2020,110P04728,55646
2020,110P04729,56585
2020,110P04730,43314
2020,110P04731,41918
2020,110P04732,39680
2020,110P04733,29988
2020,110P04734,29742
2020,110P04735,34904
2020,110P04736,30204
2020,110P04737,28389
2020,110P04738,28389
2020,110P04739,30344
2020,110P04740,36630
2020,110P04741,36630
2020,110P04742,40790
2020,110P04743,42958
2020,110P04744,26202
2020,110P04745,7295
2020,110P04746,21060
2020,110P04747,21866
2020,110P04748,24798
2020,110P04749,22880
2020,110P04750,22765
2020,110P04751,28962
2020,110P04752,29236
2020,110P04753,31602
2020,110P04754,32666
2020,110P04755,32666
2020,110P04756,17986
2020,110P04757,10034
2020,110P04758,19124
2020,110P04759,17986
2020,110P04760,22451
2020,110P04761,22451
2020,110P04762,19510
2020,110P04763,28446
2020,110P04764,37700
2020,110P04765,37454
2020,110P04766,40932
2020,110P04767,39623
2020,110P04768,41006
2020,110P04769,9414
2020,110P04770,10711
2020,110P04771,12131
2020,110P04772,14674
2020,110P04773,18602
2020,110P04774,13173
2020,110P04775,14136
2020,110P04776,42570
2020,110P04778,28112
2020,110P04779,28112
2020,110P04780,27416
2020,110P04781,27334
2020,110P04782,24520
2020,110P04783,15974
2020,110P04784,65357
2020,110P04785,59077
2020,110P04786,53818
2020,110P04787,51095
2020,110P04788,50776
2020,110P04789,65828
2020,110P04790,65902
2020,110P04791,72696
2020,110P04792,67059
2020,110P04793,66336
2020,110P04794,80586
2020,110P04795,81144
2020,110P04796,81144
2020,110P04797,19240
2020,110P04798,19560
2020,110P04799,22932
2020,110P04800,23394
2020,110P04801,9135
2020,110P04802,19082
2020,110P04803,22992
2020,110P04804,25416
2020,110P04805,25612
2020,110P04806,36053
2020,110P04807,51234
2020,110P04808,54428
2020,110P04809,47474
2020,110P04810,52847
2020,110P04811,52132
2020,110P04812,61738
2020,110P04813,54541
2020,110P04814,55150
2020,110P04815,53876
2020,110P04816,52794
2020,110P04817,58622
2020,110P04818,72646
2020,110P04819,72462
2020,110P04820,72244
2020,110P04821,72244
2020,110P04822,25708
2020,110P04823,25708
2020,110P04824,18322
2020,110P04825,12328
2020,110P04826,25770
2020,110P04827,28937
2020,110P04828,24160
2020,110P04829,14806
2020,110P04830,14806
2020,110P04831,14806
2020,110P04833,15342
2020,110P04834,13842
2020,110P04835,10165
2020,110P04836,13983
2020,110P04837,13983
2020,110P04838,13983
2020,110P04839,23229
2020,110P04840,23229
2020,110P04841,23229
2020,110P04842,23229
2020,110P04843,23229
2020,110P04844,23229
2020,110P04845,23229
2020,110P04846,12755
2020,110P04847,13760
2020,110P04848,40750
2020,110P04849,48213
2020,110P04850,41590
2020,110P04851,39314
2020,110P04852,41836
2020,110P04853,41649
2020,110P04854,30632
2020,110P04855,43528
2020,110P04856,42628
2020,110P04857,46402
2020,110P04858,50455
2020,110P04859,44454
2020,110P04860,51046
2020,110P04861,66862
2020,110P04862,72027
2020,110P04863,77781
2020,110P04864,71088
2020,110P04865,75506
2020,110P04866,75015
2020,110P04867,73622
2020,110P04868,64341
2020,110P04869,68490
2020,110P04870,68490
2020,110P04871,47461
2020,110P04872,43236
2020,110P04873,43236
2020,110P04874,45282
2020,110P04875,44330
2020,110P04876,44330
2020,110P04877,44330
2020,110P04878,44330
2020,110P04879,49326
2020,110P04880,50466
2020,110P04881,50544
2020,110P04882,52856
2020,110P04883,60047
2020,110P04884,80624
2020,110P04885,74140
2020,110P04886,74140
2020,110P04887,77234
2020,110P04888,68232
2020,110P04889,62486
2020,110P04890,47430
2020,110P04891,39536
2020,110P04892,39225
2020,110P04893,42828
2020,110P04894,42686
2020,110P04895,32506
2020,110P04896,32680
2020,110P04897,35072
2020,110P04898,31676
2020,110P04899,29301
2020,110P04900,33044
2020,110P04901,33747
2020,110P04902,36389
2020,110P04903,18314
2020,110P04904,18058
2020,110P04905,25752
2020,110P04906,34310
2020,110P04907,41420
2020,110P04908,44304
2020,110P04910,30886
2020,110P04911,28633
2020,110P04912,26638
2020,110P04913,27786
2020,110P04914,26164
2020,110P04915,26064
2020,110P04916,16414
2020,110P04917,23992
2020,110P04918,31286
2020,110P04919,34852
2020,110P04920,34846
2020,110P04921,12013
2020,110P04922,5020
2020,110P04923,5020
2020,110P04925,56603
2020,110P04926,74073
2020,110P04927,74520
2020,110P04939,14278
2020,110P04940,11724
2020,110P04941,11744
2020,110P04942,12184
2020,110P04943,57105
2020,110P04944,74148
2020,110P04945,60434
2020,110P04946,59137
2020,110P04947,56772
2020,110P04948,56362
2020,110P04949,52523
2020,110P04950,43759
2020,110P04951,37070
2020,110P04952,37978
2020,110P04954,44986
2020,110P04955,38296
2020,110P04956,34847
2020,110P04957,30076
2020,110P04958,32660
2020,110P04959,32592
2020,110P04960,37056
2020,110P04961,29734
2020,110P04962,30451
2020,110P05007,26092
2020,110P05008,31210
2020,110P05009,32046
2020,110P05010,36258
2020,110P05011,36032
2020,110P05012,26996
2020,110P05014,24230
2020,110P05015,32418
2020,110P05016,32418
2020,110P05017,32406
2020,110P05018,37230
2020,110P05019,38615
2020,110P05020,34546
2020,110P05021,29339
2020,110P05022,26096
2020,110P05023,22844
2020,110P05353,30425
2020,110P05354,29306
2020,110P05355,29024
2020,110P05356,27392
2020,110P05357,27720
2020,110P05358,28175
2020,110P05359,28544
2020,110P05360,28504
2020,110P05361,25956
2020,110P05362,25660
2020,110P05363,22884
2020,110P05364,20682
2020,110P05365,22398
2020,110P05366,22924
2020,110P05367,21115
2020,110P05368,22904
2020,110P05369,24150
2020,110P05370,25090
2020,110P05371,26972
2020,110P05372,29638
2020,110P05373,27381
2020,110P05374,27089
2020,110P05375,29346
2020,110P05376,26606
2020,110P05377,25188
2020,110P05378,24863
2020,110P05379,60766
2020,110P05380,54754
2020,110P05381,52972
2020,110P05382,51778
2020,110P05383,49884
2020,110P05384,49884
2020,110P05386,5188
2020,110P05387,5184
2020,110P05388,18578
2020,110P05389,49884
2020,110P05390,51228
2020,110P05391,20568
2020,110P05392,19196
2020,110P05393,17958
2020,110P05394,19416
2020,110P05395,20959
2020,110P05396,21344
2020,110P05397,21710
2020,110P05398,22007
2020,110P05399,22548
2020,110P05400,22830
2020,110P05401,25922
2020,110P05402,26432
2020,110P05403,24445
2020,110P05404,26050
2020,110P05405,24810
2020,110P05406,20810
2020,110P05407,19917
2020,110P05408,19836
2020,110P05409,19258
2020,110P05410,19720
2020,110P05411,19846
2020,110P05412,21052
2020,110P05413,21197
2020,110P05414,22170
2020,110P05415,21501
2020,110P05416,21692
2020,110P05417,18686
2020,110P05418,18330
2020,110P05419,18478
2020,110P05420,18344
2020,110P05421,16338
2020,110P05422,18586
2020,110P05423,19142
2020,110P05424,19182
2020,110P05425,19188
2020,110P05426,12368
2020,110P05427,12368
2020,110P05428,12556
2020,110P05429,12248
2020,110P05430,10880
2020,110P05431,10892
2020,110P05432,10626
2020,110P05433,10992
2020,110P05434,11174
2020,110P05435,11334
2020,110P05436,11922
2020,110P05437,12230
2020,110P05438,13602
2020,110P05439,17538
2020,110P05440,25622
2020,110P05441,25770
2020,110P05442,36271
2020,110P05443,27472
2020,110P05444,23568
2020,110P05445,18712
2020,110P05446,16940
2020,110P05447,16560
2020,110P05448,16488
2020,110P05449,18861
2020,110P05450,19964
2020,110P05451,22112
2020,110P05452,22508
2020,110P05453,26042
2020,110P05454,22470
2020,110P05455,22470
2020,110P05456,21035
2020,110P05457,19186
2020,110P05458,19338
2020,110P05459,21340
2020,110P05460,21044
2020,110P05461,18934
2020,110P05462,21733
2020,110P05463,21716
2020,110P05464,29518
2020,110P05465,28650
2020,110P05466,24898
2020,110P05467,24460
2020,110P05468,25436
2020,110P05469,22542
2020,110P05470,23477
2020,110P05471,19442
2020,110P05472,18615
2020,110P05473,18360
2020,110P05474,17857
2020,110P05475,15970
2020,110P05476,15744
2020,110P05477,15922
2020,110P05478,16385
2020,110P05479,15342
2020,110P05480,15290
2020,110P05481,14798
2020,110P05482,14618
2020,110P05483,14289
2020,110P05484,12701
2020,110P05485,14305
2020,110P05486,13845
2020,110P05487,13550
2020,110P05488,15460
2020,110P05489,24527
2020,110P05490,26034
2020,110P05491,26453
2020,110P05492,25912
2020,110P05493,15552
2020,110P05494,21810
2020,110P05495,23473
2020,110P05496,23747
2020,110P05497,24070
2020,110P05498,24262
2020,110P05499,26524
2020,110P05500,30682
2020,110P05501,30482
2020,110P05502,19679
2020,110P05503,19537
2020,110P05504,16791
2020,110P05505,17489
2020,110P05506,11907
2020,110P05507,14432
2020,110P05508,14783
2020,110P05509,14830
2020,110P05510,14490
2020,110P05511,14449
2020,110P05512,14678
2020,110P05513,13988
2020,110P05514,14154
2020,110P05515,14708
2020,110P05516,18804
2020,110P05517,18592
2020,110P05518,19828
2020,110P05519,20322
2020,110P05520,21748
2020,110P05521,20404
2020,110P05522,20240
2020,110P05523,18496
2020,110P05524,18496
2020,110P05525,15492
2020,110P05526,14064
2020,110P05527,20224
2020,110P05528,4892
2020,110P05529,4916
2020,110P05530,4602
2020,110P05531,5930
2020,110P05532,7091
2020,110P05533,7450
2020,110P05534,9936
2020,110P05535,7471
2020,110P05536,5584
2020,110P05537,4512
2020,110P05538,4564
2020,110P05539,4508
2020,110P05540,5236
2020,110P05541,6830
2020,110P05542,4252
2020,110P05543,8918
2020,110P05544,25501
2020,110P05545,25501
2020,110P05546,28491
2020,110P05601,11612
2020,110P05602,12514
2020,110P05603,31499
2020,110P05604,21904
2020,110P05609,44374
2020,110P05612,40708
2020,110P05614,32186
2020,110P05615,32186
2020,110P05617,32760
2020,110P05618,32404
2020,110P05619,32404
2020,110P05620,32404
2020,110P05621,29704
2020,110P05627,27391
2020,110P05628,31565
2020,110P05629,33038
2020,110P05630,30638
2020,110P05631,13570
2020,110P05633,13570
2020,110P05634,39446
2020,110P05636,24586
2020,110P05639,18448
2020,110P05640,16644
2020,110P05641,25518
2020,110P05642,26630
2020,110P05648,24176
2020,110P05649,35405
2020,110P05650,25549
2020,110P05657,23501
2020,110P05658,25092
2020,110P05659,25092
2020,110P05660,25092
2020,110P05661,38988
2020,110P05662,38988
2020,110P05663,50644
2020,110P05664,30124
2020,110P05665,34990
2020,110P05667,27396
2020,110P05668,49131
2020,110P05670,55578
2020,110P05671,55646
2020,110P05672,52378
2020,110P05673,47272
2020,110P05674,47272
2020,110P05675,47272
2020,110P05676,75398
2020,110P05677,73495
2020,110P05678,68224
2020,110P05679,51519
2020,110P05680,44269
2020,110P05683,21202
2020,110P05684,21294
2020,110P05687,16762
2020,110P05688,12855
2020,110P05692,16934
2020,110P05695,34319
2020,110P05696,43052
2020,110P05697,40290
2020,110P05698,30860
2020,110P05699,27626
2020,110P05708,28370
2020,110P05710,28460
2020,110P05713,29644
2020,110P05714,29644
2020,110P05715,32224
2020,110P05716,46576
2020,110P05717,37217
2020,110P05718,34793
2020,110P05720,29373
2020,110P05722,29068
2020,110P05723,27276
2020,110P05724,27276
2020,110P05725,25080
2020,110P05729,25268
2020,110P05730,18960
2020,110P05731,18960
2020,110P05736,15719
2020,110P05737,15575
2020,110P05739,18402
2020,110P05740,15796
2020,110P05742,40810
2020,110P05743,43176
2020,110P05744,34876
2020,110P05748,35418
2020,110P05753,6389
2020,110P06002,13052
2020,110P06003,18582
2020,110P06004,24062
2020,110P06005,15236
2020,110P06017,12184
2020,110P06019,12184
2020,110P06020,19360
2020,110P06024,33890
2020,110P06025,25124
2020,110P06026,29624
2020,110P06027,14788
2020,110P06040,14645
2020,110P06041,9604
2020,110P06043,10492
2020,110P06045,16293
2020,110P06051,15976
2020,110P06059,38120
2020,110P06060,9294
2020,110P06061,9030
2020,110P06062,14282
2020,110P06064,9898
2020,110P06067,5823
2020,110P06070,5552
2020,110P06084,8688
2020,110P06086,8794
2020,110P06088,12902
2020,110P06089,10388
2020,110P06091,14049
2020,110P06093,10578
2020,110P06094,17366
2020,110P06097,11096
2020,110P06099,19298
2020,110P06101,24788
2020,110P06102,22012
2020,110P06103,19356
2020,110P06105,15857
2020,110P06115,15596
2020,110P06122,11842
2020,110P06123,9101
2020,110P06130,5474
2020,110P06131,2723
2020,110P06137,2688
2020,110P06140,4022
2020,110P06142,8414
2020,110P06149,24237
2020,110P06150,15186
2020,110P06153,18030
2020,110P06161,16082
2020,110P06163,1812
2020,110P06437,3574
2020,110P06440,4472
2020,110P06443,3148
2020,110P06445,2394
2020,110P06456,8692
2020,110P06457,8662
2020,110P06459,9578
2020,110P06461,11420
2020,110P06462,15602
2020,110P06465,13650
2020,110P06467,12828
2020,110P06468,7256
2020,110P06470,25530
2020,110P06471,24020
2020,110P06473,23014
2020,110P06477,14184
2020,110P06478,10138
2020,110P06479,9128
2020,110P06480,10605
2020,110P06481,8956
2020,110P06482,17460
2020,110P06484,21648
2020,110P06485,21648
2020,110P06486,25885
2020,110P06487,26440
2020,110P06490,26295
2020,110P06492,13150
2020,110P06500,7606
2020,110P06506,17896
2020,110P06508,13684
2020,110P06510,13527
2020,110P06511,11706
2020,110P06514,12524
2020,110P06517,16828
2020,110P06519,8886
2020,110P06520,11044
2020,110P06521,10419
2020,110P06523,18678
2020,110P06524,15828
2020,110P06527,10876
2020,110P06533,24052
2020,110P06534,26250
2020,110P06535,34418
2020,110P06552,5934
2020,110P06554,2800
2020,110P06555,6044
2020,110P06557,2800
2020,110P06558,4068
2020,110P06559,5364
2020,110P06560,7943
2020,110P06565,2416
2020,110P06567,1395
2020,110P06570,8916
2020,110P06572,8014
2020,110P06574,6820
2020,110P06576,7032
2020,110P06578,7970
2020,110P06585,4158
2020,110P06586,11100
2020,110P06590,7296
2020,110P06592,7296
2020,110P06594,6803
2020,110P06598,6240
2020,110P06617,6326
2020,110P06618,6334
2020,110P06619,12296
2020,110P06621,7819
2020,110P06623,8013
2020,110P06624,26650
2020,110P06627,8184
2020,110P06628,26650
2020,110P06630,21921
2020,110P06631,5706
2020,110P06632,11494
2020,110P06633,9735
2020,110P06634,6694
2020,110P06635,5847
2020,110P06636,8520
2020,110P06637,6706
2020,110P06638,4198
2020,110P06639,6178
2020,110P06642,5816
2020,110P06687,20388
2020,110P06688,26387
2020,110P06689,27002
2020,110P06691,27664
2020,110P06692,26344
2020,110P06694,10866
2020,110P06696,7052
2020,110P06697,4270
2020,110P06715,14984
2020,110P06718,11438
2020,110P06765,21694
2020,110P06766,31226
2020,110P06784,16012
2020,110P06785,9006
2020,110P06787,10769
2020,110P06790,15780
2020,110P06795,16501
2020,110P06796,16726
2020,110P06797,18514
2020,110P06798,19808
2020,110P06803,5344
2020,110P06888,21001
2020,110P06890,21001
2020,110P06892,23510
2020,110P06895,6804
2020,110P06896,17828
2020,110P06898,6890
2020,110P06902,25857
2020,110P06939,10123
2020,110P06941,11512
2020,110P06953,8392
2020,110P06994,5872
2020,110P06995,14694
2020,110P06996,14694
2020,110P07013,13005
2020,110P07014,14180
2020,110P07021,4220
2020,110P07022,21863
2020,110P07023,19851
2020,110P07024,32718
2020,110P07026,4367
2020,110P07035,5900
2020,110P07043,6858
2020,110P07056,8177
2020,110P07057,6100
2020,110P07063,9689
2020,110P07065,8950
2020,110P07067,11134
2020,110P07076,9278
2020,110P07077,3410
2020,110P07078,4310
2020,110P07079,6581
2020,110P07080,12984
2020,110P07091,6948
2020,110P07093,3058
2020,110P07094,5754
2020,110P07096,12202
2020,110P07097,6524
2020,110P07099,6668
2020,110P07104,26680
2020,110P07108,10919
2020,110P07109,6314
2020,110P07110,6418
2020,110P07111,6507
2020,110P07112,6118
2020,110P07136,10037
2020,110P07137,8530
2020,110P07138,6566
2020,110P07139,6164
2020,110P07145,2697
2020,110P07147,2038
2020,110P07158,5356
2020,110P07159,7044
2020,110P07161,9096
2020,110P07163,12994
2020,110P07164,17941
2020,110P07184,34720
2020,110P07191,5727
2020,110P07196,7651
2020,110P07197,316
2020,110P07199,11247
2020,110P07202,7445
2020,110P07203,5168
2020,110P07210,6403
2020,110P07211,6403
2020,110P07218,8862
2020,110P07219,9022
