tmc,year,AMP Vol,MIDD Vol,PMP Vol,WE Vol,max Vol,max WD Vol
110+04823,2017,18.39623016,9.12363584,7.01347152,11.17004441,11.17004441,18.39623016
110+04823,2018,18.1174994,8.985398933,6.9072068,11.00080131,11.00080131,18.1174994
110+04823,2019,26.45833403,13.12204742,10.08710864,16.06528965,16.06528965,26.45833403
110+04823,2020,16.825619,8.34468906,6.414683805,10.21638183,10.21638183,16.825619
110+04824,2017,29.12644755,14.44530202,11.10431369,17.68534693,17.68534693,29.12644755
110+04824,2018,29.02375728,14.39437263,11.06516353,17.62299421,17.62299421,29.02375728
110+04824,2019,34.16835693,16.94584397,13.02651663,20.74675414,20.74675414,34.16835693
110+04824,2020,29.76642805,14.76270123,11.34830308,18.07393799,18.07393799,29.76642805
110+04825,2017,11.2390844,5.57403948,4.28484519,6.824282516,6.824282516,11.2390844
110+04825,2018,11.691105,5.798219727,4.457175805,7.098745828,7.098745828,11.691105
110+04825,2019,21.06067618,10.44507153,8.02927835,12.78787481,12.78787481,21.06067618
110+04825,2020,18.34763565,9.099535327,6.994945105,11.14053821,11.14053821,18.34763565
110+04827,2017,17.72197361,14.80301673,14.26927255,15.48450607,15.48450607,17.72197361
110+04827,2018,17.44936908,14.57531244,14.04977847,15.24631891,15.24631891,17.44936908
110+04827,2019,18.07964147,15.10177371,14.55725742,15.79701699,15.79701699,18.07964147
110+04827,2020,16.28192511,13.60015623,13.10978293,14.22626925,14.22626925,16.28192511
110+04828,2017,19.84915406,16.46796811,16.0011741,17.30065152,17.30065152,19.84915406
110+04828,2018,19.81830427,16.44237341,15.97630489,17.27376265,17.27376265,19.81830427
110+04828,2019,20.5486394,17.04830027,16.5650564,17.91032749,17.91032749,20.5486394
110+04828,2020,18.53066107,15.37407261,14.93828569,16.15144448,16.15144448,18.53066107
110+04847,2017,5.925058003,6.565896155,12.89759458,8.191856236,8.191856236,12.89759458
110+04847,2018,6.306833278,6.988963205,13.72863838,8.719690421,8.719690421,13.72863838
110+04847,2019,6.426079135,7.12110637,13.98821132,8.884557143,8.884557143,13.98821132
110+04847,2020,4.006755078,4.440114805,8.72185598,5.539652361,5.539652361,8.72185598
110+04848,2017,32.02826375,19.86850727,25.56916913,24.97148394,24.97148394,32.02826375
110+04848,2018,32.35745833,20.0727208,25.8319755,25.22814715,25.22814715,32.35745833
110+04848,2019,32.93497835,20.43098127,26.29302788,25.67842232,25.67842232,32.93497835
110+04848,2020,24.49436396,15.19490573,19.55462025,19.09752651,19.09752651,24.49436396
110+04849,2017,37.49959203,23.26260713,29.93710238,29.23731574,29.23731574,37.49959203
110+04849,2018,37.88514995,23.50178527,30.24490538,29.53792378,29.53792378,37.88514995
110+04849,2019,37.73321398,23.40753287,30.12361013,29.41946383,29.41946383,37.73321398
110+04849,2020,28.0632253,17.40882367,22.40375438,21.88006148,21.88006148,28.0632253
110+04850,2017,37.45012723,23.18051012,29.9786482,29.19986874,29.19986874,37.45012723
110+04850,2018,37.83517658,23.41884415,30.28687838,29.50009176,29.50009176,37.83517658
110+04850,2019,37.68344103,23.32492438,30.1654148,29.38178354,29.38178354,37.68344103
110+04850,2020,28.0262078,17.34738548,22.43484565,21.85203761,21.85203761,28.0262078
110+04851,2017,34.53996773,24.42742075,30.11372955,28.94137954,28.94137954,34.53996773
110+04851,2018,34.8950958,24.6785751,30.42334858,29.23894486,29.23894486,34.8950958
110+04851,2019,34.75515128,24.57960325,30.3013377,29.12168396,29.12168396,34.75515128
110+04851,2020,25.84835845,18.28052453,22.53593524,21.65859443,21.65859443,25.84835845
110+04852,2017,28.87947863,21.27909293,30.06912493,25.96206941,25.96206941,30.06912493
110+04852,2018,28.8878501,21.28526123,30.07784125,25.96959519,25.96959519,30.07784125
110+04852,2019,29.02807223,21.38858025,30.2238396,26.09565206,26.09565206,30.2238396
110+04852,2020,21.58862589,15.90701765,22.47793656,19.40773969,19.40773969,22.47793656
110+04855,2017,26.01471645,25.45878073,25.5486958,25.64330953,25.64330953,26.01471645
110+04855,2018,25.78876633,25.23765917,25.32679328,25.42058524,25.42058524,25.78876633
110+04855,2019,25.82226298,25.27043998,25.35968988,25.45360366,25.45360366,25.82226298
110+04855,2020,22.49513208,22.01441003,22.09216032,22.17397356,22.17397356,22.49513208
110+04856,2017,24.72167616,22.06624815,24.55369577,23.53564119,23.53564119,24.72167616
110+04856,2018,26.88355773,23.99591565,26.70088765,25.59380538,25.59380538,26.88355773
110+04856,2019,27.27365723,24.34411343,27.0883365,25.96518968,25.96518968,27.27365723
110+04856,2020,24.41036521,21.78837603,24.24450014,23.23926554,23.23926554,24.41036521
110+04857,2017,33.53398815,26.00707888,27.30467493,28.52836612,28.52836612,33.53398815
110+04857,2018,33.1586024,25.71595077,26.99902128,28.20901424,28.20901424,33.1586024
110+04857,2019,33.6402294,26.08947363,27.39118068,28.61874873,28.61874873,33.6402294
110+04857,2020,30.32408585,23.51765885,24.69104787,25.79760628,25.79760628,30.32408585
110+04858,2017,32.51390215,24.30773078,26.72104488,27.34186949,27.34186949,32.51390215
110+04858,2018,32.61611093,24.38414312,26.80504355,27.42781976,27.42781976,32.61611093
110+04858,2019,33.08972615,24.73822278,27.19427688,27.82609634,27.82609634,33.08972615
110+04858,2020,29.29216688,21.89912803,24.07331184,24.63262022,24.63262022,29.29216688
110+04859,2017,36.73505268,27.79132872,26.62559285,30.01361103,30.01361103,36.73505268
110+04859,2018,36.51882088,27.62774193,26.4688679,29.83694333,29.83694333,36.51882088
110+04859,2019,38.42948345,29.07322378,27.85371753,31.39801047,31.39801047,38.42948345
110+04859,2020,36.41550193,27.5495776,26.39398225,29.75252873,29.75252873,36.41550193
110+04860,2017,35.68869788,27.29878763,27.17768605,29.66130439,29.66130439,35.68869788
110+04860,2018,32.11595975,24.56594992,24.45697163,26.69195893,26.69195893,32.11595975
110+04860,2019,33.796132,25.85113733,25.73645775,28.08837021,28.08837021,33.796132
110+04860,2020,26.87253775,20.55518258,20.46399667,22.33408809,22.33408809,26.87253775
110+04861,2017,55.38133053,45.84300045,47.64499425,49.08309299,49.08309299,55.38133053
110+04861,2018,44.00979838,36.42998798,37.86197568,39.00478744,39.00478744,44.00979838
110+04861,2019,46.31225115,38.33588918,39.84279393,41.04539396,41.04539396,46.31225115
110+04861,2020,42.59368503,35.25777195,36.64368225,37.74972149,37.74972149,42.59368503
110+04862,2017,51.77402978,38.68844667,37.80487678,42.17473616,42.17473616,51.77402978
110+04862,2018,50.63290598,37.83573523,36.97163963,41.24518527,41.24518527,50.63290598
110+04862,2019,53.28219843,39.81543452,38.90612638,43.40327902,43.40327902,53.28219843
110+04862,2020,48.16285138,35.98997247,35.16803055,39.23309732,39.23309732,48.16285138
110+04863,2017,56.0950529,46.16363212,50.07208085,50.11788055,50.11788055,56.0950529
110+04863,2018,56.48009913,46.48050733,50.41578433,50.46189841,50.46189841,56.48009913
110+04863,2019,57.71379238,47.49577977,51.51701493,51.56413626,51.56413626,57.71379238
110+04863,2020,49.2002788,40.48955215,43.9176043,43.95777466,43.95777466,49.2002788
110+04864,2017,41.81663345,34.08901585,38.53609328,37.56750014,37.56750014,41.81663345
110+04864,2018,42.75890955,34.8571615,39.40444725,38.4140283,38.4140283,42.75890955
110+04864,2019,42.28038488,34.46706708,38.96346313,37.98412818,37.98412818,42.28038488
110+04864,2020,42.76661733,34.8634449,39.41155035,38.42095286,38.42095286,42.76661733
110+04865,2017,40.88710845,35.6383717,37.6951811,37.72567061,37.72567061,40.88710845
110+04865,2018,40.5985363,35.38684397,37.42913685,37.45941116,37.45941116,40.5985363
110+04865,2019,40.20918295,35.04747247,37.0701791,37.10016307,37.10016307,40.20918295
110+04865,2020,43.0980345,37.565478,39.73350713,39.76564532,39.76564532,43.0980345
110+04866,2017,40.88710845,35.6383717,37.6951811,37.72567061,37.72567061,40.88710845
110+04866,2018,40.5985363,35.38684397,37.42913685,37.45941116,37.45941116,40.5985363
110+04866,2019,40.20918295,35.04747247,37.0701791,37.10016307,37.10016307,40.20918295
110+04866,2020,43.0980345,37.565478,39.73350713,39.76564532,39.76564532,43.0980345
110+04867,2017,41.6775752,36.33814988,36.85113548,38.01026728,38.01026728,41.6775752
110+04867,2018,41.70003785,36.35773478,36.87099685,38.03075339,38.03075339,41.70003785
110+04867,2019,43.02408628,37.51215583,38.04171488,39.23829568,39.23829568,43.02408628
110+04867,2020,38.32003298,33.41075135,33.88241088,34.94816311,34.94816311,38.32003298
110+04868,2017,41.27774825,32.16647103,30.25475593,34.22348878,34.22348878,41.27774825
110+04868,2018,41.30575595,32.18829657,30.27528433,34.24671004,34.24671004,41.30575595
110+04868,2019,42.93930508,33.4612708,31.47260325,35.60108986,35.60108986,42.93930508
110+04868,2020,37.40708413,29.15018232,27.41773105,31.01431104,31.01431104,37.40708413
110+04869,2017,42.64020045,34.16993653,28.02770598,34.83508892,34.83508892,42.64020045
110+04869,2018,38.70707985,31.01811077,25.44243793,31.62190969,31.62190969,38.70707985
110+04869,2019,40.23787625,32.24482208,26.44864125,32.87250018,32.87250018,40.23787625
110+04869,2020,37.92340768,30.39011118,24.92732465,30.98168545,30.98168545,37.92340768
110+04870,2017,25.17936695,21.43325795,14.71816715,20.58497744,20.58497744,25.17936695
110+04870,2018,25.83706488,21.99310558,15.10261319,21.12266756,21.12266756,25.83706488
110+04870,2019,26.89155575,22.89071255,15.71899775,21.98474924,21.98474924,26.89155575
110+04870,2020,24.867504,21.167793,14.535873,20.330019,20.330019,24.867504
110+04871,2017,25.17936695,21.43325795,14.71816715,20.58497744,20.58497744,25.17936695
110+04871,2018,25.83706488,21.99310558,15.10261319,21.12266756,21.12266756,25.83706488
110+04871,2019,26.89155575,22.89071255,15.71899775,21.98474924,21.98474924,26.89155575
110+04871,2020,24.867504,21.167793,14.535873,20.330019,20.330019,24.867504
110+04872,2017,29.2991477,25.78331757,25.22079243,26.62711899,26.62711899,29.2991477
110+04872,2018,26.80954048,23.59245747,23.0777312,24.36455939,24.36455939,26.80954048
110+04872,2019,27.90331428,24.55498093,24.0192549,25.35858302,25.35858302,27.90331428
110+04872,2020,25.41052748,22.3613228,21.8734567,23.09313382,23.09313382,25.41052748
110+04873,2017,26.1556992,24.3971829,24.58847745,24.95427171,24.95427171,26.1556992
110+04873,2018,23.850368,22.24684517,22.42127925,22.75483286,22.75483286,23.850368
110+04873,2019,24.82338944,23.15444782,23.33599828,23.68315984,23.68315984,24.82338944
110+04873,2020,22.61431808,21.09389813,21.25929213,21.57555926,21.57555926,22.61431808
110+04874,2017,27.76728558,25.81862165,26.5680188,26.58949624,26.58949624,27.76728558
110+04874,2018,27.34499068,25.42596273,26.16396278,26.18511358,26.18511358,27.34499068
110+04874,2019,28.46056855,26.46325113,27.23135895,27.25337263,27.25337263,28.46056855
110+04874,2020,23.88849753,22.21204078,22.85675528,22.87523256,22.87523256,23.88849753
110+04875,2017,25.2765824,25.55720187,26.6646848,25.79344857,25.79344857,26.6646848
110+04875,2018,25.06670465,25.34499405,26.44328128,25.57927914,25.57927914,26.44328128
110+04875,2019,25.7556512,26.04158927,27.1700624,26.28231357,26.28231357,27.1700624
110+04875,2020,22.7186972,22.97091915,23.9663294,23.18325866,23.18325866,23.9663294
110+04876,2017,27.2101532,25.36352347,25.388158,25.8981704,25.8981704,27.2101532
110+04876,2018,26.98422053,25.15292382,25.1773538,25.68313144,25.68313144,26.98422053
110+04876,2019,27.7258691,25.84424007,25.8693415,26.3890202,26.3890202,27.7258691
110+04876,2020,24.45659866,22.7968402,22.81898181,23.27738308,23.27738308,24.45659866
110+04877,2017,27.2101532,25.36352347,25.388158,25.8981704,25.8981704,27.2101532
110+04877,2018,26.98422053,25.15292382,25.1773538,25.68313144,25.68313144,26.98422053
110+04877,2019,27.7258691,25.84424007,25.8693415,26.3890202,26.3890202,27.7258691
110+04877,2020,24.45659866,22.7968402,22.81898181,23.27738308,23.27738308,24.45659866
110+04878,2017,27.2101532,25.36352347,25.388158,25.8981704,25.8981704,27.2101532
110+04878,2018,26.98422053,25.15292382,25.1773538,25.68313144,25.68313144,26.98422053
110+04878,2019,27.7258691,25.84424007,25.8693415,26.3890202,26.3890202,27.7258691
110+04878,2020,24.45659866,22.7968402,22.81898181,23.27738308,23.27738308,24.45659866
110+04879,2017,29.0716058,27.54412232,27.5457643,27.9810153,27.9810153,29.0716058
110+04879,2018,29.51683243,27.9659558,27.96762293,28.40953974,28.40953974,29.51683243
110+04879,2019,28.53019568,27.03115903,27.03277043,27.45991561,27.45991561,28.53019568
110+04879,2020,24.29570318,23.0191557,23.02052793,23.38427561,23.38427561,24.29570318
110+04880,2017,32.16463105,29.1635456,31.68158785,30.74043922,30.74043922,32.16463105
110+04880,2018,32.65782705,29.6107245,32.16737713,31.21179741,31.21179741,32.65782705
110+04880,2019,30.70879643,27.84354603,30.24761673,29.34906634,29.34906634,30.70879643
110+04880,2020,26.15126525,23.71125027,25.7585298,24.99333441,24.99333441,26.15126525
110+04881,2017,32.16463105,29.1635456,31.68158785,30.74043922,30.74043922,32.16463105
110+04881,2018,32.65782705,29.6107245,32.16737713,31.21179741,31.21179741,32.65782705
110+04881,2019,30.70879643,27.84354603,30.24761673,29.34906634,29.34906634,30.70879643
110+04881,2020,26.15126525,23.71125027,25.7585298,24.99333441,24.99333441,26.15126525
110+04882,2017,32.16463105,29.1635456,31.68158785,30.74043922,30.74043922,32.16463105
110+04882,2018,32.65782705,29.6107245,32.16737713,31.21179741,31.21179741,32.65782705
110+04882,2019,30.70879643,27.84354603,30.24761673,29.34906634,29.34906634,30.70879643
110+04882,2020,26.15126525,23.71125027,25.7585298,24.99333441,24.99333441,26.15126525
110+04883,2017,36.79991728,32.34459195,33.48977515,33.94473724,33.94473724,36.79991728
110+04883,2018,37.36389103,32.84028603,34.00301963,34.4649542,34.4649542,37.36389103
110+04883,2019,36.89307365,32.42646998,33.57455213,34.03066594,34.03066594,36.89307365
110+04883,2020,31.4176186,27.61392222,28.5916127,28.98003275,28.98003275,31.4176186
110+04884,2017,45.62100198,46.9740116,50.59740085,47.62269149,47.62269149,50.59740085
110+04884,2018,46.32038528,47.69413693,51.3730738,48.35276128,48.35276128,51.3730738
110+04884,2019,46.89708985,48.2879452,52.01268608,48.95476964,48.95476964,52.01268608
110+04884,2020,39.93650623,41.12092733,44.29283285,41.68878002,41.68878002,44.29283285
110+04885,2017,50.59606118,50.33503722,55.81942808,51.97658431,51.97658431,55.81942808
110+04885,2018,51.37115525,51.10613258,56.67454025,52.77282696,52.77282696,56.67454025
110+04885,2019,49.52599915,49.2704956,54.63889645,50.87732543,50.87732543,54.63889645
110+04885,2020,42.17574768,41.9581639,46.52982978,43.32652094,43.32652094,46.52982978
110+04886,2017,41.63267875,42.15662717,46.07862698,43.12749899,43.12749899,46.07862698
110+04886,2018,42.2704392,42.80241387,46.7844938,43.78815823,43.78815823,46.7844938
110+04886,2019,41.38556103,41.90639948,45.8051196,42.87150853,42.87150853,45.8051196
110+04886,2020,35.24349955,35.68703997,39.00714818,36.50891648,36.50891648,39.00714818
110+04887,2017,49.2136476,45.4995644,50.00391288,47.84768774,47.84768774,50.00391288
110+04887,2018,49.96802265,46.19700785,50.77040158,48.58112457,48.58112457,50.77040158
110+04887,2019,48.01831808,44.39444468,48.78938893,46.68553544,46.68553544,48.78938893
110+04887,2020,40.89145905,37.80543945,41.5480879,39.75648746,39.75648746,41.5480879
110+04888,2017,37.8105292,39.18266153,43.98087305,40.1615413,40.1615413,43.98087305
110+04888,2018,38.38994445,39.78310357,44.65484373,40.77698386,40.77698386,44.65484373
110+04888,2019,39.95640658,41.40641212,46.47693863,42.44084667,42.44084667,46.47693863
110+04888,2020,34.02618803,35.26098778,39.57896088,36.14189444,36.14189444,39.57896088
110+04889,2017,37.71070675,36.05167878,37.33108023,36.89123004,36.89123004,37.71070675
110+04889,2018,38.28851838,36.60407043,37.90307515,37.45648548,37.45648548,38.28851838
110+04889,2019,39.01745933,37.30094268,38.62467798,38.16958609,38.16958609,39.01745933
110+04889,2020,33.22659708,31.76484103,32.89211125,32.50456282,32.50456282,33.22659708
110+04890,2017,28.48743415,26.12334252,25.96036408,26.752232,26.752232,28.48743415
110+04890,2018,28.9241125,26.52378217,26.35830545,27.16231178,27.16231178,28.9241125
110+04890,2019,33.4975779,30.7177086,30.5260668,31.45720217,31.45720217,33.4975779
110+04890,2020,28.52587193,26.15859045,25.9953921,26.78832849,26.78832849,28.52587193
110+04891,2017,26.33869938,24.15292517,24.00223977,24.73437911,24.73437911,26.33869938
110+04891,2018,26.74198098,24.52273957,24.36974697,25.11309637,25.11309637,26.74198098
110+04891,2019,28.67836278,26.29842652,26.13435575,26.93153095,26.93153095,28.67836278
110+04891,2020,24.42185152,22.3951511,22.25543211,22.93428865,22.93428865,24.42185152
110+04892,2017,24.03825023,23.01421375,21.97868434,23.01093006,23.01093006,24.03825023
110+04892,2018,24.40660134,23.366873,22.31547561,23.36353899,23.36353899,24.40660134
110+04892,2019,26.90299128,25.756916,24.59797812,25.75324097,25.75324097,26.90299128
110+04892,2020,22.91029422,21.934309,20.94737013,21.93117939,21.93117939,22.91029422
110+04893,2017,27.83806665,27.76417847,26.66900458,27.47238254,27.47238254,27.83806665
110+04893,2018,28.26471083,28.18969023,27.07773178,27.89342227,27.89342227,28.26471083
110+04893,2019,28.86089483,28.78429183,27.64887898,28.48177473,28.48177473,28.86089483
110+04893,2020,24.5776854,24.51245097,23.54554332,24.25483004,24.25483004,24.5776854
110+04894,2017,24.81248205,24.5587386,25.5258972,24.90756776,24.90756776,25.5258972
110+04894,2018,25.1832848,24.92574935,25.90736135,25.27979148,25.27979148,25.90736135
110+04894,2019,25.04965133,24.79348248,25.76988565,25.14564591,25.14564591,25.76988565
110+04894,2020,21.82258398,21.59941655,22.45003278,21.90621189,21.90621189,22.45003278
110+04895,2017,18.15420024,21.43698368,21.942132,20.64337364,20.64337364,21.942132
110+04895,2018,18.39425049,21.72044168,22.2322695,20.91633786,20.91633786,22.2322695
110+04895,2019,18.19314173,21.48296687,21.98919875,20.68765451,20.68765451,21.98919875
110+04895,2020,18.38944949,21.71477252,22.22646675,20.91087858,20.91087858,22.22646675
110+04896,2017,17.47459131,20.63448258,21.1207205,19.87058163,19.87058163,21.1207205
110+04896,2018,17.17746245,20.28362457,20.76159475,19.53271259,19.53271259,20.76159475
110+04896,2019,17.36256786,20.50220218,20.985323,19.74319833,19.74319833,20.985323
110+04896,2020,15.22505375,17.97816617,18.40180975,17.31260364,17.31260364,18.40180975
110+04897,2017,18.33287358,22.10827337,22.54143928,21.1533494,21.1533494,22.54143928
110+04897,2018,18.12439109,21.85685682,22.28509674,20.9127923,20.9127923,22.28509674
110+04897,2019,18.43528603,22.23177623,22.66736193,21.2715178,21.2715178,22.66736193
110+04897,2020,15.19623104,18.32568302,18.68473689,17.5341407,17.5341407,18.68473689
110+04898,2017,17.00427617,20.66543108,19.67197158,19.33554126,19.33554126,20.66543108
110+04898,2018,16.70166175,20.29766138,19.32188186,18.99143877,18.99143877,20.29766138
110+04898,2019,16.86730333,20.49896692,19.51350992,19.1797896,19.1797896,20.49896692
110+04898,2020,13.0809067,15.89732919,15.13308901,14.87428271,14.87428271,15.89732919
110+04899,2017,15.48854954,18.82335653,17.918452,17.61201039,17.61201039,18.82335653
110+04899,2018,15.36909647,18.67818428,17.78025868,17.47618046,17.47618046,18.67818428
110+04899,2019,15.77523689,19.17176993,18.25011595,17.93800221,17.93800221,19.17176993
110+04899,2020,12.87385472,15.64569729,14.89355393,14.63884417,14.63884417,15.64569729
110+04900,2017,17.61215954,21.40419653,20.375222,20.02676467,20.02676467,21.40419653
110+04900,2018,17.30848331,21.03513642,20.02390389,19.68145481,19.68145481,21.03513642
110+04900,2019,17.83142227,21.67066827,20.6288835,20.27608805,20.27608805,21.67066827
110+04900,2020,14.78191831,17.96458203,17.10096178,16.80850089,16.80850089,17.96458203
110+04901,2017,17.96945692,21.83842287,20.78857355,20.43304708,20.43304708,21.83842287
110+04901,2018,17.74435426,21.56485383,20.52815593,20.17708312,20.17708312,21.56485383
110+04901,2019,18.39364802,22.35394567,21.27931336,20.91539424,20.91539424,22.35394567
110+04901,2020,15.32025344,18.61882497,17.72375297,17.42064111,17.42064111,18.61882497
110+04902,2017,20.95335216,21.29385023,19.0365552,20.55162364,20.55162364,21.29385023
110+04902,2018,20.61880493,20.95386652,18.7326121,20.22349051,20.22349051,20.95386652
110+04902,2019,21.23069057,21.57569548,19.2885229,20.82364477,20.82364477,21.57569548
110+04902,2020,17.75276742,18.04125507,16.12875755,17.41240216,17.41240216,18.04125507
110+04903,2017,27.50170193,22.05288158,21.5871034,23.47660791,23.47660791,27.50170193
110+04903,2018,26.5740406,21.3090147,20.85894771,22.68471725,22.68471725,26.5740406
110+04903,2019,27.42239598,21.98928825,21.52485323,23.40890902,23.40890902,27.42239598
110+04903,2020,22.99435931,18.4385637,18.04912341,19.62895094,19.62895094,22.99435931
110+04904,2017,13.60278894,10.9077138,10.67733234,11.61191199,11.61191199,13.60278894
110+04904,2018,12.99598931,10.42113735,10.20103286,11.09392234,11.09392234,12.99598931
110+04904,2019,13.2935685,10.65975818,10.43461378,11.34794844,11.34794844,13.2935685
110+04904,2020,11.19887288,8.9800776,8.79040968,9.559828271,9.559828271,11.19887288
110+04905,2017,19.39143166,13.53270828,13.37603054,15.16186418,15.16186418,19.39143166
110+04905,2018,19.34696117,13.50167364,13.34535521,15.12709339,15.12709339,19.34696117
110+04905,2019,19.88137373,13.8746244,13.71398805,15.54494239,15.54494239,19.88137373
110+04905,2020,16.19262367,11.30035452,11.16952232,12.66076508,12.66076508,16.19262367
110+04906,2017,24.97554446,17.42969592,17.22789999,19.52799666,19.52799666,24.97554446
110+04906,2018,25.05068425,17.48213377,17.27973072,19.58674731,19.58674731,25.05068425
110+04906,2019,25.63416768,17.88932963,17.68221221,20.0429641,20.0429641,25.63416768
110+04906,2020,21.29216153,14.8591716,14.68713645,16.64801582,16.64801582,21.29216153
110+04907,2017,31.5541093,22.02068232,21.76573329,24.67167602,24.67167602,31.5541093
110+04907,2018,31.73889185,22.1496366,21.89319458,24.81615466,24.81615466,31.73889185
110+04907,2019,32.39061448,22.6044546,22.34274683,25.32572663,25.32572663,32.39061448
110+04907,2020,27.84235728,19.43036003,19.20540101,21.76951381,21.76951381,27.84235728
110+04908,2017,38.4876713,26.85941077,26.54844035,30.09292223,30.09292223,38.4876713
110+04908,2018,38.51987408,26.88188412,26.57065353,30.11810108,30.11810108,38.51987408
110+04908,2019,39.1409274,27.31529892,26.99905038,30.60369319,30.60369319,39.1409274
110+04908,2020,34.37875183,23.99191703,23.71414563,26.88022086,26.88022086,34.37875183
110+04911,2017,26.00263065,14.18060794,14.30036503,17.59254503,17.59254503,26.00263065
110+04911,2018,25.567228,13.94315988,14.06091169,17.29796558,17.29796558,25.567228
110+04911,2019,25.9527954,14.15343015,14.27295772,17.5588281,17.5588281,25.9527954
110+04911,2020,21.59439745,11.77656553,11.87602017,14.61007598,14.61007598,21.59439745
110+04912,2017,24.8349282,13.31175396,13.02687072,16.52269424,16.52269424,24.8349282
110+04912,2018,24.75146303,13.26701585,12.98309004,16.46716481,16.46716481,24.75146303
110+04912,2019,25.12481263,13.46713473,13.1789262,16.71555455,16.71555455,25.12481263
110+04912,2020,20.90488518,11.20521412,10.96541268,13.90803401,13.90803401,20.90488518
110+04913,2017,23.76534989,12.38547071,13.0604147,15.8297059,15.8297059,23.76534989
110+04913,2018,24.20951959,12.61695272,13.30451128,16.12555999,16.12555999,24.20951959
110+04913,2019,24.57466524,12.80725081,13.50517963,16.36877745,16.36877745,24.57466524
110+04913,2020,20.4472478,10.65621966,11.23692843,13.61957306,13.61957306,20.4472478
110+04914,2017,24.00532153,14.31020546,13.49009358,16.84592094,16.84592094,24.00532153
110+04914,2018,22.79276604,13.58736914,12.80868271,15.9950007,15.9950007,22.79276604
110+04914,2019,23.13686962,13.79249837,13.00205606,16.23647806,16.23647806,23.13686962
110+04914,2020,19.25082763,11.47592622,10.81824569,13.5094179,13.5094179,19.25082763
110+04915,2017,22.40080388,13.31556105,12.58312055,15.702076,15.702076,22.40080388
110+04915,2018,21.42048701,12.7328378,12.03245079,15.01491271,15.01491271,21.42048701
110+04915,2019,21.74379222,12.92501797,12.21405983,15.24153686,15.24153686,21.74379222
110+04915,2020,18.09122344,10.75384577,10.1623159,12.68123086,12.68123086,18.09122344
110+04925,2017,25.8968864,30.26897225,27.28969458,28.16858267,28.16858267,30.26897225
110+04925,2018,25.56535745,29.88147235,26.94033505,27.80797171,27.80797171,29.88147235
110+04925,2019,25.9655312,30.34920613,27.3620313,28.24324905,28.24324905,30.34920613
110+04925,2020,21.9815904,25.69266975,23.16382283,23.90983367,23.90983367,25.69266975
110+04926,2017,32.8491567,35.81459027,31.69822163,33.79121821,33.79121821,35.81459027
110+04926,2018,32.0180193,34.90842253,30.89620478,32.93624511,32.93624511,34.90842253
110+04926,2019,31.82198625,34.69469275,30.70704013,32.73459014,32.73459014,34.69469275
110+04926,2020,27.50819085,29.99147263,26.54438708,28.29708196,28.29708196,29.99147263
110+04927,2017,43.71824125,41.39297515,37.88516695,41.05510598,41.05510598,43.71824125
110+04927,2018,43.23807318,40.93834605,37.46906495,40.60418777,40.60418777,43.23807318
110+04927,2019,43.37632945,41.06924882,37.58887448,40.73402204,40.73402204,43.37632945
110+04927,2020,37.7020853,35.6968038,32.6717122,35.40542949,35.40542949,37.7020853
110+04944,2017,54.0853612,44.9435337,48.9892742,48.71141026,48.71141026,54.0853612
110+04944,2018,54.02025068,44.88942855,48.9302986,48.65276917,48.65276917,54.02025068
110+04944,2019,54.88538928,45.6083363,49.7139212,49.43194711,49.43194711,54.88538928
110+04944,2020,43.44949013,36.10540043,39.3555472,39.13232513,39.13232513,43.44949013
110+04945,2017,43.09068965,35.80724653,39.030554,38.80917527,38.80917527,43.09068965
110+04945,2018,42.93830335,35.68061747,38.892526,38.67193016,38.67193016,42.93830335
110+04945,2019,43.42386153,36.08410372,39.3323334,39.109243,39.109243,43.42386153
110+04945,2020,33.92603903,28.19165935,30.7294246,30.55512933,30.55512933,33.92603903
110+04946,2017,43.09068965,35.80724653,39.030554,38.80917527,38.80917527,43.09068965
110+04946,2018,42.93830335,35.68061747,38.892526,38.67193016,38.67193016,42.93830335
110+04946,2019,43.42386153,36.08410372,39.3323334,39.109243,39.109243,43.42386153
110+04946,2020,33.92603903,28.19165935,30.7294246,30.55512933,30.55512933,33.92603903
110+04947,2017,38.58421115,32.06247968,34.9486896,34.75046294,34.75046294,38.58421115
110+04947,2018,38.30575983,31.83109383,34.6964748,34.49967869,34.49967869,38.30575983
110+04947,2019,38.88067178,32.30883077,35.2172168,35.01746707,35.01746707,38.88067178
110+04947,2020,29.4680471,24.48718357,26.6914782,26.54008589,26.54008589,29.4680471
110+04948,2017,38.58421115,32.06247968,34.9486896,34.75046294,34.75046294,38.58421115
110+04948,2018,38.30575983,31.83109383,34.6964748,34.49967869,34.49967869,38.30575983
110+04948,2019,38.88067178,32.30883077,35.2172168,35.01746707,35.01746707,38.88067178
110+04948,2020,29.4680471,24.48718357,26.6914782,26.54008589,26.54008589,29.4680471
110+04949,2017,32.3745189,30.1729714,37.9485756,33.02358617,33.02358617,37.9485756
110+04949,2018,32.56203045,30.3477317,38.1683718,33.21485709,33.21485709,38.1683718
110+04949,2019,33.01502865,30.7699249,38.6993646,33.67693731,33.67693731,38.6993646
110+04949,2020,24.7651393,23.08104847,29.0290572,25.26164834,25.26164834,29.0290572
110+04950,2017,26.79806155,24.97572697,31.4119962,27.33532806,27.33532806,31.4119962
110+04950,2018,26.76959445,24.9491957,31.3786278,27.30629023,27.30629023,31.3786278
