tmc_code,year,AMP LOTTR,MIDD LOTTR,PMP LOTTR,WE LOTTR,max LOTTR,max WD LOTTR,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110-18119,2018,1.381480274,1.4,1.521633888,1.369240968,1.521633888,1.521633888,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-18119,2019,1.312470365,1.329370321,1.401002506,1.281481481,1.401002506,1.401002506,Rel,Rel,Rel,Rel,Rel,Rel
110-18119,2020,1.26459144,1.3,1.3,1.242374279,1.3,1.3,Rel,Rel,Rel,Rel,Rel,Rel
110-18127,2017,1.382313969,1.5,1.562533192,1.399842271,1.562533192,1.562533192,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110-18136,2017,1.416433762,1.498115717,1.400092081,1.545276691,1.545276691,1.498115717,Rel,Rel,Rel,Unrel,Unrel,Rel
110-18136,2018,1.555451421,1.414134438,1.545276691,1.615331492,1.615331492,1.555451421,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110-18136,2019,1.356906808,1.458507307,1.454494851,1.5,1.5,1.458507307,Rel,Rel,Rel,Unrel,Unrel,Rel
110-18136,2020,1.376005362,1.388416578,1.412569832,1.384470883,1.412569832,1.412569832,Rel,Rel,Rel,Rel,Rel,Rel
110-18137,2017,1.349977827,1.350798722,1.388847828,1.341611479,1.388847828,1.388847828,Rel,Rel,Rel,Rel,Rel,Rel
110-18137,2018,1.473693893,1.438856538,1.493471298,1.538447388,1.538447388,1.493471298,Rel,Rel,Rel,Unrel,Unrel,Rel
110-18137,2019,1.454495614,1.524342105,1.568865435,1.450064593,1.568865435,1.568865435,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110-18137,2020,1.440679825,1.458266709,1.571385497,1.449920509,1.571385497,1.571385497,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-18138,2017,1.400050629,1.389809699,1.411338798,1.530987605,1.530987605,1.411338798,Rel,Rel,Rel,Unrel,Unrel,Rel
110-18138,2018,1.558295766,1.403674245,1.496984503,1.661193432,1.661193432,1.558295766,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110-18138,2019,1.411787515,1.38087064,1.416643779,1.538492608,1.538492608,1.416643779,Rel,Rel,Rel,Unrel,Unrel,Rel
110-18138,2020,1.41562986,1.395508157,1.396397695,1.555555556,1.555555556,1.41562986,Rel,Rel,Rel,Unrel,Unrel,Rel
110-18139,2017,1.25130854,1.297082574,1.328486627,1.272220593,1.328486627,1.328486627,Rel,Rel,Rel,Rel,Rel,Rel
110-18139,2018,1.271328275,1.268813416,1.274401081,1.281238088,1.281238088,1.274401081,Rel,Rel,Rel,Rel,Rel,Rel
110-18139,2019,1.266666667,1.333680339,1.316633551,1.235344626,1.333680339,1.333680339,Rel,Rel,Rel,Rel,Rel,Rel
110-18139,2020,1.299594262,1.32282489,1.344857578,1.303020617,1.344857578,1.344857578,Rel,Rel,Rel,Rel,Rel,Rel
110-18142,2017,1.684155399,1.45448486,1.833267871,1.416632942,1.833267871,1.833267871,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110-18143,2017,1.379301792,1.252620613,1.592587655,1.708275073,1.708275073,1.592587655,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110-18170,2017,1.46826127,1.159707724,1.157690172,1.149334946,1.46826127,1.46826127,Rel,Rel,Rel,Rel,Rel,Rel
110-18170,2018,1.381537062,1.182283666,1.190128996,1.149908592,1.381537062,1.381537062,Rel,Rel,Rel,Rel,Rel,Rel
110-18170,2019,1.404907975,1.178183613,1.173245614,1.13647199,1.404907975,1.404907975,Rel,Rel,Rel,Rel,Rel,Rel
110-18170,2020,1.180704441,1.16291252,1.169368362,1.116717325,1.180704441,1.180704441,Rel,Rel,Rel,Rel,Rel,Rel
110-18171,2017,1.13374613,1.104166667,1.11003861,1.0972316,1.13374613,1.13374613,Rel,Rel,Rel,Rel,Rel,Rel
110-18171,2018,1.134123518,1.113876789,1.113899614,1.110512129,1.134123518,1.134123518,Rel,Rel,Rel,Rel,Rel,Rel
110-18171,2019,1.109375,1.101351351,1.110687023,1.093101139,1.110687023,1.110687023,Rel,Rel,Rel,Rel,Rel,Rel
110-18171,2020,1.102791878,1.09913259,1.114754098,1.096037609,1.114754098,1.114754098,Rel,Rel,Rel,Rel,Rel,Rel
110-18172,2017,1.075984991,1.073729864,1.080112219,1.083333333,1.083333333,1.080112219,Rel,Rel,Rel,Rel,Rel,Rel
110-18172,2018,1.076802014,1.086889776,1.089580093,1.083333333,1.089580093,1.089580093,Rel,Rel,Rel,Rel,Rel,Rel
110-18172,2019,1.062589413,1.079020014,1.076415422,1.075708647,1.079020014,1.079020014,Rel,Rel,Rel,Rel,Rel,Rel
110-18172,2020,1.069052784,1.085290055,1.082782609,1.071761751,1.085290055,1.085290055,Rel,Rel,Rel,Rel,Rel,Rel
110-18175,2017,1.170204048,1.143794985,1.156535189,1.199700574,1.199700574,1.170204048,Rel,Rel,Rel,Rel,Rel,Rel
110-18175,2018,1.190955178,1.149625737,1.144735818,1.193548387,1.193548387,1.190955178,Rel,Rel,Rel,Rel,Rel,Rel
110-18175,2019,1.159154334,1.136333717,1.128203062,1.183246963,1.183246963,1.159154334,Rel,Rel,Rel,Rel,Rel,Rel
110-18175,2020,1.156276256,1.13667426,1.137981683,1.153136531,1.156276256,1.156276256,Rel,Rel,Rel,Rel,Rel,Rel
110-18176,2017,1.283026756,1.238559322,1.235035914,1.152154399,1.283026756,1.283026756,Rel,Rel,Rel,Rel,Rel,Rel
110-18176,2018,1.283026935,1.198532585,1.196062003,1.142726858,1.283026935,1.283026935,Rel,Rel,Rel,Rel,Rel,Rel
110-18176,2019,1.228070175,1.167644901,1.17936615,1.184491979,1.228070175,1.228070175,Rel,Rel,Rel,Rel,Rel,Rel
110-18176,2020,1.207943925,1.1846036,1.189159694,1.165133946,1.207943925,1.207943925,Rel,Rel,Rel,Rel,Rel,Rel
110-18177,2017,1.201928531,1.218358572,1.232413011,1.186636881,1.232413011,1.232413011,Rel,Rel,Rel,Rel,Rel,Rel
110-18177,2018,1.235450237,1.222701689,1.22464455,1.183367556,1.235450237,1.235450237,Rel,Rel,Rel,Rel,Rel,Rel
110-18177,2019,1.232907851,1.243348018,1.2823041,1.20279052,1.2823041,1.2823041,Rel,Rel,Rel,Rel,Rel,Rel
110-18177,2020,1.228126779,1.260201281,1.265,1.165969317,1.265,1.265,Rel,Rel,Rel,Rel,Rel,Rel
110-18178,2019,1.495051954,1.532996207,1.524195141,1.499858637,1.532996207,1.532996207,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110-18178,2020,1.529555896,1.487701442,1.472379969,1.444410413,1.529555896,1.529555896,Unrel,Rel,Rel,Rel,Unrel,Unrel
110-18186,2018,1.298984035,1.266699735,1.291429924,1.306586826,1.306586826,1.298984035,Rel,Rel,Rel,Rel,Rel,Rel
110-18186,2019,1.331592018,1.26947216,1.301507538,1.314547837,1.331592018,1.331592018,Rel,Rel,Rel,Rel,Rel,Rel
110-18186,2020,1.260376288,1.246430415,1.28599638,1.292573342,1.292573342,1.28599638,Rel,Rel,Rel,Rel,Rel,Rel
110-18188,2017,1.460772372,1.351732597,1.361036931,1.388915509,1.460772372,1.460772372,Rel,Rel,Rel,Rel,Rel,Rel
110-18188,2018,1.456370226,1.345446182,1.415944766,1.411760196,1.456370226,1.456370226,Rel,Rel,Rel,Rel,Rel,Rel
110-18188,2019,1.511239157,1.39650105,1.361499554,1.509288145,1.511239157,1.511239157,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110-18196,2017,1.416559417,1.669750603,1.66979004,1.53861686,1.66979004,1.66979004,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110-18218,2017,1.181244364,1.200073287,1.225778379,1.212111959,1.225778379,1.225778379,Rel,Rel,Rel,Rel,Rel,Rel
110-18227,2017,1.531241634,1.452077035,1.586657386,1.49131787,1.586657386,1.586657386,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110-18227,2018,1.440486875,1.380356742,1.473702583,1.425030979,1.473702583,1.473702583,Rel,Rel,Rel,Rel,Rel,Rel
110-18227,2019,1.439335607,1.372332399,1.384593679,1.408850129,1.439335607,1.439335607,Rel,Rel,Rel,Rel,Rel,Rel
110-18227,2020,1.432236149,1.389139455,1.404906809,1.460945784,1.460945784,1.432236149,Rel,Rel,Rel,Rel,Rel,Rel
110-18229,2017,1.661568342,1.555589649,1.874972606,1.676212741,1.874972606,1.874972606,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-18838,2019,1.365975936,1.32319288,1.346130774,1.406286155,1.406286155,1.365975936,Rel,Rel,Rel,Rel,Rel,Rel
110-18838,2020,1.464065041,1.351097825,1.426167438,1.409890941,1.464065041,1.464065041,Rel,Rel,Rel,Rel,Rel,Rel
110-18839,2019,1.249376288,1.240839895,1.279342978,1.276725227,1.279342978,1.279342978,Rel,Rel,Rel,Rel,Rel,Rel
110-18839,2020,1.292291471,1.291424093,1.269760696,1.264921722,1.292291471,1.292291471,Rel,Rel,Rel,Rel,Rel,Rel
110-18846,2019,1.66653111,1.799780381,1.66653111,1.833557047,1.833557047,1.799780381,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-18846,2020,1.714006833,1.66653111,1.75,2,2,1.75,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-18847,2019,1.393730623,1.45447698,1.545418167,1.487365832,1.545418167,1.545418167,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-18847,2020,1.359538661,1.416666667,1.538425327,1.428504178,1.538425327,1.538425327,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-18892,2019,1.365658133,1.310421836,1.484127988,1.45831558,1.484127988,1.484127988,Rel,Rel,Rel,Rel,Rel,Rel
110-18892,2020,1.363584718,1.388918346,1.434469646,1.454476594,1.454476594,1.434469646,Rel,Rel,Rel,Rel,Rel,Rel
110-18989,2019,1.547933652,1.562564367,1.695836873,1.706213101,1.706213101,1.695836873,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-18989,2020,1.578548896,1.554067971,1.620425532,1.772170797,1.772170797,1.620425532,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19034,2019,1.643062752,1.660761736,1.66645347,1.593081312,1.66645347,1.66645347,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19034,2020,1.674485861,1.684772066,1.749920051,1.845740599,1.845740599,1.749920051,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19104,2020,1.540131084,1.637391386,1.575726432,1.470567624,1.637391386,1.637391386,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110-19107,2020,1.216452925,1.333436198,1.310423453,1.275927688,1.333436198,1.333436198,Rel,Rel,Rel,Rel,Rel,Rel
110-19134,2019,1.526793431,2.285876026,2.333333333,1.817828086,2.333333333,2.333333333,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19134,2020,1.714285714,2,2.41037886,1.815027061,2.41037886,2.41037886,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19200,2019,1.396478644,1.299317517,1.292016807,1.353279632,1.396478644,1.396478644,Rel,Rel,Rel,Rel,Rel,Rel
110-19200,2020,1.367296919,1.414932276,1.357097592,1.413273002,1.414932276,1.414932276,Rel,Rel,Rel,Rel,Rel,Rel
110-19270,2019,1.435460302,1.34197209,1.499923089,1.384044234,1.499923089,1.499923089,Rel,Rel,Rel,Rel,Rel,Rel
110-19270,2020,1.30972275,1.312634602,1.411812961,1.399917966,1.411812961,1.411812961,Rel,Rel,Rel,Rel,Rel,Rel
110-19394,2020,1.562780269,1.570677186,1.817692767,1.82223796,1.82223796,1.817692767,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19532,2019,1.333333333,1.457062514,1.777905971,1.750126199,1.777905971,1.777905971,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110-19532,2020,1.51510574,1.44461901,1.720299345,2.000322269,2.000322269,1.720299345,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110-19557,2020,1.428615537,1.571457682,1.428615537,1.428615537,1.571457682,1.571457682,Rel,Unrel,Rel,Rel,Unrel,Unrel
110-19558,2020,1.75,1.75,1.500257599,1.300099206,1.75,1.75,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110-19602,2019,1.833360777,1.651169114,1.670701513,1.71438836,1.833360777,1.833360777,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19602,2020,1.685456832,1.676127178,1.658997535,1.632869312,1.685456832,1.685456832,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-19603,2019,1.23806019,1.261295721,1.249958061,1.200017615,1.261295721,1.261295721,Rel,Rel,Rel,Rel,Rel,Rel
110-19603,2020,1.234356652,1.266714479,1.212128837,1.22858431,1.266714479,1.266714479,Rel,Rel,Rel,Rel,Rel,Rel
110-19638,2019,1.572944896,1.411698748,1.444421948,1.42400906,1.572944896,1.572944896,Unrel,Rel,Rel,Rel,Unrel,Unrel
110-19638,2020,1.600111235,1.37502124,1.470554161,1.428405931,1.600111235,1.600111235,Unrel,Rel,Rel,Rel,Unrel,Unrel
110-50004,2019,1.373154667,1.323844975,1.352400643,1.381046887,1.381046887,1.373154667,Rel,Rel,Rel,Rel,Rel,Rel
110-50004,2020,1.399794186,1.371911246,1.3973227,1.400128659,1.400128659,1.399794186,Rel,Rel,Rel,Rel,Rel,Rel
110-50005,2019,1.161086687,1.180531359,1.185890074,1.259233449,1.259233449,1.185890074,Rel,Rel,Rel,Rel,Rel,Rel
110-50005,2020,1.162840746,1.160859466,1.173003348,1.186664937,1.186664937,1.173003348,Rel,Rel,Rel,Rel,Rel,Rel
110-50006,2019,1.238178958,1.241229263,1.274597097,1.294141579,1.294141579,1.274597097,Rel,Rel,Rel,Rel,Rel,Rel
110-50006,2020,1.272665037,1.229840611,1.283988739,1.300063573,1.300063573,1.283988739,Rel,Rel,Rel,Rel,Rel,Rel
110-50007,2019,1.388213531,1.428605426,1.461677594,1.530594406,1.530594406,1.461677594,Rel,Rel,Rel,Unrel,Unrel,Rel
110-50007,2020,1.480708245,1.425287356,1.514513109,1.470553242,1.514513109,1.514513109,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-50010,2019,1.365825307,1.409401964,1.538521766,1.46658629,1.538521766,1.538521766,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-50010,2020,1.533405366,1.391974367,1.695212854,1.5,1.695212854,1.695212854,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110-50011,2019,1.376345221,1.285774767,1.46151268,1.499938264,1.499938264,1.46151268,Rel,Rel,Rel,Rel,Rel,Rel
110-50011,2020,1.40918713,1.31871472,1.469456877,1.403565239,1.469456877,1.469456877,Rel,Rel,Rel,Rel,Rel,Rel
110-50012,2019,1.272727273,1.269910993,1.318164676,1.291588283,1.318164676,1.318164676,Rel,Rel,Rel,Rel,Rel,Rel
110-50012,2020,1.305681008,1.235072873,1.29239472,1.333472049,1.333472049,1.305681008,Rel,Rel,Rel,Rel,Rel,Rel
110-50013,2019,1.371222527,1.323958333,1.399971152,1.553678137,1.553678137,1.399971152,Rel,Rel,Rel,Unrel,Unrel,Rel
110-50013,2020,1.454578755,1.444345238,1.333241758,1.500103029,1.500103029,1.454578755,Rel,Rel,Rel,Unrel,Unrel,Rel
110-50014,2019,1.714241294,1.428608448,1.555584348,1.777777778,1.777777778,1.714241294,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110-50014,2020,1.625336927,1.571550741,1.543927028,1.777777778,1.777777778,1.625336927,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50015,2019,1.420968112,1.470575738,1.504142766,1.428498598,1.504142766,1.504142766,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-50015,2020,1.449975357,1.444542643,1.473709255,1.402131239,1.473709255,1.473709255,Rel,Rel,Rel,Rel,Rel,Rel
110-50016,2019,1.250026815,1.264531559,1.30362768,1.360077802,1.360077802,1.30362768,Rel,Rel,Rel,Rel,Rel,Rel
110-50016,2020,1.265200517,1.252279309,1.306875469,1.346264548,1.346264548,1.306875469,Rel,Rel,Rel,Rel,Rel,Rel
110-50024,2019,1.337119947,1.388909845,1.383895757,1.443019421,1.443019421,1.388909845,Rel,Rel,Rel,Rel,Rel,Rel
110-50024,2020,1.491863905,1.521689928,1.384204909,1.397024276,1.521689928,1.521689928,Rel,Unrel,Rel,Rel,Unrel,Unrel
110-50027,2019,1.732965009,1.666961913,1.363443146,1.334325397,1.732965009,1.732965009,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110-50027,2020,1.563330381,1.52946593,1.380903491,1.363443146,1.563330381,1.563330381,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110-50032,2019,1.533305865,1.58647748,1.527767825,1.571334735,1.58647748,1.58647748,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50032,2020,1.571019063,1.610860296,1.466631634,1.480149061,1.610860296,1.610860296,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110-50035,2019,1.382054361,1.411701921,1.411701921,1.415144719,1.415144719,1.411701921,Rel,Rel,Rel,Rel,Rel,Rel
110-50035,2020,1.421023906,1.432325887,1.444870864,1.349961795,1.444870864,1.444870864,Rel,Rel,Rel,Rel,Rel,Rel
110-50040,2019,1.270534232,1.315845104,1.350714886,1.421129099,1.421129099,1.350714886,Rel,Rel,Rel,Rel,Rel,Rel
110-50040,2020,1.285803238,1.316762206,1.368442091,1.355439144,1.368442091,1.368442091,Rel,Rel,Rel,Rel,Rel,Rel
110-50041,2019,1.692405063,1.727521181,1.876528117,1.909090909,1.909090909,1.876528117,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50041,2020,1.645470085,1.727521181,1.916097294,1.909090909,1.916097294,1.916097294,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50042,2019,1.421084612,1.341603327,1.489562482,1.318159569,1.489562482,1.489562482,Rel,Rel,Rel,Rel,Rel,Rel
110-50042,2020,1.3311913,1.368490345,1.349992405,1.363544304,1.368490345,1.368490345,Rel,Rel,Rel,Rel,Rel,Rel
110-50043,2019,1.681388013,1.769230769,2.001051525,2.001051525,2.001051525,2.001051525,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50043,2020,1.78614098,1.833859096,2.093,1.908726179,2.093,2.093,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50044,2019,1.347857335,1.298596521,1.333333333,1.304245283,1.347857335,1.347857335,Rel,Rel,Rel,Rel,Rel,Rel
110-50044,2020,1.300603091,1.273766107,1.33070427,1.334920492,1.334920492,1.33070427,Rel,Rel,Rel,Rel,Rel,Rel
110-50045,2019,1.44007338,1.357588728,1.456963428,1.398667189,1.456963428,1.456963428,Rel,Rel,Rel,Rel,Rel,Rel
110-50045,2020,1.409162717,1.470541401,1.457576292,1.500095547,1.500095547,1.470541401,Rel,Rel,Rel,Unrel,Unrel,Rel
110-50046,2019,1.270892319,1.317961783,1.311815407,1.275852246,1.317961783,1.317961783,Rel,Rel,Rel,Rel,Rel,Rel
110-50046,2020,1.275852246,1.299665375,1.296352857,1.253822049,1.299665375,1.299665375,Rel,Rel,Rel,Rel,Rel,Rel
110-50049,2019,1.362452523,1.205774728,1.255080983,1.22373659,1.362452523,1.362452523,Rel,Rel,Rel,Rel,Rel,Rel
110-50049,2020,1.253854116,1.196401799,1.258070727,1.205856555,1.258070727,1.258070727,Rel,Rel,Rel,Rel,Rel,Rel
110-50052,2019,1.348533505,1.244955522,1.209990206,1.259334006,1.348533505,1.348533505,Rel,Rel,Rel,Rel,Rel,Rel
110-50052,2020,1.210722101,1.196752425,1.237051365,1.286562203,1.286562203,1.237051365,Rel,Rel,Rel,Rel,Rel,Rel
110-50053,2019,1.159621414,1.154628207,1.214293249,1.200522928,1.214293249,1.214293249,Rel,Rel,Rel,Rel,Rel,Rel
110-50053,2020,1.15469099,1.148082908,1.201467529,1.180029349,1.201467529,1.201467529,Rel,Rel,Rel,Rel,Rel,Rel
110-50065,2019,1.325750082,1.249474422,1.344689379,1.217746253,1.344689379,1.344689379,Rel,Rel,Rel,Rel,Rel,Rel
110-50065,2020,1.323598681,1.209667373,1.216205935,1.18061309,1.323598681,1.323598681,Rel,Rel,Rel,Rel,Rel,Rel
110-50071,2019,1.139298009,1.114480326,1.186465803,1.138039312,1.186465803,1.186465803,Rel,Rel,Rel,Rel,Rel,Rel
110-50071,2020,1.131374743,1.104801656,1.117668226,1.127562917,1.131374743,1.131374743,Rel,Rel,Rel,Rel,Rel,Rel
110-50073,2019,1.363546146,1.363833747,2.499870768,1.246743849,2.499870768,2.499870768,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-50073,2020,1.461858974,1.291666667,1.354621849,1.286637931,1.461858974,1.461858974,Rel,Rel,Rel,Rel,Rel,Rel
110-50079,2019,1.499874529,1.750219619,1.400292826,1.500376506,1.750219619,1.750219619,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110-50079,2020,1.499874529,1.750219619,1.750219619,2.000502008,2.000502008,1.750219619,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50082,2019,1.523633483,1.555452865,1.411912752,1.359988777,1.555452865,1.555452865,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110-50082,2020,1.636363636,1.646070076,1.470600371,1.40005777,1.646070076,1.646070076,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110-50085,2019,1.499964083,1.557957023,1.555561874,1.507668133,1.557957023,1.557957023,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50085,2020,1.529416342,1.52354399,1.571409758,1.562556121,1.571409758,1.571409758,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50086,2019,2.708425414,2.499915009,1.882320943,2.200074794,2.708425414,2.708425414,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50086,2020,2.819614148,2.066678123,1.6842292,1.925072569,2.819614148,2.819614148,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50089,2019,1.227268918,1.285678371,1.285678371,1.19990689,1.285678371,1.285678371,Rel,Rel,Rel,Rel,Rel,Rel
110-50089,2020,1.217345963,1.182758321,1.273208191,1.19990689,1.273208191,1.273208191,Rel,Rel,Rel,Rel,Rel,Rel
110-50090,2019,1.421516755,1.421516755,1.687830688,1.473491773,1.687830688,1.687830688,Rel,Rel,Unrel,Rel,Unrel,Unrel
110-50090,2020,1.55393053,1.570075758,1.666666667,1.609848485,1.666666667,1.666666667,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50091,2019,1.122503138,1.170058702,1.224159489,1.110151896,1.224159489,1.224159489,Rel,Rel,Rel,Rel,Rel,Rel
110-50091,2020,1.089068374,1.130988787,1.161533421,1.12763104,1.161533421,1.161533421,Rel,Rel,Rel,Rel,Rel,Rel
110-50105,2019,1.431688805,1.57120743,1.622269579,1.571342565,1.622269579,1.622269579,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50105,2020,1.421182266,1.477214542,1.567971164,1.523642732,1.567971164,1.567971164,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110-50108,2019,1.421136811,1.41171831,1.535023474,1.540135218,1.540135218,1.535023474,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110-50108,2020,1.392329995,1.409865364,1.489364,1.647035625,1.647035625,1.489364,Rel,Rel,Rel,Unrel,Unrel,Rel
110-50109,2019,1.224526696,1.221857113,1.323903401,1.225863492,1.323903401,1.323903401,Rel,Rel,Rel,Rel,Rel,Rel
110-50109,2020,1.205901497,1.240282302,1.301962923,1.218727317,1.301962923,1.301962923,Rel,Rel,Rel,Rel,Rel,Rel
110-50112,2019,1.420935687,1.41912412,1.563844923,1.545308095,1.563844923,1.563844923,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110-50112,2020,1.412728903,1.399889442,1.523773421,1.545308095,1.545308095,1.523773421,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110-50115,2019,1.749934124,1.480011144,1.223608868,1.142900166,1.749934124,1.749934124,Unrel,Rel,Rel,Rel,Unrel,Unrel
110-50115,2020,1.439897005,1.480011144,1.266666667,1.176479446,1.480011144,1.480011144,Rel,Rel,Rel,Rel,Rel,Rel
110-50118,2019,1.636107193,1.636107193,1.513282732,1.499764927,1.636107193,1.636107193,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110-50118,2020,1.888987567,1.545737123,1.500235073,1.545737123,1.888987567,1.888987567,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50121,2019,1.431729403,1.399913194,1.4223849,1.401112936,1.431729403,1.431729403,Rel,Rel,Rel,Rel,Rel,Rel
110-50121,2020,1.363594084,1.399944439,1.409073433,1.347846982,1.409073433,1.409073433,Rel,Rel,Rel,Rel,Rel,Rel
110-50122,2019,1.438633764,1.442407216,1.470254958,1.4510313,1.470254958,1.470254958,Rel,Rel,Rel,Rel,Rel,Rel
110-50122,2020,1.421123251,1.414143123,1.46260614,1.477532889,1.477532889,1.46260614,Rel,Rel,Rel,Rel,Rel,Rel
110-50123,2019,1.204329256,1.212042429,1.184159483,1.153238371,1.212042429,1.212042429,Rel,Rel,Rel,Rel,Rel,Rel
110-50123,2020,1.204860371,1.204173838,1.171105996,1.154531109,1.204860371,1.204860371,Rel,Rel,Rel,Rel,Rel,Rel
110-50147,2020,1.572259136,1.432634127,1.512118764,1.319039851,1.572259136,1.572259136,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110-50157,2019,1.378421722,1.28514348,1.287199967,1.326702833,1.378421722,1.378421722,Rel,Rel,Rel,Rel,Rel,Rel
110-50157,2020,1.422573083,1.278950145,1.331614487,1.29639102,1.422573083,1.422573083,Rel,Rel,Rel,Rel,Rel,Rel
110-50163,2019,1.4287687,1.333210604,1.4287687,1.396962025,1.4287687,1.4287687,Rel,Rel,Rel,Rel,Rel,Rel
110-50163,2020,1.500138083,1.414445204,1.375189873,1.500138083,1.500138083,1.500138083,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110-50164,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110-50164,2020,1.333333333,1.571319312,1.552774301,1.400194742,1.571319312,1.571319312,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110-50166,2019,1.229524772,1.352874677,1.26306033,1.190451115,1.352874677,1.352874677,Rel,Rel,Rel,Rel,Rel,Rel
110-50166,2020,1.181851378,1.315780235,1.155067809,1.155067809,1.315780235,1.315780235,Rel,Rel,Rel,Rel,Rel,Rel
110-50167,2019,1.352974376,1.343835885,1.479439349,1.352974376,1.479439349,1.479439349,Rel,Rel,Rel,Rel,Rel,Rel
110-50167,2020,1.32392638,1.396134744,1.487596536,1.388957055,1.487596536,1.487596536,Rel,Rel,Rel,Rel,Rel,Rel
110-50168,2019,1.487791932,1.530500521,1.526344676,1.61556196,1.61556196,1.530500521,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110-50168,2020,1.528185555,1.518842163,1.430442375,1.479022034,1.528185555,1.528185555,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110-50170,2019,1.139039039,1.190471607,1.180322996,1.166648701,1.190471607,1.190471607,Rel,Rel,Rel,Rel,Rel,Rel
110-50170,2020,1.167459169,1.139664804,1.165649084,1.166648701,1.167459169,1.167459169,Rel,Rel,Rel,Rel,Rel,Rel
110-50171,2019,1.35562904,1.329254079,1.42094584,1.363683663,1.42094584,1.42094584,Rel,Rel,Rel,Rel,Rel,Rel
110-50171,2020,1.413928396,1.370409392,1.379437374,1.347849462,1.413928396,1.413928396,Rel,Rel,Rel,Rel,Rel,Rel
110-50172,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
