tmc_code,year,AMP LOTTR,MIDD LOTTR,PMP LOTTR,WE LOTTR,max LOTTR,max WD LOTTR,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110+04121,2017,1.630509967,1.064511301,2.117883137,1.06723869,2.117883137,2.117883137,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04121,2018,1.740386385,1.115128876,2.34002006,1.093984375,2.34002006,2.34002006,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04121,2019,1.458376963,1.175572519,1.375509226,1.171609332,1.458376963,1.458376963,Rel,Rel,Rel,Rel,Rel,Rel
110+04121,2020,1.189473684,1.067106284,1.121732345,1.082805239,1.189473684,1.189473684,Rel,Rel,Rel,Rel,Rel,Rel
110+04122,2017,2.413948919,1.050634848,1.289167152,1.060601215,2.413948919,2.413948919,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04122,2018,2.206147002,2.081971871,1.223622047,1.088027617,2.206147002,2.206147002,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04122,2019,2.332435512,1.116384915,1.17316673,1.079005832,2.332435512,2.332435512,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04122,2020,1.082652378,1.047943302,1.078360792,1.058702972,1.082652378,1.082652378,Rel,Rel,Rel,Rel,Rel,Rel
110+04123,2017,1.552542944,1.052204176,1.10806142,1.056619145,1.552542944,1.552542944,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04123,2018,1.571913655,2.511025358,1.104563836,1.089170692,2.511025358,2.511025358,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04123,2019,1.704259368,1.953830543,1.063472419,1.059359068,1.953830543,1.953830543,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04123,2020,1.197524497,1.040662109,1.052738337,1.046774802,1.197524497,1.197524497,Rel,Rel,Rel,Rel,Rel,Rel
110+04124,2017,1.620465349,1.052293578,1.078449053,1.059334298,1.620465349,1.620465349,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04124,2018,1.524850043,2.229493892,1.10519248,1.091642925,2.229493892,2.229493892,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04124,2019,1.627963526,1.947741364,1.070416095,1.072727273,1.947741364,1.947741364,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04124,2020,1.192080109,1.04784689,1.061794998,1.052392947,1.192080109,1.192080109,Rel,Rel,Rel,Rel,Rel,Rel
110+04125,2017,1.316301703,1.051118211,1.06885759,1.062394604,1.316301703,1.316301703,Rel,Rel,Rel,Rel,Rel,Rel
110+04125,2018,1.390736342,1.263399694,1.093312597,1.081125828,1.390736342,1.390736342,Rel,Rel,Rel,Rel,Rel,Rel
110+04125,2019,1.363095238,1.227272727,1.078125,1.073170732,1.363095238,1.363095238,Rel,Rel,Rel,Rel,Rel,Rel
110+04125,2020,1.119047619,1.049180328,1.067226891,1.060869565,1.119047619,1.119047619,Rel,Rel,Rel,Rel,Rel,Rel
110+04126,2017,1.845183486,1.070432357,1.119661017,1.074235808,1.845183486,1.845183486,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04126,2018,1.892145703,1.120805369,1.112325026,1.093023256,1.892145703,1.892145703,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04126,2019,1.943028486,1.109947644,1.153439153,1.098696462,1.943028486,1.943028486,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04126,2020,1.11380597,1.070075758,1.086538462,1.077380952,1.11380597,1.11380597,Rel,Rel,Rel,Rel,Rel,Rel
110+04127,2017,1.91042291,1.036691789,1.057221242,1.048039417,1.91042291,1.91042291,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04127,2018,1.980637813,1.066189278,1.087252235,1.066448579,1.980637813,1.980637813,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04127,2019,1.739933444,1.078542195,1.090836335,1.066930776,1.739933444,1.739933444,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04127,2020,1.080601938,1.041613588,1.057142857,1.049451779,1.080601938,1.080601938,Rel,Rel,Rel,Rel,Rel,Rel
110+04128,2017,3.914943609,1.133196721,3.320999075,1.100320171,3.914943609,3.914943609,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04128,2018,3.409071993,1.152064451,4.886164623,1.278876171,4.886164623,4.886164623,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04128,2019,3.31598063,1.417417417,5.598484848,4.279141104,5.598484848,5.598484848,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110+04128,2020,1.347402597,1.09602649,1.179401993,1.090592334,1.347402597,1.347402597,Rel,Rel,Rel,Rel,Rel,Rel
110+04129,2017,1.560464079,1.843530049,2.664779162,1.595102506,2.664779162,2.664779162,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04129,2018,1.525245442,1.833070866,2.405883484,3.000529381,3.000529381,2.405883484,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04129,2019,1.645747516,3.042553191,1.659225092,3.611410948,3.611410948,3.042553191,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04129,2020,2.106423778,1.166986564,1.921663443,1.186070686,2.106423778,2.106423778,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04130,2017,1.311661312,2.812087912,1.513835318,2.237486688,2.812087912,2.812087912,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04130,2018,1.314937454,2.777960526,1.510527175,2.415489749,2.777960526,2.777960526,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04130,2019,1.309762957,2.996987952,1.385997522,1.930392833,2.996987952,2.996987952,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04130,2020,2.667182663,1.59379845,3.083333333,1.860883797,3.083333333,3.083333333,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04131,2017,1.255892256,2.13559322,1.596861798,1.554755043,2.13559322,2.13559322,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04131,2018,1.269572236,2.223602484,1.510288066,1.618666667,2.223602484,2.223602484,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04142,2017,1.104477612,1.045454545,1.045454545,1.121212121,1.121212121,1.104477612,Rel,Rel,Rel,Rel,Rel,Rel
110+04142,2018,1.231884058,1.029850746,1.029850746,1.030769231,1.231884058,1.231884058,Rel,Rel,Rel,Rel,Rel,Rel
110+04143,2017,1.104897131,1.038360176,1.038786818,1.103884638,1.104897131,1.104897131,Rel,Rel,Rel,Rel,Rel,Rel
110+04143,2018,1.119088812,1.050714078,1.050743657,1.185196021,1.185196021,1.119088812,Rel,Rel,Rel,Rel,Rel,Rel
110+04143,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+04143,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+04144,2017,2,1.032833908,1.026899839,1.599629596,2,2,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110+04144,2018,1.216070788,1.046278032,1.042956832,1.635372556,1.635372556,1.216070788,Rel,Rel,Rel,Unrel,Unrel,Rel
110+04144,2019,1.353934775,1.032301316,1.031242343,1.7926046,1.7926046,1.353934775,Rel,Rel,Rel,Unrel,Unrel,Rel
110+04144,2020,1.025608668,1.02061382,1.029315458,1.075445901,1.075445901,1.029315458,Rel,Rel,Rel,Rel,Rel,Rel
110+04145,2017,1.971839884,1.078320943,1.031623804,2.245893148,2.245893148,1.971839884,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110+04145,2018,1.352053892,1.034026891,1.040750469,1.058797161,1.352053892,1.352053892,Rel,Rel,Rel,Rel,Rel,Rel
110+04145,2019,1.303361889,1.030168916,1.032565352,1.062338239,1.303361889,1.303361889,Rel,Rel,Rel,Rel,Rel,Rel
110+04145,2020,1.030795616,1.020635392,1.029885229,1.036359547,1.036359547,1.030795616,Rel,Rel,Rel,Rel,Rel,Rel
110+04146,2017,1.05727026,1.084260661,1.050547299,1.230269752,1.230269752,1.084260661,Rel,Rel,Rel,Rel,Rel,Rel
110+04146,2018,1.094163556,1.065743017,1.060096584,1.07348658,1.094163556,1.094163556,Rel,Rel,Rel,Rel,Rel,Rel
110+04146,2019,1.104755371,1.054561717,1.06967655,1.071866068,1.104755371,1.104755371,Rel,Rel,Rel,Rel,Rel,Rel
110+04146,2020,1.042024361,1.025471954,1.03659363,1.033768367,1.042024361,1.042024361,Rel,Rel,Rel,Rel,Rel,Rel
110+04147,2017,1.022720388,1.056050445,1.07568103,1.043183657,1.07568103,1.07568103,Rel,Rel,Rel,Rel,Rel,Rel
110+04147,2018,1.021531341,1.06044231,1.153541357,1.069821411,1.153541357,1.153541357,Rel,Rel,Rel,Rel,Rel,Rel
110+04147,2019,1.021442886,1.110372868,1.210329194,1.079456193,1.210329194,1.210329194,Rel,Rel,Rel,Rel,Rel,Rel
110+04147,2020,1.025161031,1.030849359,1.048051042,1.040410194,1.048051042,1.048051042,Rel,Rel,Rel,Rel,Rel,Rel
110+04148,2017,1.022368665,1.102739094,1.136766183,1.066622691,1.136766183,1.136766183,Rel,Rel,Rel,Rel,Rel,Rel
110+04148,2018,1.028489235,1.112904714,1.224413403,1.108707865,1.224413403,1.224413403,Rel,Rel,Rel,Rel,Rel,Rel
110+04148,2019,1.031987134,1.201776761,1.299440462,1.115537489,1.299440462,1.299440462,Rel,Rel,Rel,Rel,Rel,Rel
110+04148,2020,1.031037299,1.037929175,1.071928879,1.053262072,1.071928879,1.071928879,Rel,Rel,Rel,Rel,Rel,Rel
110+04149,2017,1.090774178,1.122327152,1.119754809,1.08617413,1.122327152,1.122327152,Rel,Rel,Rel,Rel,Rel,Rel
110+04149,2018,1.095681818,1.124614353,1.098170335,1.132278257,1.132278257,1.124614353,Rel,Rel,Rel,Rel,Rel,Rel
110+04149,2019,1.107982745,1.125924911,1.111720839,1.104223236,1.125924911,1.125924911,Rel,Rel,Rel,Rel,Rel,Rel
110+04149,2020,1.079117198,1.088075881,1.10846263,1.060759196,1.10846263,1.10846263,Rel,Rel,Rel,Rel,Rel,Rel
110+04150,2017,3.244391972,1.887755102,1.074074074,1.418064516,3.244391972,3.244391972,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04150,2018,4.050962627,1.994910941,1.103448276,1.848020434,4.050962627,4.050962627,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04150,2019,4.267279739,1.529173693,1.069058903,1.3340143,4.267279739,4.267279739,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110+04150,2020,1.084242838,1.032246998,1.059670782,1.062217588,1.084242838,1.084242838,Rel,Rel,Rel,Rel,Rel,Rel
110+04151,2017,2.067026413,2.260358193,1.214459789,2.282784674,2.282784674,2.260358193,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04151,2018,2.149460709,2.346184739,1.341998375,2.451671891,2.451671891,2.346184739,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04151,2019,1.912368502,2.234771242,1.170077066,2.384595503,2.384595503,2.234771242,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110+04151,2020,1.89076723,1.067669173,1.108754028,1.357743423,1.89076723,1.89076723,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04152,2017,1.153687791,1.801858513,1.660015468,1.890667066,1.890667066,1.801858513,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04152,2018,1.153731735,1.809474155,1.72120743,1.677469738,1.809474155,1.809474155,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110+04152,2019,1.137065295,1.686729514,1.484674619,1.570027826,1.686729514,1.686729514,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04152,2020,1.55235378,1.129136029,1.268213457,1.670343328,1.670343328,1.55235378,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110+04153,2017,1.116658889,1.065789474,1.04912999,1.064417178,1.116658889,1.116658889,Rel,Rel,Rel,Rel,Rel,Rel
110+04153,2018,1.167659185,1.068617558,1.058793456,1.071825999,1.167659185,1.167659185,Rel,Rel,Rel,Rel,Rel,Rel
110+04153,2019,1.145076111,1.06639428,1.051246537,1.06900103,1.145076111,1.145076111,Rel,Rel,Rel,Rel,Rel,Rel
110+04153,2020,1.065730914,1.03907075,1.049116608,1.04980434,1.065730914,1.065730914,Rel,Rel,Rel,Rel,Rel,Rel
110+04154,2017,1.993758669,1.25,1.038384078,1.105231867,1.993758669,1.993758669,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04154,2018,2.020611035,1.16084408,1.043746295,1.155497876,2.020611035,2.020611035,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04154,2019,1.898348722,1.237081006,1.03761533,1.128620404,1.898348722,1.898348722,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04154,2020,1.103440123,1.031340058,1.037278321,1.040930686,1.103440123,1.103440123,Rel,Rel,Rel,Rel,Rel,Rel
110+04155,2017,1.337985756,2.115970751,1.10869107,1.588413774,2.115970751,2.115970751,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04155,2018,1.353165793,1.981963928,1.074074074,1.676177091,1.981963928,1.981963928,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04155,2019,1.290678458,2.148176239,1.062164291,1.531882917,2.148176239,2.148176239,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04155,2020,1.331044149,1.053517696,1.058427454,1.049669361,1.331044149,1.331044149,Rel,Rel,Rel,Rel,Rel,Rel
110+04156,2017,1.316005472,1.913274336,1.262759924,1.501893939,1.913274336,1.913274336,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04156,2018,1.310038119,1.906810036,1.134469697,1.663533835,1.906810036,1.906810036,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+04156,2019,1.191519435,1.481071099,1.155195682,1.439522998,1.481071099,1.481071099,Rel,Rel,Rel,Rel,Rel,Rel
110+04156,2020,1.343616672,1.12338105,1.123517097,1.105186797,1.343616672,1.343616672,Rel,Rel,Rel,Rel,Rel,Rel
110+04157,2017,1.207091611,1.329829498,1.29632218,1.298486572,1.329829498,1.329829498,Rel,Rel,Rel,Rel,Rel,Rel
110+04157,2018,1.195923516,1.265199768,1.15448144,1.273253804,1.273253804,1.265199768,Rel,Rel,Rel,Rel,Rel,Rel
110+04157,2019,1.133485021,1.109098749,1.122586439,1.109521681,1.133485021,1.133485021,Rel,Rel,Rel,Rel,Rel,Rel
110+04157,2020,1.183943538,1.075160403,1.100462963,1.099952629,1.183943538,1.183943538,Rel,Rel,Rel,Rel,Rel,Rel
110+04158,2017,1.161971831,1.085271318,1.128,1.10483871,1.161971831,1.161971831,Rel,Rel,Rel,Rel,Rel,Rel
110+04158,2018,1.150684932,1.085271318,1.12,1.095238095,1.150684932,1.150684932,Rel,Rel,Rel,Rel,Rel,Rel
110+04158,2019,1.105434783,1.072104019,1.11722488,1.07646356,1.11722488,1.11722488,Rel,Rel,Rel,Rel,Rel,Rel
110+04158,2020,1.121863799,1.060643564,1.089108911,1.090225564,1.121863799,1.121863799,Rel,Rel,Rel,Rel,Rel,Rel
110+04159,2017,1.137631459,1.071072319,1.130357143,1.083312167,1.137631459,1.137631459,Rel,Rel,Rel,Rel,Rel,Rel
110+04159,2018,1.13638413,1.071143285,1.113116421,1.088732039,1.13638413,1.13638413,Rel,Rel,Rel,Rel,Rel,Rel
110+04159,2019,1.140438247,1.038581856,1.060272537,1.050053248,1.140438247,1.140438247,Rel,Rel,Rel,Rel,Rel,Rel
110+04159,2020,1.051482059,1.034427966,1.044008484,1.044252563,1.051482059,1.051482059,Rel,Rel,Rel,Rel,Rel,Rel
110+04163,2017,1.106719368,1.077603143,1.094017094,1.083333333,1.106719368,1.106719368,Rel,Rel,Rel,Rel,Rel,Rel
110+04163,2018,1.096806387,1.086105675,1.117867166,1.091439689,1.117867166,1.117867166,Rel,Rel,Rel,Rel,Rel,Rel
110+04163,2019,1.095588235,1.078236131,1.107526882,1.085714286,1.107526882,1.107526882,Rel,Rel,Rel,Rel,Rel,Rel
110+04163,2020,1.127436282,1.105882353,1.105882353,1.079341317,1.127436282,1.127436282,Rel,Rel,Rel,Rel,Rel,Rel
110+04164,2017,1.324149109,1.100358423,1.20069808,1.080733945,1.324149109,1.324149109,Rel,Rel,Rel,Rel,Rel,Rel
110+04164,2018,1.253682488,1.121478873,1.195540309,1.096014493,1.253682488,1.253682488,Rel,Rel,Rel,Rel,Rel,Rel
110+04164,2019,1.27173913,1.10955414,1.254299754,1.077025232,1.27173913,1.27173913,Rel,Rel,Rel,Rel,Rel,Rel
110+04164,2020,1.142676768,1.100260417,1.096985583,1.080428954,1.142676768,1.142676768,Rel,Rel,Rel,Rel,Rel,Rel
110+04165,2017,1.058439716,1.056767338,1.089963452,1.053435115,1.089963452,1.089963452,Rel,Rel,Rel,Rel,Rel,Rel
110+04165,2018,1.067544362,1.061447811,1.078835829,1.07039455,1.078835829,1.078835829,Rel,Rel,Rel,Rel,Rel,Rel
110+04165,2019,1.05,1.046090535,1.054083885,1.050833333,1.054083885,1.054083885,Rel,Rel,Rel,Rel,Rel,Rel
110+04165,2020,1.057150981,1.04604155,1.055761024,1.053130385,1.057150981,1.057150981,Rel,Rel,Rel,Rel,Rel,Rel
110+04166,2017,1.052557105,1.290827303,1.318661972,1.061725929,1.318661972,1.318661972,Rel,Rel,Rel,Rel,Rel,Rel
110+04166,2018,1.062474479,1.067330677,1.107588667,1.070238812,1.107588667,1.107588667,Rel,Rel,Rel,Rel,Rel,Rel
110+04166,2019,1.047922052,1.064559907,1.073362781,1.052179011,1.073362781,1.073362781,Rel,Rel,Rel,Rel,Rel,Rel
110+04166,2020,1.042857143,1.036704568,1.047247247,1.046247465,1.047247247,1.047247247,Rel,Rel,Rel,Rel,Rel,Rel
110+04167,2017,1.106411483,1.70122631,1.652287582,1.094474498,1.70122631,1.70122631,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110+04167,2018,1.162817332,1.14184938,1.28943913,1.120540019,1.28943913,1.28943913,Rel,Rel,Rel,Rel,Rel,Rel
110+04167,2019,1.123707533,1.14103276,1.255299873,1.075407991,1.255299873,1.255299873,Rel,Rel,Rel,Rel,Rel,Rel
110+04167,2020,1.050244379,1.041018663,1.053187329,1.0456621,1.053187329,1.053187329,Rel,Rel,Rel,Rel,Rel,Rel
110+04168,2017,1.411351351,1.274270557,1.101621622,1.058823529,1.411351351,1.411351351,Rel,Rel,Rel,Rel,Rel,Rel
110+04168,2018,1.852352623,1.088925259,1.08579235,1.070594775,1.852352623,1.852352623,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04168,2019,1.799837266,1.109566639,1.086136177,1.051580699,1.799837266,1.799837266,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04168,2020,1.043956044,1.036104114,1.041737649,1.039792388,1.043956044,1.043956044,Rel,Rel,Rel,Rel,Rel,Rel
110+04169,2017,2.742280973,2.413870968,1.559965394,1.108300836,2.742280973,2.742280973,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110+04169,2018,2.525261558,1.233676599,1.118284276,1.097938719,2.525261558,2.525261558,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04169,2019,2.680665838,1.408833152,1.101376992,1.066376618,2.680665838,2.680665838,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04169,2020,1.055200269,1.045989905,1.045670898,1.040046163,1.055200269,1.055200269,Rel,Rel,Rel,Rel,Rel,Rel
110+04170,2017,1.141607436,1.24025974,1.225975539,1.110640871,1.24025974,1.24025974,Rel,Rel,Rel,Rel,Rel,Rel
110+04170,2018,1.129579005,1.165249089,1.126726727,1.105263158,1.165249089,1.165249089,Rel,Rel,Rel,Rel,Rel,Rel
110+04170,2019,1.225356295,1.298862461,1.139115646,1.087201125,1.298862461,1.298862461,Rel,Rel,Rel,Rel,Rel,Rel
110+04170,2020,1.053519062,1.035947712,1.056672761,1.044303797,1.056672761,1.056672761,Rel,Rel,Rel,Rel,Rel,Rel
110+04171,2018,1.11,1.094736842,1.094736842,1.086021505,1.11,1.11,Rel,Rel,Rel,Rel,Rel,Rel
110+04171,2019,1.112676056,1.128787879,1.082706767,1.061538462,1.128787879,1.128787879,Rel,Rel,Rel,Rel,Rel,Rel
110+04171,2020,1.055555556,1.031496063,1.055555556,1.040322581,1.055555556,1.055555556,Rel,Rel,Rel,Rel,Rel,Rel
110+04172,2017,1.083333333,1.085106383,1.106382979,1.063829787,1.106382979,1.106382979,Rel,Rel,Rel,Rel,Rel,Rel
110+04172,2018,1.081632653,1.085106383,1.106382979,1.106382979,1.106382979,1.106382979,Rel,Rel,Rel,Rel,Rel,Rel
110+04172,2019,1.090909091,1.095940959,1.084558824,1.063670412,1.095940959,1.095940959,Rel,Rel,Rel,Rel,Rel,Rel
110+04172,2020,1.054263566,1.034615385,1.054054054,1.047058824,1.054263566,1.054263566,Rel,Rel,Rel,Rel,Rel,Rel
110+04173,2017,1.044883041,1.034887087,1.059371362,1.04078928,1.059371362,1.059371362,Rel,Rel,Rel,Rel,Rel,Rel
110+04173,2018,1.041519435,1.03833162,1.054628673,1.047930932,1.054628673,1.054628673,Rel,Rel,Rel,Rel,Rel,Rel
110+04173,2019,1.047255285,1.038544281,1.04566787,1.039817352,1.047255285,1.047255285,Rel,Rel,Rel,Rel,Rel,Rel
110+04173,2020,1.04077135,1.032417582,1.042525773,1.038084465,1.042525773,1.042525773,Rel,Rel,Rel,Rel,Rel,Rel
110+04174,2017,1.078354002,1.067768595,1.101385042,1.073806881,1.101385042,1.101385042,Rel,Rel,Rel,Rel,Rel,Rel
110+04174,2018,1.074534161,1.060267857,1.075597554,1.070391061,1.075597554,1.075597554,Rel,Rel,Rel,Rel,Rel,Rel
110+04174,2019,1.062840178,1.055125725,1.059309674,1.05994152,1.062840178,1.062840178,Rel,Rel,Rel,Rel,Rel,Rel
110+04174,2020,1.068777833,1.057758199,1.064436793,1.05988024,1.068777833,1.068777833,Rel,Rel,Rel,Rel,Rel,Rel
110+04175,2017,1.064661346,1.096844612,1.102870813,1.063913675,1.102870813,1.102870813,Rel,Rel,Rel,Rel,Rel,Rel
110+04175,2018,1.068901304,1.065283095,1.083620166,1.068196169,1.083620166,1.083620166,Rel,Rel,Rel,Rel,Rel,Rel
110+04175,2019,1.056677659,1.061735819,1.05773906,1.052885624,1.061735819,1.061735819,Rel,Rel,Rel,Rel,Rel,Rel
110+04175,2020,1.060119415,1.062740336,1.063492063,1.058208955,1.063492063,1.063492063,Rel,Rel,Rel,Rel,Rel,Rel
110+04176,2017,1.045141343,1.840982492,1.795664132,1.05822898,1.840982492,1.840982492,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110+04176,2018,1.040192068,1.744144603,1.835955987,1.064492949,1.835955987,1.835955987,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110+04176,2019,1.033974283,1.333630091,1.92198309,1.04869586,1.92198309,1.92198309,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04176,2020,1.071558589,1.499462943,1.57703599,1.085489448,1.57703599,1.57703599,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04177,2017,1.059274756,2.307284768,1.298915149,1.06935598,2.307284768,2.307284768,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04177,2018,1.046478873,2.79908377,1.288969053,1.093617021,2.79908377,2.79908377,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04177,2019,1.032638889,2.872739018,1.334896811,1.058001398,2.872739018,2.872739018,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04177,2020,1.058116232,1.446969697,2.108508015,1.068512111,2.108508015,2.108508015,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04178,2017,1.070005244,1.544596273,1.25974561,1.083500871,1.544596273,1.544596273,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04178,2018,1.054499868,1.884259259,1.23635305,1.117678595,1.884259259,1.884259259,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04178,2019,1.041192053,1.953910272,1.23442288,1.071099675,1.953910272,1.953910272,Rel,Unrel,Rel,Rel,Unrel,Unrel
110+04178,2020,1.048484848,1.173984149,1.312701964,1.055122494,1.312701964,1.312701964,Rel,Rel,Rel,Rel,Rel,Rel
110+04179,2017,1.041341963,1.218536338,1.132644814,1.057829062,1.218536338,1.218536338,Rel,Rel,Rel,Rel,Rel,Rel
110+04179,2018,1.042958487,1.258489862,1.130962078,1.082015154,1.258489862,1.258489862,Rel,Rel,Rel,Rel,Rel,Rel
110+04179,2019,1.05126253,1.349371634,1.135006353,1.085625324,1.349371634,1.349371634,Rel,Rel,Rel,Rel,Rel,Rel
110+04179,2020,1.053587302,1.181515007,1.488831107,1.056780227,1.488831107,1.488831107,Rel,Rel,Rel,Rel,Rel,Rel
110+04180,2017,1.028396947,1.047237077,2.527605779,1.041008505,2.527605779,2.527605779,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04180,2018,1.030515716,1.048167849,2.608436853,1.050656088,2.608436853,2.608436853,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04180,2019,1.030496454,1.05862304,1.780580076,1.041193182,1.780580076,1.780580076,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04180,2020,1.040717736,1.078444298,1.111979167,1.05579096,1.111979167,1.111979167,Rel,Rel,Rel,Rel,Rel,Rel
110+04181,2017,1.027164686,1.052423549,2.440860215,1.037561709,2.440860215,2.440860215,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04181,2018,1.030798641,1.062720665,2.727474619,1.042007755,2.727474619,2.727474619,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04181,2019,1.027297858,1.059274059,2.812330827,1.038285915,2.812330827,2.812330827,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04181,2020,1.036185323,1.060556465,1.170116429,1.047067088,1.170116429,1.170116429,Rel,Rel,Rel,Rel,Rel,Rel
110+04182,2017,1.375418893,1.218295811,1.397572079,1.061401777,1.397572079,1.397572079,Rel,Rel,Rel,Rel,Rel,Rel
110+04182,2018,1.382926206,1.254520422,1.443451865,1.086719813,1.443451865,1.443451865,Rel,Rel,Rel,Rel,Rel,Rel
110+04182,2019,1.355081155,1.334008454,1.551754168,1.118446415,1.551754168,1.551754168,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04182,2020,1.13495065,1.191064807,2.233033888,1.069868996,2.233033888,2.233033888,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04183,2017,1.042175066,1.05621536,1.295741325,1.048084987,1.295741325,1.295741325,Rel,Rel,Rel,Rel,Rel,Rel
110+04183,2018,1.041644421,1.072804009,1.359224116,1.051569507,1.359224116,1.359224116,Rel,Rel,Rel,Rel,Rel,Rel
110+04183,2019,1.041921155,1.108518719,1.353905104,1.049170616,1.353905104,1.353905104,Rel,Rel,Rel,Rel,Rel,Rel
110+04183,2020,1.043634355,1.110781671,3.476869285,1.052098839,3.476869285,3.476869285,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04184,2017,1.02193671,1.069899502,1.142129803,1.032273034,1.142129803,1.142129803,Rel,Rel,Rel,Rel,Rel,Rel
110+04184,2018,1.026467678,1.13220202,1.169894366,1.040541681,1.169894366,1.169894366,Rel,Rel,Rel,Rel,Rel,Rel
110+04184,2019,1.027870367,1.27449761,1.166073461,1.035944585,1.27449761,1.27449761,Rel,Rel,Rel,Rel,Rel,Rel
110+04184,2020,1.036537403,1.172365268,1.63495786,1.04939859,1.63495786,1.63495786,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04185,2017,1.028396214,1.027944771,1.044350514,1.036749019,1.044350514,1.044350514,Rel,Rel,Rel,Rel,Rel,Rel
