Tmc,year,AMP LIIR,MIDD LIIR,PMP LIIR,WE LIIR
110-05410,2018,0.164007288,0.57402551,0.410018221,0.656029154
110-05410,2019,0.328014577,0.57402551,0.164007288,0.984043731
110-05410,2020,0.410018221,0.57402551,0.738032798,0.57402551
110-05411,2017,0.278374556,0.185583037,0,0.556749112
110-05411,2018,0.185583037,0.463957594,0.278374556,0.463957594
110-05411,2019,0.278374556,0.185583037,0.371166075,0.278374556
110-05411,2020,0.185583037,0.463957594,0.371166075,0.371166075
110-05412,2017,0.278374556,0.185583037,0,0.556749112
110-05412,2018,0.185583037,0.463957594,0.278374556,0.463957594
110-05412,2019,0.278374556,0.185583037,0.371166075,0.278374556
110-05412,2020,0.185583037,0.463957594,0.371166075,0.371166075
110-05414,2017,0.077541049,0.310164197,0.542787345,0.232623148
110-05414,2018,0.232623148,0.620328394,0,0.232623148
110-05414,2019,0,0.697869443,0.310164197,0.620328394
110-05414,2020,0.232623148,0.697869443,0.310164197,0.310164197
110-05415,2017,0.077541049,0.310164197,0.542787345,0.232623148
110-05415,2018,0.232623148,0.620328394,0,0.232623148
110-05415,2019,0,0.697869443,0.310164197,0.620328394
110-05415,2020,0.232623148,0.697869443,0.310164197,0.310164197
110-05416,2017,0.077541049,0.310164197,0.542787345,0.232623148
110-05416,2018,0.232623148,0.620328394,0,0.232623148
110-05416,2019,0,0.697869443,0.310164197,0.620328394
110-05416,2020,0.232623148,0.697869443,0.310164197,0.310164197
110-05417,2017,0.077541049,0.310164197,0.542787345,0.232623148
110-05417,2018,0.232623148,0.620328394,0,0.232623148
110-05417,2019,0,0.697869443,0.310164197,0.620328394
110-05417,2020,0.232623148,0.697869443,0.310164197,0.310164197
110-05418,2017,0.176651589,0.088325794,0.176651589,0.441628971
110-05418,2018,0.088325794,0.176651589,0.088325794,0.264977383
110-05418,2019,0,0.264977383,0.264977383,0.264977383
110-05418,2020,0.176651589,0.353303177,0.264977383,0.441628971
110-05419,2017,0.176651589,0.088325794,0.176651589,0.441628971
110-05419,2018,0.088325794,0.176651589,0.088325794,0.264977383
110-05419,2019,0,0.264977383,0.264977383,0.264977383
110-05419,2020,0.176651589,0.353303177,0.264977383,0.441628971
110-05420,2017,0.176651589,0.088325794,0.176651589,0.441628971
110-05420,2018,0.088325794,0.176651589,0.088325794,0.264977383
110-05420,2019,0,0.264977383,0.264977383,0.264977383
110-05420,2020,0.176651589,0.353303177,0.264977383,0.441628971
110-05421,2017,0.176651589,0.088325794,0.176651589,0.441628971
110-05421,2018,0.088325794,0.176651589,0.088325794,0.264977383
110-05421,2019,0,0.264977383,0.264977383,0.264977383
110-05421,2020,0.176651589,0.353303177,0.264977383,0.441628971
110-05422,2017,0,0,0,0
110-05422,2018,0,0,0,0.303976268
110-05422,2019,0.151988134,0,0,0.151988134
110-05422,2020,0,0.303976268,0,0.303976268
110-05423,2017,0,0.198674878,0,0.298012317
110-05423,2018,0,0.099337439,0,0.596024635
110-05423,2019,0.099337439,0.099337439,0.496687196,0.099337439
110-05423,2020,0.198674878,0.198674878,0.298012317,0.099337439
110-05424,2017,0,0.198674878,0,0.298012317
110-05424,2018,0,0.099337439,0,0.596024635
110-05424,2019,0.099337439,0.099337439,0.496687196,0.099337439
110-05424,2020,0.198674878,0.198674878,0.298012317,0.099337439
110-05426,2017,0,0.655943736,0.163985934,0.655943736
110-05426,2018,0.081992967,0.163985934,0.245978901,0.327971868
110-05426,2019,0,0.327971868,0.245978901,0.245978901
110-05426,2020,0.245978901,0.409964835,0.245978901,0.245978901
110-05427,2017,0,0.655943736,0.163985934,0.655943736
110-05427,2018,0.081992967,0.163985934,0.245978901,0.327971868
110-05427,2019,0,0.327971868,0.245978901,0.245978901
110-05427,2020,0.245978901,0.409964835,0.245978901,0.245978901
110-05428,2017,0,0.655943736,0.163985934,0.655943736
110-05428,2018,0.081992967,0.163985934,0.245978901,0.327971868
110-05428,2019,0,0.327971868,0.245978901,0.245978901
110-05428,2020,0.245978901,0.409964835,0.245978901,0.245978901
110-05429,2017,0.249966671,0.249966671,0,0.166644447
110-05429,2018,0.166644447,0.499933342,0.499933342,0.416611119
110-05429,2019,0.083322224,0.499933342,0.083322224,0.083322224
110-05429,2020,0.166644447,0.499933342,0.083322224,0.083322224
110-05430,2017,0.249966671,0.249966671,0,0.166644447
110-05430,2018,0.166644447,0.499933342,0.499933342,0.416611119
110-05430,2019,0.083322224,0.499933342,0.083322224,0.083322224
110-05430,2020,0.166644447,0.499933342,0.083322224,0.083322224
110-05431,2017,0,0,0.095570636,0.286711907
110-05431,2018,0,0.286711907,0.286711907,0.286711907
110-05431,2019,0,0.191141271,0.095570636,0.191141271
110-05431,2020,0.382282542,0.191141271,0.191141271,0.382282542
110-05432,2017,0,0,0.095570636,0.286711907
110-05432,2018,0,0.286711907,0.286711907,0.286711907
110-05432,2019,0,0.191141271,0.095570636,0.191141271
110-05432,2020,0.382282542,0.191141271,0.191141271,0.382282542
110-05433,2017,0,0,0.095570636,0.286711907
110-05433,2018,0,0.286711907,0.286711907,0.286711907
110-05433,2019,0,0.191141271,0.095570636,0.191141271
110-05433,2020,0.382282542,0.191141271,0.191141271,0.382282542
110-05434,2017,0.25457487,0,0,0.25457487
110-05434,2018,0,0.127287435,0,0.127287435
110-05434,2019,0,0.636437174,0.381862304,0.381862304
110-05434,2020,0.25457487,0.381862304,0.25457487,0.25457487
110-05435,2017,0.25457487,0,0,0.25457487
110-05435,2018,0,0.127287435,0,0.127287435
110-05435,2019,0,0.636437174,0.381862304,0.381862304
110-05435,2020,0.25457487,0.381862304,0.25457487,0.25457487
110-05436,2017,0.092190089,0.092190089,0.092190089,0.184380178
110-05436,2018,0.092190089,0.368760356,0.276570267,0.460950445
110-05436,2019,0,0.184380178,0,0.276570267
110-05436,2020,0.276570267,0.276570267,0.460950445,0.368760356
110-05437,2017,0.092190089,0.092190089,0.092190089,0.184380178
110-05437,2018,0.092190089,0.368760356,0.276570267,0.460950445
110-05437,2019,0,0.184380178,0,0.276570267
110-05437,2020,0.276570267,0.276570267,0.460950445,0.368760356
110-05438,2017,0.119096846,0.357290537,0.357290537,0.476387383
110-05438,2018,0.119096846,0.238193691,0.238193691,0.476387383
110-05438,2019,0.357290537,0.357290537,0.238193691,0.476387383
110-05438,2020,0.357290537,0.476387383,0.238193691,0.238193691
110-05439,2017,0,0.769943737,0.461966242,1.077921232
110-05439,2018,0.307977495,0.769943737,0.923932485,0.923932485
110-05439,2019,0.153988747,1.077921232,1.231909979,0.769943737
110-05439,2020,0.307977495,0.61595499,0.461966242,0.769943737
110-05440,2017,0,0.769943737,0.461966242,1.077921232
110-05440,2018,0.307977495,0.769943737,0.923932485,0.923932485
110-05440,2019,0.153988747,1.077921232,1.231909979,0.769943737
110-05440,2020,0.307977495,0.61595499,0.461966242,0.769943737
110-05442,2017,0.096781165,0.580686989,0.19356233,0.677468154
110-05442,2018,0.483905825,0.871030484,0.290343495,0.483905825
110-05442,2019,0.483905825,0.677468154,0.38712466,0.19356233
110-05442,2020,0.677468154,0.580686989,0.290343495,0.580686989
110-05443,2017,0.096781165,0.580686989,0.19356233,0.677468154
110-05443,2018,0.483905825,0.871030484,0.290343495,0.483905825
110-05443,2019,0.483905825,0.677468154,0.38712466,0.19356233
110-05443,2020,0.677468154,0.580686989,0.290343495,0.580686989
110-05444,2017,0.264143184,0.396214775,0.264143184,0.264143184
110-05444,2018,0.132071592,0.528286367,0.132071592,0.132071592
110-05444,2019,0.132071592,0.528286367,0.264143184,0.264143184
110-05444,2020,0.264143184,0.264143184,0.132071592,0.264143184
110-05445,2017,0.09340185,0.373607402,0,0.373607402
110-05445,2018,0.09340185,0.280205551,0.09340185,0.09340185
110-05445,2019,0.186803701,0.373607402,0.09340185,0.09340185
110-05445,2020,0.09340185,0.280205551,0,0.373607402
110-05446,2017,0.09340185,0.373607402,0,0.373607402
110-05446,2018,0.09340185,0.280205551,0.09340185,0.09340185
110-05446,2019,0.186803701,0.373607402,0.09340185,0.09340185
110-05446,2020,0.09340185,0.280205551,0,0.373607402
110-05447,2017,0.084201982,0.168403964,0.252605946,0.168403964
110-05447,2018,0.168403964,0.252605946,0.168403964,0.42100991
110-05447,2019,0.168403964,0,0.084201982,0.336807928
110-05447,2020,0.168403964,0.505211892,0.168403964,0.42100991
110-05448,2017,0.084201982,0.168403964,0.252605946,0.168403964
110-05448,2018,0.168403964,0.252605946,0.168403964,0.42100991
110-05448,2019,0.168403964,0,0.084201982,0.336807928
110-05448,2020,0.168403964,0.505211892,0.168403964,0.42100991
110-05449,2017,0.278133364,0.278133364,0.417200045,0.417200045
110-05449,2018,0.139066682,0.278133364,0.695333409,0.139066682
110-05449,2019,0.139066682,0.834400091,0.278133364,0.417200045
110-05449,2020,0.278133364,0.417200045,0.556266727,0.278133364
110-05450,2017,0.343988728,0.42998591,0.687977456,0.257991546
110-05450,2018,0.257991546,0.343988728,0.773974638,0.601980274
110-05450,2019,0.343988728,0.601980274,0.945969002,0.257991546
110-05450,2020,0.085997182,0.687977456,0.773974638,0
110-05451,2017,0.343988728,0.42998591,0.687977456,0.257991546
110-05451,2018,0.257991546,0.343988728,0.773974638,0.601980274
110-05451,2019,0.343988728,0.601980274,0.945969002,0.257991546
110-05451,2020,0.085997182,0.687977456,0.773974638,0
110-05452,2017,0.343988728,0.42998591,0.687977456,0.257991546
110-05452,2018,0.257991546,0.343988728,0.773974638,0.601980274
110-05452,2019,0.343988728,0.601980274,0.945969002,0.257991546
110-05452,2020,0.085997182,0.687977456,0.773974638,0
110-05453,2017,0.343988728,0.42998591,0.687977456,0.257991546
110-05453,2018,0.257991546,0.343988728,0.773974638,0.601980274
110-05453,2019,0.343988728,0.601980274,0.945969002,0.257991546
110-05453,2020,0.085997182,0.687977456,0.773974638,0
110-05454,2017,1.118998809,0.559499405,0.559499405,0.745999206
110-05454,2018,1.678498214,1.025748909,0.745999206,0.466249504
110-05454,2019,0.839249107,0.559499405,0.932499008,0.652749305
110-05454,2020,0.839249107,0.932499008,0,0.279749702
110-05455,2017,1.118998809,0.559499405,0.559499405,0.745999206
110-05455,2018,1.678498214,1.025748909,0.745999206,0.466249504
110-05455,2019,0.839249107,0.559499405,0.932499008,0.652749305
110-05455,2020,0.839249107,0.932499008,0,0.279749702
110-05456,2017,0.12645069,0.505802759,0.758704138,0.758704138
110-05456,2018,0.758704138,0.252901379,0.885154828,0.505802759
110-05456,2019,1.011605518,0.758704138,0.505802759,1.138056208
110-05456,2020,0.252901379,0.379352069,0.505802759,0.758704138
110-05457,2017,0.479664772,0.479664772,0.159888257,0
110-05457,2018,0.879385415,0.719497158,0.559608901,0.319776515
110-05457,2019,0.639553029,1.039273672,0.319776515,0.479664772
110-05457,2020,0.479664772,1.039273672,0.479664772,0.399720643
110-05458,2017,0.479664772,0.479664772,0.159888257,0
110-05458,2018,0.879385415,0.719497158,0.559608901,0.319776515
110-05458,2019,0.639553029,1.039273672,0.319776515,0.479664772
110-05458,2020,0.479664772,1.039273672,0.479664772,0.399720643
110-05459,2017,0.479664772,0.479664772,0.159888257,0
110-05459,2018,0.879385415,0.719497158,0.559608901,0.319776515
110-05459,2019,0.639553029,1.039273672,0.319776515,0.479664772
110-05459,2020,0.479664772,1.039273672,0.479664772,0.399720643
110-05460,2017,0.479664772,0.479664772,0.159888257,0
110-05460,2018,0.879385415,0.719497158,0.559608901,0.319776515
110-05460,2019,0.639553029,1.039273672,0.319776515,0.479664772
110-05460,2020,0.479664772,1.039273672,0.479664772,0.399720643
110-05462,2017,0,0.407129033,0.916040324,0.101782258
110-05462,2018,0,0.916040324,0.610693549,0.407129033
110-05462,2019,0.407129033,1.017822582,0,0.101782258
110-05462,2020,0.305346775,0.508911291,0.712475808,0.305346775
110-05463,2017,0,0.407129033,0.916040324,0.101782258
110-05463,2018,0,0.916040324,0.610693549,0.407129033
110-05463,2019,0.407129033,1.017822582,0,0.101782258
110-05463,2020,0.305346775,0.508911291,0.712475808,0.305346775
110-05464,2017,0,0.407129033,0.916040324,0.101782258
110-05464,2018,0,0.916040324,0.610693549,0.407129033
110-05464,2019,0.407129033,1.017822582,0,0.101782258
110-05464,2020,0.305346775,0.508911291,0.712475808,0.305346775
110-05465,2017,0,0.407129033,0.916040324,0.101782258
110-05465,2018,0,0.916040324,0.610693549,0.407129033
110-05465,2019,0.407129033,1.017822582,0,0.101782258
110-05465,2020,0.305346775,0.508911291,0.712475808,0.305346775
110-05466,2017,0,0.407129033,0.916040324,0.101782258
110-05466,2018,0,0.916040324,0.610693549,0.407129033
110-05466,2019,0.407129033,1.017822582,0,0.101782258
110-05466,2020,0.305346775,0.508911291,0.712475808,0.305346775
110-05467,2017,0.103712051,0.518560257,0.311136154,0.207424103
110-05467,2018,0.207424103,0.933408462,0.622272308,0.311136154
110-05467,2019,0.311136154,0.829696411,0.72598436,0.414848205
110-05467,2020,0.207424103,1.037120514,0.103712051,0.103712051
110-05468,2017,0.103712051,0.518560257,0.311136154,0.207424103
110-05468,2018,0.207424103,0.933408462,0.622272308,0.311136154
110-05468,2019,0.311136154,0.829696411,0.72598436,0.414848205
110-05468,2020,0.207424103,1.037120514,0.103712051,0.103712051
110-05469,2017,0.103712051,0.518560257,0.311136154,0.207424103
110-05469,2018,0.207424103,0.933408462,0.622272308,0.311136154
110-05469,2019,0.311136154,0.829696411,0.72598436,0.414848205
110-05469,2020,0.207424103,1.037120514,0.103712051,0.103712051
110-05470,2017,0.103712051,0.518560257,0.311136154,0.207424103
110-05470,2018,0.207424103,0.933408462,0.622272308,0.311136154
110-05470,2019,0.311136154,0.829696411,0.72598436,0.414848205
110-05470,2020,0.207424103,1.037120514,0.103712051,0.103712051
110-05471,2017,0.102526814,0.512634072,0.102526814,0.205053629
110-05471,2018,0.307580443,0.410107257,0.205053629,0.512634072
110-05471,2019,0.307580443,0.307580443,0.512634072,0.205053629
110-05471,2020,0.102526814,0.307580443,0,0.410107257
110-05472,2017,0.102526814,0.512634072,0.102526814,0.205053629
110-05472,2018,0.307580443,0.410107257,0.205053629,0.512634072
110-05472,2019,0.307580443,0.307580443,0.512634072,0.205053629
110-05472,2020,0.102526814,0.307580443,0,0.410107257
110-05473,2017,0.102526814,0.512634072,0.102526814,0.205053629
110-05473,2018,0.307580443,0.410107257,0.205053629,0.512634072
110-05473,2019,0.307580443,0.307580443,0.512634072,0.205053629
110-05473,2020,0.102526814,0.307580443,0,0.410107257
110-05474,2017,0.102526814,0.512634072,0.102526814,0.205053629
110-05474,2018,0.307580443,0.410107257,0.205053629,0.512634072
110-05474,2019,0.307580443,0.307580443,0.512634072,0.205053629
110-05474,2020,0.102526814,0.307580443,0,0.410107257
110-05475,2017,0.10157593,0.20315186,0.304727791,0.304727791
110-05475,2018,0.10157593,0.406303721,0.20315186,0.406303721
110-05475,2019,0.20315186,0.304727791,0.304727791,0.20315186
110-05475,2020,0.20315186,0.406303721,0.304727791,0.20315186
110-05476,2017,0.10157593,0.20315186,0.304727791,0.304727791
110-05476,2018,0.10157593,0.406303721,0.20315186,0.406303721
110-05476,2019,0.20315186,0.304727791,0.304727791,0.20315186
110-05476,2020,0.20315186,0.406303721,0.304727791,0.20315186
110-05477,2017,0.10157593,0.20315186,0.304727791,0.304727791
110-05477,2018,0.10157593,0.406303721,0.20315186,0.406303721
110-05477,2019,0.20315186,0.304727791,0.304727791,0.20315186
110-05477,2020,0.20315186,0.406303721,0.304727791,0.20315186
110-05478,2017,0.173425356,0.260138034,0.086712678,0.086712678
110-05478,2018,0.086712678,0.346850713,0.260138034,0.086712678
110-05478,2019,0.086712678,0.260138034,0.346850713,0.173425356
110-05478,2020,0.086712678,0.433563391,0.086712678,0.086712678
110-05479,2017,0.173425356,0.260138034,0.086712678,0.086712678
110-05479,2018,0.086712678,0.346850713,0.260138034,0.086712678
110-05479,2019,0.086712678,0.260138034,0.346850713,0.173425356
110-05479,2020,0.086712678,0.433563391,0.086712678,0.086712678
110-05480,2017,0.173425356,0.260138034,0.086712678,0.086712678
110-05480,2018,0.086712678,0.346850713,0.260138034,0.086712678
110-05480,2019,0.086712678,0.260138034,0.346850713,0.173425356
110-05480,2020,0.086712678,0.433563391,0.086712678,0.086712678
110-05481,2017,0.173425356,0.260138034,0.086712678,0.086712678
110-05481,2018,0.086712678,0.346850713,0.260138034,0.086712678
110-05481,2019,0.086712678,0.260138034,0.346850713,0.173425356
110-05481,2020,0.086712678,0.433563391,0.086712678,0.086712678
110-05482,2017,0.173425356,0.260138034,0.086712678,0.086712678
110-05482,2018,0.086712678,0.346850713,0.260138034,0.086712678
110-05482,2019,0.086712678,0.260138034,0.346850713,0.173425356
110-05482,2020,0.086712678,0.433563391,0.086712678,0.086712678
110-05483,2017,0,0.305264935,0.203509957,0.203509957
110-05483,2018,0,0.407019913,0.203509957,0.407019913
110-05483,2019,0.101754978,0,0,0.305264935
110-05483,2020,0,0.203509957,0.101754978,0.305264935
110-05484,2017,0,0.305264935,0.203509957,0.203509957
110-05484,2018,0,0.407019913,0.203509957,0.407019913
110-05484,2019,0.101754978,0,0,0.305264935
110-05484,2020,0,0.203509957,0.101754978,0.305264935
110-05485,2017,0,0.241376231,0.160917487,0.080458744
110-05485,2018,0.080458744,0.402293718,0.160917487,0.402293718
110-05485,2019,0.160917487,0.482752461,0.402293718,0.160917487
110-05485,2020,0.160917487,0.160917487,0.080458744,0.080458744
110-05486,2017,0,0.241376231,0.160917487,0.080458744
110-05486,2018,0.080458744,0.402293718,0.160917487,0.402293718
110-05486,2019,0.160917487,0.482752461,0.402293718,0.160917487
110-05486,2020,0.160917487,0.160917487,0.080458744,0.080458744
110-05487,2017,0,0.241376231,0.160917487,0.080458744
110-05487,2018,0.080458744,0.402293718,0.160917487,0.402293718
110-05487,2019,0.160917487,0.482752461,0.402293718,0.160917487
110-05487,2020,0.160917487,0.160917487,0.080458744,0.080458744
110-05489,2017,0.422291293,0.422291293,0.422291293,0.563055058
110-05489,2018,0.140763764,1.126110116,0.844582587,0.703818822
110-05489,2019,0.140763764,0.140763764,0.844582587,0.281527529
110-05489,2020,0.422291293,0.844582587,0.140763764,1.407637645
110-05490,2017,0.422291293,0.422291293,0.422291293,0.563055058
110-05490,2018,0.140763764,1.126110116,0.844582587,0.703818822
110-05490,2019,0.140763764,0.140763764,0.844582587,0.281527529
110-05490,2020,0.422291293,0.844582587,0.140763764,1.407637645
110-05491,2017,0.422291293,0.422291293,0.422291293,0.563055058
110-05491,2018,0.140763764,1.126110116,0.844582587,0.703818822
110-05491,2019,0.140763764,0.140763764,0.844582587,0.281527529
110-05491,2020,0.422291293,0.844582587,0.140763764,1.407637645
110-05492,2017,0.422291293,0.422291293,0.422291293,0.563055058
110-05492,2018,0.140763764,1.126110116,0.844582587,0.703818822
110-05492,2019,0.140763764,0.140763764,0.844582587,0.281527529
110-05492,2020,0.422291293,0.844582587,0.140763764,1.407637645
110-05494,2017,0.43943965,0.8788793,0.292959767,0.8788793
110-05494,2018,0.732399417,0.8788793,0.146479883,1.31831895
110-05494,2019,0.732399417,0.8788793,0.43943965,1.464798833
110-05494,2020,0.292959767,1.31831895,0.43943965,0.43943965
110-05495,2017,0.43943965,0.8788793,0.292959767,0.8788793
110-05495,2018,0.732399417,0.8788793,0.146479883,1.31831895
110-05495,2019,0.732399417,0.8788793,0.43943965,1.464798833
110-05495,2020,0.292959767,1.31831895,0.43943965,0.43943965
110-05496,2017,0.146479883,1.464798833,0.146479883,0.585919533
110-05496,2018,0.585919533,1.171839067,0.292959767,1.611278717
110-05496,2019,0.43943965,0.292959767,0.585919533,1.464798833
110-05496,2020,0.146479883,0.585919533,0.732399417,0.43943965
110-05497,2017,0.146479883,1.464798833,0.146479883,0.585919533
110-05497,2018,0.585919533,1.171839067,0.292959767,1.611278717
110-05497,2019,0.43943965,0.292959767,0.585919533,1.464798833
110-05497,2020,0.146479883,0.585919533,0.732399417,0.43943965
110-05498,2017,0.146479883,1.611278717,0.732399417,0.292959767
110-05498,2018,1.31831895,1.171839067,0.732399417,1.025359183
110-05498,2019,1.025359183,1.611278717,0.43943965,0.585919533
110-05498,2020,0.43943965,1.31831895,0.292959767,0.732399417
110-05499,2017,0.146479883,1.611278717,0.732399417,0.292959767
110-05499,2018,1.31831895,1.171839067,0.732399417,1.025359183
110-05499,2019,1.025359183,1.611278717,0.43943965,0.585919533
110-05499,2020,0.43943965,1.31831895,0.292959767,0.732399417
110-05500,2017,0.146479883,1.611278717,0.732399417,0.292959767
110-05500,2018,1.31831895,1.171839067,0.732399417,1.025359183
110-05500,2019,1.025359183,1.611278717,0.43943965,0.585919533
110-05500,2020,0.43943965,1.31831895,0.292959767,0.732399417
110-05502,2017,0,0.196597352,0.196597352,0.196597352
110-05502,2018,0.393194704,0.688090732,0.294896028,0.49149338
110-05502,2019,0.098298676,0.294896028,0.098298676,0.098298676
110-05502,2020,0.294896028,0.098298676,0.294896028,0.393194704
110-05503,2017,0.15123946,0.604957841,0.302478921,0.15123946
110-05503,2018,0.302478921,0.756197302,0.453718381,0.756197302
110-05503,2019,0.15123946,0.302478921,0.302478921,0.302478921
110-05503,2020,0.302478921,0.604957841,0.302478921,0.15123946
110-05504,2017,0.150071014,0.150071014,0,0.150071014
110-05504,2018,0.150071014,0.150071014,0,0.150071014
110-05504,2019,0.150071014,0.600284054,0,0.300142027
110-05504,2020,0,0.150071014,0,0
110-05506,2017,0.168424712,0.336849424,0.168424712,0.252637068
110-05506,2018,0,0.252637068,0.252637068,0.252637068
110-05506,2019,0,0.336849424,0.252637068,0.252637068
110-05506,2020,0.084212356,0.168424712,0.42106178,0.42106178
110-05507,2017,0.168424712,0.336849424,0.168424712,0.252637068
110-05507,2018,0,0.252637068,0.252637068,0.252637068
110-05507,2019,0,0.336849424,0.252637068,0.252637068
110-05507,2020,0.084212356,0.168424712,0.42106178,0.42106178
110-05508,2017,0.168424712,0.336849424,0.168424712,0.252637068
110-05508,2018,0,0.252637068,0.252637068,0.252637068
110-05508,2019,0,0.336849424,0.252637068,0.252637068
110-05508,2020,0.084212356,0.168424712,0.42106178,0.42106178
110-05509,2017,0.168424712,0.336849424,0.168424712,0.252637068
110-05509,2018,0,0.252637068,0.252637068,0.252637068
110-05509,2019,0,0.336849424,0.252637068,0.252637068
110-05509,2020,0.084212356,0.168424712,0.42106178,0.42106178
110-05510,2017,0.164753983,0.164753983,0.164753983,0.164753983
110-05510,2018,0,0.164753983,0.329507966,0.164753983
110-05510,2019,0,0.164753983,0.164753983,0.164753983
110-05510,2020,0.329507966,0.494261948,0,0
110-05511,2017,0,0,0,0.113093809
110-05511,2018,0,0.113093809,0,0
110-05511,2019,0.113093809,0.339281427,0,0.113093809
110-05511,2020,0.113093809,0.226187618,0.113093809,0
110-05512,2017,0,0,0,0.113093809
110-05512,2018,0,0.113093809,0,0
110-05512,2019,0.113093809,0.339281427,0,0.113093809
110-05512,2020,0.113093809,0.226187618,0.113093809,0
110-05513,2017,0,0,0,0.113093809
110-05513,2018,0,0.113093809,0,0
110-05513,2019,0.113093809,0.339281427,0,0.113093809
110-05513,2020,0.113093809,0.226187618,0.113093809,0
110-05514,2017,0,0,0,0.113093809
110-05514,2018,0,0.113093809,0,0
110-05514,2019,0.113093809,0.339281427,0,0.113093809
110-05514,2020,0.113093809,0.226187618,0.113093809,0
110-05516,2017,0.117395184,0.939161472,0.117395184,0.352185552
110-05516,2018,0.352185552,0.58697592,0.117395184,0.821766288
110-05516,2019,0.352185552,0.704371104,0.234790368,0.939161472
110-05516,2020,0.352185552,0.469580736,0.58697592,1.056556656
110-05517,2017,0.117395184,0.939161472,0.117395184,0.352185552
110-05517,2018,0.352185552,0.58697592,0.117395184,0.821766288
110-05517,2019,0.352185552,0.704371104,0.234790368,0.939161472
110-05517,2020,0.352185552,0.469580736,0.58697592,1.056556656
110-05518,2017,0,0.319726468,0.159863234,0.959179403
110-05518,2018,0.159863234,0.159863234,0.319726468,0.159863234
110-05518,2019,0,0.319726468,0,0.479589701
110-05518,2020,0.319726468,0.479589701,0.159863234,0.799316169
110-05519,2017,0.214820625,0,0.107410313,0.322230938
110-05519,2018,0.107410313,0.859282501,0.537051563,0.537051563
110-05519,2019,0.322230938,0.214820625,0.322230938,0.859282501
110-05519,2020,0.107410313,0.429641251,0.429641251,0.322230938
110-05520,2017,0.214820625,0,0.107410313,0.322230938
110-05520,2018,0.107410313,0.859282501,0.537051563,0.537051563
110-05520,2019,0.322230938,0.214820625,0.322230938,0.859282501
110-05520,2020,0.107410313,0.429641251,0.429641251,0.322230938
110-05521,2017,0,0.375364949,0.250243299,0.12512165
110-05521,2018,0,0.750729897,0.12512165,0.250243299
110-05521,2019,0,0.375364949,0.12512165,0.375364949
110-05521,2020,0.12512165,0.12512165,0,0.500486598
110-05528,2017,0.096431895,0,0.289295684,0.096431895
110-05528,2018,0.096431895,0.192863789,0,0.096431895
110-05528,2019,0.096431895,0.289295684,0.096431895,0.096431895
110-05528,2020,0.096431895,0,0.192863789,0
110-05529,2017,0.096431895,0,0.289295684,0.096431895
110-05529,2018,0.096431895,0.192863789,0,0.096431895
110-05529,2019,0.096431895,0.289295684,0.096431895,0.096431895
110-05529,2020,0.096431895,0,0.192863789,0
110-05530,2017,0.096431895,0,0.289295684,0.096431895
110-05530,2018,0.096431895,0.192863789,0,0.096431895
110-05530,2019,0.096431895,0.289295684,0.096431895,0.096431895
110-05530,2020,0.096431895,0,0.192863789,0
110-05531,2017,0.180055407,0.360110813,0.090027703,0
110-05531,2018,0.27008311,0.630193923,0.180055407,0.090027703
110-05531,2019,0.180055407,0,0.090027703,0.090027703
110-05531,2020,0.180055407,0.27008311,0,0.180055407
110-05532,2017,0.180055407,0.360110813,0.090027703,0
110-05532,2018,0.27008311,0.630193923,0.180055407,0.090027703
110-05532,2019,0.180055407,0,0.090027703,0.090027703
110-05532,2020,0.180055407,0.27008311,0,0.180055407
110-05533,2017,0.180055407,0.360110813,0.090027703,0
110-05533,2018,0.27008311,0.630193923,0.180055407,0.090027703
110-05533,2019,0.180055407,0,0.090027703,0.090027703
110-05533,2020,0.180055407,0.27008311,0,0.180055407
110-05534,2017,0,0.128755674,0,0
110-05534,2018,0.128755674,0.128755674,0.386267023,0.257511349
110-05534,2019,0.128755674,0.257511349,0,0
110-05534,2020,0.515022697,0.128755674,0.128755674,0.515022697
110-05535,2017,0,0.128755674,0,0
110-05535,2018,0.128755674,0.128755674,0.386267023,0.257511349
110-05535,2019,0.128755674,0.257511349,0,0
110-05535,2020,0.515022697,0.128755674,0.128755674,0.515022697
110-05536,2017,0,0.128755674,0,0
110-05536,2018,0.128755674,0.128755674,0.386267023,0.257511349
110-05536,2019,0.128755674,0.257511349,0,0
110-05536,2020,0.515022697,0.128755674,0.128755674,0.515022697
110-05537,2017,0.073540811,0.147081621,0.147081621,0.147081621
110-05537,2018,0.220622432,0,0.147081621,0.073540811
110-05537,2019,0,0,0.147081621,0
110-05537,2020,0.294163242,0.367704053,0,0.147081621
110-05538,2017,0.073540811,0.147081621,0.147081621,0.147081621
110-05538,2018,0.220622432,0,0.147081621,0.073540811
110-05538,2019,0,0,0.147081621,0
110-05538,2020,0.294163242,0.367704053,0,0.147081621
110-05539,2017,0,0.135532245,0.271064489,0.135532245
110-05539,2018,0.135532245,0,0.135532245,0.406596734
110-05539,2019,0,0.135532245,0.135532245,0.135532245
110-05539,2020,0,0,0,0
110-05540,2017,0,0,0.146479883,0
110-05540,2018,0.146479883,0.146479883,0.146479883,0.292959767
110-05540,2019,0,0,0.146479883,0
110-05540,2020,0,0.292959767,0.292959767,0
110-05541,2017,0,0,0.146479883,0
110-05541,2018,0.146479883,0.146479883,0.146479883,0.292959767
110-05541,2019,0,0,0.146479883,0
110-05541,2020,0,0.292959767,0.292959767,0
