tmc,year,AMP NPMRDS straight VoverC,MIDD NPMRDS straight VoverC,PMP NPMRDS straight VoverC,WE NPMRDS straight VoverC,AMP TMS straight VoverC,MIDD TMS straight VoverC,PMP TMS straight VoverC,WE TMS straight VoverC,AMP NPMRDS weighted VoverC,MIDD NPMRDS weighted VoverC,PMP NPMRDS weighted VoverC,WE NPMRDS weighted VoverC,AMP TMS weighted VoverC,MIDD TMS weighted VoverC,PMP TMS weighted VoverC,WE TMS weighted VoverC,avg NPMRDS straight VoverC,max NPMRDS straight VoverC,avg TMS straight VoverC,max TMS straight VoverC,avg NPMRDS weighted VoverC,max NPMRDS weighted VoverC,avg TMS weighted VoverC,max TMS weighted VoverC,AMP Hour TMS Vol,AMP TMS Vol,AMP Lane TMS Vol,AMP Hour Lane TMS Vol,AMP Hour NPMRDS Vol,AMP NPMRDS Vol,AMP Lane NPMRDS Vol,AMP Hour Lane NPMRDS Vol,MIDD Hour TMS Vol,MIDD TMS Vol,MIDD Lane TMS Vol,MIDD Hour Lane TMS Vol,MIDD Hour NPMRDS Vol,MIDD NPMRDS Vol,MIDD Lane NPMRDS Vol,MIDD Hour Lane NPMRDS Vol,PMP Hour TMS Vol,PMP TMS Vol,PMP Lane TMS Vol,PMP Hour Lane TMS Vol,PMP Hour NPMRDS Vol,PMP NPMRDS Vol,PMP Lane NPMRDS Vol,PMP Hour Lane NPMRDS Vol,WE Hour TMS Vol,WE TMS Vol,WE Lane TMS Vol,WE Hour Lane TMS Vol,WE Hour NPMRDS Vol,WE NPMRDS Vol,WE Lane NPMRDS Vol,WE Hour Lane NPMRDS Vol
110+05493,2020,0.214987922,0.332483691,0.278147225,0.283388767,0.214165414,0.331211664,0.27708308,0.282304569,0.225924134,0.332923087,0.283386062,0.29570402,0.225059786,0.331649379,0.282301874,0.294572706,0.277251901,0.332483691,0.276191182,0.331211664,0.284484326,0.332923087,0.283395936,0.283395936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05495,2017,0.36131617,0.530098318,0.466842035,0.463801623,0.376391704,0.552216108,0.486320523,0.483153254,0.376399295,0.531999619,0.477800471,0.483742538,0.392104156,0.554196739,0.497736189,0.503926182,0.455514537,0.530098318,0.474520397,0.552216108,0.467485481,0.531999619,0.486990817,0.486990817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05495,2018,0.376808244,0.552827226,0.486858717,0.483687943,0.368157034,0.540134764,0.475680839,0.472582863,0.392538084,0.554810049,0.498287016,0.50448386,0.38352573,0.542072064,0.486846753,0.492901322,0.475045533,0.552827226,0.464138875,0.540134764,0.487529752,0.554810049,0.476336467,0.476336467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05495,2019,0.379547794,0.556846506,0.490398379,0.487204552,0.369903297,0.542696761,0.477937114,0.474824444,0.395391996,0.558843745,0.501909766,0.508151663,0.38534489,0.54464325,0.489155991,0.495239279,0.478499308,0.556846506,0.466340404,0.542696761,0.491074293,0.558843745,0.478595853,0.478595853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05495,2020,0.368958072,0.541309992,0.476715827,0.473611111,0.313269915,0.459608146,0.404763408,0.402127298,0.384360207,0.543251507,0.487906037,0.493973779,0.326347351,0.46125662,0.414264639,0.419416556,0.465148751,0.541309992,0.394942192,0.459608146,0.477372883,0.543251507,0.405321292,0.405321292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05496,2017,0.362798325,0.52867694,0.468763617,0.464164958,0.384157474,0.559801918,0.496361297,0.491491899,0.377467447,0.530448445,0.479300032,0.483468348,0.399690216,0.561677716,0.507518026,0.511931745,0.45610096,0.52867694,0.482953147,0.559801918,0.467671068,0.530448445,0.495204426,0.495204426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05496,2018,0.378029452,0.550872041,0.488443416,0.483651694,0.376137688,0.548115325,0.48599911,0.481231367,0.393314417,0.552717918,0.499422175,0.503765486,0.391346163,0.549951964,0.496922928,0.501244504,0.475249151,0.550872041,0.472870873,0.548115325,0.487304999,0.552717918,0.48486639,0.48486639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05496,2019,0.385143779,0.56123918,0.497635679,0.492753779,0.37866004,0.551790947,0.489258185,0.48445847,0.4007164,0.563119795,0.508821052,0.513246103,0.393970502,0.553639902,0.500255257,0.504605814,0.484193104,0.56123918,0.476041911,0.551790947,0.496475838,0.563119795,0.488117869,0.488117869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05496,2020,0.379840371,0.553510949,0.490783265,0.485968589,0.321373541,0.46831192,0.415239578,0.411166,0.395198558,0.555365668,0.501814616,0.506178734,0.334367723,0.469881152,0.424572932,0.428265304,0.477525794,0.553510949,0.40402276,0.46831192,0.489639394,0.555365668,0.414271778,0.414271778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05497,2017,0.368243693,0.530372414,0.476153057,0.468558677,0.389157454,0.560493994,0.503195343,0.495169654,0.380734356,0.532274662,0.486459941,0.486906834,0.402357502,0.562504277,0.514087589,0.514559862,0.46083196,0.530372414,0.487004111,0.560493994,0.471593948,0.532274662,0.498377308,0.498377308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05497,2018,0.379774523,0.546979988,0.491062858,0.483230675,0.386412018,0.55653981,0.49964539,0.491676321,0.392656307,0.548941801,0.501692482,0.502153368,0.399518942,0.558535911,0.510460793,0.510929735,0.475262011,0.546979988,0.483568385,0.55653981,0.48636099,0.548941801,0.494861345,0.494861345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05497,2019,0.386298971,0.556376991,0.499499216,0.491532478,0.39103081,0.563192144,0.505617663,0.49755334,0.399402061,0.558372507,0.510311455,0.510780259,0.404294402,0.565212104,0.516562343,0.51703689,0.483426914,0.556376991,0.489348489,0.563192144,0.494716571,0.558372507,0.500776435,0.500776435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05497,2020,0.383650433,0.552562366,0.496074555,0.488162439,0.335023919,0.482526784,0.43319863,0.42628935,0.396663685,0.554544201,0.506812664,0.507278254,0.346387782,0.484257427,0.442575716,0.442982294,0.480112448,0.552562366,0.419259671,0.482526784,0.491324701,0.554544201,0.429050805,0.429050805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05498,2017,0.40177984,0.513432391,0.459347049,0.466078707,0.429515632,0.548875818,0.49105684,0.4982532,0.410159251,0.515196999,0.469957728,0.477998388,0.438473494,0.550762241,0.502399998,0.510995723,0.460159497,0.513432391,0.491925373,0.548875818,0.468328092,0.515196999,0.500657864,0.500657864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05498,2018,0.419344662,0.535878388,0.479428568,0.486454518,0.42889653,0.54808467,0.490349032,0.497535019,0.428090401,0.53772014,0.49050312,0.498895297,0.437841479,0.549968374,0.50167584,0.510259176,0.480276534,0.535878388,0.491216313,0.54808467,0.48880224,0.53772014,0.499936217,0.499936217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05498,2019,0.426720827,0.54530435,0.487861593,0.495011127,0.430753837,0.550458114,0.492472455,0.499689561,0.4356204,0.547178498,0.499130943,0.507670737,0.439737522,0.552349975,0.503848314,0.512468819,0.488724474,0.54530435,0.493343492,0.550458114,0.497400145,0.547178498,0.502101158,0.502101158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05498,2020,0.426225544,0.544671432,0.487295347,0.494436583,0.383436717,0.489991809,0.438375715,0.444800041,0.435114789,0.546543404,0.498551616,0.507081499,0.391433569,0.491675854,0.448501967,0.456175533,0.488157227,0.544671432,0.439151071,0.489991809,0.496822827,0.546543404,0.446946731,0.446946731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05499,2017,0.407171781,0.520498239,0.46552252,0.472411903,0.431981214,0.55221278,0.49388733,0.50119649,0.415675721,0.522293026,0.476282113,0.484508856,0.441003308,0.554116925,0.505302516,0.514030524,0.466401111,0.520498239,0.494819454,0.55221278,0.474689929,0.522293026,0.503613318,0.503613318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05499,2018,0.426658592,0.545408734,0.487801936,0.495021037,0.428338489,0.54755619,0.489722575,0.4969701,0.435569521,0.547289417,0.499076471,0.507696937,0.437284504,0.549444279,0.501041502,0.509695909,0.488722575,0.545408734,0.490646839,0.54755619,0.497408087,0.547289417,0.499366549,0.499366549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05499,2019,0.432122679,0.552393619,0.494049068,0.501360621,0.431715967,0.551873708,0.493584071,0.500888743,0.441147728,0.554298387,0.505467993,0.514198858,0.440732522,0.553776684,0.504992248,0.513714896,0.494981497,0.552393619,0.494515622,0.551873708,0.503778242,0.554298387,0.503304088,0.503304088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05499,2020,0.429028131,0.548437778,0.490511048,0.497770242,0.368640238,0.471242369,0.421469121,0.427706546,0.437988549,0.550328906,0.501848199,0.51051654,0.376339431,0.472867311,0.43121051,0.438658739,0.4914368,0.548437778,0.422264569,0.471242369,0.500170549,0.550328906,0.429768998,0.429768998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05500,2017,0.481334532,0.555225,0.50881814,0.520854335,0.532113823,0.613799505,0.562496866,0.575802842,0.490092563,0.55819302,0.522299092,0.531118373,0.541795799,0.617080642,0.577400016,0.587149704,0.516558002,0.555225,0.571053259,0.613799505,0.525425762,0.55819302,0.58085654,0.58085654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05500,2018,0.510180713,0.588499406,0.539311402,0.552068921,0.523949083,0.604381382,0.55386593,0.566967739,0.519463609,0.591645298,0.553600262,0.562948079,0.533482499,0.607612174,0.568540406,0.578140495,0.547515111,0.588499406,0.562291034,0.604381382,0.556914312,0.591645298,0.571943894,0.571943894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05500,2019,0.519962996,0.599783383,0.549652241,0.562654375,0.524199417,0.604670145,0.554130557,0.567238626,0.529423883,0.602989596,0.564215077,0.573742131,0.533737388,0.60790248,0.568812045,0.578416721,0.558013249,0.599783383,0.562559686,0.604670145,0.567592672,0.602989596,0.572217159,0.572217159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05500,2020,0.512992156,0.591742439,0.542283375,0.555111197,0.451255938,0.52052899,0.477022095,0.488306148,0.522326207,0.594905667,0.556650976,0.566050306,0.459466679,0.523311539,0.489660622,0.497928787,0.550532292,0.591742439,0.484278293,0.52052899,0.559983289,0.594905667,0.492591907,0.492591907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05501,2017,0.669704269,0.701547012,0.635514107,0.673582541,0.64482498,0.675484776,0.611904971,0.648559176,0.677478138,0.705821264,0.656332858,0.684642923,0.652310053,0.679600241,0.631950312,0.659208668,0.670086982,0.701547012,0.645193476,0.675484776,0.681068796,0.705821264,0.655767319,0.655767319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05501,2018,0.642662477,0.673219451,0.609852869,0.646384149,0.643901193,0.674517064,0.611028345,0.647630038,0.650122447,0.677321114,0.629830986,0.656997927,0.651375542,0.678626633,0.631044969,0.658264274,0.643029737,0.673219451,0.64426916,0.674517064,0.653568119,0.677321114,0.654827855,0.654827855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05501,2019,0.653957884,0.685051926,0.620571616,0.657744968,0.646693552,0.677442193,0.613678146,0.650438568,0.66154897,0.68922568,0.640900867,0.668545294,0.654200314,0.681569584,0.633781575,0.66111892,0.654331599,0.685051926,0.647063115,0.677442193,0.665055203,0.68922568,0.657667598,0.657667598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05501,2020,0.653223053,0.684282155,0.619874299,0.657005881,0.610581841,0.639613462,0.579410034,0.614117733,0.660805609,0.688451219,0.640180708,0.667794071,0.617669422,0.643510377,0.598390876,0.62420169,0.653596347,0.684282155,0.610930768,0.639613462,0.664307902,0.688451219,0.620943091,0.620943091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05503,2017,0.193807789,0.321722621,0.365985924,0.297822184,0.204418484,0.339336466,0.386023121,0.314127515,0.196557896,0.338852899,0.389806173,0.331923421,0.207319155,0.357404602,0.411147494,0.350095746,0.29483463,0.365985924,0.310976397,0.386023121,0.314285097,0.389806173,0.331491749,0.331491749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05503,2018,0.198981011,0.330310214,0.375755017,0.305771814,0.199540003,0.331238146,0.376810617,0.306630811,0.201804525,0.347897742,0.400211089,0.3407833,0.20237145,0.348875083,0.401335392,0.341740654,0.302704514,0.375755017,0.303554894,0.376810617,0.322674164,0.400211089,0.323580645,0.323580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05503,2019,0.204387993,0.339285851,0.385965543,0.314080661,0.20037341,0.332621609,0.37838442,0.307911498,0.207288232,0.357351292,0.411086168,0.350043526,0.203216683,0.350332209,0.403011626,0.343167982,0.310930012,0.385965543,0.304822734,0.37838442,0.331442305,0.411086168,0.324932125,0.324932125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05503,2020,0.200007524,0.332014235,0.377693482,0.307349245,0.173155556,0.287439734,0.326986323,0.266086137,0.202845605,0.349692495,0.402275719,0.34254135,0.175612611,0.302744603,0.348268277,0.296553534,0.304266122,0.377693482,0.263416938,0.326986323,0.324338792,0.402275719,0.280794756,0.280794756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05504,2017,0.181223763,0.276051042,0.273111314,0.248117611,0.1946262,0.296466448,0.293309313,0.266467196,0.184969326,0.28063382,0.287586152,0.263642895,0.198648767,0.301388146,0.308854639,0.283140655,0.244625933,0.276051042,0.262717289,0.296466448,0.254208048,0.287586152,0.273008052,0.273008052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05504,2018,0.188181624,0.286649678,0.283597084,0.257643779,0.191466646,0.291653625,0.288547742,0.262141379,0.192070994,0.291408406,0.298627664,0.273765136,0.195423912,0.296495424,0.303840706,0.278544161,0.254018041,0.286649678,0.258452348,0.291653625,0.26396805,0.298627664,0.268576051,0.268576051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05504,2019,0.194979796,0.297005067,0.293842196,0.266951312,0.191215707,0.291271379,0.288169567,0.261797812,0.199009672,0.301935707,0.309415765,0.283655064,0.195167786,0.296106833,0.303442488,0.278179097,0.263194593,0.297005067,0.258113616,0.291271379,0.273504052,0.309415765,0.268224051,0.268224051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05504,2020,0.191523678,0.291740499,0.288633691,0.262219462,0.164445052,0.250492691,0.24782514,0.225145494,0.195482122,0.296583741,0.303931211,0.278627131,0.16784383,0.25465117,0.260959816,0.23923336,0.258529333,0.291740499,0.221977094,0.250492691,0.268656051,0.303931211,0.230672044,0.230672044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05505,2017,0.190064563,0.289532321,0.286366898,0.260208555,0.201199866,0.306495137,0.303144261,0.27545338,0.193996845,0.294332678,0.301558156,0.276490421,0.205362529,0.311576732,0.319225529,0.292689152,0.256543084,0.289532321,0.271573161,0.306495137,0.266594525,0.301558156,0.282213486,0.282213486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05505,2018,0.197001309,0.300099321,0.29681837,0.269705331,0.198096585,0.301767795,0.298468602,0.271204823,0.201077107,0.305074876,0.312564061,0.286581434,0.202195043,0.306771012,0.314301835,0.288174752,0.265906083,0.300099321,0.267384451,0.301767795,0.27632437,0.312564061,0.277860661,0.277860661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05505,2019,0.202078368,0.307833392,0.304467885,0.276656097,0.200891819,0.306025879,0.302680133,0.275031649,0.206259207,0.312937175,0.320619369,0.293967126,0.205048109,0.311099694,0.31873678,0.292241031,0.272758936,0.307833392,0.27115737,0.306025879,0.283445719,0.320619369,0.281781404,0.281781404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05505,2020,0.199511316,0.303922907,0.300600152,0.273141665,0.172448878,0.262697703,0.259825659,0.236091741,0.203639044,0.308961855,0.31654646,0.290232787,0.176016707,0.26705315,0.273608952,0.250864561,0.26929401,0.303922907,0.232765995,0.262697703,0.279845037,0.31654646,0.241885843,0.241885843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05507,2017,0.220700198,0.336607244,0.29718558,0.292227612,0.225616291,0.344105164,0.303805383,0.298736977,0.230444668,0.337758625,0.304956319,0.306301203,0.235577818,0.345282191,0.311749215,0.313124056,0.286680159,0.336607244,0.293065954,0.344105164,0.294865204,0.337758625,0.30143332,0.30143332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05507,2018,0.227157385,0.346455609,0.305880556,0.30077753,0.215876571,0.329250351,0.290690287,0.285840681,0.237186956,0.347640676,0.313878649,0.315262881,0.225408066,0.330376567,0.298291189,0.299606679,0.29506777,0.346455609,0.280414473,0.329250351,0.303492291,0.347640676,0.288420625,0.288420625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05507,2019,0.225215606,0.343494048,0.303265838,0.298206433,0.224260127,0.342036772,0.30197923,0.29694129,0.235159442,0.344668985,0.311195562,0.312567961,0.234161777,0.343206725,0.309875312,0.31124189,0.292545481,0.343494048,0.291304355,0.342036772,0.300897988,0.344668985,0.299621426,0.299621426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05507,2020,0.222410813,0.339216238,0.299489022,0.294492626,0.193176243,0.294628294,0.260122983,0.255783334,0.232230811,0.340376543,0.307319991,0.308675299,0.201705461,0.295636084,0.266924618,0.268101779,0.288902175,0.339216238,0.250927714,0.294628294,0.297150661,0.340376543,0.258091986,0.258091986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05508,2017,0.239439796,0.339440473,0.296409021,0.29857415,0.249826454,0.35416506,0.309266946,0.311525997,0.2539679,0.340791778,0.307336162,0.31244088,0.264984772,0.355574983,0.320668096,0.325994251,0.29346586,0.339440473,0.306196114,0.35416506,0.30363418,0.340791778,0.316805526,0.316805526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05508,2018,0.246165447,0.348975054,0.304734886,0.306960833,0.238064848,0.337491286,0.294706935,0.296859632,0.261101632,0.350364316,0.315968961,0.321217066,0.252509526,0.338834831,0.305571329,0.310646733,0.301709055,0.348975054,0.291780675,0.337491286,0.312162994,0.350364316,0.301890605,0.301890605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05508,2019,0.249412313,0.353577955,0.30875427,0.311009576,0.247855142,0.351370441,0.306826606,0.309067832,0.264545503,0.354985541,0.32013652,0.325453846,0.262893851,0.35276924,0.318137793,0.323421921,0.305688529,0.353577955,0.303780005,0.351370441,0.316280353,0.354985541,0.314305701,0.314305701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05508,2020,0.241162623,0.341882829,0.298541755,0.300722463,0.214823251,0.304542968,0.265935532,0.267878067,0.25579526,0.343243857,0.309547519,0.314688967,0.227857737,0.305755347,0.275739266,0.280319173,0.295577418,0.341882829,0.263294955,0.304542968,0.305818901,0.343243857,0.272417881,0.272417881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05509,2017,0.239755618,0.339890041,0.296800377,0.298968873,0.24860171,0.352430723,0.30775121,0.309999715,0.254303747,0.341242773,0.307741193,0.31285383,0.263686612,0.353833366,0.319095701,0.324396976,0.293853727,0.339890041,0.30469584,0.352430723,0.304035386,0.341242773,0.315253164,0.315253164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05509,2018,0.249960099,0.354356445,0.309432798,0.31169359,0.251053436,0.355906417,0.310786272,0.313056953,0.265127427,0.355766752,0.320839277,0.326169519,0.266287106,0.357322893,0.322242644,0.3275962,0.306360733,0.354356445,0.30770077,0.355906417,0.316975744,0.355766752,0.318362211,0.318362211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05509,2019,0.248154436,0.351796643,0.307197516,0.309441976,0.22733133,0.322276725,0.281419994,0.283476117,0.263212198,0.353196763,0.318521597,0.323813334,0.241125567,0.323559357,0.29179385,0.296641547,0.304147643,0.351796643,0.278626042,0.322276725,0.314685973,0.353196763,0.28828008,0.28828008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05509,2020,0.245669578,0.34827398,0.30412144,0.306343425,0.195939297,0.277773745,0.242558893,0.244331088,0.260576561,0.349660079,0.315332128,0.320570877,0.207828696,0.27887926,0.25150023,0.255678512,0.301102106,0.34827398,0.240150756,0.277773745,0.311534911,0.349660079,0.248471675,0.248471675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05510,2017,0.236733488,0.335605713,0.293059196,0.295200358,0.245468075,0.347988319,0.303871993,0.306092156,0.251098238,0.336941394,0.303862102,0.308910295,0.260362831,0.349373281,0.315073486,0.320307938,0.290149689,0.335605713,0.300855136,0.347988319,0.300203007,0.336941394,0.311279384,0.311279384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05510,2018,0.246809342,0.349889767,0.305532385,0.307764679,0.247888897,0.351420202,0.306868798,0.309110857,0.261785484,0.351282298,0.316795085,0.322058138,0.262930546,0.352818823,0.318180761,0.323466836,0.302499043,0.349889767,0.303822189,0.351420202,0.312980251,0.351282298,0.314349242,0.314349242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05510,2019,0.245026439,0.347362232,0.303325279,0.305541447,0.224465809,0.318214413,0.277872683,0.279902889,0.259894397,0.348744703,0.314506619,0.319731653,0.238086169,0.319480878,0.288115776,0.292902368,0.300313849,0.347362232,0.275113949,0.318214413,0.310719343,0.348744703,0.284646298,0.284646298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05510,2020,0.242572903,0.343883972,0.300287976,0.302481953,0.193469474,0.274272395,0.239501428,0.241251284,0.257291983,0.345252599,0.311357354,0.316530068,0.205209007,0.275363975,0.248330059,0.252455674,0.297306701,0.343883972,0.237123645,0.274272395,0.307608001,0.345252599,0.245339679,0.245339679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05511,2017,0.235588733,0.323534647,0.286019546,0.287688643,0.242828891,0.333477576,0.294809553,0.296529945,0.253418187,0.325647558,0.297620097,0.301653524,0.261206283,0.335655421,0.306766614,0.310923997,0.283207892,0.323534647,0.291911491,0.333477576,0.294584842,0.325647558,0.303638079,0.303638079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05511,2018,0.245581486,0.337257722,0.298151376,0.29989127,0.245197791,0.336730792,0.297685546,0.299422721,0.264167195,0.339460253,0.310243977,0.314448486,0.263754462,0.338929883,0.309759254,0.313957194,0.295220464,0.337257722,0.294759213,0.336730792,0.307079978,0.339460253,0.306600198,0.306600198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05511,2019,0.2438632,0.334897994,0.296065268,0.297792988,0.232469126,0.319250482,0.282232146,0.283879142,0.262318868,0.337085115,0.30807326,0.312248351,0.250062486,0.321335414,0.293679086,0.297659103,0.293154863,0.334897994,0.279457724,0.319250482,0.304931399,0.337085115,0.290684022,0.290684022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05511,2020,0.241360841,0.331461498,0.293027247,0.294737239,0.200372205,0.275171693,0.243264464,0.24468406,0.25962713,0.333626176,0.304912021,0.30904427,0.215536457,0.276968759,0.253130929,0.256561427,0.290146706,0.331461498,0.240873106,0.275171693,0.301802399,0.333626176,0.250549393,0.250549393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05512,2017,0.229033668,0.317743748,0.291111394,0.284788767,0.232725137,0.322865008,0.295803405,0.289378873,0.245637798,0.319712328,0.302398797,0.2984559,0.249596884,0.324865317,0.307272734,0.303266287,0.280669394,0.317743748,0.285193106,0.322865008,0.291551206,0.319712328,0.296250306,0.296250306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05512,2018,0.238725806,0.331189876,0.303430507,0.296840322,0.235001813,0.326023494,0.298697157,0.292209775,0.256032581,0.333241762,0.315195566,0.311085814,0.252038612,0.328043372,0.310278687,0.306233045,0.292546628,0.331189876,0.28798306,0.326023494,0.303888931,0.333241762,0.299148429,0.299148429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05512,2019,0.237148394,0.329001496,0.301425551,0.294878911,0.242758776,0.336784909,0.308556581,0.301855063,0.254340812,0.331039824,0.31311287,0.309030274,0.260357927,0.338871459,0.320520395,0.316341215,0.290613588,0.329001496,0.297488832,0.336784909,0.301880945,0.331039824,0.309022749,0.309022749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05512,2020,0.234660312,0.325549721,0.298263094,0.291785139,0.209242843,0.290287475,0.265956426,0.260180138,0.251672353,0.327566664,0.309827794,0.305788031,0.224412208,0.29208595,0.276268484,0.272666292,0.287564567,0.325549721,0.256416721,0.290287475,0.298713711,0.327566664,0.266358234,0.266358234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05513,2017,0.239367047,0.32265528,0.29949592,0.292241682,0.244613402,0.329727116,0.306060157,0.298646924,0.256702986,0.32439901,0.311036925,0.305389104,0.262329304,0.331509064,0.317854113,0.312082505,0.288439982,0.32265528,0.2947619,0.329727116,0.299382006,0.32439901,0.305943747,0.305943747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05513,2018,0.249493346,0.336305045,0.312165939,0.304604815,0.247011736,0.332959954,0.309060951,0.301575034,0.267562672,0.338122542,0.324195181,0.318308431,0.264901335,0.334759374,0.320970542,0.315142346,0.300642286,0.336305045,0.297651919,0.332959954,0.312047207,0.338122542,0.308943399,0.308943399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05513,2019,0.247794526,0.334015117,0.310040377,0.302530737,0.247061702,0.333027305,0.309123468,0.301636036,0.265740817,0.335820239,0.32198771,0.316141044,0.264954919,0.334827089,0.321035468,0.315206093,0.298595189,0.334015117,0.297712128,0.333027305,0.309922453,0.335820239,0.309005892,0.309005892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05513,2020,0.245229641,0.330557776,0.306831194,0.299399285,0.212952064,0.287049152,0.266445507,0.2599918,0.262990173,0.332344213,0.318654862,0.312868715,0.228374922,0.288600456,0.276712922,0.271688358,0.295504474,0.330557776,0.256609631,0.287049152,0.306714491,0.332344213,0.266344165,0.266344165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05514,2017,0.20702722,0.330385514,0.305837099,0.288126454,0.219219184,0.349842126,0.323848038,0.305094403,0.219215271,0.332063767,0.316461226,0.305292505,0.232124997,0.351619212,0.335097827,0.323271373,0.282844072,0.330385514,0.299500938,0.349842126,0.293258192,0.332063767,0.310528352,0.310528352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+05514,2018,0.215794807,0.344377315,0.318789276,0.300328587,0.200089904,0.319314561,0.295588743,0.278471568,0.228499021,0.346126642,0.329863334,0.318221618,0.211869543,0.320936577,0.305856864,0.295062398,0.294822496,0.344377315,0.273366194,0.319314561,0.305677654,0.346126642,0.283431346,0.283431346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
