tmc,year,AMP NPMRDS straight VoverC,MIDD NPMRDS straight VoverC,PMP NPMRDS straight VoverC,WE NPMRDS straight VoverC,AMP TMS straight VoverC,MIDD TMS straight VoverC,PMP TMS straight VoverC,WE TMS straight VoverC,AMP NPMRDS weighted VoverC,MIDD NPMRDS weighted VoverC,PMP NPMRDS weighted VoverC,WE NPMRDS weighted VoverC,AMP TMS weighted VoverC,MIDD TMS weighted VoverC,PMP TMS weighted VoverC,WE TMS weighted VoverC,avg NPMRDS straight VoverC,max NPMRDS straight VoverC,avg TMS straight VoverC,max TMS straight VoverC,avg NPMRDS weighted VoverC,max NPMRDS weighted VoverC,avg TMS weighted VoverC,max TMS weighted VoverC,AMP Hour TMS Vol,AMP TMS Vol,AMP Lane TMS Vol,AMP Hour Lane TMS Vol,AMP Hour NPMRDS Vol,AMP NPMRDS Vol,AMP Lane NPMRDS Vol,AMP Hour Lane NPMRDS Vol,MIDD Hour TMS Vol,MIDD TMS Vol,MIDD Lane TMS Vol,MIDD Hour Lane TMS Vol,MIDD Hour NPMRDS Vol,MIDD NPMRDS Vol,MIDD Lane NPMRDS Vol,MIDD Hour Lane NPMRDS Vol,PMP Hour TMS Vol,PMP TMS Vol,PMP Lane TMS Vol,PMP Hour Lane TMS Vol,PMP Hour NPMRDS Vol,PMP NPMRDS Vol,PMP Lane NPMRDS Vol,PMP Hour Lane NPMRDS Vol,WE Hour TMS Vol,WE TMS Vol,WE Lane TMS Vol,WE Hour Lane TMS Vol,WE Hour NPMRDS Vol,WE NPMRDS Vol,WE Lane NPMRDS Vol,WE Hour Lane NPMRDS Vol
110P05373,2020,0.508118001,0.546590296,0.484610998,0.517889841,0.429898894,0.462448808,0.410010532,0.438166468,0.515949792,0.548577332,0.506493706,0.527783466,0.436525068,0.464129962,0.428524641,0.44653708,0.514302284,0.546590296,0.435131176,0.462448808,0.524701074,0.548577332,0.443929188,0.443929188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05374,2017,0.481643983,0.522502918,0.468904271,0.495515038,0.516750137,0.560587205,0.50308185,0.531632227,0.488778232,0.524849074,0.490054395,0.505164711,0.524404388,0.563104368,0.525773567,0.541985247,0.492141553,0.522502918,0.528012855,0.560587205,0.502211603,0.524849074,0.538816893,0.538816893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05374,2018,0.493608248,0.535482139,0.480552076,0.507823866,0.519311294,0.563365632,0.505575264,0.534267144,0.500919715,0.537886574,0.502227578,0.517713242,0.527003482,0.56589527,0.528379448,0.544671477,0.504366582,0.535482139,0.530629834,0.563365632,0.514686777,0.537886574,0.541487419,0.541487419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05374,2019,0.495693762,0.537744572,0.482582427,0.509969442,0.522732269,0.567076815,0.508905753,0.537786641,0.50303612,0.540159166,0.504349509,0.519900601,0.530475129,0.569623118,0.531860159,0.548259513,0.506497551,0.537744572,0.53412537,0.567076815,0.516861349,0.540159166,0.54505448,0.54505448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05374,2020,0.495565704,0.53760565,0.482457756,0.509837696,0.436402963,0.473424002,0.424859898,0.448971104,0.502906166,0.540019621,0.504219215,0.519766289,0.442867089,0.475549782,0.444023381,0.457714379,0.506366702,0.53760565,0.445914492,0.473424002,0.516727823,0.540019621,0.455038658,0.455038658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05375,2017,0.54135979,0.550171006,0.488231862,0.529956618,0.581082004,0.590539743,0.52405582,0.568842125,0.55021579,0.551757904,0.508208875,0.539192814,0.590587813,0.592243079,0.545498645,0.578756027,0.527429819,0.550171006,0.566129923,0.590539743,0.537343846,0.551757904,0.576771391,0.576771391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05375,2018,0.55830922,0.567396307,0.50351791,0.546549026,0.580619221,0.590069427,0.523638454,0.56838909,0.567442493,0.569032889,0.524120384,0.556074399,0.590117459,0.591771407,0.545064201,0.578295096,0.543943116,0.567396307,0.565679048,0.590069427,0.554167541,0.569032889,0.576312041,0.576312041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05375,2019,0.568374752,0.577625666,0.512595632,0.556402538,0.588158729,0.597731649,0.53043805,0.575769786,0.577672685,0.579291753,0.533569539,0.56609964,0.597780304,0.599455729,0.552142016,0.585804425,0.553749647,0.577625666,0.573024554,0.597731649,0.564158404,0.579291753,0.583795619,0.583795619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05375,2020,0.565868011,0.575078125,0.510334896,0.553948598,0.50071201,0.508861639,0.45157317,0.49016504,0.575124936,0.576736864,0.531216301,0.563602932,0.508903061,0.510329385,0.470050218,0.49870774,0.551307408,0.575078125,0.487827965,0.508861639,0.561670258,0.576736864,0.496997601,0.496997601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05376,2017,0.308731121,0.415270135,0.454641447,0.396079363,0.32888835,0.442383356,0.484325243,0.421939607,0.311489995,0.422425984,0.473541316,0.415837943,0.331827353,0.450006415,0.504459095,0.442988236,0.393680517,0.454641447,0.419384139,0.484325243,0.40582381,0.473541316,0.432320275,0.432320275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05376,2018,0.318909895,0.428961469,0.469630842,0.409137983,0.329539391,0.443259062,0.485283974,0.422774845,0.321759729,0.436353245,0.489153834,0.429547998,0.332484211,0.450897211,0.505457682,0.44386514,0.406660047,0.469630842,0.420214318,0.485283974,0.419203702,0.489153834,0.433176061,0.433176061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05376,2019,0.330616112,0.444707346,0.486869568,0.4241562,0.333395556,0.448445939,0.490962614,0.427722022,0.333570555,0.452370452,0.50710919,0.445315404,0.336374836,0.456173468,0.511372387,0.44905911,0.421587307,0.486869568,0.425131533,0.490962614,0.4345914,0.50710919,0.43824495,0.43824495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05376,2020,0.333107596,0.448058608,0.490538559,0.42735259,0.291691377,0.392350201,0.429548499,0.374218622,0.336084303,0.455779462,0.510930705,0.448671248,0.294297981,0.399111099,0.44740523,0.39288667,0.424764338,0.490538559,0.371952175,0.429548499,0.43786643,0.510930705,0.383425245,0.383425245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05377,2017,0.306119831,0.398274043,0.413611864,0.376326503,0.320755714,0.417315909,0.433387045,0.394319035,0.309263676,0.40330862,0.42999855,0.390774335,0.324049869,0.422591193,0.450557195,0.409457632,0.37358306,0.413611864,0.391444426,0.433387045,0.383336295,0.42999855,0.401663972,0.401663972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05377,2018,0.315781852,0.410844716,0.426666642,0.388204448,0.318651887,0.414578746,0.430544472,0.391732708,0.319024925,0.416038198,0.443570539,0.403108295,0.321924436,0.41981943,0.447602004,0.406772011,0.385374415,0.426666642,0.388876953,0.430544472,0.395435489,0.443570539,0.39902947,0.39902947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05377,2019,0.326145148,0.424327776,0.440668944,0.400944502,0.315989637,0.411115053,0.42694739,0.388459887,0.329494653,0.429691697,0.458127592,0.416337462,0.319234845,0.416311953,0.44386241,0.403373541,0.398021593,0.440668944,0.385627992,0.42694739,0.408412851,0.458127592,0.395695687,0.395695687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05377,2020,0.327106156,0.425578084,0.441967403,0.40212591,0.283795888,0.369229708,0.38344901,0.348882703,0.330465529,0.430957811,0.459477494,0.417564226,0.286710466,0.373897136,0.398640689,0.362276919,0.399194388,0.441967403,0.346339327,0.38344901,0.409616265,0.459477494,0.355381303,0.355381303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05379,2017,0.41332012,0.537235813,0.519830286,0.496858322,0.442388438,0.575018977,0.556389339,0.531801783,0.424261398,0.538205733,0.533123897,0.509769303,0.454099204,0.57605711,0.570617874,0.545620778,0.491811135,0.537235813,0.526399634,0.575018977,0.501340083,0.538205733,0.536598742,0.536598742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05379,2018,0.487017435,0.633027998,0.612518966,0.585450971,0.439842971,0.571710365,0.553187921,0.52874184,0.499909605,0.63417086,0.628182904,0.600664053,0.451486354,0.572742525,0.567334586,0.542481322,0.579503843,0.633027998,0.523370774,0.571710365,0.590731856,0.63417086,0.533511197,0.533511197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05379,2019,0.463108232,0.601950681,0.582448502,0.556709359,0.44566118,0.579272906,0.560505448,0.535735996,0.475367485,0.603037437,0.597343448,0.571175583,0.457458581,0.580318719,0.574839245,0.549657223,0.551054194,0.601950681,0.530293883,0.579272906,0.561730988,0.603037437,0.540568442,0.540568442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05379,2020,0.460350643,0.598366352,0.578980299,0.55339442,0.374312361,0.48653331,0.470770457,0.449966509,0.472536899,0.599446636,0.593786553,0.567774505,0.384221039,0.487411692,0.482809462,0.461658996,0.547772929,0.598366352,0.445395659,0.48653331,0.558386148,0.599446636,0.454025297,0.454025297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05380,2017,0.377404262,0.520025082,0.465449036,0.46368312,0.403116273,0.555453644,0.49715941,0.495273185,0.401509348,0.520238254,0.478347083,0.48056013,0.428863603,0.555681339,0.510936183,0.513300001,0.456640375,0.520025082,0.487750628,0.555453644,0.470163704,0.520238254,0.502195282,0.502195282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05380,2018,0.40019797,0.551432518,0.493560296,0.491687727,0.397987136,0.54838621,0.490833695,0.48897147,0.425758907,0.551658564,0.507237334,0.50958404,0.423406864,0.548611007,0.504435176,0.506768918,0.484219628,0.551432518,0.481544628,0.54838621,0.498559711,0.551658564,0.495805491,0.495805491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05380,2019,0.40757479,0.561597032,0.502658056,0.50075097,0.407935893,0.562094596,0.503103401,0.501194625,0.433606889,0.561827245,0.516587202,0.518977164,0.433991056,0.562325012,0.517044888,0.519436968,0.493145212,0.561597032,0.493582129,0.562094596,0.507749625,0.561827245,0.508199481,0.508199481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05380,2020,0.403506853,0.555991825,0.49764111,0.495753057,0.337859795,0.465536787,0.416679225,0.415098343,0.42927913,0.55621974,0.511431231,0.513797339,0.359439146,0.465727622,0.428225814,0.430206977,0.488223211,0.555991825,0.408793538,0.465536787,0.50268186,0.55621974,0.42089989,0.42089989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05381,2017,0.358331101,0.505834686,0.473903516,0.454567613,0.372546564,0.525901809,0.492703888,0.472600904,0.37107803,0.506808184,0.481400501,0.468747309,0.38579918,0.526913927,0.500498288,0.487343127,0.448159229,0.505834686,0.465938291,0.525901809,0.457008506,0.506808184,0.475138631,0.475138631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05381,2018,0.380330552,0.536890001,0.502998442,0.482475427,0.370468486,0.52296831,0.489955568,0.46996472,0.393860068,0.537923266,0.510955699,0.497525674,0.383647179,0.523974782,0.497706491,0.48462471,0.475673606,0.536890001,0.463339271,0.52296831,0.485066177,0.537923266,0.472488291,0.472488291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05381,2019,0.376322326,0.531231828,0.497697445,0.477390718,0.377907301,0.533469242,0.499793621,0.479401367,0.389709258,0.532254203,0.505570842,0.492282353,0.391350615,0.534495924,0.507700179,0.494355723,0.470660579,0.531231828,0.472642883,0.533469242,0.479954164,0.532254203,0.48197561,0.48197561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05381,2020,0.373152377,0.526756999,0.493505093,0.473369419,0.313578458,0.442660043,0.414716817,0.397795811,0.386426543,0.527770762,0.501312168,0.488135615,0.324733398,0.443511959,0.421277489,0.410204578,0.466695972,0.526756999,0.392187782,0.442660043,0.475911272,0.527770762,0.399931856,0.399931856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05382,2017,0.340805403,0.47117918,0.440749447,0.42523532,0.364261286,0.50360802,0.471083965,0.45450208,0.353310214,0.471595823,0.445332161,0.437011065,0.377626739,0.504053338,0.475982083,0.467088289,0.419492338,0.47117918,0.448363838,0.50360802,0.426812316,0.471595823,0.456187612,0.456187612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05382,2018,0.386326971,0.534114848,0.499620598,0.48203424,0.354448563,0.490041478,0.458393579,0.442258388,0.400502057,0.534587141,0.504815427,0.495382878,0.367453968,0.4904748,0.463159748,0.454505541,0.475524164,0.534114848,0.436285502,0.490041478,0.483821876,0.534587141,0.443898514,0.443898514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05382,2019,0.390305302,0.539615073,0.504765607,0.486998148,0.35916636,0.496564051,0.46449491,0.448144956,0.404626361,0.540092231,0.510013932,0.500484248,0.372344871,0.49700314,0.469324518,0.460555121,0.480421033,0.539615073,0.442092569,0.496564051,0.488804193,0.540092231,0.449806913,0.449806913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05382,2020,0.382881056,0.529350712,0.49516414,0.477734647,0.301310487,0.416575639,0.389672316,0.375956075,0.396929705,0.529818793,0.500312633,0.490964219,0.312366154,0.416943998,0.393723953,0.386367164,0.471282639,0.529350712,0.370878629,0.416575639,0.479506338,0.529818793,0.377350317,0.377350317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05383,2017,0.384118578,0.492849836,0.449905268,0.449513886,0.401437154,0.515070729,0.470189939,0.469780911,0.392575341,0.493140274,0.453886803,0.457525987,0.410275204,0.515374262,0.474350988,0.47815425,0.444096892,0.492849836,0.464119683,0.515070729,0.449282101,0.493140274,0.469538676,0.469538676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05383,2018,0.409108737,0.524913882,0.479175407,0.478758562,0.39345617,0.504830592,0.460842079,0.460441182,0.418115684,0.525223216,0.483415975,0.487291918,0.40211851,0.505128091,0.464920402,0.468648051,0.472989147,0.524913882,0.454892506,0.504830592,0.478511698,0.525223216,0.460203764,0.460203764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05383,2019,0.404634308,0.519172891,0.473934659,0.473522372,0.400984952,0.514490522,0.469660289,0.469251721,0.413542746,0.519478842,0.478128847,0.481962399,0.409813045,0.514793714,0.47381665,0.477615628,0.467816058,0.519172891,0.463596871,0.514490522,0.473278209,0.519478842,0.469009759,0.469009759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05383,2020,0.395748918,0.507772341,0.463527498,0.463124265,0.339763029,0.435938699,0.397953094,0.397606906,0.404461735,0.508071573,0.467629586,0.471378957,0.347243259,0.436195599,0.401474867,0.404693821,0.457543256,0.507772341,0.392815432,0.435938699,0.462885463,0.508071573,0.397401887,0.397401887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05390,2017,0.423398131,0.489615381,0.433324435,0.454613039,0.441173264,0.510170452,0.451516295,0.473698639,0.42727199,0.489916502,0.437415224,0.458929176,0.445209756,0.510484215,0.455778824,0.478195977,0.450237747,0.489615381,0.469139663,0.510170452,0.453383223,0.489916502,0.472417193,0.472417193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05390,2018,0.433862244,0.501716027,0.444033873,0.465848616,0.435525415,0.503639308,0.445736036,0.467634404,0.437831845,0.50202459,0.448225764,0.470271425,0.439510232,0.503949055,0.449943996,0.472074167,0.46136519,0.501716027,0.463133791,0.503639308,0.464588406,0.50202459,0.466369363,0.466369363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05390,2019,0.448796128,0.518985492,0.459317873,0.481883497,0.442342681,0.511522759,0.452713128,0.474954271,0.452902365,0.519304676,0.463654052,0.486458542,0.446389872,0.511837354,0.456986956,0.47946353,0.477245748,0.518985492,0.47038321,0.511522759,0.480579909,0.519304676,0.473669428,0.473669428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05390,2020,0.443754643,0.513155545,0.454158193,0.47647033,0.374473202,0.43303885,0.383252493,0.402081134,0.447814753,0.513471144,0.458445663,0.480993982,0.377899426,0.433305176,0.386870578,0.405898529,0.471884678,0.513155545,0.39821142,0.43303885,0.475181386,0.513471144,0.400993427,0.400993427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05391,2017,0.340665906,0.439941702,0.371107655,0.391910318,0.347943868,0.449340585,0.379035972,0.400283062,0.34606524,0.440502238,0.382183348,0.402063543,0.353458553,0.449913096,0.390348286,0.4106532,0.385906395,0.439941702,0.394150872,0.449340585,0.392703592,0.440502238,0.401093284,0.401093284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05391,2018,0.357513041,0.461698376,0.389460241,0.41129167,0.349881289,0.451842603,0.38114652,0.402511918,0.363179391,0.462286632,0.401083667,0.421947008,0.355426681,0.452418302,0.392521822,0.412939798,0.404990832,0.461698376,0.396345583,0.451842603,0.412124175,0.462286632,0.403326651,0.403326651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05391,2019,0.346242308,0.447143161,0.377182361,0.398325546,0.350016066,0.452016656,0.38129334,0.402666969,0.351730024,0.447712873,0.388439353,0.40864497,0.355563594,0.452592577,0.392673025,0.413098866,0.392223344,0.447143161,0.396498258,0.452016656,0.399131805,0.447712873,0.403482016,0.403482016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05391,2020,0.346511862,0.447491268,0.377476002,0.398635648,0.30454565,0.393295393,0.331759709,0.3503567,0.352003851,0.448061423,0.388741759,0.408963105,0.309372501,0.393796497,0.341661064,0.359433394,0.392528695,0.447491268,0.344989363,0.393295393,0.399442535,0.448061423,0.351065864,0.351065864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05392,2017,0.323176905,0.395954118,0.328591845,0.355914265,0.346736891,0.424819649,0.352546586,0.381860843,0.32894997,0.396943106,0.336887133,0.364051054,0.352930818,0.425880736,0.361446611,0.390590815,0.350909283,0.395954118,0.376490992,0.424819649,0.356707816,0.396943106,0.382712245,0.382712245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05392,2018,0.335809748,0.41143179,0.341436356,0.369826797,0.346594749,0.424645498,0.352402063,0.381704303,0.341808479,0.412459437,0.350055903,0.37828165,0.352786138,0.42570615,0.361298439,0.390430695,0.364626173,0.41143179,0.376336653,0.424645498,0.370651367,0.412459437,0.382555356,0.382555356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05392,2019,0.340695869,0.417418231,0.346404345,0.375207874,0.347731883,0.426038707,0.353558249,0.382956626,0.346781883,0.418460831,0.355149309,0.383785748,0.353943584,0.427102838,0.362483814,0.391711649,0.36993158,0.417418231,0.377571366,0.426038707,0.376044443,0.418460831,0.383810471,0.383810471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05392,2020,0.341068991,0.417875377,0.346783719,0.375618793,0.292403229,0.358250421,0.297302545,0.322023259,0.34716167,0.418919119,0.35553826,0.384206061,0.297626568,0.359145236,0.304807936,0.329385244,0.37033672,0.417875377,0.317494864,0.358250421,0.376456278,0.418919119,0.322741246,0.322741246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05393,2017,0.348011441,0.361025751,0.323856398,0.346687562,0.285010966,0.295669297,0.265228708,0.283926748,0.352128867,0.361023398,0.328294982,0.349809236,0.288383014,0.295667369,0.268863776,0.286483306,0.344895288,0.361025751,0.28245893,0.295669297,0.347814121,0.361023398,0.284849366,0.284849366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05393,2018,0.344864194,0.357760809,0.320927598,0.343552287,0.29591525,0.30698136,0.275376139,0.294789551,0.348944384,0.357758477,0.325326042,0.346645731,0.299416311,0.306979359,0.279150282,0.297443921,0.341776222,0.357760809,0.293265575,0.30698136,0.344668659,0.357758477,0.295747468,0.295747468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05393,2019,0.336625813,0.349214344,0.313261032,0.335345246,0.383056959,0.397381839,0.356469451,0.381599763,0.340608532,0.349212067,0.317554403,0.338364791,0.387589019,0.397379249,0.36135501,0.385035796,0.333611609,0.349214344,0.379627003,0.397381839,0.336434948,0.349212067,0.382839769,0.382839769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05393,2020,0.332460339,0.344893097,0.309384679,0.331195618,0.332849117,0.345296413,0.309746472,0.331582917,0.336393776,0.344890849,0.313624923,0.334177799,0.336787153,0.345294162,0.313991674,0.334568585,0.329483433,0.344893097,0.32986873,0.345296413,0.332271837,0.344890849,0.332660394,0.332660394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05394,2017,0.348906026,0.411522839,0.342584306,0.373935597,0.385838081,0.455082947,0.3788472,0.413517058,0.352172859,0.411993459,0.351932853,0.380841289,0.389450711,0.455603382,0.3891853,0.421153724,0.369237192,0.411522839,0.408321322,0.455082947,0.374235115,0.411993459,0.413848279,0.413848279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05394,2018,0.350514876,0.413420424,0.344164006,0.375659862,0.384157726,0.453101025,0.377197291,0.411716159,0.353796773,0.413893213,0.35355566,0.382597397,0.387754623,0.453619194,0.387490368,0.419319566,0.370939792,0.413420424,0.40654305,0.453101025,0.375960761,0.413893213,0.412045938,0.412045938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05394,2019,0.350246734,0.413104159,0.343900722,0.375372485,0.385516311,0.45470343,0.37853126,0.413172205,0.35352612,0.413576588,0.353285192,0.382304712,0.389125928,0.455223431,0.388860739,0.420802502,0.370656025,0.413104159,0.407980802,0.45470343,0.375673153,0.413576588,0.41350315,0.41350315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05394,2020,0.347082662,0.409372243,0.340793979,0.37198143,0.333907965,0.393833134,0.32785799,0.357861616,0.350332423,0.409840404,0.350093671,0.378851033,0.33703437,0.394283524,0.336804681,0.36447046,0.367307579,0.409372243,0.353365176,0.393833134,0.372279383,0.409840404,0.358148259,0.358148259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05395,2017,0.383008673,0.446462182,0.369607969,0.406374262,0.399533355,0.465724528,0.385554486,0.423907038,0.388150971,0.447103709,0.382150419,0.414853852,0.404897514,0.466393733,0.398638072,0.432752476,0.401363272,0.446462182,0.418679852,0.465724528,0.408064738,0.447103709,0.425670449,0.425670449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05395,2018,0.397768762,0.463667593,0.383851632,0.422034795,0.399386306,0.465553117,0.385412581,0.423751018,0.403109229,0.464333842,0.396877433,0.430841165,0.40474849,0.466222076,0.398491352,0.4325932,0.416830696,0.463667593,0.418525756,0.465553117,0.423790417,0.464333842,0.42551378,0.42551378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05395,2019,0.386648147,0.450704612,0.373120105,0.410235763,0.400672988,0.467052966,0.386654245,0.425116195,0.391839308,0.451352235,0.385781737,0.418795929,0.406052448,0.46772408,0.399775152,0.433986863,0.405177157,0.450704612,0.419874099,0.467052966,0.411942302,0.451352235,0.426884636,0.426884636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05395,2020,0.385251177,0.449076205,0.371772013,0.408753571,0.345069915,0.402238065,0.332996612,0.366121035,0.390423583,0.449721488,0.384387898,0.417282809,0.349702845,0.402816045,0.344296675,0.373760684,0.403713242,0.449076205,0.361606407,0.402238065,0.410453945,0.449721488,0.367644062,0.367644062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05396,2017,0.34154516,0.439214663,0.358845354,0.388346431,0.364608019,0.468872661,0.38307641,0.414569549,0.344715159,0.439939207,0.368026666,0.396567788,0.367992072,0.46964613,0.39287769,0.423346053,0.381987902,0.439214663,0.40778166,0.468872661,0.387312205,0.439939207,0.413465486,0.413465486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05396,2018,0.353093375,0.454065248,0.370978517,0.401477075,0.362493084,0.466152932,0.380854348,0.412164809,0.356370557,0.454814289,0.380470264,0.40997641,0.365857508,0.466921914,0.390598775,0.420890404,0.394903554,0.454065248,0.405416293,0.466152932,0.40040788,0.454814289,0.41106715,0.41106715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05396,2019,0.359656386,0.462505042,0.377873963,0.408939403,0.371003178,0.477096604,0.389795501,0.421841025,0.362994482,0.463268006,0.387542135,0.417596717,0.374446588,0.477883639,0.399768694,0.430771467,0.402243699,0.462505042,0.414934077,0.477096604,0.407850335,0.463268006,0.420717597,0.420717597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05396,2020,0.358263215,0.460713474,0.376410224,0.407355329,0.331541184,0.426349913,0.348334649,0.376971629,0.36158838,0.461473483,0.386040945,0.415979107,0.334618332,0.427053235,0.357247037,0.384952179,0.400685561,0.460713474,0.370799344,0.426349913,0.406270479,0.461473483,0.375967696,0.375967696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05397,2017,0.367612187,0.431895628,0.417867552,0.409520909,0.396020651,0.465271812,0.450159669,0.441168011,0.373303119,0.436114222,0.427532189,0.417262324,0.40215137,0.469816412,0.460571173,0.44950767,0.406724069,0.431895628,0.438155036,0.465271812,0.413552964,0.436114222,0.445511656,0.445511656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05397,2018,0.380862469,0.447462955,0.432929248,0.424281757,0.395880622,0.465107296,0.450000497,0.441012018,0.386758527,0.451833604,0.442942238,0.432302205,0.402009173,0.469650289,0.460408319,0.449348728,0.421384107,0.447462955,0.438000108,0.465107296,0.428459144,0.451833604,0.445354127,0.445354127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05397,2019,0.381510105,0.448223841,0.433665421,0.425003225,0.39715839,0.466608504,0.451452946,0.442435455,0.387416189,0.452601923,0.443695438,0.433037312,0.403306722,0.47116616,0.46189436,0.450799073,0.422100648,0.448223841,0.439413824,0.466608504,0.429187716,0.452601923,0.446791579,0.446791579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05397,2020,0.380004789,0.446455294,0.431954317,0.423326299,0.332464807,0.390602113,0.37791526,0.370366639,0.385887569,0.450816102,0.441944758,0.431328686,0.33761163,0.394417367,0.386655861,0.377367898,0.420435175,0.446455294,0.367837205,0.390602113,0.427494279,0.450816102,0.374013189,0.374013189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05398,2017,0.365931467,0.460520542,0.391897611,0.41388854,0.388512133,0.48893805,0.416080579,0.439428511,0.371892339,0.461671187,0.405538518,0.423381249,0.394840835,0.490159699,0.430563231,0.449506989,0.40805954,0.460520542,0.433239818,0.48893805,0.415620823,0.461671187,0.441267689,0.441267689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110P05398,2018,0.379022712,0.476995723,0.405917798,0.428695456,0.384737144,0.48418727,0.412037721,0.435158792,0.385196835,0.478187533,0.42004671,0.438527767,0.391004353,0.485397049,0.426379651,0.445139342,0.422657922,0.476995723,0.429030232,0.48418727,0.430489711,0.478187533,0.436980099,0.436980099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
